pathway,k,meanNES,nUp,Zc_up,p_stouffer_up,p_fisher,size,collection,FDR_stouffer_up,FDR_fisher,direction_consistent
REACTOME_OXIDATIVE_STRESS_INDUCED_SENESCENCE,4,0.751475169180963,3,2.28121690401167,0.0112678074800404,0.0115271547273169,63,Reactome,0.03833558439945,0.0246978368743454,FALSE
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,4,0.7590047185657,3,2.28102571111196,0.011273462745935,0.0216798067201634,44,Reactome,0.03833558439945,0.0422890848411939,FALSE
GOBP_NEUTROPHIL_MEDIATED_CYTOTOXICITY,4,0.85029364907893,3,2.27981945660144,0.0113091992801512,0.0722233896356307,13,GO:BP,0.0384372939985354,0.117760183249198,FALSE
GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,4,0.799639583114635,3,2.27857147835699,0.0113462755028285,0.0103645246436818,24,GO:BP,0.0385434497899896,0.0225213336872097,FALSE
GOBP_REGULATION_OF_BINDING,4,0.726725794007294,3,2.27821716348154,0.0113568210863042,0.0493025286056799,84,GO:BP,0.0385594177593149,0.085143660003055,FALSE
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,4,0.254857868977646,2,2.27560232555601,0.0114349110124829,2.89372747642045e-09,100,Reactome,0.038804582278472,2.41644559011971e-08,FALSE
KEGG_LONG_TERM_DEPRESSION,4,0.762230990586421,3,2.27509445668416,0.011450132067216,0.0760153083515817,57,KEGG,0.0388214223747252,0.123212036657343,FALSE
GOBP_GLUCURONATE_METABOLIC_PROCESS,4,0.833389141129519,3,2.27501888717878,0.0114523984223457,0.0197651159901497,10,GO:BP,0.0388214223747252,0.0391445422356702,FALSE
GOBP_PHAGOCYTOSIS_ENGULFMENT,4,1.14136965442071,4,2.27484790855482,0.0114575275676201,0.200966395649025,46,GO:BP,0.0388214223747252,0.275171297653927,TRUE
GOBP_PLATELET_ACTIVATION,4,1.09640673006758,4,2.27015508828,0.0115990874431798,0.119207950016118,130,GO:BP,0.0392808931533148,0.17971088808417,TRUE
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,4,1.07957135136998,4,2.26786003580732,0.011668869415841,0.124938609894215,230,Reactome,0.0394969376789653,0.186728592993234,TRUE
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT,4,0.795492763850927,3,2.26678295605606,0.0117017439068533,0.0846947362791493,38,KEGG,0.0395878997710313,0.135348439638205,FALSE
REACTOME_ESTABLISHMENT_OF_SISTER_CHROMATID_COHESION,4,1.12076212445105,4,2.26634054550579,0.0117152703796502,0.0892760928847881,11,Reactome,0.0396133463324205,0.14113452786028,TRUE
GOBP_NEURON_CELLULAR_HOMEOSTASIS,4,1.14377532134002,4,2.26438976296756,0.0117750765209895,0.200965502276681,46,GO:BP,0.0397951740824629,0.275171297653927,TRUE
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,4,0.817506265272086,3,2.26308762587027,0.011815144097225,0.0102824134718131,14,Reactome,0.0399101411210411,0.0223664213792022,FALSE
GOBP_REGULATION_OF_INTRACELLULAR_TRANSPORT,4,0.641603330013855,3,2.26271105672717,0.0118267533966803,0.000667324978026268,266,GO:BP,0.0399289110327022,0.00201020222832844,FALSE
REACTOME_COMPLEX_III_ASSEMBLY,4,0.763859730659656,3,2.2612630356883,0.0118714868773839,0.0272502919894586,24,Reactome,0.0400594367928909,0.0512773948417395,FALSE
GOBP_MULTIVESICULAR_BODY_ORGANIZATION,4,0.762142672006266,3,2.26036817054591,0.0118992051272546,0.000254463015143713,33,GO:BP,0.0401324418325659,0.000848252911017219,FALSE
GOBP_OOCYTE_DIFFERENTIATION,4,0.740297427624465,3,2.25899009702075,0.0119420004452708,0.0252858681846883,53,GO:BP,0.0402539326891507,0.0482670348421263,FALSE
REACTOME_PERK_REGULATES_GENE_EXPRESSION,4,0.760191976059719,3,2.25881554162855,0.0119474306814245,0.00322509660664561,31,Reactome,0.0402539326891507,0.00808971951104225,FALSE
GOBP_AROMATIC_AMINO_ACID_TRANSPORT,4,0.796934595681693,3,2.25769580287124,0.011982315544942,0.00117929306448252,13,GO:BP,0.0403508604645137,0.00335519801011359,FALSE
REACTOME_MITF_M_DEPENDENT_GENE_EXPRESSION,4,0.704375836253451,3,2.25627893735043,0.0120265838139792,0.00247461322859865,106,Reactome,0.0404792721534799,0.0064170689736892,FALSE
GOBP_REGULATION_OF_OXIDATIVE_STRESS_INDUCED_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY,4,0.759002554811205,3,2.2526879756021,0.0121394148197002,0.0145204965421847,39,GO:BP,0.0408382047759114,0.030000537328153,FALSE
GOBP_MONOCYTE_CHEMOTAXIS,4,1.1259483023932,4,2.25030671873082,0.0122147408678926,0.179842206362516,46,GO:BP,0.0410706653952534,0.251840168833266,TRUE
GOBP_UREA_CYCLE,4,0.794962410326363,3,2.24701195014302,0.0123196316998397,0.00188239755145324,10,GO:BP,0.0414022467263589,0.00508316686325706,FALSE
GOBP_NATURAL_KILLER_CELL_DEGRANULATION,3,1.23377920188366,3,2.24231098053809,0.0124706402869956,0.130421521699611,12,GO:BP,0.0418883981534165,0.193869035297958,TRUE
GOBP_NATURAL_KILLER_CELL_MEDIATED_IMMUNE_RESPONSE_TO_TUMOR_CELL,2,1.36983525132485,2,2.24067931892106,0.0125234273336236,0.0486096904570254,10,GO:BP,0.0420425998002147,0.0841454022421927,TRUE
REACTOME_FREE_FATTY_ACIDS_REGULATE_INSULIN_SECRETION,3,1.24724641862829,3,2.24049835270025,0.012529293801307,0.0970061305328985,10,Reactome,0.0420425998002147,0.151181063814205,TRUE
GOBP_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,4,1.13981720837061,4,2.23721020467481,0.0126363023589102,0.173648356130105,29,GO:BP,0.0423801152321965,0.24446397895653,TRUE
GOBP_POSITIVE_REGULATION_OF_GAMMA_DELTA_T_CELL_ACTIVATION,3,1.25539931089909,3,2.23587183225556,0.0126800839504282,0.121566411933342,11,GO:BP,0.0425053423887066,0.182557163561178,TRUE
REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,4,0.795205245029846,3,2.23175663006713,0.0128155260878325,0.00242570049876805,19,Reactome,0.0429375447442513,0.00630758620038345,FALSE
GOBP_REGULATION_OF_MICROGLIAL_CELL_ACTIVATION,4,0.798996563773027,3,2.22791816890474,0.0129429861805833,0.00738358267799659,15,GO:BP,0.0433335986034928,0.0167905877031174,FALSE
GOBP_PROTEIN_HOMOTETRAMERIZATION,4,1.13694983986451,4,2.22780162424175,0.0129468732526124,0.179602985977876,60,GO:BP,0.0433335986034928,0.251558577175382,TRUE
GOBP_HEMOSTASIS,4,1.08576774746115,4,2.22530392912203,0.0130304209333193,0.175563855558945,219,GO:BP,0.0435911191161802,0.246634317530315,TRUE
REACTOME_REGULATION_OF_TBK1_IKK_IKBKE_MEDIATED_ACTIVATION_OF_IRF3_IRF7,4,0.835789455288323,3,2.22430670423285,0.0130639079764671,0.108672503374949,14,Reactome,0.0436809938777262,0.166221308779166,FALSE
GOBP_REGULATION_OF_HAIR_CYCLE,4,0.811776302484391,3,2.22266039916156,0.0131193540591245,0.113553421077387,26,GO:BP,0.0438441634893841,0.17236813595203,FALSE
GOBP_POSITIVE_REGULATION_OF_PROGRAMMED_CELL_DEATH,3,0.489376929548379,2,2.22166254731224,0.0131530597145928,3.01298070791529e-05,487,GO:BP,0.0439345493352753,0.000122219026176081,FALSE
GOBP_HORMONE_METABOLIC_PROCESS,4,0.667115979453978,3,2.22097350993727,0.0131763778212203,0.0087603488533318,216,GO:BP,0.0439901642138615,0.0194454984473183,FALSE
GOBP_TYPE_2_IMMUNE_RESPONSE,4,1.13423690555707,4,2.2194278058876,0.0132288168510619,0.175798215176293,40,GO:BP,0.0441307631675609,0.246910969878221,TRUE
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION,4,0.670608361688461,3,2.21933795972808,0.0132318704783137,0.000490333656849855,229,GO:BP,0.0441307631675609,0.00152797880691473,FALSE
REACTOME_TRANSLATION_OF_SARS_COV_1_STRUCTURAL_PROTEINS,4,1.1277640992023,4,2.21476088980125,0.0133882404991245,0.15455912442887,29,Reactome,0.0446297233818718,0.222625882938266,TRUE
KEGG_ONE_CARBON_POOL_BY_FOLATE,4,0.740670724269537,3,2.21217721149616,0.0134772113941908,0.000202750733340922,16,KEGG,0.0448623078048495,0.00068902892475522,FALSE
GOBP_REGULATION_OF_CELLULAR_RESPIRATION,4,1.1210501843435,4,2.21215691736418,0.0134779122533582,0.177027301442082,40,GO:BP,0.0448623078048495,0.248267242264756,TRUE
GOBP_HYPERSENSITIVITY,3,1.20703599951101,3,2.2120877220479,0.0134803021546522,0.10288002138356,20,GO:BP,0.0448623078048495,0.158908803808791,TRUE
GOBP_REGULATION_OF_B_CELL_PROLIFERATION,4,0.72429786430791,3,2.21194554326933,0.013485213942249,0.0091117613188399,66,GO:BP,0.0448623078048495,0.0201037757258819,FALSE
GOBP_NUCLEOSOME_ORGANIZATION,4,1.10594020996315,4,2.21153945261024,0.0134992514867169,0.158026310071981,68,GO:BP,0.0448863720049756,0.226679618948654,TRUE
REACTOME_REGULATION_OF_BACH1_ACTIVITY,4,0.841971430225354,3,2.21100199943573,0.0135178493006019,0.102101971782457,11,Reactome,0.0449255676756022,0.157854864740771,FALSE
GOBP_BASE_CONVERSION_OR_SUBSTITUTION_EDITING,4,0.852628778254529,3,2.20798426795626,0.0136226849256922,0.0252004529233711,13,GO:BP,0.0452511845190288,0.048117912571774,FALSE
GOBP_POSITIVE_REGULATION_OF_MEIOTIC_CELL_CYCLE,4,1.14139041565462,4,2.20636788065066,0.0136791260279462,0.173008424011222,21,GO:BP,0.045415799902547,0.243719105958153,TRUE
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT,4,1.12874179321405,4,2.20401840553713,0.0137615248533769,0.203670740090397,37,GO:BP,0.045666388057207,0.278008663847785,TRUE
GOBP_REGULATION_OF_PROGRAMMED_NECROTIC_CELL_DEATH,4,1.13500357113047,4,2.20352412287472,0.0137789143287267,0.201223503056521,36,GO:BP,0.0457011049907541,0.275409014453084,TRUE
GOBP_PIGMENT_BIOSYNTHETIC_PROCESS,4,1.11336288189084,4,2.20140185219056,0.0138537940010138,0.136586556560794,54,GO:BP,0.0458808143546244,0.201264577536645,TRUE
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,4,0.671880874085394,3,2.20125180693631,0.0138591012759495,1.81942075402135e-05,178,Reactome,0.0458808143546244,7.75064488094451e-05,FALSE
GOBP_NEGATIVE_REGULATION_OF_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,4,0.827031662344897,3,2.2012334204629,0.0138597517474446,0.0983753679853033,18,GO:BP,0.0458808143546244,0.152917601931915,FALSE
GOBP_SNO_S_RNA_METABOLIC_PROCESS,4,1.16504317026762,4,2.20120051244583,0.0138609160237633,0.175227071838962,14,GO:BP,0.0458808143546244,0.246266082855057,TRUE
GOBP_NEUTROPHIL_DEGRANULATION,4,1.14383973005414,4,2.19987753370375,0.0139077925407897,0.160320929045888,13,GO:BP,0.0460128923729134,0.229240589099995,TRUE
REACTOME_SIGNAL_AMPLIFICATION,4,0.775507649182632,3,2.19890985002442,0.0139421665443055,0.0428543216110829,29,Reactome,0.0461034950841019,0.0757935548708617,FALSE
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,4,0.717478071060417,3,2.19749504316288,0.0139925550504029,0.112190763012775,94,Reactome,0.0462469367071682,0.170556351826989,FALSE
REACTOME_ATF6_ATF6_ALPHA_ACTIVATES_CHAPERONE_GENES,4,0.779835720546856,3,2.19686615795212,0.0140150032177759,0.0253284046621099,10,Reactome,0.0462979350163583,0.0483342451709398,FALSE
GOBP_LACTATE_METABOLIC_PROCESS,4,0.384068983838944,2,2.19568214288679,0.0140573510891745,0.000161170727408435,13,GO:BP,0.0464145871547967,0.000563158521564327,FALSE
GOBP_AUTOPHAGY_OF_MITOCHONDRION,4,0.689891477182473,3,2.19284603651706,0.0141592369007206,4.39657467842628e-06,108,GO:BP,0.0467276067203872,2.16287868408487e-05,FALSE
GOBP_RESPONSE_TO_TOXIC_SUBSTANCE,4,0.21905244670689,2,2.1921694506265,0.0141836367227717,0.000208731354787613,222,GO:BP,0.0467847257300626,0.000707242294573128,FALSE
GOBP_TAIL_ANCHORED_MEMBRANE_PROTEIN_INSERTION_INTO_ER_MEMBRANE,4,1.07848371895171,4,2.18828137944457,0.0143245562005532,0.0583861193248658,15,GO:BP,0.0472259356596949,0.0980334001491828,TRUE
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,4,0.754806146940126,3,2.18772562314905,0.0143447972306136,0.000321882956452876,44,Reactome,0.0472690446205585,0.00104406884646939,FALSE
GOBP_POSTSYNAPTIC_SIGNAL_TRANSDUCTION,4,1.13425657513862,4,2.18744518801532,0.0143550202192457,0.208030760231511,44,GO:BP,0.0472791155199022,0.282906395639513,TRUE
GOBP_CD40_SIGNALING_PATHWAY,4,1.14203450371846,4,2.18485143008054,0.0144498708507957,0.197615383702784,16,GO:BP,0.0475677634744007,0.271258569764309,TRUE
REACTOME_THE_NLRP3_INFLAMMASOME,4,0.817139203533344,3,2.1830263507575,0.0145169347699058,0.0218744137309913,16,Reactome,0.047764697594548,0.0426057004379538,FALSE
GOBP_POSITIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS,4,1.12398398922319,4,2.18060970701164,0.0146061482723583,0.152287402346137,49,GO:BP,0.0480342772446401,0.220074478264505,TRUE
GOBP_MACROPHAGE_CYTOKINE_PRODUCTION,4,1.14337400227196,4,2.18006505530778,0.0146263198079242,0.194175810329591,17,GO:BP,0.0480766476197689,0.267315905831451,TRUE
REACTOME_FORMATION_OF_APOPTOSOME,4,1.1529324863179,4,2.17861498865231,0.0146801408836861,0.196203949114621,11,Reactome,0.0482295265984448,0.269713992979612,TRUE
REACTOME_NUCLEAR_RNA_DECAY,4,0.767435023641506,3,2.17664665311554,0.0147534707247178,0.0226998134588112,32,Reactome,0.0484463147690211,0.0439538213641847,FALSE
GOBP_PROTEIN_TRIMERIZATION,4,1.1428936288447,4,2.17378344901003,0.0148607010480539,0.190297815981169,16,GO:BP,0.0487741516487621,0.263156981141906,TRUE
GOBP_TRAIL_ACTIVATED_APOPTOTIC_SIGNALING_PATHWAY,4,0.79708138677885,3,2.1712230781446,0.014957156827959,0.0199481976184407,11,GO:BP,0.0490663170532299,0.0394597480326397,FALSE
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,4,0.760613034232328,3,2.17034304233108,0.0149904341000146,0.00448777110105486,33,GO:BP,0.0491510406350878,0.0108011039597442,FALSE
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY,4,1.11111683474878,4,2.1670304950053,0.0151162644746417,0.196595931491856,58,GO:BP,0.0495389949027378,0.27014025412451,TRUE
GOBP_CELLULAR_RESPONSE_TO_XENOBIOTIC_STIMULUS,4,0.683524701354742,3,2.16560797232771,0.0151705783309503,0.00653876380224045,158,GO:BP,0.0496923064792845,0.015077324293387,FALSE
REACTOME_EICOSANOID_LIGAND_BINDING_RECEPTORS,3,1.23619506603911,3,2.16309406090493,0.0152669729065552,0.0992506963434866,14,Reactome,0.0499832358632975,0.153951761998115,TRUE
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,4,1.14094031206422,4,2.16115973553149,0.0153415012556788,0.190317107325759,20,Reactome,0.0502023233054134,0.263156981141906,TRUE
REACTOME_COLLAGEN_DEGRADATION,4,0.718729462432377,3,2.16062605390692,0.0153621185841806,0.0132427265756959,56,Reactome,0.0502448667822704,0.0277516731956371,FALSE
GOBP_PROTEIN_INSERTION_INTO_ER_MEMBRANE,4,0.76668546914689,3,2.16036809686533,0.0153720925744965,0.0576025087430025,28,GO:BP,0.0502525741892731,0.0970139775791645,FALSE
GOBP_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION,4,0.811038715836516,3,2.15936121486429,0.0154110772121782,0.0222112518590362,13,GO:BP,0.0503550650662406,0.043159831668354,FALSE
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_UBIQUITINATION,4,0.71390508647963,3,2.15868975503406,0.0154371220662035,0.0262754878714242,65,GO:BP,0.0504151951835368,0.0497672677254624,FALSE
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS,4,0.665629716938091,3,2.1578627268195,0.0154692530957628,0.00507446570514756,251,GO:BP,0.0504951324456939,0.0120487031708369,FALSE
GOBP_ZYMOGEN_ACTIVATION,4,0.724340069387783,3,2.15530633844975,0.0155689350625657,0.0146641616624879,46,GO:BP,0.0507953830898842,0.0302122031503538,FALSE
GOBP_AMINE_CATABOLIC_PROCESS,4,0.821203702465264,3,2.15500567961496,0.0155806948862742,0.130723169073732,18,GO:BP,0.050808622918809,0.194142446280822,FALSE
GOBP_DIOL_METABOLIC_PROCESS,4,0.770204508702612,3,2.1547238248054,0.0155917261401705,0.0583607650380079,32,GO:BP,0.0508194749736682,0.0980157757015627,FALSE
GOBP_RESPONSE_TO_GROWTH_HORMONE,4,1.1311664968973,4,2.15447546302971,0.0156014520955043,0.242341596028883,37,GO:BP,0.0508213967249903,0.320129657389376,TRUE
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,4,0.693861998500668,3,2.15431539540646,0.0156077231718706,3.63423614158861e-07,68,Reactome,0.0508213967249903,2.15991493928469e-06,FALSE
GOBP_MAGNESIUM_ION_TRANSPORT,4,1.11704703589559,4,2.15140441171915,0.0157221466410292,0.119990394379525,21,GO:BP,0.0511546036259188,0.180642773099436,TRUE
GOBP_ALPHA_AMINO_ACID_BIOSYNTHETIC_PROCESS,4,0.725598710780414,3,2.15131778918938,0.0157255625516695,0.0116060639808612,52,GO:BP,0.0511546036259188,0.0248185426521041,FALSE
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,4,1.12597995146947,4,2.14896620923309,0.0158185393234617,0.192636330415778,17,Reactome,0.051431692418372,0.265640023359718,TRUE
REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,4,0.783606957439172,3,2.14604952163935,0.0159345139692738,0.0245124148509165,11,Reactome,0.0517832456430045,0.0470232319933162,FALSE
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_DEGRANULATION,4,0.801064896162852,3,2.14437369620284,0.01600147806463,0.116734164591484,24,GO:BP,0.051975258883488,0.17646546375115,FALSE
REACTOME_DEADENYLATION_OF_MRNA,4,0.804659652195981,3,2.14351786538276,0.0160357690512058,0.0929346074631113,23,Reactome,0.0520610080860259,0.145904237371286,FALSE
GOBP_SPHINGOSINE_1_PHOSPHATE_RECEPTOR_SIGNALING_PATHWAY,4,0.809238805463084,3,2.14018272452948,0.0161700013643185,0.119738402122709,15,GO:BP,0.0524709783573091,0.180304551199159,FALSE
GOBP_DE_NOVO_PROTEIN_FOLDING,4,1.14896056392987,4,2.13918565775937,0.0162103176353376,0.206463487172408,12,GO:BP,0.0525547795821932,0.281180764838228,TRUE
GOBP_NUCLEOTIDE_SUGAR_BIOSYNTHETIC_PROCESS,4,0.743641390446069,3,2.13915004182637,0.0162117593527002,0.00441083018344645,26,GO:BP,0.0525547795821932,0.010631438334014,FALSE
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS,4,1.12371351925968,4,2.13830454207837,0.0162460170825702,0.237578093082391,17,GO:BP,0.0526399679242218,0.31484585778717,TRUE
GOBP_AMINO_SUGAR_CATABOLIC_PROCESS,4,0.826300924727529,3,2.13635782644242,0.0163251294074794,0.137468725717535,11,GO:BP,0.0528703380957986,0.202158088176232,FALSE
GOBP_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION,3,1.19732649577953,3,2.13517638514698,0.0163733025433094,0.0813798031085801,15,GO:BP,0.0530003321286614,0.130814464207433,TRUE
GOBP_REGULATION_OF_CYTOPLASMIC_TRANSLATIONAL_INITIATION,4,1.13302216443138,4,2.1343363386074,0.0164076293472046,0.214121465703844,12,GO:BP,0.0530651953554798,0.289815205016056,TRUE
KEGG_PHENYLALANINE_METABOLISM,4,1.14151094617526,4,2.1342923559833,0.0164094283045595,0.160332890421006,13,KEGG,0.0530651953554798,0.229240589099995,TRUE
GOBP_FUCOSE_CATABOLIC_PROCESS,1,1.61422358460606,1,2.12973505033161,0.0165967467680635,0.033193493536127,10,GO:BP,0.0536446538113253,0.0607764298800526,TRUE
GOBP_MANGANESE_ION_TRANSPORT,4,1.15112018336888,4,2.12754515691953,0.0166874067438412,0.246863737147554,11,GO:BP,0.0539112743825273,0.324608346414673,TRUE
GOBP_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS_VIA_THE_MULTIVESICULAR_BODY_SORTING_PATHWAY,4,0.757819379225079,3,2.12087772878091,0.0169660466595751,0.00381175944795554,37,GO:BP,0.0547846352487603,0.00937590495084365,FALSE
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY,4,0.761241749970274,3,2.12059720953588,0.0169778565825011,0.0340015267175191,34,GO:BP,0.0547959490581018,0.0621007950596548,FALSE
GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,3,1.19582196375451,3,2.12006302790456,0.0170003651838172,0.106384594378999,15,GO:BP,0.0548417648497027,0.163556086953684,TRUE
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT,4,0.358284313565289,2,2.11977905323769,0.0170123412946595,0.0111771090260017,45,Reactome,0.0548535755233962,0.0240102208546184,FALSE
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,4,0.786068001261507,3,2.11842424585054,0.0170695771421637,0.0209467013084879,10,Reactome,0.0550112361538125,0.0410654943631782,FALSE
GOBP_POSITIVE_REGULATION_OF_TOLERANCE_INDUCTION,3,1.17962735433992,3,2.11427956586794,0.0172456982940344,0.0900199893717563,12,GO:BP,0.055551695139524,0.14193639337607,TRUE
GOBP_REGULATION_OF_PROTEIN_FOLDING,4,0.811582360999343,3,2.11249318649761,0.0173220848790891,0.155521473863048,12,GO:BP,0.0557705192520014,0.223763655869409,FALSE
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY,4,1.13237884552975,4,2.10957300546862,0.0174475757756167,0.214280272123045,15,GO:BP,0.056147149947192,0.289970657476047,TRUE
GOBP_CELL_CELL_RECOGNITION,4,0.726591804611281,3,2.10785910936941,0.0175215890648759,0.0327810100145044,59,GO:BP,0.0563578366947764,0.0601564120951708,FALSE
REACTOME_SIGNALING_BY_SCF_KIT,4,0.739638302714996,3,2.10502212217809,0.0176446912157331,0.0627681962257201,43,Reactome,0.0567261344786509,0.104119132637937,FALSE
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_APOPTOTIC_PROCESS,4,0.758985822782271,3,2.10449759215259,0.0176675322153545,0.0318548939885886,48,GO:BP,0.0567718996710637,0.0587494368584622,FALSE
REACTOME_TP53_REGULATES_METABOLIC_GENES,4,0.286146096119701,2,2.10315853449543,0.0177259568056187,5.66213187162923e-05,81,Reactome,0.0569319070334306,0.000217295427324829,FALSE
REACTOME_INSULIN_RECEPTOR_RECYCLING,4,0.778693893299387,3,2.10034804486579,0.0178491178913637,0.0543884808363044,27,Reactome,0.057299576997239,0.0923316541629181,FALSE
GOBP_SYNAPTONEMAL_COMPLEX_ORGANIZATION,4,1.12878190344802,4,2.09946686390483,0.0178878829359372,0.244316612855228,19,GO:BP,0.0573960913075768,0.322029309691497,TRUE
GOBP_ICOSANOID_METABOLIC_PROCESS,4,0.674350367924713,3,2.09844860706638,0.0179327676498154,0.00221377539596569,102,GO:BP,0.0575121381554847,0.00582307666953176,FALSE
GOBP_PROSTANOID_BIOSYNTHETIC_PROCESS,4,0.763334562440684,3,2.09587149405941,0.018046796025865,0.0800990686183021,28,GO:BP,0.0578271803762067,0.129039646977001,FALSE
REACTOME_UPTAKE_AND_FUNCTION_OF_ANTHRAX_TOXINS,4,0.80564562039149,3,2.09583237149861,0.0180485318166757,0.0709138562660742,11,Reactome,0.0578271803762067,0.115882761899255,FALSE
GOBP_NEGATIVE_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS,4,0.811754170635045,3,2.09406217504989,0.0181272209979263,0.167322067824562,13,GO:BP,0.058039332723785,0.237177413287202,FALSE
GOBP_MUCUS_SECRETION,4,1.09955668039288,4,2.09394718429593,0.0181323426926968,0.14585614902349,15,GO:BP,0.058039332723785,0.212593383732284,TRUE
GOBP_IRON_ION_TRANSMEMBRANE_TRANSPORT,4,1.10931140238934,4,2.09095133221297,0.0182662134387698,0.0982012420782645,20,GO:BP,0.0584394811132708,0.152682911616854,TRUE
GOBP_PIGMENT_ACCUMULATION,4,0.790512231240265,3,2.09012582701448,0.0183032491030108,0.0618804622043373,14,GO:BP,0.0585295852314891,0.102905321190323,FALSE
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS,4,1.1064396740821,4,2.08961477115705,0.018326209284229,0.171046050534793,19,Reactome,0.0585746136860751,0.241573709136808,TRUE
GOBP_REGULATION_OF_NEUTROPHIL_MIGRATION,4,1.11352878951416,4,2.08926358268008,0.0183420013318445,0.256005091013647,43,GO:BP,0.0585966986858005,0.334760274611898,TRUE
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,4,0.65189434852231,3,2.08891032782811,0.0183578979928523,0.000645343721826424,186,GO:BP,0.0586190963498775,0.00195022104117679,FALSE
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,4,0.733512936777474,3,2.0866941903885,0.0184578933828612,0.0117613905212241,28,Reactome,0.0589098803322379,0.0250856428284886,FALSE
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,4,0.748030804070725,3,2.0852860836055,0.0185216699407666,0.14197000415961,50,KEGG,0.0590848436166526,0.207850891575887,FALSE
GOBP_REGULATION_OF_REGULATORY_NCRNA_PROCESSING,4,1.1310626154303,4,2.08401375906566,0.0185794578688945,0.232064295738775,13,GO:BP,0.0592405430454794,0.308903986882304,TRUE
GOBP_POSITIVE_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION,4,0.690590204302391,3,2.08100460250574,0.0187167423925948,0.0215142189674089,96,GO:BP,0.0596494442337912,0.0420157793155704,FALSE
GOBP_POSITIVE_REGULATION_OF_DENDRITIC_CELL_CYTOKINE_PRODUCTION,3,1.22142563803016,3,2.07964923329114,0.0187788588431507,0.179481127506268,10,GO:BP,0.0598185088306446,0.251441282259259,TRUE
GOBP_NEUTRAL_AMINO_ACID_TRANSPORT,4,0.722184903663196,3,2.07756639852577,0.0188746568571097,0.00610753049919127,47,GO:BP,0.0600946483042243,0.014202107403301,FALSE
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,4,0.748205259464618,3,2.07572427977711,0.0189597295145534,0.00503781932387634,38,Reactome,0.0603363895839405,0.0119763942629233,FALSE
REACTOME_RHO_GTPASE_CYCLE,4,0.622031098961453,3,2.07373385679478,0.0190520175132367,0.0577512131328383,437,Reactome,0.0606008483774456,0.0971872845785205,FALSE
GOBP_XENOBIOTIC_METABOLIC_PROCESS,4,0.684415621367435,3,2.07353281155704,0.0190613603863255,0.0181616543407736,102,GO:BP,0.0606013467318503,0.0363839762180636,FALSE
