gene_name,n_ids,any_pc,any_lnc,gene_types,biotype
RP4-687K1.2,1,FALSE,FALSE,processed_pseudogene,other
PSEN1,1,TRUE,FALSE,protein_coding,protein_coding
RP4-647C14.2,1,FALSE,TRUE,antisense,lncRNA
RNU6-419P,1,FALSE,FALSE,snRNA,other
RP4-647C14.3,1,FALSE,TRUE,antisense,lncRNA
PAPLN,1,TRUE,FALSE,protein_coding,protein_coding
NUMB,1,TRUE,FALSE,protein_coding,protein_coding
RP1-240K6.3,1,FALSE,TRUE,processed_transcript,lncRNA
RIOX1,1,TRUE,FALSE,protein_coding,protein_coding
RP3-414A15.11,1,FALSE,TRUE,sense_intronic,lncRNA
RP3-414A15.2,1,FALSE,TRUE,antisense,lncRNA
NT5CP2,1,FALSE,FALSE,processed_pseudogene,other
ACOT1,1,TRUE,FALSE,protein_coding,protein_coding
HEATR4,1,TRUE,FALSE,protein_coding,protein_coding
NT5CP1,1,FALSE,FALSE,processed_pseudogene,other
ACOT2,1,TRUE,FALSE,protein_coding,protein_coding
RP3-414A15.12,1,FALSE,FALSE,TEC,other
ACOT4,1,TRUE,FALSE,protein_coding,protein_coding
ACOT6,1,TRUE,FALSE,protein_coding,protein_coding
NDUFB8P1,1,FALSE,FALSE,processed_pseudogene,other
RP3-414A15.10,1,FALSE,TRUE,antisense,lncRNA
RNU6-240P,1,FALSE,FALSE,snRNA,other
RP4-693M11.3,1,FALSE,TRUE,antisense,lncRNA
DNAL1,1,TRUE,FALSE,protein_coding,protein_coding
PNMA1,1,TRUE,FALSE,protein_coding,protein_coding
MIR4505,1,FALSE,FALSE,miRNA,other
ELMSAN1,1,TRUE,FALSE,protein_coding,protein_coding
RP5-1021I20.1,1,FALSE,TRUE,antisense,lncRNA
RP5-1021I20.2,1,FALSE,TRUE,lincRNA,lncRNA
RP5-1021I20.7,1,FALSE,FALSE,processed_pseudogene,other
RP5-1021I20.8,1,FALSE,TRUE,antisense,lncRNA
PTGR2,1,TRUE,FALSE,protein_coding,protein_coding
RP5-1021I20.6,1,FALSE,TRUE,sense_intronic,lncRNA
RP5-1021I20.4,1,TRUE,FALSE,protein_coding,protein_coding
ZNF410,1,TRUE,FALSE,protein_coding,protein_coding
RP5-1021I20.5,1,FALSE,TRUE,antisense,lncRNA
FAM161B,1,TRUE,FALSE,protein_coding,protein_coding
COQ6,1,TRUE,FALSE,protein_coding,protein_coding
RP4-592G7.5,1,FALSE,FALSE,processed_pseudogene,other
ENTPD5,1,TRUE,FALSE,protein_coding,protein_coding
BBOF1,1,TRUE,FALSE,protein_coding,protein_coding
ALDH6A1,1,TRUE,FALSE,protein_coding,protein_coding
RN7SL530P,1,FALSE,FALSE,misc_RNA,other
RP5-892G5.2,1,FALSE,FALSE,transcribed_processed_pseudogene,other
LIN52,1,TRUE,FALSE,protein_coding,protein_coding
VSX2,1,TRUE,FALSE,protein_coding,protein_coding
AC005519.4,1,FALSE,TRUE,sense_overlapping,lncRNA
ABCD4,1,TRUE,FALSE,protein_coding,protein_coding
SUB1P2,1,FALSE,FALSE,processed_pseudogene,other
VRTN,1,TRUE,FALSE,protein_coding,protein_coding
RPS2P2,1,FALSE,FALSE,processed_pseudogene,other
SYNDIG1L,1,TRUE,FALSE,protein_coding,protein_coding
RP3-449M8.9,1,FALSE,TRUE,lincRNA,lncRNA
RP3-449M8.6,1,FALSE,TRUE,lincRNA,lncRNA
MIR4709,1,FALSE,FALSE,miRNA,other
RAP1AP,1,FALSE,FALSE,processed_pseudogene,other
NPC2,1,TRUE,FALSE,protein_coding,protein_coding
ISCA2,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2207P18.1,1,FALSE,TRUE,lincRNA,lncRNA
LTBP2,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2207P18.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-173A8.2,1,FALSE,FALSE,processed_pseudogene,other
AREL1,1,TRUE,FALSE,protein_coding,protein_coding
FCF1,1,TRUE,FALSE,protein_coding,protein_coding
YLPM1,1,TRUE,FALSE,protein_coding,protein_coding
PROX2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-316E14.2,1,FALSE,FALSE,processed_pseudogene,other
DLST,1,TRUE,FALSE,protein_coding,protein_coding
RPS6KL1,1,TRUE,FALSE,protein_coding,protein_coding
PGF,1,TRUE,FALSE,protein_coding,protein_coding
RP11-950C14.3,1,FALSE,TRUE,antisense,lncRNA
EIF2B2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-950C14.10,1,FALSE,FALSE,TEC,other
RNU6-689P,1,FALSE,FALSE,snRNA,other
MLH3,1,TRUE,FALSE,protein_coding,protein_coding
ACYP1,1,TRUE,FALSE,protein_coding,protein_coding
ZC2HC1C,1,TRUE,FALSE,protein_coding,protein_coding
HIF1AP1,1,FALSE,FALSE,processed_pseudogene,other
NEK9,1,TRUE,FALSE,protein_coding,protein_coding
RP11-950C14.7,1,FALSE,TRUE,antisense,lncRNA
TMED10,1,TRUE,FALSE,protein_coding,protein_coding
CTD-3075F15.1,1,FALSE,TRUE,lincRNA,lncRNA
RNU4ATAC14P,1,FALSE,FALSE,snRNA,other
RP11-293M10.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-293M10.2,1,FALSE,TRUE,antisense,lncRNA
FOS,1,TRUE,FALSE,protein_coding,protein_coding
DPPA5P4,1,FALSE,FALSE,processed_pseudogene,other
LINC01220,1,FALSE,TRUE,lincRNA,lncRNA
RP11-293M10.6,1,FALSE,TRUE,antisense,lncRNA
JDP2,1,TRUE,FALSE,protein_coding,protein_coding
BATF,1,TRUE,FALSE,protein_coding,protein_coding
AC007182.6,1,FALSE,TRUE,antisense,lncRNA
RP11-507E23.1,1,FALSE,FALSE,processed_pseudogene,other
MIR7641-2,1,FALSE,FALSE,miRNA,other
RNA5SP387,1,FALSE,FALSE,rRNA,other
C14orf1,1,TRUE,FALSE,protein_coding,protein_coding
FLVCR2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-270M14.1,1,FALSE,FALSE,transcribed_processed_pseudogene,other
RP11-270M14.4,1,FALSE,TRUE,antisense,lncRNA
TTLL5,1,TRUE,FALSE,protein_coding,protein_coding
RP11-270M14.5,1,FALSE,TRUE,lincRNA,lncRNA
TGFB3,1,TRUE,FALSE,protein_coding,protein_coding
RP11-98L12.2,1,FALSE,FALSE,processed_pseudogene,other
IFT43,1,TRUE,FALSE,protein_coding,protein_coding
RP11-361H10.7,1,FALSE,TRUE,antisense,lncRNA
GPATCH2L,1,TRUE,FALSE,protein_coding,protein_coding
RP11-361H10.3,1,FALSE,TRUE,sense_overlapping,lncRNA
RP11-361H10.5,1,FALSE,FALSE,TEC,other
RP11-516J2.1,1,FALSE,TRUE,lincRNA,lncRNA
ESRRB,1,TRUE,FALSE,protein_coding,protein_coding
CYCSP1,1,FALSE,FALSE,processed_pseudogene,other
RPSAP3,1,FALSE,FALSE,transcribed_processed_pseudogene,other
RP11-99E15.3,1,FALSE,FALSE,processed_pseudogene,other
RP11-187O7.3,1,FALSE,TRUE,lincRNA,lncRNA
RP11-99E15.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-488C13.6,1,FALSE,TRUE,antisense,lncRNA
RP11-488C13.7,1,FALSE,TRUE,lincRNA,lncRNA
VASH1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-488C13.5,1,FALSE,TRUE,lincRNA,lncRNA
ANGEL1,1,TRUE,FALSE,protein_coding,protein_coding
LRRC74A,1,TRUE,FALSE,protein_coding,protein_coding
RP11-488C13.1,1,FALSE,FALSE,processed_pseudogene,other
RN7SKP17,1,FALSE,FALSE,misc_RNA,other
RP11-488C13.4,1,FALSE,TRUE,lincRNA,lncRNA
LINC01629,1,FALSE,TRUE,lincRNA,lncRNA
RN7SL356P,1,FALSE,FALSE,misc_RNA,other
RP11-7F17.1,1,FALSE,FALSE,processed_pseudogene,other
IRF2BPL,1,TRUE,FALSE,protein_coding,protein_coding
RP11-7F17.8,1,FALSE,TRUE,antisense,lncRNA
RP11-7F17.5,1,FALSE,TRUE,lincRNA,lncRNA
RP11-7F17.3,1,FALSE,TRUE,lincRNA,lncRNA
RP11-7F17.4,1,FALSE,TRUE,lincRNA,lncRNA
CIPC,1,TRUE,FALSE,protein_coding,protein_coding
ZDHHC22,1,TRUE,FALSE,protein_coding,protein_coding
RP11-463C8.7,1,FALSE,TRUE,antisense,lncRNA
RP11-463C8.5,1,FALSE,FALSE,processed_pseudogene,other
RP11-463C8.4,1,TRUE,FALSE,protein_coding,protein_coding
TMEM63C,1,TRUE,FALSE,protein_coding,protein_coding
MIR1260A,1,FALSE,FALSE,miRNA,other
NGB,1,TRUE,FALSE,protein_coding,protein_coding
POMT2,1,TRUE,FALSE,protein_coding,protein_coding
GSTZ1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-493G17.4,1,FALSE,FALSE,processed_pseudogene,other
TMED8,1,TRUE,FALSE,protein_coding,protein_coding
SAMD15,1,TRUE,FALSE,protein_coding,protein_coding
NOXRED1,1,TRUE,FALSE,protein_coding,protein_coding
VIPAS39,1,TRUE,FALSE,protein_coding,protein_coding
SNORA46,2,FALSE,FALSE,snoRNA,other
AHSA1,1,TRUE,FALSE,protein_coding,protein_coding
ISM2,1,TRUE,FALSE,protein_coding,protein_coding
RN7SL587P,1,FALSE,FALSE,misc_RNA,other
SPTLC2,1,TRUE,FALSE,protein_coding,protein_coding
COX6CP11,1,FALSE,FALSE,processed_pseudogene,other
RPL21P10,1,FALSE,FALSE,processed_pseudogene,other
ZMYND19P1,1,FALSE,FALSE,processed_pseudogene,other
ALKBH1,1,TRUE,FALSE,protein_coding,protein_coding
SLIRP,1,TRUE,FALSE,protein_coding,protein_coding
SNW1,1,TRUE,FALSE,protein_coding,protein_coding
C14orf178,1,TRUE,FALSE,protein_coding,protein_coding
ADCK1,1,TRUE,FALSE,protein_coding,protein_coding
FXNP1,1,FALSE,FALSE,processed_pseudogene,other
RNA5SP388,1,FALSE,FALSE,rRNA,other
RPS26P48,1,FALSE,FALSE,processed_pseudogene,other
RP11-332E19.2,1,FALSE,TRUE,antisense,lncRNA
RP11-232C2.3,1,FALSE,TRUE,antisense,lncRNA
RP11-232C2.2,1,FALSE,TRUE,antisense,lncRNA
RP11-232C2.1,1,FALSE,TRUE,antisense,lncRNA
CTD-2243E23.1,1,FALSE,TRUE,antisense,lncRNA
RP11-588P7.1,1,FALSE,TRUE,sense_intronic,lncRNA
RP11-588P7.2,1,FALSE,TRUE,antisense,lncRNA
RP11-242P2.2,1,FALSE,TRUE,antisense,lncRNA
RP11-242P2.1,1,FALSE,TRUE,antisense,lncRNA
NRXN3,1,TRUE,FALSE,protein_coding,protein_coding
RP11-526N18.1,1,FALSE,TRUE,lincRNA,lncRNA
DIO2,1,TRUE,FALSE,protein_coding,protein_coding
DIO2-AS1,1,FALSE,TRUE,antisense,lncRNA
RP11-757H14.2,1,FALSE,FALSE,processed_pseudogene,other
CEP128,1,TRUE,FALSE,protein_coding,protein_coding
BHLHB9P1,1,FALSE,FALSE,processed_pseudogene,other
RPL17P3,1,FALSE,FALSE,unprocessed_pseudogene,other
RP11-114N19.5,1,FALSE,FALSE,processed_pseudogene,other
NMNAT1P1,1,FALSE,FALSE,processed_pseudogene,other
TSHR,1,TRUE,FALSE,protein_coding,protein_coding
RP11-114N19.3,1,FALSE,TRUE,antisense,lncRNA
GTF2A1,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2506P8.6,1,FALSE,TRUE,antisense,lncRNA
DYNLL1P1,1,FALSE,FALSE,processed_pseudogene,other
UNGP3,1,FALSE,FALSE,processed_pseudogene,other
RP11-299L17.1,1,FALSE,FALSE,processed_pseudogene,other
DYNLL1P2,1,FALSE,FALSE,processed_pseudogene,other
STON2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-299L17.3,1,FALSE,TRUE,lincRNA,lncRNA
SEL1L,1,TRUE,FALSE,protein_coding,protein_coding
LINC01467,1,FALSE,TRUE,lincRNA,lncRNA
EEF1A1P2,1,FALSE,FALSE,processed_pseudogene,other
RP11-226P1.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-226P1.1,1,FALSE,FALSE,processed_pseudogene,other
EIF3LP1,1,FALSE,FALSE,processed_pseudogene,other
RP11-666E17.1,1,FALSE,TRUE,lincRNA,lncRNA
ENSAP2,1,FALSE,FALSE,processed_pseudogene,other
RP11-406A9.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-11K13.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-452D21.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-452D21.1,1,FALSE,TRUE,lincRNA,lncRNA
RNU7-51P,1,FALSE,FALSE,snRNA,other
RNU6ATAC28P,1,FALSE,FALSE,snRNA,other
RP11-22K10.1,1,FALSE,FALSE,processed_pseudogene,other
RP11-353P15.1,1,FALSE,TRUE,lincRNA,lncRNA
MTND4P33,1,FALSE,FALSE,processed_pseudogene,other
MTND5P35,1,FALSE,FALSE,processed_pseudogene,other
MTCYBP27,1,FALSE,FALSE,processed_pseudogene,other
RNU6-976P,1,FALSE,FALSE,snRNA,other
RP11-688D15.1,1,FALSE,FALSE,processed_pseudogene,other
RP11-688D15.2,1,FALSE,FALSE,processed_pseudogene,other
RP11-789A21.1,1,FALSE,TRUE,lincRNA,lncRNA
CTD-2128A3.3,1,FALSE,TRUE,lincRNA,lncRNA
LINC00911,1,FALSE,TRUE,lincRNA,lncRNA
CTD-2128A3.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-497E19.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-497E19.1,1,FALSE,TRUE,lincRNA,lncRNA
FLRT2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-1079H9.1,1,FALSE,TRUE,lincRNA,lncRNA
CTD-2341M24.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-26L16.1,1,FALSE,TRUE,lincRNA,lncRNA
LINC01148,1,FALSE,TRUE,lincRNA,lncRNA
RP11-736P16.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1141N12.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-594C13.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-325D8.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-594C13.1,1,FALSE,TRUE,lincRNA,lncRNA
CTD-2007A10.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-804L24.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1152H15.1,1,FALSE,TRUE,lincRNA,lncRNA
FAM35CP,1,FALSE,FALSE,processed_pseudogene,other
GALC,1,TRUE,FALSE,protein_coding,protein_coding
RNU6-835P,1,FALSE,FALSE,snRNA,other
GPR65,1,TRUE,FALSE,protein_coding,protein_coding
RP11-300J18.2,1,FALSE,TRUE,antisense,lncRNA
RP11-300J18.1,1,FALSE,TRUE,lincRNA,lncRNA
LINC01146,1,FALSE,TRUE,lincRNA,lncRNA
RP11-753D20.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-753D20.4,1,FALSE,TRUE,lincRNA,lncRNA
RP11-753D20.3,1,FALSE,TRUE,lincRNA,lncRNA
KCNK10,1,TRUE,FALSE,protein_coding,protein_coding
SPATA7,1,TRUE,FALSE,protein_coding,protein_coding
RNU4-22P,1,FALSE,FALSE,snRNA,other
RP11-507K2.2,1,FALSE,TRUE,antisense,lncRNA
RP11-507K2.3,1,FALSE,TRUE,antisense,lncRNA
PTPN21,1,TRUE,FALSE,protein_coding,protein_coding
RP11-507K2.6,1,FALSE,TRUE,sense_intronic,lncRNA
ZC3H14,1,TRUE,FALSE,protein_coding,protein_coding
EML5,1,TRUE,FALSE,protein_coding,protein_coding
RNU4-92P,1,FALSE,FALSE,snRNA,other
RP11-976B16.1,1,FALSE,TRUE,lincRNA,lncRNA
TTC8,1,TRUE,FALSE,protein_coding,protein_coding
RP11-151G14.2,1,FALSE,TRUE,lincRNA,lncRNA
MPPE1P1,1,FALSE,FALSE,processed_pseudogene,other
RP11-681H18.2,1,FALSE,TRUE,lincRNA,lncRNA
CAP2P1,1,FALSE,FALSE,transcribed_processed_pseudogene,other
RP11-356K23.2,1,FALSE,TRUE,antisense,lncRNA
RP11-356K23.1,1,FALSE,TRUE,antisense,lncRNA
RP11-33N16.2,1,FALSE,TRUE,antisense,lncRNA
FOXN3-AS1,1,FALSE,TRUE,antisense,lncRNA
FOXN3-AS2,1,FALSE,TRUE,antisense,lncRNA
FOXN3,1,TRUE,FALSE,protein_coding,protein_coding
RN7SKP107,1,FALSE,FALSE,misc_RNA,other
RP11-944C7.1,1,FALSE,TRUE,lincRNA,lncRNA
RN7SKP255,1,FALSE,FALSE,misc_RNA,other
CHORDC2P,1,FALSE,FALSE,processed_pseudogene,other
RAB42P1,1,FALSE,FALSE,processed_pseudogene,other
RP11-33N16.3,1,FALSE,TRUE,processed_transcript,lncRNA
EFCAB11,1,TRUE,FALSE,protein_coding,protein_coding
TDP1,1,TRUE,FALSE,protein_coding,protein_coding
GLRXP2,1,FALSE,FALSE,processed_pseudogene,other
KCNK13,1,TRUE,FALSE,protein_coding,protein_coding
PSMC1,1,TRUE,FALSE,protein_coding,protein_coding
NRDE2,1,TRUE,FALSE,protein_coding,protein_coding
RPL21P11,1,FALSE,FALSE,processed_pseudogene,other
RP11-471B22.3,1,FALSE,TRUE,lincRNA,lncRNA
RP11-471B22.2,1,FALSE,TRUE,antisense,lncRNA
CALM1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-1078H9.1,1,FALSE,TRUE,lincRNA,lncRNA
LINC00642,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1078H9.6,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1078H9.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1078H9.5,1,FALSE,TRUE,antisense,lncRNA
RP11-661G16.1,1,FALSE,TRUE,antisense,lncRNA
RP11-661G16.2,1,FALSE,TRUE,antisense,lncRNA
CTD-3035D6.1,1,FALSE,FALSE,processed_pseudogene,other
TTC7B,1,TRUE,FALSE,protein_coding,protein_coding
CTD-3035D6.2,1,FALSE,TRUE,lincRNA,lncRNA
RPS6KA5,1,TRUE,FALSE,protein_coding,protein_coding
RNU7-30P,1,FALSE,FALSE,snRNA,other
SNORA11B,1,FALSE,FALSE,snoRNA,other
C14orf159,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2547L24.3,1,FALSE,TRUE,processed_transcript,lncRNA
GPR68,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2547L24.4,1,FALSE,TRUE,lincRNA,lncRNA
CCDC88C,1,TRUE,FALSE,protein_coding,protein_coding
RP11-895M11.2,1,FALSE,FALSE,processed_pseudogene,other
RP11-895M11.3,1,FALSE,TRUE,lincRNA,lncRNA
PPP4R3A,1,TRUE,FALSE,protein_coding,protein_coding
FBLN5,1,TRUE,FALSE,protein_coding,protein_coding
RP11-529H20.3,1,FALSE,FALSE,processed_pseudogene,other
TRIP11,1,TRUE,FALSE,protein_coding,protein_coding
ATXN3,1,TRUE,FALSE,protein_coding,protein_coding
NDUFB1,1,TRUE,FALSE,protein_coding,protein_coding
CPSF2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-472N19.3,1,FALSE,TRUE,lincRNA,lncRNA
RNU6-366P,1,FALSE,FALSE,snRNA,other
SLC24A4,1,TRUE,FALSE,protein_coding,protein_coding
RIN3,1,TRUE,FALSE,protein_coding,protein_coding
LGMN,1,TRUE,FALSE,protein_coding,protein_coding
GOLGA5,1,TRUE,FALSE,protein_coding,protein_coding
MIR4506,1,FALSE,FALSE,miRNA,other
SERPINA11,1,TRUE,FALSE,protein_coding,protein_coding
RP11-349I1.2,1,FALSE,TRUE,antisense,lncRNA
SERPINA9,1,TRUE,FALSE,protein_coding,protein_coding
SERPINA12,1,TRUE,FALSE,protein_coding,protein_coding
SERPINA4,1,TRUE,FALSE,protein_coding,protein_coding
SERPINA5,1,TRUE,FALSE,protein_coding,protein_coding
SERPINA3,1,TRUE,FALSE,protein_coding,protein_coding
RP11-986E7.7,1,TRUE,FALSE,protein_coding,protein_coding
ADIPOR1P2,1,FALSE,FALSE,processed_pseudogene,other
SERPINA13P,1,FALSE,FALSE,transcribed_unprocessed_pseudogene,other
RP11-986E7.2,1,FALSE,FALSE,processed_pseudogene,other
RPSAP4,1,FALSE,FALSE,processed_pseudogene,other
GSC,1,TRUE,FALSE,protein_coding,protein_coding
RPL15P2,1,FALSE,FALSE,processed_pseudogene,other
RP11-179A9.3,1,FALSE,TRUE,lincRNA,lncRNA
RP11-991C1.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-991C1.2,1,FALSE,TRUE,lincRNA,lncRNA
MIR3173,1,FALSE,FALSE,miRNA,other
DICER1,1,TRUE,FALSE,protein_coding,protein_coding
DICER1-AS1,1,FALSE,TRUE,antisense,lncRNA
CTD-2240H23.2,1,FALSE,TRUE,sense_overlapping,lncRNA
RP11-725G5.3,1,FALSE,FALSE,unprocessed_pseudogene,other
CLMN,1,TRUE,FALSE,protein_coding,protein_coding
RP11-725G5.2,1,FALSE,TRUE,lincRNA,lncRNA
SYNE3,1,TRUE,FALSE,protein_coding,protein_coding
RP11-1070N10.3,1,FALSE,TRUE,lincRNA,lncRNA
SCARNA13,1,FALSE,FALSE,scaRNA,other
SNHG10,1,FALSE,TRUE,antisense,lncRNA
GLRX5,1,TRUE,FALSE,protein_coding,protein_coding
RP11-1070N10.4,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1070N10.5,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1070N10.7,1,FALSE,TRUE,lincRNA,lncRNA
TCL6_2,1,FALSE,FALSE,misc_RNA,other
TCL6_3,1,FALSE,FALSE,misc_RNA,other
TCL6,1,FALSE,TRUE,processed_transcript,lncRNA
RP11-1070N10.6,1,FALSE,TRUE,processed_transcript,lncRNA
TCL1B,1,TRUE,FALSE,protein_coding,protein_coding
TCL1A,1,TRUE,FALSE,protein_coding,protein_coding
RP11-164H13.1,1,FALSE,TRUE,antisense,lncRNA
RP11-185P18.2,1,FALSE,TRUE,lincRNA,lncRNA
TUNAR,1,TRUE,FALSE,protein_coding,protein_coding
RP11-241N4.2,1,FALSE,FALSE,processed_pseudogene,other
C14orf132,1,TRUE,FALSE,protein_coding,protein_coding
RP11-404P21.5,1,FALSE,TRUE,sense_intronic,lncRNA
CKS1BP1,1,FALSE,FALSE,processed_pseudogene,other
RP11-404P21.1,1,FALSE,TRUE,antisense,lncRNA
BDKRB2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-404P21.8,1,TRUE,FALSE,protein_coding,protein_coding
RP11-404P21.3,1,FALSE,TRUE,antisense,lncRNA
BDKRB1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-404P21.6,1,FALSE,TRUE,lincRNA,lncRNA
ATG2B,1,TRUE,FALSE,protein_coding,protein_coding
RNU2-33P,1,FALSE,FALSE,snRNA,other
GSKIP,1,TRUE,FALSE,protein_coding,protein_coding
PEBP1P1,1,FALSE,FALSE,processed_pseudogene,other
RPL23AP10,1,FALSE,FALSE,processed_pseudogene,other
AK7,1,TRUE,FALSE,protein_coding,protein_coding
RP11-872J21.3,1,FALSE,TRUE,antisense,lncRNA
RP11-872J21.5,1,FALSE,TRUE,sense_intronic,lncRNA
PAPOLA,1,TRUE,FALSE,protein_coding,protein_coding
RP11-433J8.1,1,FALSE,TRUE,lincRNA,lncRNA
RN7SKP108,1,FALSE,FALSE,misc_RNA,other
RP11-433J8.2,1,FALSE,TRUE,lincRNA,lncRNA
VRK1,1,TRUE,FALSE,protein_coding,protein_coding
LINC00618,1,FALSE,TRUE,sense_overlapping,lncRNA
RP11-907D1.3,1,FALSE,FALSE,TEC,other
RP11-907D1.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-907D1.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-359N5.1,1,FALSE,TRUE,lincRNA,lncRNA
CTD-2506J14.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-76E12.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-204N11.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-204N11.2,1,FALSE,TRUE,lincRNA,lncRNA
LINC01550,1,FALSE,TRUE,lincRNA,lncRNA
RP11-61O1.2,1,FALSE,TRUE,lincRNA,lncRNA
RP11-61O1.1,1,FALSE,TRUE,lincRNA,lncRNA
RN7SL714P,1,FALSE,FALSE,misc_RNA,other
RP11-1082A3.1,1,FALSE,TRUE,lincRNA,lncRNA
C14orf177,1,TRUE,FALSE,protein_coding,protein_coding
AL132796.1,1,FALSE,TRUE,lincRNA,lncRNA
RP11-1127D7.2,1,FALSE,FALSE,TEC,other
RP11-1127D7.1,1,FALSE,TRUE,lincRNA,lncRNA
RPL3P4,1,FALSE,FALSE,processed_pseudogene,other
AL162151.3,1,FALSE,FALSE,processed_pseudogene,other
AL162151.4,1,FALSE,TRUE,antisense,lncRNA
AL109767.1,1,FALSE,TRUE,antisense,lncRNA
BCL11B,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2200A16.1,1,FALSE,TRUE,lincRNA,lncRNA
RNU6-91P,1,FALSE,FALSE,snRNA,other
SETD3,1,TRUE,FALSE,protein_coding,protein_coding
RP11-688G15.3,1,FALSE,TRUE,antisense,lncRNA
CCNK,1,TRUE,FALSE,protein_coding,protein_coding
CCDC85C,1,TRUE,FALSE,protein_coding,protein_coding
RP11-543C4.1,1,FALSE,TRUE,lincRNA,lncRNA
HHIPL1,1,TRUE,FALSE,protein_coding,protein_coding
RP11-543C4.3,1,FALSE,TRUE,lincRNA,lncRNA
CYP46A1,1,TRUE,FALSE,protein_coding,protein_coding
EML1,1,TRUE,FALSE,protein_coding,protein_coding
RNU1-47P,1,FALSE,FALSE,snRNA,other
VDAC3P1,1,FALSE,FALSE,processed_pseudogene,other
RP11-436M15.1,1,FALSE,FALSE,processed_pseudogene,other
RP11-436M15.3,1,FALSE,TRUE,lincRNA,lncRNA
CTD-2376I20.1,1,FALSE,TRUE,antisense,lncRNA
MIR151B,1,FALSE,FALSE,miRNA,other
MIR342,1,FALSE,FALSE,miRNA,other
EVL,1,TRUE,FALSE,protein_coding,protein_coding
DEGS2,1,TRUE,FALSE,protein_coding,protein_coding
RP11-638I2.4,1,FALSE,TRUE,antisense,lncRNA
RP11-638I2.2,1,FALSE,TRUE,sense_intronic,lncRNA
MIR6764,1,FALSE,FALSE,miRNA,other
YY1,1,TRUE,FALSE,protein_coding,protein_coding
AL157871.2,1,FALSE,TRUE,sense_overlapping,lncRNA
RP11-638I2.6,1,FALSE,TRUE,lincRNA,lncRNA
SLC25A29,1,TRUE,FALSE,protein_coding,protein_coding
MIR345,1,FALSE,FALSE,miRNA,other
RN7SL523P,1,FALSE,FALSE,misc_RNA,other
SLC25A47,1,TRUE,FALSE,protein_coding,protein_coding
RP11-638I2.9,1,FALSE,TRUE,antisense,lncRNA
RP11-638I2.8,1,FALSE,TRUE,antisense,lncRNA
RP11-638I2.10,1,FALSE,FALSE,processed_pseudogene,other
WARS,1,TRUE,FALSE,protein_coding,protein_coding
RP11-362L22.1,1,FALSE,TRUE,sense_intronic,lncRNA
CTD-2062F14.2,1,FALSE,FALSE,transcribed_processed_pseudogene,other
RN7SKP92,1,FALSE,FALSE,misc_RNA,other
WDR25,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2062F14.3,1,FALSE,TRUE,lincRNA,lncRNA
BEGAIN,1,TRUE,FALSE,protein_coding,protein_coding
CTD-2644I21.1,1,FALSE,TRUE,sense_overlapping,lncRNA
LINC00523,1,FALSE,TRUE,lincRNA,lncRNA
RP11-566J3.2,1,FALSE,TRUE,lincRNA,lncRNA
