rank,gene,gene_types,logFC,direction,SE,P,FDR,FDR_lncRNA,I2,I2_flag,k,k_flag,confidence
528,CTB-131K11.1,antisense,-0.13455616564458,down_in_PP,0.0501552166302353,0.00730097234084748,0.019163905404935,0.0208661210824617,44.7282581531629,low,4,all4,A_high
529,PP7080,antisense,0.133532528726847,up_in_PP,0.0388500510776149,0.000587921586280962,0.0022369046296301,0.00248431318734153,18.8204217656334,low,4,all4,A_high
530,AC093818.1,antisense,0.133180891538741,up_in_PP,0.0582134571680484,0.0221490264973688,0.0487427023650371,0.0515817210194375,26.7959040391153,low,4,all4,A_high
531,RNF219-AS1,antisense,-0.132170672618973,down_in_PP,0.0382640693605961,0.000551985443228904,0.00211883277350326,0.00234851623682544,0,low,4,all4,A_high
532,RP11-758P17.2,antisense,-0.131184661564255,down_in_PP,0.054114703905172,0.0153423125422334,0.0358717265541052,0.0384058057916015,0,low,4,all4,A_high
533,RP11-74E22.5,antisense,-0.131073036596902,down_in_PP,0.0515930461174478,0.0110688553827437,0.0272342090715024,0.0294194946198599,35.5277044627669,low,4,all4,A_high
534,CTD-2007L18.5,lincRNA,0.130947790920217,up_in_PP,0.0390362558393878,0.00079503615669362,0.00290909390435438,0.00322108750001245,0,low,4,all4,A_high
535,RP11-1148L6.5,antisense,-0.129777021613446,down_in_PP,0.0506534057094705,0.0104053595111077,0.0258504282382416,0.0279999941570666,9.13239140940291,low,4,all4,A_high
536,MED4-AS1,antisense,0.129472844592464,up_in_PP,0.0416007771885091,0.0018565471046803,0.0060122475174438,0.00660631523186814,35.1267111864937,low,4,all4,A_high
537,RP11-173P15.5,antisense,-0.129010300582416,down_in_PP,0.0447365706161716,0.00392936698505482,0.0114071348754134,0.0124559494097672,16.9233801126906,low,4,all4,A_high
538,AC006547.8,antisense,0.128536654781769,up_in_PP,0.0530244680908216,0.0153463457854585,0.0358778095219366,0.0384058057916015,36.1630796974381,low,4,all4,A_high
539,RP11-775D22.3,antisense,-0.127006221495227,down_in_PP,0.0528134637915968,0.0161809802712365,0.03750372029573,0.0398719257594763,20.7652215332206,low,4,all4,A_high
540,RP11-603J24.5,antisense,-0.126874881469666,down_in_PP,0.0443738456031857,0.00424675255643007,0.0121761940932674,0.0133157234142557,0,low,4,all4,A_high
541,CTD-2396E7.11,antisense,-0.125064295600561,down_in_PP,0.0466835384859772,0.00738466644023338,0.0193511616818412,0.0210497046685704,0,low,4,all4,A_high
542,AC005606.14,lincRNA,-0.124002238242944,down_in_PP,0.0451637560990209,0.00603977908675614,0.0163578443541211,0.0177783157199958,0,low,4,all4,A_high
543,RP4-635E18.7,antisense,0.120548669829487,up_in_PP,0.0498552774005756,0.0156072734108081,0.0363623209279235,0.038878913096469,47.3142143789312,low,4,all4,A_high
544,EDRF1-AS1,antisense,0.114829409567409,up_in_PP,0.0478791192218255,0.0164705065706166,0.0380235662926301,0.0404471520607594,0,low,4,all4,A_high
545,LACTB2-AS1,antisense,0.111602852598467,up_in_PP,0.0438805081607794,0.0109799755755361,0.0270447319777971,0.0292371411171352,0,low,4,all4,A_high
546,HMGN3-AS1,antisense,-0.110295007503183,down_in_PP,0.0415402680235872,0.00792767429995115,0.0205527436956011,0.0222891791396287,19.1426935886589,low,4,all4,A_high
547,RP1-43E13.2,antisense,-0.109475059754588,down_in_PP,0.0469431722181176,0.0196966771678625,0.0441971638625634,0.0467512463550966,0,low,4,all4,A_high
548,RP11-92F20.1,antisense,0.108146977393822,up_in_PP,0.0358046689516056,0.00252381569304329,0.00780790876423294,0.0085183701277678,0,low,4,all4,A_high
549,RP11-73E17.2,antisense,0.107093224760722,up_in_PP,0.0374931679748594,0.00428556324550385,0.0122664214320258,0.0134276844049929,0,low,4,all4,A_high
550,AC021224.1,lincRNA,0.106772413587595,up_in_PP,0.0352531193839865,0.00245578679887882,0.00762943393444506,0.00831569442361614,6.31481570519715,low,4,all4,A_high
551,RP11-216B9.6,antisense,0.106667229558485,up_in_PP,0.0391749656444362,0.00647230649796386,0.0173466950542156,0.0189355444331911,0,low,4,all4,A_high
552,RP5-1085F17.3,lincRNA,-0.103710073688703,down_in_PP,0.0449285695024643,0.0209806544323008,0.0465695829760272,0.0493119455342562,0,low,4,all4,A_high
553,RP11-192H23.7,antisense,0.10241420917971,up_in_PP,0.0400514881017952,0.0105559863923517,0.0261675698283994,0.0283258690389224,32.3597326475424,low,4,all4,A_high
554,MORC2-AS1,antisense,0.0980485635210135,up_in_PP,0.0365248289758951,0.00726523052515548,0.0190900825562431,0.0207983987011542,0,low,4,all4,A_high
555,AC005523.2,antisense,-0.0961855502878565,down_in_PP,0.0329063732620906,0.00346669030670842,0.0102685489264539,0.0112347287917332,0,low,4,all4,A_high
556,RP11-867G23.3,lincRNA,0.0954556748958345,up_in_PP,0.0415879994594519,0.0217176731411203,0.0479127046005948,0.0507684341878053,17.2229158109134,low,4,all4,A_high
557,CTB-46B19.2,antisense,-0.093387502147046,down_in_PP,0.0396237295135445,0.0184302951771728,0.0418007327957463,0.0442405969259982,0,low,4,all4,A_high
558,RP11-589P10.7,antisense,0.0861801857265614,up_in_PP,0.0364225398409492,0.017975502634306,0.0409324047811172,0.043331476266653,0,low,4,all4,A_high
559,RP11-566K11.5,antisense,-0.0787515850501361,down_in_PP,0.0328590731238895,0.0165458743681091,0.0381448535933722,0.0404795608598291,0,low,4,all4,A_high
560,LINC01018,lincRNA,-2.57623898595342,down_in_PP,0.277879960058104,1.84322452594599e-20,7.03118615970449e-19,8.30795054559198e-19,57.1570211631198,moderate,3,k3,B_moderate
561,RP11-295G20.2,antisense,2.48421051845618,up_in_PP,0.171863294384598,2.3458035910273e-47,4.14017814072719e-45,5.34225902019744e-45,65.4989183850832,moderate,4,all4,B_moderate
562,AC003090.1,lincRNA,-2.40702345542122,down_in_PP,0.418169049854961,8.60786898667223e-09,9.32283545998182e-08,1.04039801970198e-07,60.5366162629313,moderate,3,k3,B_moderate
563,RP11-455F5.6,antisense,2.34182320345871,up_in_PP,0.15509397273615,1.63457193452929e-51,3.56222972375417e-49,5.05199482907731e-49,56.2316655465688,moderate,4,all4,B_moderate
564,TRHDE-AS1,processed_transcript,-2.21250929753864,down_in_PP,0.370532192589219,2.35563644157233e-09,2.77690312787797e-08,3.10757283008642e-08,67.515372674444,moderate,4,all4,B_moderate
565,RP11-57H12.3,antisense,-1.87599594661234,down_in_PP,0.2132550397158,1.40573019904649e-18,4.54585938690364e-17,5.38282705422492e-17,55.2858071619603,moderate,3,k3,B_moderate
566,CTB-191K22.5,antisense,-1.82262688368554,down_in_PP,0.182644602888665,1.88185185382089e-23,9.06980214624214e-22,1.0857030628644e-21,68.1406348544143,moderate,4,all4,B_moderate
567,CTB-92J24.3,antisense,-1.6684550525427,down_in_PP,0.217672734357346,1.78872533934168e-14,3.98834826108373e-13,4.37277657815336e-13,66.6290950474152,moderate,3,k3,B_moderate
568,SCEL-AS1,antisense,-1.62567185829154,down_in_PP,0.223936669127231,3.88477511391322e-13,7.54145886172681e-12,8.53270148116878e-12,69.5792291964664,moderate,4,all4,B_moderate
569,UCA1,misc_RNA;processed_transcript,1.62215314693613,up_in_PP,0.258460797724825,3.46935001098373e-10,4.62740021156329e-09,5.19442127942097e-09,74.0742404230042,moderate,4,all4,B_moderate
570,LINC01343,lincRNA,1.54976169438822,up_in_PP,0.30415429262502,3.48163285819549e-07,2.84780295992478e-06,3.23283806382229e-06,70.8202213821094,moderate,4,all4,B_moderate
571,RP4-541C22.5,antisense,-1.4700962965341,down_in_PP,0.190973742400755,1.38323240741042e-14,3.11250545094363e-13,3.43979691199132e-13,68.6593677249192,moderate,4,all4,B_moderate
572,CTD-2547L24.3,processed_transcript,1.44925129152191,up_in_PP,0.163290008765126,6.97318177248083e-19,2.33951648704035e-17,2.79379236384487e-17,73.2876155375197,moderate,3,k3,B_moderate
573,RP4-724E13.2,antisense,-1.43819433173609,down_in_PP,0.160803914384574,3.76091458955085e-19,1.29294981403736e-17,1.53523371971571e-17,70.3030995465325,moderate,4,all4,B_moderate
574,CTB-176F20.3,antisense,-1.42374990685088,down_in_PP,0.163039640369479,2.4901984828688e-18,7.87996898707801e-17,9.2094776370712e-17,53.0755597573691,moderate,3,k3,B_moderate
575,AC007182.6,antisense,1.36158848970866,up_in_PP,0.157669808527455,5.8370694590634e-18,1.79762702696205e-16,2.03685480236833e-16,70.6698008292238,moderate,4,all4,B_moderate
576,RP11-113D6.6,lincRNA,1.35744695357129,up_in_PP,0.147112549301389,2.77621719929666e-20,1.04627902930485e-18,1.23842183725326e-18,74.2935577734957,moderate,4,all4,B_moderate
577,AC073342.12,antisense,-1.3504499708418,down_in_PP,0.225137442804881,1.99350021934175e-09,2.37796775331475e-08,2.67884330717135e-08,72.4280438818121,moderate,4,all4,B_moderate
578,RP11-283G6.5,antisense,-1.32635569528158,down_in_PP,0.162036996164254,2.71149495102772e-16,7.16830025977393e-15,7.98138683884146e-15,62.3542337271633,moderate,4,all4,B_moderate
579,DSG2-AS1,antisense,-1.31833577213746,down_in_PP,0.184739395537387,9.59520526193906e-13,1.76819878143174e-11,1.95841760228351e-11,74.3497768683456,moderate,4,all4,B_moderate
580,RP11-736K20.5,antisense,-1.31514015985916,down_in_PP,0.223727702423983,4.14483232702155e-09,4.71957236618873e-08,5.29046887286792e-08,68.0661008668663,moderate,3,k3,B_moderate
581,PLBD1-AS1,antisense,1.31113952813571,up_in_PP,0.114975665717657,4.01058092928007e-30,3.06442619663467e-28,3.69229440021167e-28,63.6399952570972,moderate,4,all4,B_moderate
582,ZBED3-AS1,antisense,-1.31096284339956,down_in_PP,0.184950465544293,1.35883694931403e-12,2.46241298797601e-11,2.72207753688973e-11,53.7932123920281,moderate,3,k3,B_moderate
583,CTD-2026K11.1,antisense,-1.30616051661423,down_in_PP,0.192226517720585,1.08385527734057e-11,1.76272426740488e-10,1.9379511508482e-10,56.6457057193317,moderate,4,all4,B_moderate
584,AC124789.1,processed_transcript,1.30036469312052,up_in_PP,0.249668065148343,1.90502506401776e-07,1.64124228787944e-06,1.85654131801911e-06,74.6833334394701,moderate,4,all4,B_moderate
585,MEF2C-AS1,antisense,-1.28630618480241,down_in_PP,0.253159512465745,3.75432021772439e-07,3.0479680368192e-06,3.46374063584082e-06,72.9955105159416,moderate,3,k3,B_moderate
586,ARHGEF26-AS1,antisense;processed_transcript,-1.27908274498975,down_in_PP,0.206117389038452,5.44874740209388e-10,7.09753156919318e-09,7.8851939828964e-09,71.7487049305926,moderate,3,k3,B_moderate
587,RP11-706C16.8,antisense,1.24284169631864,up_in_PP,0.133401378860282,1.20175534615892e-20,4.66951821479609e-19,5.65216889438005e-19,56.1341527710781,moderate,4,all4,B_moderate
588,AC007228.11,antisense,-1.2287754486302,down_in_PP,0.189315038790214,8.54734402411215e-11,1.2410981224351e-09,1.37488318187113e-09,59.1978186514838,moderate,3,k3,B_moderate
589,LINC00886,lincRNA,-1.20510324039933,down_in_PP,0.203043057703052,2.93469147940958e-09,3.42159210760428e-08,3.81333634576734e-08,74.184241784431,moderate,4,all4,B_moderate
590,RP11-481J2.3,antisense,1.19846484102703,up_in_PP,0.142286281613912,3.67240042886493e-17,1.04946065619399e-15,1.19477268087959e-15,61.4936096017071,moderate,4,all4,B_moderate
591,DIO3OS,lincRNA,-1.17883409031935,down_in_PP,0.227541326233013,2.20998827948636e-07,1.87370521855505e-06,2.12975930631124e-06,69.484915976826,moderate,3,k3,B_moderate
592,RP11-20D14.6,lincRNA,1.17827338628806,up_in_PP,0.421549870087028,0.00518839131475639,0.0143723262218489,0.0157545047150533,60.781101630007,moderate,3,k3,B_moderate
593,JHDM1D-AS1,antisense,1.14328742200554,up_in_PP,0.126412017698804,1.50854023652899e-19,5.37031752952976e-18,6.33733359559315e-18,67.5737497481511,moderate,4,all4,B_moderate
594,LINC01252,lincRNA,-1.13455044087472,down_in_PP,0.21561863123426,1.4262192614765e-07,1.25903160025094e-06,1.43502888262068e-06,55.7228503534216,moderate,3,k3,B_moderate
595,LINC01836,lincRNA,-1.12884112200964,down_in_PP,0.275983885703125,4.30921701434118e-05,0.00022471410073537,0.000248945020307801,62.3591630788786,moderate,3,k3,B_moderate
596,MIR9-3HG,lincRNA,1.10728051325574,up_in_PP,0.162889401888929,1.06269803497961e-11,1.73281315241763e-10,1.90800597400696e-10,54.3414759004904,moderate,3,k3,B_moderate
597,AC005083.1,processed_transcript,-1.10289363497326,down_in_PP,0.22068997074273,5.80844699044739e-07,4.54058947207088e-06,5.11876784677512e-06,74.6569158473293,moderate,4,all4,B_moderate
598,RP11-845C23.3,antisense,-1.10031950462551,down_in_PP,0.218942293347655,5.01823757869473e-07,3.97745320041895e-06,4.50005961326495e-06,66.5372912067621,moderate,4,all4,B_moderate
599,RP11-449P15.1,antisense,-1.09862725756691,down_in_PP,0.140284792994212,4.8244157718608e-15,1.14389317005085e-13,1.2728809173684e-13,68.7005337887276,moderate,3,k3,B_moderate
600,RP11-350N15.4,antisense,-1.08727638775326,down_in_PP,0.15389265646333,1.60429929769666e-12,2.88843024417196e-11,3.18431333079516e-11,58.4470032393903,moderate,3,k3,B_moderate
601,RP11-367G18.1,lincRNA,-1.08517922850875,down_in_PP,0.127478274236149,1.69987703836945e-17,5.01794091114431e-16,5.70183561629815e-16,54.309205130392,moderate,4,all4,B_moderate
602,CTC-512J12.4,processed_transcript,-1.06804133211424,down_in_PP,0.329611800788106,0.00119403730528113,0.004119058905018,0.00453210475434338,59.6666624220537,moderate,3,k3,B_moderate
603,LINC00958,lincRNA,1.06622785607624,up_in_PP,0.179302527446695,2.73886380515319e-09,3.20454737090332e-08,3.58038177791476e-08,61.6056541781953,moderate,4,all4,B_moderate
604,PP14571,processed_transcript,-1.06431327960944,down_in_PP,0.205781219915065,2.31524419254335e-07,1.95434994791247e-06,2.21149263159715e-06,61.0992950841814,moderate,4,all4,B_moderate
605,RP1-153G14.4,lincRNA,-1.05972659877527,down_in_PP,0.220448078885459,1.5309845490639e-06,1.10670708879837e-05,1.25942398171093e-05,66.3336148651557,moderate,3,k3,B_moderate
606,CTD-2516F10.2,antisense,-1.05729322116926,down_in_PP,0.189818822574572,2.54721008614214e-08,2.55967037605831e-07,2.91581429702038e-07,66.8064049018795,moderate,3,k3,B_moderate
607,LINC00592,lincRNA,1.04226074670341,up_in_PP,0.182446511617468,1.11202769617828e-08,1.18091686956017e-07,1.32554926759323e-07,55.5960629007712,moderate,4,all4,B_moderate
608,PYCARD-AS1,antisense,1.03392093279376,up_in_PP,0.123105881791206,4.51712040075214e-17,1.27774347047009e-15,1.44387497049931e-15,59.3070457635725,moderate,4,all4,B_moderate
609,RP11-508N22.12,lincRNA,-1.03317530571107,down_in_PP,0.25634930214059,5.56958060621943e-05,0.000281614903203204,0.000310561537153498,71.2604350462319,moderate,3,k3,B_moderate
610,RP1-261D10.2,antisense,-1.01736291984721,down_in_PP,0.150340126810764,1.31411927582156e-11,2.11525094994476e-10,2.32089555366526e-10,71.0684927292575,moderate,4,all4,B_moderate
611,RP11-379F4.4,antisense,-1.00820560932962,down_in_PP,0.155895329948466,9.98383101552279e-11,1.43389554676809e-09,1.58823664721203e-09,60.5108785080235,moderate,3,k3,B_moderate
612,KCNMA1-AS1,antisense,-1.002532698785,down_in_PP,0.144208941061219,3.60282601863862e-12,6.21859680985683e-11,6.80761056010887e-11,54.7660549642591,moderate,3,k3,B_moderate
613,RP11-176D17.3,sense_overlapping,-0.99732522375173,down_in_PP,0.118721799213993,4.44493868735677e-17,1.25874636590436e-15,1.43531714180543e-15,52.1434377619568,moderate,4,all4,B_moderate
614,RP11-700H6.4,lincRNA,0.994635906006848,up_in_PP,0.212457019332118,2.84663282772548e-06,1.94817891667001e-05,2.20346694911774e-05,62.1571433025342,moderate,3,k3,B_moderate
615,FLG-AS1,antisense,-0.990808016731759,down_in_PP,0.197114925976345,4.99382514323337e-07,3.95935608161072e-06,4.49236619433904e-06,50.0629124878365,moderate,4,all4,B_moderate
616,ADORA2A-AS1,antisense,-0.976958521504963,down_in_PP,0.212917384879598,4.46571863250829e-06,2.93545448571491e-05,3.27511263099379e-05,63.4070662926356,moderate,3,k3,B_moderate
617,RP11-732A19.5,antisense,-0.971046656145735,down_in_PP,0.202341319617033,1.59417847221947e-06,1.14775354411848e-05,1.29418578785997e-05,63.8358386620491,moderate,4,all4,B_moderate
618,CTC-523E23.1,lincRNA,-0.965301103604509,down_in_PP,0.270532085088423,0.000359500315387405,0.00145624646908666,0.00160036817354043,66.6618582598998,moderate,3,k3,B_moderate
619,RP1-92O14.3,antisense,-0.931922902810124,down_in_PP,0.207214247162398,6.8793325321526e-06,4.31348090870174e-05,4.8336434047195e-05,59.9304533902569,moderate,3,k3,B_moderate
620,CTD-2240E14.4,antisense,0.928414645115396,up_in_PP,0.13306161822004,3.00845326374235e-12,5.23232863954967e-11,5.70946371588296e-11,63.3821681092597,moderate,4,all4,B_moderate
621,RP3-508I15.21,antisense,0.927226872010221,up_in_PP,0.221871471942278,2.92642926871557e-05,0.000159059141905334,0.000176360159411313,69.1492486621362,moderate,4,all4,B_moderate
622,CTD-2616J11.16,antisense,0.926662000047596,up_in_PP,0.141055324538941,5.0486789000604e-11,7.51812184155163e-10,8.27486121233385e-10,61.9150169025382,moderate,4,all4,B_moderate
623,AP003419.16,antisense,0.918573690459179,up_in_PP,0.088111428837052,1.9038536677483e-25,1.05097754672044e-23,1.24817800308286e-23,52.5758282887111,moderate,4,all4,B_moderate
624,RP3-335E1.1,antisense,0.911077235748752,up_in_PP,0.158425714290052,8.88133913070146e-09,9.59318106597726e-08,1.07046112586477e-07,66.4689300512669,moderate,4,all4,B_moderate
625,AC016629.3,antisense,-0.90424702522011,down_in_PP,0.161743649606831,2.26262326206917e-08,2.29578397546468e-07,2.60382203589715e-07,70.8244030675853,moderate,4,all4,B_moderate
626,RP11-31F15.2,lincRNA,-0.899989168791794,down_in_PP,0.264429472550843,0.000665252278861059,0.00249104327100192,0.00276252073956987,72.7321876627238,moderate,3,k3,B_moderate
627,AC006262.6,processed_transcript,-0.898817035418259,down_in_PP,0.192366652440744,2.97677192304512e-06,2.02617756478427e-05,2.29598789857687e-05,67.9688410715578,moderate,4,all4,B_moderate
628,RBFADN,lincRNA,-0.889138229393974,down_in_PP,0.170180501540785,1.74458948408018e-07,1.51290317128088e-06,1.71564515854885e-06,61.1513562147596,moderate,4,all4,B_moderate
629,ZNF582-AS1,lincRNA,-0.887019014803004,down_in_PP,0.234822483186664,0.000158472566890867,0.000707200760580289,0.000776833565235609,74.4448235232133,moderate,4,all4,B_moderate
630,RP11-244F12.3,antisense,-0.879348392268283,down_in_PP,0.183067069657043,1.55976656716234e-06,1.12556492099691e-05,1.27974925395947e-05,74.0807371990824,moderate,4,all4,B_moderate
631,RP11-34P13.13,processed_transcript,0.873136491432528,up_in_PP,0.187329929090137,3.14744545694827e-06,2.13135039292185e-05,2.39771065003788e-05,62.7471922459467,moderate,3,k3,B_moderate
632,PRC1-AS1,antisense,0.87232687696983,up_in_PP,0.107269100617355,4.21792442934521e-16,1.09543649790932e-14,1.21673060038512e-14,64.665256715296,moderate,4,all4,B_moderate
633,PSMB8-AS1,lincRNA;processed_transcript,0.86928401010612,up_in_PP,0.113641422192025,2.01983966732457e-14,4.47975413650339e-13,4.91002597781653e-13,73.6244579398392,moderate,4,all4,B_moderate
634,KB-1125A3.12,antisense,-0.863066833922066,down_in_PP,0.166705554290984,2.25249130721733e-07,1.90651594533876e-06,2.16589553029542e-06,55.1749689589838,moderate,4,all4,B_moderate
635,DGCR5,processed_transcript;transcribed_unprocessed_pseudogene,-0.86187519872956,down_in_PP,0.173832837500987,7.11972875592133e-07,5.48523338705504e-06,6.17376078694822e-06,60.2585728762577,moderate,4,all4,B_moderate
