rank,gene,gene_types,logFC,direction,SE,P,FDR,FDR_lncRNA,I2,I2_flag,k,k_flag,confidence
1027,OR7E47P,sense_intronic;transcribed_unprocessed_pseudogene,-1.80381081144849,down_in_PP,0.398044874645627,5.85172712108836e-06,3.7383631177343e-05,4.21304879416794e-05,90.3163104770131,high,3,k3,C_significant_but_flagged
1028,ZNF667-AS1,lincRNA,-1.80185654766679,down_in_PP,0.308226441822393,5.03879966530005e-09,5.68327620214896e-08,6.31967714543574e-08,92.771160786065,high,4,all4,C_significant_but_flagged
1029,CTD-2017D11.1,lincRNA,-1.80047044662926,down_in_PP,0.260505912391825,4.7976541578614e-12,8.15731400979121e-11,8.90963499616579e-11,75.0450154592703,high,4,all4,C_significant_but_flagged
1030,LINC01136,lincRNA,-1.79936014567936,down_in_PP,0.163961365173088,5.08014147111426e-28,3.41336476002857e-26,4.14750417839838e-26,0,low,2,k2_or_less,C_significant_but_flagged
1031,GATM-AS1,antisense,-1.79179404273621,down_in_PP,0.121359375193283,2.4865524550653e-49,4.83085097898035e-47,6.72457029566722e-47,0,low,2,k2_or_less,C_significant_but_flagged
1032,LINC01697,processed_transcript,-1.77993764824018,down_in_PP,0.668893331620874,0.00779046356721984,0.0202346976807611,0.0219461821975002,82.8996689363804,high,2,k2_or_less,C_significant_but_flagged
1033,RP11-829H16.3,antisense,-1.7793646980843,down_in_PP,0.400420482804767,8.8408247618127e-06,5.41732885527017e-05,6.03379317734441e-05,85.1150373283879,high,3,k3,C_significant_but_flagged
1034,KRTAP5-AS1,antisense,1.76965655408499,up_in_PP,0.690083885051475,0.010335200974749,0.0256965086140039,0.0278458372464128,89.1627579439649,high,3,k3,C_significant_but_flagged
1035,RP11-307C19.2,lincRNA,-1.74840710502728,down_in_PP,0.688969961124858,0.0111579872538579,0.0274185191250305,0.0296381895932739,93.8969880134485,high,2,k2_or_less,C_significant_but_flagged
1036,RP11-510N19.5,sense_intronic,1.7425682301712,up_in_PP,0.74318176227014,0.0190403364922427,0.0429563120053215,0.0454176052932382,95.6314082070601,high,3,k3,C_significant_but_flagged
1037,RP5-1033H22.2,antisense,-1.74020633784185,down_in_PP,0.432602733298749,5.75487027661182e-05,0.000289848390016972,0.000318838971663244,92.4291505774968,high,4,all4,C_significant_but_flagged
1038,RP11-459E5.1,processed_transcript,-1.73292879913646,down_in_PP,0.526090197444029,0.000987807219613388,0.0035075693593016,0.00386110373917537,89.0184516217201,high,4,all4,C_significant_but_flagged
1039,RP11-446N19.1,lincRNA,-1.72174688527916,down_in_PP,0.187381418496604,3.98501145114343e-20,1.47521945330217e-18,1.72431445490976e-18,52.7686674590025,moderate,2,k2_or_less,C_significant_but_flagged
1040,RP11-231D20.2,antisense,1.69428129317462,up_in_PP,0.330484299079348,2.9492431539381e-07,2.44101492483476e-06,2.76220240846107e-06,89.7507637705607,high,3,k3,C_significant_but_flagged
1041,AC006262.4,lincRNA,-1.69160368268393,down_in_PP,0.282678833194641,2.17470118479271e-09,2.57816277640846e-08,2.9025426334221e-08,80.1003165006417,high,4,all4,C_significant_but_flagged
1042,SMIM25,lincRNA,1.69027346448445,up_in_PP,0.432560821602958,9.32185361420139e-05,0.000443478161122087,0.000486558028813624,84.4042978493329,high,4,all4,C_significant_but_flagged
1043,RP11-66B24.8,processed_transcript,1.67698065030345,up_in_PP,0.669521706256247,0.0122539960898566,0.0296695633275999,0.0320432016212949,93.3317882503199,high,4,all4,C_significant_but_flagged
1044,RP11-2N1.2,antisense,-1.66724671548341,down_in_PP,0.598335290098572,0.00532846214422628,0.014695930258457,0.0160895015338919,90.1180453580177,high,3,k3,C_significant_but_flagged
1045,RP11-728F11.4,antisense,-1.66508682159584,down_in_PP,0.267204892966545,4.61995171208198e-10,6.05571285607733e-09,6.77645120616228e-09,77.8297733534109,high,4,all4,C_significant_but_flagged
1046,RP11-130L8.1,lincRNA,-1.65841739130422,down_in_PP,0.203476454873564,3.6267982689733e-16,9.45835777492289e-15,1.05323195368104e-14,70.4245807125247,moderate,2,k2_or_less,C_significant_but_flagged
1047,MAGI1-IT1,sense_intronic,-1.64932802825309,down_in_PP,0.382675778016722,1.6326337202463e-05,9.36103095328594e-05,0.000103432007430538,91.0146235840344,high,3,k3,C_significant_but_flagged
1048,RP11-63G10.4,lincRNA,-1.62507614903419,down_in_PP,0.613605698108636,0.00808726729070948,0.0208779452863372,0.0226001928542148,88.1536303940688,high,2,k2_or_less,C_significant_but_flagged
1049,SH3PXD2A-AS1,antisense,1.61864139919102,up_in_PP,0.367768353852681,1.07627771218705e-05,6.45766627312231e-05,7.14272033839473e-05,94.903796818489,high,4,all4,C_significant_but_flagged
1050,AF064858.11,lincRNA,-1.61790787225371,down_in_PP,0.321147972806704,4.70694011822598e-07,3.74969272863889e-06,4.27321777687463e-06,76.8629620687932,high,2,k2_or_less,C_significant_but_flagged
1051,RP11-1143G9.4,antisense,1.61551672289325,up_in_PP,0.372625932031793,1.45434507319219e-05,8.44308460142291e-05,9.36451061265269e-05,89.185474896397,high,3,k3,C_significant_but_flagged
1052,C21orf62-AS1,antisense,-1.61025010142663,down_in_PP,0.392313701617876,4.05196913964699e-05,0.000212938667598727,0.000235340543184598,92.287879085017,high,3,k3,C_significant_but_flagged
1053,FAM41C,lincRNA,-1.60572728966182,down_in_PP,0.396312572332552,5.08536146599458e-05,0.000259623811490642,0.000285770896926734,86.5137577447543,high,3,k3,C_significant_but_flagged
1054,RP11-356C4.5,lincRNA,1.60314139479224,up_in_PP,0.424203828812426,0.000157347489863337,0.000702680468808795,0.000772806570531963,87.1616163867648,high,3,k3,C_significant_but_flagged
1055,PLA2G4E-AS1,antisense,1.60037010806446,up_in_PP,0.259554526925338,7.01126403956298e-10,8.96511731426161e-09,9.94679983579968e-09,86.1965328226448,high,4,all4,C_significant_but_flagged
1056,FAM201A,antisense,-1.59193547883955,down_in_PP,0.56279822449131,0.00467509449961945,0.0131855973834642,0.0144493813570381,95.4831768375303,high,4,all4,C_significant_but_flagged
1057,PRKAG2-AS1,antisense,-1.58581637096032,down_in_PP,0.414322341902522,0.000129454420370005,0.000594427754362966,0.000653354061277482,88.3270116130923,high,2,k2_or_less,C_significant_but_flagged
1058,RRS1-AS1,lincRNA,-1.58451535967771,down_in_PP,0.540673238251169,0.00338271097246448,0.0100602233762792,0.0110052559231983,84.2570172238046,high,2,k2_or_less,C_significant_but_flagged
1059,RP11-391L3.1,lincRNA,-1.57958987988507,down_in_PP,0.259758723920297,1.19443668564319e-09,1.47973169627235e-08,1.65651523678785e-08,90.1400213956549,high,4,all4,C_significant_but_flagged
1060,RP11-834C11.15,lincRNA,-1.57770586017359,down_in_PP,0.634011438349544,0.0128301221786884,0.0308351095169053,0.0332430770462184,92.6377660797996,high,2,k2_or_less,C_significant_but_flagged
1061,RP11-85O21.5,antisense,-1.57734399985583,down_in_PP,0.196074851818736,8.65266898892036e-16,2.18822593542202e-14,2.41549023968119e-14,0,low,2,k2_or_less,C_significant_but_flagged
1062,CTB-51J22.1,antisense,-1.57583565049022,down_in_PP,0.342180929087366,4.11930563954642e-06,2.72512512044202e-05,3.04687786364399e-05,74.7461978383076,moderate,2,k2_or_less,C_significant_but_flagged
1063,MIR3142HG,lincRNA,1.57578054293545,up_in_PP,0.294151302582591,8.45960011807597e-08,7.7746423967444e-07,8.8846334249793e-07,81.7992296425543,high,4,all4,C_significant_but_flagged
1064,C9orf106,lincRNA,-1.57403896247584,down_in_PP,0.24047831766819,5.93162407952495e-11,8.7555724240272e-10,9.68533486494508e-10,37.8755171763722,low,2,k2_or_less,C_significant_but_flagged
1065,RP11-367J11.3,lincRNA,-1.5679755583016,down_in_PP,0.242342312324327,9.79472726793028e-11,1.40915875309339e-09,1.56390350141455e-09,64.6459749300465,moderate,2,k2_or_less,C_significant_but_flagged
1066,UG0898H09,lincRNA,-1.55495004135324,down_in_PP,0.369539420693599,2.57862556433868e-05,0.000141567390785227,0.00015670944967547,86.219885506671,high,3,k3,C_significant_but_flagged
1067,SLC7A11-AS1,processed_transcript,1.5536538885188,up_in_PP,0.50622049417979,0.00214686864846109,0.00682432802971609,0.00749153277571866,95.3753061804947,high,4,all4,C_significant_but_flagged
1068,RP11-327F22.6,sense_intronic,1.53842101150047,up_in_PP,0.234113129188611,4.98872875880465e-11,7.43768710012863e-10,8.20769176401054e-10,80.4032112235916,high,3,k3,C_significant_but_flagged
1069,RP11-286B14.1,lincRNA,-1.53840640888433,down_in_PP,0.153968732026238,1.65747260014679e-23,8.01922361098049e-22,9.69173505518265e-22,0,low,2,k2_or_less,C_significant_but_flagged
1070,RP11-250B2.5,lincRNA,-1.53448781579336,down_in_PP,0.60068963073234,0.0106327130767063,0.0263187214941644,0.0284525352398937,77.1904419658109,high,2,k2_or_less,C_significant_but_flagged
1071,RP11-465L10.10,antisense,1.52540368478214,up_in_PP,0.495141321135894,0.00206484052733949,0.00659559435332428,0.00724032817001457,90.8114195413862,high,4,all4,C_significant_but_flagged
1072,AC006548.28,sense_overlapping,-1.52285048736534,down_in_PP,0.43585951151774,0.000476015441260001,0.00186696042028011,0.00205355813991229,37.7634295058565,low,2,k2_or_less,C_significant_but_flagged
1073,RP11-444D3.1,lincRNA,-1.51645814586089,down_in_PP,0.544036494422433,0.00531295884631061,0.0146629217924383,0.0160763447048853,96.3246180225893,high,3,k3,C_significant_but_flagged
1074,AC092162.1,lincRNA,-1.50674185863234,down_in_PP,0.563669385150048,0.00751549465346355,0.0196365019813494,0.0213242920429749,79.7314728813025,high,2,k2_or_less,C_significant_but_flagged
1075,RP11-392O17.2,lincRNA,-1.50401763898313,down_in_PP,0.66059239128351,0.0227999005522656,0.0499310649808529,0.0528698658572633,85.612823234805,high,2,k2_or_less,C_significant_but_flagged
1076,FSIP2-AS1,antisense,-1.50348073077713,down_in_PP,0.609936964679494,0.013702195807483,0.0325872491295444,0.034926908557558,88.1366683791499,high,2,k2_or_less,C_significant_but_flagged
1077,ADAMTS9-AS1,antisense,-1.50252375613,down_in_PP,0.631090787958562,0.0172733935721294,0.0395492225200718,0.041989873026182,94.1828511164824,high,3,k3,C_significant_but_flagged
1078,RP11-350J20.12,antisense,1.50224665053264,up_in_PP,0.341809166027329,1.10779667577592e-05,6.60723471877583e-05,7.31822323066016e-05,93.0417255706546,high,4,all4,C_significant_but_flagged
1079,CTD-2527I21.4,processed_transcript,-1.47778100502389,down_in_PP,0.307882700966438,1.58809691425703e-06,1.14403233300114e-05,1.29363463818329e-05,88.0303414900457,high,3,k3,C_significant_but_flagged
1080,RP11-519G16.3,antisense,1.47619928503558,up_in_PP,0.345605829377779,1.94303719029273e-05,0.00010962719059684,0.000121495981537524,60.2055950776199,moderate,2,k2_or_less,C_significant_but_flagged
1081,RP6-65G23.3,lincRNA,1.47563409835451,up_in_PP,0.265927245424216,2.87284616359545e-08,2.86165622225871e-07,3.26267856952166e-07,90.9875059065278,high,4,all4,C_significant_but_flagged
1082,CTD-2196E14.5,antisense,1.47100062004199,up_in_PP,0.418364559585626,0.000437979407027824,0.00173791005366234,0.0019142796911206,79.7213322144118,high,3,k3,C_significant_but_flagged
1083,FAM3D-AS1,antisense,1.47062132879788,up_in_PP,0.435060540188691,0.000724151169425005,0.0026855100041624,0.00297569051291738,81.4873035909467,high,3,k3,C_significant_but_flagged
1084,RP11-848P1.3,lincRNA,1.46889998441085,up_in_PP,0.196456089898718,7.60448913044575e-14,1.59617844712924e-12,1.75024598231057e-12,77.4601342355965,high,3,k3,C_significant_but_flagged
1085,WNT5A-AS1,antisense,1.46771902861124,up_in_PP,0.505015468550495,0.00365747809748164,0.0107479310449978,0.0117490035098761,93.652781470324,high,3,k3,C_significant_but_flagged
1086,CTD-2619J13.13,lincRNA,1.46021277791039,up_in_PP,0.261312217585856,2.2969910777225e-08,2.32782815972023e-07,2.63636084703057e-07,88.7715457224086,high,4,all4,C_significant_but_flagged
1087,AC144831.3,lincRNA,-1.46009511915034,down_in_PP,0.254964754102516,1.02430329167772e-08,1.09424932208129e-07,1.22774524739321e-07,82.166875757487,high,2,k2_or_less,C_significant_but_flagged
1088,AC007563.5,antisense,-1.45531755983674,down_in_PP,0.560245736486311,0.00938664445443806,0.0236954153220313,0.0256414208045161,95.8893615478844,high,3,k3,C_significant_but_flagged
1089,RP11-66B24.4,antisense,1.45410090533734,up_in_PP,0.379928056117052,0.000129553451485112,0.000594532806649388,0.000653354061277482,86.5500473150857,high,4,all4,C_significant_but_flagged
1090,CTC-526N19.1,lincRNA,1.4475781384055,up_in_PP,0.234055856363809,6.21989763533023e-10,8.02280363029574e-09,8.91175399605096e-09,91.4079628031013,high,4,all4,C_significant_but_flagged
1091,KB-1460A1.5,lincRNA,-1.43989362691841,down_in_PP,0.326365040773491,1.0246206836118e-05,6.17730179761344e-05,6.85244775577783e-05,93.4852873469435,high,4,all4,C_significant_but_flagged
1092,RP11-66D17.5,antisense,1.43069859732009,up_in_PP,0.216694560770645,4.04624344939951e-11,6.11253486008743e-10,6.74688450570438e-10,31.2168605479863,low,2,k2_or_less,C_significant_but_flagged
1093,IL21R-AS1,antisense,1.42806086888976,up_in_PP,0.334240553265258,1.93246589155457e-05,0.000109129022474405,0.000121185216126908,73.3190219620712,moderate,2,k2_or_less,C_significant_but_flagged
1094,RP11-646E18.4,lincRNA,1.42532676022822,up_in_PP,0.185414370338841,1.50330310127419e-14,3.36691531046771e-13,3.69590484046217e-13,0,low,2,k2_or_less,C_significant_but_flagged
1095,RP11-20I20.4,antisense,-1.42095301580092,down_in_PP,0.571402033130536,0.0128903901976479,0.0309591719342071,0.0333792449941487,88.4369709121418,high,2,k2_or_less,C_significant_but_flagged
1096,CHL1-AS2,processed_transcript,-1.41676941253529,down_in_PP,0.115365591122891,1.15008801594824e-34,1.18129122359405e-32,1.50800934697213e-32,0,low,2,k2_or_less,C_significant_but_flagged
1097,CADM3-AS1,antisense,-1.41295906142535,down_in_PP,0.460521950109456,0.00215374950037882,0.00684209278469946,0.00750948758109521,94.1673699241921,high,4,all4,C_significant_but_flagged
1098,CTD-2245F17.6,antisense,-1.4127819650609,down_in_PP,0.265096111395746,9.85812573382462e-08,8.96519009341197e-07,1.01804558592504e-06,81.2343726722995,high,3,k3,C_significant_but_flagged
1099,DANT2,lincRNA,-1.41145631670732,down_in_PP,0.303273461321447,3.25444160342854e-06,2.19490891994419e-05,2.46619418879777e-05,61.4560690010114,moderate,2,k2_or_less,C_significant_but_flagged
1100,UBE2R2-AS1,antisense,1.40654619277749,up_in_PP,0.228882632708464,7.98262533625016e-10,1.01347799481814e-08,1.12510813778353e-08,88.3770038139812,high,4,all4,C_significant_but_flagged
1101,RP11-1090M7.1,antisense,-1.40640473474278,down_in_PP,0.466208366491356,0.00255553508225558,0.00789142683975967,0.00859191942573418,80.9974194078685,high,2,k2_or_less,C_significant_but_flagged
1102,RP11-96C23.14,processed_transcript,1.40291647135784,up_in_PP,0.263223820118257,9.83494603642352e-08,8.95001516212224e-07,1.01804558592504e-06,89.1141107145493,high,4,all4,C_significant_but_flagged
1103,ARNTL2-AS1,antisense,1.39960691381471,up_in_PP,0.34273401835701,4.43331544798602e-05,0.000230330719906176,0.000254415861318773,96.2586914577187,high,4,all4,C_significant_but_flagged
1104,RP3-453C12.14,sense_intronic,-1.38923774661777,down_in_PP,0.194058777275808,8.13564346915807e-13,1.51595164776238e-11,1.70062460343222e-11,37.0460236893219,low,2,k2_or_less,C_significant_but_flagged
1105,LINC01305,lincRNA,-1.38256125110056,down_in_PP,0.149072429893346,1.78577607214372e-20,6.8224268170832e-19,8.13374006754303e-19,0,low,2,k2_or_less,C_significant_but_flagged
1106,AC003991.3,antisense,1.38092217318879,up_in_PP,0.511571977716264,0.00694708410854609,0.0184046323391524,0.0200481945579166,94.8820128751667,high,4,all4,C_significant_but_flagged
1107,LINC01550,lincRNA,-1.37706720318267,down_in_PP,0.366346054187625,0.000170645234989525,0.000754935724502644,0.000825930572482858,95.0177491535077,high,4,all4,C_significant_but_flagged
1108,CTD-2515H24.4,lincRNA,-1.37696561200624,down_in_PP,0.29113897226328,2.24982688835771e-06,1.57368577940332e-05,1.77322421601527e-05,89.8195697047228,high,3,k3,C_significant_but_flagged
1109,LINC00632,lincRNA,-1.3739607298279,down_in_PP,0.44507641871121,0.00202172582049319,0.00647355212893833,0.007112201321361,88.356855951792,high,3,k3,C_significant_but_flagged
1110,RP11-203M5.8,lincRNA,1.37200127532854,up_in_PP,0.496434477223256,0.00571481831767381,0.01562054495338,0.0169952019660306,97.4904305643093,high,4,all4,C_significant_but_flagged
1111,RP11-498M15.1,lincRNA,1.37144650704502,up_in_PP,0.196254317971727,2.78616494066275e-12,4.86937696951812e-11,5.35810475477677e-11,0,low,2,k2_or_less,C_significant_but_flagged
1112,LINC01805,lincRNA,-1.37005544535882,down_in_PP,0.549217530331029,0.0126113815460497,0.0303822401525616,0.0327864436931361,97.8611196227144,high,3,k3,C_significant_but_flagged
1113,CTA-414D7.1,sense_intronic,-1.37003797755227,down_in_PP,0.411500873775817,0.000870432091020241,0.00315105721004612,0.0034873700535598,73.3727223214794,moderate,2,k2_or_less,C_significant_but_flagged
1114,CTD-3035K23.7,antisense,-1.3687395435006,down_in_PP,0.266031703050928,2.67486362533525e-07,2.23234872388119e-06,2.52159801891626e-06,80.0786326092848,high,3,k3,C_significant_but_flagged
1115,RP11-996F15.2,antisense,-1.3640523938233,down_in_PP,0.445163268439196,0.00218280637030062,0.00692124155522194,0.00759244627354565,90.9243520474133,high,4,all4,C_significant_but_flagged
1116,RP11-74C13.4,antisense,-1.3617401129701,down_in_PP,0.220468104941135,6.55027199383084e-10,8.41429608966625e-09,9.35413429614061e-09,78.63911452071,high,4,all4,C_significant_but_flagged
1117,CTA-109P11.4,lincRNA,-1.34386346562862,down_in_PP,0.367589211886319,0.000256297381603168,0.00108300876373944,0.00118412628580176,89.0040767709436,high,3,k3,C_significant_but_flagged
1118,RP11-701H24.7,sense_intronic,-1.34224824948565,down_in_PP,0.508464396853325,0.00829530722290729,0.021335897949559,0.0230679912297685,92.7627352421169,high,2,k2_or_less,C_significant_but_flagged
1119,LINC01801,lincRNA,-1.34189046240275,down_in_PP,0.462597703692623,0.00372244626788834,0.01090878722706,0.0119272918024822,86.3793256330651,high,2,k2_or_less,C_significant_but_flagged
1120,GATA3-AS1,lincRNA,-1.33385944793998,down_in_PP,0.312373925122322,1.95409042037605e-05,0.000110226005211489,0.000122010811673408,81.7315075103618,high,4,all4,C_significant_but_flagged
1121,RP11-132A1.4,antisense,1.33088733859659,up_in_PP,0.369828650169235,0.000319861808962636,0.00131566989270008,0.00144622993456774,83.4896098757726,high,4,all4,C_significant_but_flagged
1122,SOX9-AS1,processed_transcript,-1.33053859670401,down_in_PP,0.428461273896912,0.00190029424497937,0.00613252309653271,0.00672878330444005,91.8225538508871,high,4,all4,C_significant_but_flagged
1123,RP11-256L11.3,antisense,1.32885844382806,up_in_PP,0.407096973785234,0.00109761747947758,0.00382859975931343,0.00422168074106621,86.7491621548781,high,2,k2_or_less,C_significant_but_flagged
1124,RP11-701P16.2,antisense,-1.32458939764006,down_in_PP,0.513522686122345,0.00989670980764799,0.0247486870085087,0.0268314933193564,88.08990186576,high,2,k2_or_less,C_significant_but_flagged
1125,CTD-3214H19.6,antisense,-1.32453942733762,down_in_PP,0.160888012608374,1.83071679033712e-16,4.93879700747351e-15,5.49912360997281e-15,0,low,2,k2_or_less,C_significant_but_flagged
1126,LINC01012,lincRNA,-1.32397337707775,down_in_PP,0.494171906694305,0.00738036502435148,0.0193443022822721,0.0210497046685704,57.178384384364,moderate,2,k2_or_less,C_significant_but_flagged
1127,RP11-999E24.3,sense_overlapping,-1.32171123414881,down_in_PP,0.252662129867666,1.68466918280822e-07,1.4666996268712e-06,1.66428391644091e-06,77.2418097940062,high,3,k3,C_significant_but_flagged
1128,LINC01336,lincRNA,1.32011877225874,up_in_PP,0.557165649538543,0.0178195251215501,0.0406289063497351,0.0430514155225836,96.6956043458122,high,4,all4,C_significant_but_flagged
1129,ZBTB20-AS1,antisense,-1.31609997789827,down_in_PP,0.369235891724402,0.000364706150212213,0.00147590271865307,0.00162082593602509,86.5213179500343,high,2,k2_or_less,C_significant_but_flagged
1130,RP6-74O6.2,lincRNA,-1.30539304134941,down_in_PP,0.441321873052758,0.00309726485954222,0.00934099300960857,0.0102148361640543,92.4717282437515,high,4,all4,C_significant_but_flagged
1131,AP000473.8,lincRNA,-1.30287518890881,down_in_PP,0.362194566126695,0.000321699057221613,0.00132162496122619,0.001451503462563,85.2143764663887,high,3,k3,C_significant_but_flagged
1132,RP11-679B19.1,antisense,-1.30136934336964,down_in_PP,0.566609220688275,0.0216320667015492,0.0477693929163129,0.0505956500635694,96.5350382610028,high,3,k3,C_significant_but_flagged
1133,RP11-435D7.3,antisense,1.29481219302874,up_in_PP,0.246138069648397,1.43655069305885e-07,1.26527229807783e-06,1.43555539234772e-06,76.0375902732754,high,4,all4,C_significant_but_flagged
1134,PTGES2-AS1,lincRNA,1.28988278736856,up_in_PP,0.383070705872259,0.000759304873844396,0.00279560727901987,0.00309370262629445,67.88076983654,moderate,2,k2_or_less,C_significant_but_flagged
1135,RP4-669H2.1,antisense,-1.2887985605521,down_in_PP,0.309674279267514,3.15766053651766e-05,0.000170151125276726,0.000189240957638669,38.0318221304832,low,2,k2_or_less,C_significant_but_flagged
1136,CTC-455F18.1,antisense,-1.28526192927273,down_in_PP,0.133119851988636,4.68510817503864e-22,2.05996808917225e-20,2.41338846111812e-20,0,low,2,k2_or_less,C_significant_but_flagged
1137,RP1-80N2.2,lincRNA,-1.28410550989156,down_in_PP,0.309518552143398,3.34340849519539e-05,0.000178998596251268,0.000197670164191428,72.4960557420974,moderate,2,k2_or_less,C_significant_but_flagged
1138,RGMB-AS1,antisense,-1.28381312654895,down_in_PP,0.374671108427698,0.000611398298305968,0.00231253609298886,0.00257096252358593,93.664368683972,high,4,all4,C_significant_but_flagged
1139,RP11-1069G10.1,antisense,-1.27887448132096,down_in_PP,0.238514878937152,8.23864044397873e-08,7.59944080997405e-07,8.73740127477842e-07,82.0874093070238,high,4,all4,C_significant_but_flagged
1140,RP11-12C17.2,antisense,-1.27841600409471,down_in_PP,0.178609464000755,8.2098665448249e-13,1.52637741354897e-11,1.70788906439699e-11,52.1192339426467,moderate,2,k2_or_less,C_significant_but_flagged
1141,LINC01579,lincRNA,-1.27459507984096,down_in_PP,0.331808802594806,0.000122357491986924,0.000564737286220312,0.00062287160920873,70.0952384690058,moderate,2,k2_or_less,C_significant_but_flagged
1142,PWAR6,lincRNA,-1.27348962727348,down_in_PP,0.419338855032994,0.0023902576227439,0.00746687178567766,0.00814199382662803,95.9677346768511,high,4,all4,C_significant_but_flagged
1143,LINC01764,lincRNA,1.26572599362765,up_in_PP,0.459421979198331,0.00586849354400755,0.0159813305661108,0.0173686536011769,34.5881710536657,low,2,k2_or_less,C_significant_but_flagged
1144,CTC-348L5.1,antisense,1.26242075120554,up_in_PP,0.218220815217234,7.24859747626929e-09,7.95726456199128e-08,8.91042081812989e-08,25.815377274505,low,2,k2_or_less,C_significant_but_flagged
1145,RP11-116G8.5,antisense,1.26042008953194,up_in_PP,0.453722008130953,0.00547019082927673,0.0150355256156321,0.0164029907957591,94.7589760808468,high,4,all4,C_significant_but_flagged
1146,CTD-2269F5.1,antisense,-1.25418195508377,down_in_PP,0.287232555669924,1.26291509290682e-05,7.4455841116045e-05,8.229869890072e-05,92.003548139957,high,3,k3,C_significant_but_flagged
1147,KRT7-AS,antisense,-1.25409910033678,down_in_PP,0.401437050470337,0.00178395723570114,0.0058139839065204,0.00638476671536711,79.9911715264129,high,4,all4,C_significant_but_flagged
1148,RP11-375I20.6,lincRNA,-1.25163380962139,down_in_PP,0.226433632413661,3.24647208207853e-08,3.19446734672368e-07,3.62984100753328e-07,0,low,2,k2_or_less,C_significant_but_flagged
1149,RP11-276H7.2,antisense,1.25143258131191,up_in_PP,0.326342123110653,0.000125704412718635,0.000578692871336228,0.000636912170765262,87.5670172722666,high,4,all4,C_significant_but_flagged
1150,CTD-2154I11.2,antisense,-1.2511191387443,down_in_PP,0.326492110066764,0.000127103566225125,0.000584597096115631,0.000642496648430042,92.2349796308676,high,3,k3,C_significant_but_flagged
1151,RP11-15A1.3,lincRNA,-1.24967415371055,down_in_PP,0.292859923544076,1.97995340842638e-05,0.000111534260107849,0.000123269905010949,85.6348808475992,high,4,all4,C_significant_but_flagged
1152,BDNF-AS,antisense,-1.24575827012782,down_in_PP,0.154531810131903,7.53635637997583e-16,1.91752450350207e-14,2.11752039325685e-14,78.796672465069,high,4,all4,C_significant_but_flagged
1153,RP11-147L13.8,lincRNA,-1.24270408338794,down_in_PP,0.428428424151312,0.00372436227646322,0.0109118502890719,0.0119272918024822,91.1166472786776,high,3,k3,C_significant_but_flagged
1154,PDZRN3-AS1,antisense,-1.24090836959168,down_in_PP,0.119828797461461,3.9438483785184e-25,2.11650381289996e-23,2.50956351968369e-23,0,low,2,k2_or_less,C_significant_but_flagged
1155,CYP1B1-AS1,antisense,-1.23670539411106,down_in_PP,0.278131191244006,8.72878917927138e-06,5.35916007865995e-05,5.98565305526264e-05,78.9009454249574,high,4,all4,C_significant_but_flagged
1156,RP5-1057J7.7,lincRNA,-1.23365803801666,down_in_PP,0.162673166812637,3.35940013104587e-14,7.27686137288432e-13,7.94323735903578e-13,32.0609436030732,low,2,k2_or_less,C_significant_but_flagged
1157,RP11-475I24.8,lincRNA,-1.23173882026107,down_in_PP,0.462190473341786,0.00769877240255169,0.0200339148533642,0.0217445092596874,77.4689183604631,high,2,k2_or_less,C_significant_but_flagged
1158,RP11-834C11.11,lincRNA,-1.22982043210643,down_in_PP,0.460503515972022,0.00757159407661696,0.0197624756038507,0.021455329122149,87.5578825066934,high,2,k2_or_less,C_significant_but_flagged
1159,RP11-390F4.3,lincRNA,-1.22410882748723,down_in_PP,0.338579420073901,0.000299854159980265,0.00124316707318865,0.00136719594334521,83.8356181795657,high,3,k3,C_significant_but_flagged
1160,CTD-2523D13.2,antisense,1.22028921430108,up_in_PP,0.118467737993848,7.00205189247395e-25,3.69442999008805e-23,4.39099688967171e-23,0,low,2,k2_or_less,C_significant_but_flagged
1161,LINC01354,lincRNA,-1.21253445175803,down_in_PP,0.430078548087757,0.00481236316822965,0.0134983151339867,0.0147630978628269,78.0618966132158,high,2,k2_or_less,C_significant_but_flagged
1162,RP11-334A14.5,antisense,-1.20873886087753,down_in_PP,0.412013879510993,0.00334911791461819,0.00997689209273282,0.0109288334966462,92.4829536536392,high,3,k3,C_significant_but_flagged
1163,RP11-650L12.2,antisense,1.20831011078761,up_in_PP,0.446977105269924,0.00686561822816022,0.0182428036507794,0.0198712575740798,94.8003848802576,high,4,all4,C_significant_but_flagged
1164,SYNE1-AS1,antisense,-1.20823085681082,down_in_PP,0.48954974769918,0.0135853201398304,0.0323488563396912,0.0347216067602163,97.3021888792675,high,3,k3,C_significant_but_flagged
1165,RP11-946P6.6,sense_intronic,1.2063604646313,up_in_PP,0.177212101628414,9.93518314342196e-12,1.62635898066911e-10,1.7987254168028e-10,0,low,2,k2_or_less,C_significant_but_flagged
1166,RP11-403B2.7,lincRNA,-1.20287451054104,down_in_PP,0.257488792986764,2.98919821395372e-06,2.03297925747919e-05,2.30146987042309e-05,0,low,2,k2_or_less,C_significant_but_flagged
1167,RP11-774O3.3,lincRNA,-1.19330511870034,down_in_PP,0.30364423601325,8.49653272865808e-05,0.00040840065831536,0.000448347525815896,89.8501108924995,high,4,all4,C_significant_but_flagged
1168,RP11-69I8.3,antisense,-1.19230162040975,down_in_PP,0.4591485039071,0.00941057727625632,0.0237445687006929,0.0256751333241237,80.2092438707964,high,3,k3,C_significant_but_flagged
