lncRNA,logFC,direction,FDR,I2,k,confidence,STAT3_r,STAT3_fdr,STAT3_k,IL1_inflammasome_topr,IL36_topr,STAT3_JAK_STAT_topr,Th17_output_topr,IL1_inflammasome_nsig,IL36_nsig,STAT3_JAK_STAT_nsig,Th17_output_nsig,STAT3_linked
CTC-444N24.6,-0.499725368288747,down_in_PP,0.0439707650345187,79.3912632223713,3,C_significant_but_flagged,-0.210365153827227,0.002030158104793,3.0,-0.227,-0.146,-0.21,-0.162,2.0,1.0,4.0,2.0,False
RP11-295P9.3,-0.499571447104231,down_in_PP,0.0457780560130436,96.4853625111544,4,C_significant_but_flagged,-0.310681492446267,1.26054607772349e-06,4.0,-0.392,-0.372,0.346,-0.387,7.0,3.0,5.0,6.0,False
RP11-488C13.7,0.497059001117907,up_in_PP,0.034538334629966,89.5199474149587,4,C_significant_but_flagged,0.174955205566154,0.011263049034248,4.0,0.48,-0.154,0.493,0.184,7.0,1.0,7.0,2.0,False
CTB-31N19.3,0.494919261105818,up_in_PP,0.0004244174364173,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
AC007098.1,-0.494826449411229,down_in_PP,0.0034219634503101,79.3919488811242,4,C_significant_but_flagged,-0.127414686754385,0.0753726831479022,4.0,-0.46,-0.224,0.443,-0.204,5.0,2.0,7.0,3.0,False
RP11-72M17.1,-0.494754851397952,down_in_PP,0.0024599819311381,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-93G5.1,-0.494367729421211,down_in_PP,0.0465695829760272,40.9000556513256,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-245J9.5,-0.493982256807082,down_in_PP,0.0003762303544045,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
AC003104.1,-0.489822986774732,down_in_PP,0.0117384685188678,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-815J21.2,-0.486898144539108,down_in_PP,0.0026672945872797,84.8159059711489,4,C_significant_but_flagged,0.0361484631944483,0.664389898971539,4.0,-0.357,-0.157,0.464,-0.175,8.0,1.0,7.0,4.0,False
LINC01703,-0.48618787377636,down_in_PP,9.41968213921665e-06,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CTD-2369P2.4,0.48610667939588,up_in_PP,0.0418623338020981,88.1837916426555,4,C_significant_but_flagged,0.290010616475899,7.53446945004894e-06,4.0,0.677,0.332,-0.619,0.375,8.0,3.0,8.0,5.0,False
RP11-6N17.4,0.47935645696819,up_in_PP,0.0049806324794643,76.5332313330134,4,C_significant_but_flagged,0.0651633945269185,0.401070099002381,4.0,0.48,0.264,-0.396,0.313,5.0,3.0,5.0,6.0,False
CH17-302M23.1,0.478658785461789,up_in_PP,0.0041865137497118,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
CIRBP-AS1,0.477823422086552,up_in_PP,0.0171268161786607,79.533842698858,4,C_significant_but_flagged,0.0511517127170235,0.523186014569674,4.0,-0.192,0.169,0.571,0.167,2.0,1.0,5.0,2.0,False
DARS-AS1,0.477517654694829,up_in_PP,1.28261154223581e-06,77.2213104512505,4,C_significant_but_flagged,0.359799524590851,8.90116679510317e-09,4.0,0.588,0.406,0.36,0.352,5.0,4.0,4.0,6.0,False
USP2-AS1,0.477334377136453,up_in_PP,0.0055242127118641,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
DUBR,-0.4769394325163,down_in_PP,0.0034538563391719,82.48005067899,4,C_significant_but_flagged,-0.376589869908469,1.2890594298681402e-09,4.0,-0.469,-0.351,0.472,-0.399,8.0,3.0,8.0,5.0,False
RP11-819C21.1,-0.4759927718681,down_in_PP,0.0341433266015069,86.4911743976012,4,C_significant_but_flagged,-0.158448821175697,0.0233438762887799,4.0,-0.563,-0.213,0.611,-0.217,6.0,2.0,8.0,3.0,False
RP11-797M17.1,-0.475376361778718,down_in_PP,0.0197611182084002,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-96K19.2,-0.473774547932173,down_in_PP,0.006779132195139,80.3607103456129,4,C_significant_but_flagged,-0.0968629338269522,0.190826905281319,4.0,-0.419,,0.455,-0.187,7.0,,8.0,1.0,False
LOH12CR2,-0.471580764270301,down_in_PP,0.0148439458472139,63.2384034605952,2,C_significant_but_flagged,,,,,,,,,,,,False
RP5-1039K5.17,-0.471467215093122,down_in_PP,0.0009433417663777,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
TNRC6C-AS1,-0.467987721893131,down_in_PP,0.0140455696379624,80.0889613048163,4,C_significant_but_flagged,-0.234630498231245,0.0004271627817519,4.0,-0.353,-0.249,0.427,-0.156,4.0,5.0,6.0,2.0,False
RP11-1148L6.9,0.467842861959038,up_in_PP,0.0399514657873514,88.4590161576225,4,C_significant_but_flagged,0.0852468215431751,0.256728607506618,4.0,0.166,,-0.23,0.161,1.0,,1.0,2.0,False
RP11-311F12.2,0.466691391591556,up_in_PP,0.0346917638606676,75.1829787694768,3,C_significant_but_flagged,0.240735952846234,0.0003301120304418,3.0,0.54,0.206,-0.406,0.206,7.0,2.0,7.0,3.0,False
TTC3-AS1,-0.465353662624942,down_in_PP,0.0011245720091687,82.797663477177,4,C_significant_but_flagged,-0.090536170833662,0.225328186924647,4.0,-0.389,-0.27,0.278,-0.202,5.0,4.0,5.0,4.0,False
RP11-783K16.14,0.464268504440601,up_in_PP,0.0029771523941596,88.978540837259,4,C_significant_but_flagged,0.190731981695066,0.0052365313226339,4.0,0.735,0.312,-0.665,0.404,6.0,3.0,8.0,5.0,False
AF178030.2,-0.46287136360129,down_in_PP,0.0092676487500264,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-549J18.1,-0.461014672610488,down_in_PP,0.0347588755595858,80.5595875939798,3,C_significant_but_flagged,-0.196680650121591,0.0042220993989879,3.0,-0.461,-0.155,0.304,-0.234,5.0,1.0,7.0,4.0,False
AC005614.5,0.460344879432233,up_in_PP,0.0004278447225229,80.0577791967631,4,C_significant_but_flagged,-0.212017254380178,0.0016649174807533,4.0,-0.146,,-0.325,,1.0,,3.0,,False
CTD-3065J16.9,0.460294684056122,up_in_PP,0.0094152092345116,76.2365371636377,4,C_significant_but_flagged,0.347052202958355,3.56995662134446e-08,4.0,0.713,0.28,-0.56,0.322,9.0,3.0,7.0,4.0,False
RP11-388P9.2,-0.459654244535287,down_in_PP,0.039777939858089,93.7145411023141,4,C_significant_but_flagged,0.0637129358717467,0.413204968226302,4.0,-0.419,0.185,0.454,,6.0,1.0,7.0,,False
BCRP3,0.459093210626024,up_in_PP,0.0487133894886781,80.9229796005652,3,C_significant_but_flagged,0.253834070797934,0.0003089067107065,3.0,0.472,0.195,-0.575,0.265,7.0,1.0,7.0,3.0,False
RP11-557N21.1,-0.458837848934041,down_in_PP,0.0359904194849958,0.0,2,C_significant_but_flagged,,,,,,,,,,,,False
RP11-603J24.17,0.458328538369703,up_in_PP,6.56560199251176e-07,75.1982481280312,4,C_significant_but_flagged,0.329754925089493,2.07550827540535e-07,4.0,0.653,0.417,-0.437,0.338,5.0,4.0,4.0,5.0,False
C5orf66,0.456692198837234,up_in_PP,1.86812892838159e-08,83.1120319536341,4,C_significant_but_flagged,0.322561862103552,4.14630800494813e-07,4.0,0.248,0.279,-0.335,0.309,4.0,3.0,3.0,5.0,False
RP11-103H7.5,-0.455396272989482,down_in_PP,0.0244459665848738,86.9083130541268,4,C_significant_but_flagged,0.237853441355405,0.0003470737994064,4.0,-0.432,-0.175,-0.258,0.321,7.0,2.0,6.0,3.0,False
