lncRNA,logFC,direction,FDR,I2,k,confidence,STAT3_r,STAT3_fdr,STAT3_k,IL1_inflammasome_topr,IL36_topr,STAT3_JAK_STAT_topr,Th17_output_topr,IL1_inflammasome_nsig,IL36_nsig,STAT3_JAK_STAT_nsig,Th17_output_nsig,STAT3_linked
RP11-471B22.3,0.201685775212759,up_in_PP,0.0465223678088371,0.0,3,A_high,-0.0588829838089309,0.457941855983904,3.0,-0.221,,0.256,-0.195,4.0,,4.0,1.0,False
THAP9-AS1,-0.200781719121708,down_in_PP,0.0141546621849285,46.9613162674889,4,A_high,-0.326418443791275,2.86552409231172e-07,4.0,-0.604,-0.245,0.47,-0.255,8.0,3.0,6.0,3.0,False
LINC00969,-0.200380325463248,down_in_PP,0.0093992953632726,0.0,4,A_high,-0.277948279897023,1.98283140351966e-05,4.0,-0.344,-0.293,0.38,-0.157,4.0,3.0,6.0,2.0,False
CTB-96E2.7,0.199417385115564,up_in_PP,5.49238704196174e-05,36.1755991467156,4,A_high,0.0022369550438817,0.980493997092066,4.0,0.406,0.189,-0.456,,6.0,3.0,6.0,,False
FLJ22447,0.198898249170949,up_in_PP,0.0472588075630873,0.0,3,A_high,0.0837576652439581,0.270940816337532,3.0,0.368,0.264,0.324,0.249,7.0,2.0,2.0,2.0,False
RP11-135A24.4,-0.19815985587541,down_in_PP,0.0317083526163846,26.8506622803217,4,A_high,0.302598116632206,2.58908957135976e-06,4.0,0.349,0.161,0.303,0.237,6.0,1.0,6.0,3.0,False
LYPLAL1-AS1,-0.197317977869455,down_in_PP,0.0040881273418085,0.0,4,A_high,0.118244413480379,0.101874841686017,4.0,0.499,,-0.306,0.202,6.0,,3.0,3.0,False
RP3-394A18.1,-0.195210126821451,down_in_PP,1.64176429109773e-13,0.0,4,A_high,0.163158659635242,0.0191181487450584,4.0,-0.443,,0.285,0.263,6.0,,6.0,1.0,False
RP1-223E5.4,0.195078799136199,up_in_PP,0.0011934871668077,0.0,4,A_high,-0.0848050710869321,0.259478066482028,4.0,0.251,,-0.34,0.176,4.0,,4.0,1.0,False
RP11-418J17.1,-0.194908538101874,down_in_PP,1.0392897720887e-05,0.0,4,A_high,-0.131395207944531,0.0656029016513343,4.0,-0.306,-0.171,,-0.217,2.0,3.0,,2.0,False
AC009961.3,0.194655082497891,up_in_PP,0.0030873774937403,0.0,4,A_high,-0.0663312831994369,0.391656449562711,4.0,-0.194,-0.147,0.19,,3.0,1.0,2.0,,False
AC025442.3,0.194616896821367,up_in_PP,0.0062668274633598,0.0,4,A_high,0.259175613797323,8.07232556790754e-05,4.0,-0.379,0.166,0.422,0.204,7.0,2.0,6.0,3.0,False
SEPT4-AS1,-0.194611154535168,down_in_PP,0.0099955127440586,0.0,3,A_high,-0.138246713119255,0.053896539769009,3.0,-0.227,-0.167,-0.191,-0.161,4.0,3.0,1.0,1.0,False
AC009133.24,0.194328888997377,up_in_PP,0.0001863139693232,0.0,4,A_high,0.302535570342949,2.60306675597847e-06,4.0,0.694,0.239,-0.595,0.298,9.0,2.0,7.0,4.0,False
RP11-440D17.3,-0.193604672663272,down_in_PP,0.0017521986438817,0.0,4,A_high,-0.0077393085623493,0.932382270971475,4.0,0.357,,0.419,0.268,5.0,,8.0,1.0,False
MKLN1-AS,-0.193228313549272,down_in_PP,0.001777760238368,0.0,4,A_high,-0.0564434890800611,0.474868911205653,4.0,-0.256,-0.151,0.24,,2.0,1.0,4.0,,False
RP4-563E14.1,-0.192196103903644,down_in_PP,0.0324512848694985,0.0,3,A_high,-0.304382683325673,2.78559672696964e-06,3.0,-0.252,-0.258,-0.304,0.185,7.0,3.0,7.0,3.0,False
RP13-890H12.2,-0.19201159625204,down_in_PP,0.0041757772745698,0.0,4,A_high,-0.165225745444972,0.0174600537073885,4.0,-0.497,,-0.508,0.247,6.0,,7.0,1.0,False
LINC01547,-0.191971431752626,down_in_PP,0.0149375435846303,0.0,4,A_high,0.0839032704822827,0.265098371571449,4.0,-0.4,-0.24,-0.365,0.194,10.0,3.0,6.0,3.0,False
RP11-712L6.7,-0.190737391415736,down_in_PP,0.036909390231593,37.4475795758754,4,A_high,-0.0018680442480912,0.984041983888281,4.0,-0.175,,0.244,,1.0,,1.0,,False
RP11-617F23.1,-0.190075828308688,down_in_PP,5.25483562362407e-08,0.0,4,A_high,0.0026088359970787,0.977090829987848,4.0,-0.349,-0.186,-0.392,0.28,5.0,2.0,7.0,2.0,False
RP11-856F16.2,-0.190064636330049,down_in_PP,0.0033764115722424,40.4183411554984,4,A_high,0.104478234663664,0.154113461245045,4.0,0.154,-0.152,0.281,,1.0,1.0,2.0,,False
AP001372.2,-0.1888253086637,down_in_PP,0.0132347938722289,29.8234787690183,4,A_high,-0.304298895981047,2.22800814188124e-06,4.0,-0.421,-0.267,0.392,-0.261,8.0,3.0,8.0,4.0,False
RP11-15I20.1,-0.188379615233609,down_in_PP,0.0031343201080842,0.0,4,A_high,0.229728468769518,0.0005833127766649,4.0,-0.187,0.173,0.282,,3.0,1.0,4.0,,False
CTB-43P18.1,0.188272340929167,up_in_PP,2.429691805918e-05,8.34887232403551,4,A_high,-0.089733370859895,0.22987506842347,4.0,0.471,0.183,-0.601,,9.0,2.0,7.0,,False
AC078883.3,0.186332463872273,up_in_PP,0.0040956069590919,0.0,4,A_high,0.164581821831901,0.0179664922039626,4.0,-0.371,0.15,-0.265,-0.19,5.0,1.0,5.0,1.0,False
DPP9-AS1,0.184724031625082,up_in_PP,0.0381331738048797,38.7691990718906,4,A_high,0.0487434499833607,0.545464323127635,4.0,-0.377,,0.714,,6.0,,8.0,,False
AC107081.5,0.184530909317331,up_in_PP,0.0009784586004264,0.0,4,A_high,-0.0923278913923187,0.215069011615226,4.0,0.624,0.201,-0.43,-0.249,10.0,1.0,6.0,1.0,False
RP11-497H16.9,-0.183760291889103,down_in_PP,0.037628914652934,0.0,4,A_high,-0.224597815224881,0.0007984259075936,4.0,-0.527,-0.165,0.326,-0.256,6.0,3.0,4.0,4.0,False
RP11-799D4.4,0.18320336612419,up_in_PP,0.0043447317893134,0.0,3,A_high,-0.0210293512102369,0.811742956361354,3.0,-0.234,,-0.215,0.149,4.0,,3.0,1.0,False
RP11-637A17.2,0.182657959299532,up_in_PP,0.007629433934445,0.0,4,A_high,-0.0050049331992095,0.956323410555462,4.0,,,,-0.216,,,,1.0,False
RP11-521L9.1,0.180994158482379,up_in_PP,0.0176198220363213,0.0,4,A_high,0.0317162782970732,0.707328402346912,4.0,0.159,,0.176,-0.262,2.0,,1.0,1.0,False
CTD-3032J10.3,0.180725620162397,up_in_PP,0.0076535924962039,0.0,4,A_high,0.0480571691897229,0.551749572772039,4.0,-0.358,,0.591,0.165,7.0,,5.0,2.0,False
AC027601.1,0.180076914431842,up_in_PP,0.0115212340504985,7.85816426275444,4,A_high,-0.0326110234794011,0.698659807413373,4.0,-0.527,,0.86,0.162,6.0,,7.0,1.0,False
CTD-2514K5.4,-0.179642742773922,down_in_PP,0.0279559743391153,6.05732083858928,3,A_high,-0.129781100314268,0.0893037141151919,3.0,-0.197,,-0.192,,1.0,,3.0,,False
RP11-334E6.10,0.178174738821865,up_in_PP,0.000804362292145,0.0,4,A_high,0.203526646380743,0.0026758885791698,4.0,0.592,,-0.502,0.252,9.0,,6.0,3.0,False
KB-1562D12.1,0.177699719117915,up_in_PP,0.0069308008960656,3.61441025778544,4,A_high,0.0050903424718588,0.9557020759084,4.0,0.331,0.188,-0.37,,3.0,2.0,5.0,,False
CARS-AS1,0.176763974024591,up_in_PP,0.0183806695465007,44.7967443550458,4,A_high,0.179700520663751,0.008989524090557,4.0,0.286,0.3,-0.271,0.26,2.0,3.0,6.0,3.0,False
CTA-941F9.10,-0.176490559170389,down_in_PP,0.0109163283588591,0.0,4,A_high,0.179164593695333,0.0092229172822045,4.0,-0.388,-0.211,-0.341,,7.0,1.0,6.0,,False
RP11-84C10.4,0.175655044370005,up_in_PP,0.018420518361326,31.4885004682983,4,A_high,-0.337674660530703,9.4372037701774e-08,4.0,-0.317,,0.48,,3.0,,8.0,,False
RP11-146F11.1,0.175270258537448,up_in_PP,0.0326535765632257,17.6951118296894,4,A_high,0.241362543505187,0.0002753360545892,4.0,0.437,,0.451,0.165,8.0,,6.0,2.0,False
RP11-552F3.9,0.174771645501331,up_in_PP,0.0237445687006929,0.0,4,A_high,0.186593235541315,0.0064429039745826,4.0,0.558,-0.166,-0.502,0.19,9.0,1.0,7.0,1.0,False
APTR,-0.174646594258407,down_in_PP,0.0065377761348862,28.7250024619654,4,A_high,-0.347891479562264,3.26769403251198e-08,4.0,-0.267,-0.262,-0.348,-0.234,5.0,4.0,7.0,4.0,False
CTB-193M12.1,-0.174390584773479,down_in_PP,0.0072712445275631,0.0,4,A_high,0.0268600487496065,0.754084544743198,4.0,-0.451,,0.409,-0.181,6.0,,7.0,2.0,False
RP5-1142A6.2,0.173685765938946,up_in_PP,0.0181954297132772,0.0,4,A_high,0.300919889788395,3.00049401337961e-06,4.0,-0.399,0.172,0.557,0.178,8.0,1.0,6.0,2.0,False
AC137932.4,-0.173312658118292,down_in_PP,0.0073614586899396,0.0,4,A_high,0.064370813365689,0.407576818270206,4.0,-0.44,,0.665,0.179,8.0,,7.0,1.0,False
AC010226.4,0.171198494268247,up_in_PP,0.019596815055116,49.9552419830199,4,A_high,0.184504169762474,0.0071429190175119,4.0,0.635,0.168,0.749,-0.257,8.0,1.0,8.0,1.0,False
LA16c-306E5.3,-0.171039852330279,down_in_PP,3.41220026297616e-05,0.0,4,A_high,-0.0300858374852505,0.723274088936148,4.0,-0.17,-0.175,0.148,,4.0,1.0,1.0,,False
RP11-567I13.1,0.168283008251625,up_in_PP,0.0013423624591085,37.4853844669897,4,A_high,0.243412990583494,0.000240128472683,4.0,0.655,0.285,-0.557,-0.248,11.0,4.0,8.0,2.0,False
AC078883.4,0.168089620698759,up_in_PP,0.0464872135891658,13.6494010670179,4,A_high,0.189994776454141,0.0054324217058475,4.0,-0.348,0.181,-0.227,-0.202,4.0,1.0,6.0,1.0,False
MIR497HG,0.167234578301515,up_in_PP,2.1947046073742e-06,0.0,4,A_high,0.124841681269822,0.0820941187678803,4.0,0.603,,-0.43,0.216,8.0,,6.0,3.0,False
RP1-56K13.3,-0.1669254524614,down_in_PP,0.0080036877050668,45.5608458062691,4,A_high,-0.0218134416591949,0.802711266361489,4.0,0.326,-0.259,0.392,-0.187,5.0,2.0,5.0,2.0,False
CCNT2-AS1,-0.166698677488558,down_in_PP,0.0453804882036478,0.0,4,A_high,-0.155851544260226,0.025989381883813,4.0,0.15,,-0.169,,1.0,,3.0,,False
RP11-1085N6.2,-0.166529095698869,down_in_PP,0.0329640546620672,0.0,4,A_high,-0.137207745814307,0.0534941163385024,4.0,-0.336,,0.313,-0.163,6.0,,5.0,2.0,False
ASH1L-AS1,-0.163824619652853,down_in_PP,0.0007501177883975,0.0,4,A_high,0.108561626249097,0.136860299700312,4.0,0.239,,0.302,0.206,6.0,,6.0,3.0,False
CTC-506B8.1,-0.162117267866906,down_in_PP,2.9832551574866e-07,0.0,4,A_high,0.198023418256871,0.0035974313004008,4.0,0.282,,0.415,,4.0,,8.0,,False
HORMAD2-AS1,-0.162113560590943,down_in_PP,0.0059423830667769,0.0,4,A_high,0.139469478300574,0.0491979800976601,4.0,-0.267,0.167,0.338,-0.15,5.0,1.0,6.0,1.0,False
RP5-1142A6.10,0.162048325181888,up_in_PP,0.0323488563396912,0.0,4,A_high,0.108777692864195,0.135943980105537,4.0,0.313,0.139,0.478,0.168,6.0,1.0,7.0,1.0,False
RP11-164P12.4,0.16136254101767,up_in_PP,0.0049770046816086,13.3079823504334,4,A_high,0.0857041289482406,0.253923644845676,4.0,0.49,0.306,0.501,,10.0,4.0,8.0,,False
RP11-378J18.8,-0.160839795358903,down_in_PP,0.0018637004734322,38.5794294888481,4,A_high,-0.183504334461356,0.0075029700216705,4.0,-0.43,-0.183,0.466,-0.227,4.0,1.0,8.0,3.0,False
RP11-154D6.1,-0.159912505114692,down_in_PP,0.0004523256505352,0.0,4,A_high,0.0278575520843026,0.744504402596408,4.0,0.528,-0.155,0.656,,5.0,1.0,9.0,,False
MCPH1-AS1,-0.154934146913022,down_in_PP,0.0129550341123409,0.0,4,A_high,0.0802773530663903,0.288576418596237,4.0,-0.232,-0.184,-0.263,-0.196,4.0,1.0,4.0,1.0,False
LIMD1-AS1,-0.154614168460703,down_in_PP,0.0239754247730299,47.3858452067379,4,A_high,-0.22873873465615,0.0006201517250956,4.0,-0.555,-0.182,0.427,-0.24,6.0,1.0,6.0,4.0,False
RP3-331H24.5,-0.153964589627431,down_in_PP,0.0319673126637367,39.2386408237124,4,A_high,0.0421903946445165,0.606644939745822,4.0,0.411,-0.195,0.463,-0.175,5.0,3.0,7.0,1.0,False
PXN-AS1,-0.15331367667363,down_in_PP,1.57338405392852e-06,0.0,4,A_high,0.0040424792306255,0.964890210454619,4.0,-0.351,-0.257,-0.307,-0.186,5.0,3.0,6.0,1.0,False
RP11-680A11.5,0.153060544180508,up_in_PP,0.0101105938247268,0.0,4,A_high,0.36202286091798,6.9697438727595e-09,4.0,0.663,0.364,-0.523,0.489,11.0,3.0,7.0,5.0,False
EBLN3P,-0.1528156845605,down_in_PP,1.25536918113084e-05,0.0,4,A_high,-0.272097401756805,3.09959909795124e-05,4.0,-0.581,,0.59,-0.265,8.0,,7.0,4.0,False
RP3-486I3.5,0.152775916276721,up_in_PP,0.0073131761370394,0.0,4,A_high,0.0301941202555563,0.722334389494377,4.0,-0.411,,0.436,,6.0,,7.0,,False
RP11-538I12.2,-0.151909804609057,down_in_PP,0.0006799271089195,0.0,4,A_high,-0.286374939518052,1.01488811299147e-05,4.0,-0.44,-0.221,0.406,-0.3,7.0,1.0,7.0,3.0,False
CTD-2310F14.1,-0.150999574375175,down_in_PP,0.0380847414960899,0.0,4,A_high,-0.0482883470559879,0.549748761379444,4.0,-0.402,,0.476,-0.167,5.0,,7.0,2.0,False
RP11-314A20.5,0.150934894098936,up_in_PP,0.0069518656877102,0.0,4,A_high,0.169790723350386,0.0142495446559873,4.0,0.555,0.238,-0.394,0.31,4.0,3.0,7.0,4.0,False
RP3-330M21.5,-0.149260832888138,down_in_PP,0.0241666122641571,0.0,4,A_high,-0.144666085774226,0.0404619544066084,4.0,-0.458,-0.183,0.595,0.297,6.0,2.0,9.0,1.0,False
AC007292.6,0.148518762752201,up_in_PP,0.0066850181561623,0.0,4,A_high,0.392759981170764,1.77635586469383e-10,4.0,0.472,0.24,0.393,0.286,8.0,3.0,7.0,4.0,False
RP11-355B11.2,0.147365495457757,up_in_PP,0.0107022815164731,33.0996632429441,4,A_high,-0.0728819436786625,0.340992480174624,4.0,0.498,0.165,-0.364,-0.341,8.0,1.0,8.0,1.0,False
RP11-20I23.8,-0.147006871124643,down_in_PP,0.0239907662857559,15.9693929656626,4,A_high,0.104757385505989,0.152887808386366,4.0,-0.287,,0.414,,5.0,,2.0,,False
RP11-484D2.2,0.14619020645603,up_in_PP,0.0001165125446871,0.0,4,A_high,0.170520229999331,0.0137871804098283,4.0,0.582,0.21,-0.523,-0.192,6.0,2.0,8.0,1.0,False
RP4-758J18.2,0.145203414393207,up_in_PP,0.0001940227960705,0.0,4,A_high,-0.0139910052063553,0.876249672011067,4.0,0.469,0.145,-0.535,0.147,4.0,1.0,8.0,1.0,False
AC006547.13,-0.143428750106737,down_in_PP,0.0018505203052913,0.0,4,A_high,-0.194697028203763,0.0042717262154842,4.0,-0.371,-0.279,0.335,-0.208,10.0,5.0,6.0,5.0,False
LINC01578,-0.141817459233729,down_in_PP,0.0063268201085537,0.0,4,A_high,-0.301075647990501,2.95835876975196e-06,4.0,-0.584,-0.163,0.547,-0.271,10.0,3.0,7.0,2.0,False
CTB-50L17.9,-0.141174429809094,down_in_PP,0.017739650811978,0.0,4,A_high,0.1488697046974,0.0344021675698464,4.0,0.392,,0.333,0.204,6.0,,7.0,3.0,False
CTD-3032J10.2,0.13999214752684,up_in_PP,0.0296701333574439,8.67100253440659,4,A_high,0.119024114066316,0.0994006155220628,4.0,-0.289,-0.145,0.24,,7.0,1.0,3.0,,False
OPA1-AS1,0.139498945888233,up_in_PP,0.0257186395169268,10.1667043405291,4,A_high,0.143025382577332,0.043079625204165,4.0,0.456,,0.411,,4.0,,8.0,,False
RP11-95D17.1,0.138604402773507,up_in_PP,0.0050405582767926,0.0,4,A_high,-0.206692169821268,0.0022446500948976,4.0,-0.209,-0.186,-0.207,-0.241,4.0,1.0,4.0,3.0,False
RP11-2E11.9,-0.138018287708526,down_in_PP,0.009809145228308,0.0,4,A_high,-0.0232887348851242,0.788301517917452,4.0,-0.197,,-0.202,,4.0,,4.0,,False
RP11-649E7.5,0.136151586275588,up_in_PP,0.0163564256507625,46.3007109826882,4,A_high,0.127711455295425,0.0746095510616415,4.0,0.503,-0.155,0.544,-0.267,6.0,1.0,8.0,1.0,False
CTB-131K11.1,-0.13455616564458,down_in_PP,0.019163905404935,44.7282581531629,4,A_high,0.0606927765407026,0.437940176204646,4.0,-0.514,,0.595,-0.231,7.0,,9.0,2.0,False
PP7080,0.133532528726847,up_in_PP,0.0022369046296301,18.8204217656334,4,A_high,0.0833384937149456,0.268775796043904,4.0,0.514,-0.141,-0.617,0.273,9.0,1.0,7.0,4.0,False
AC093818.1,0.133180891538741,up_in_PP,0.0487427023650371,26.7959040391153,4,A_high,-0.13682117991929,0.0542257873839075,4.0,0.501,,-0.386,-0.19,5.0,,7.0,2.0,False
RNF219-AS1,-0.132170672618973,down_in_PP,0.0021188327735032,0.0,4,A_high,-0.110383311446799,0.129452359167518,4.0,-0.487,-0.141,0.548,-0.305,6.0,1.0,8.0,5.0,False
RP11-758P17.2,-0.131184661564255,down_in_PP,0.0358717265541052,0.0,4,A_high,-0.0942749280156812,0.204339278405266,4.0,0.477,,0.576,0.198,5.0,,8.0,2.0,False
RP11-74E22.5,-0.131073036596902,down_in_PP,0.0272342090715024,35.5277044627669,4,A_high,-0.010014335027798,0.912167228919504,4.0,-0.591,,0.624,-0.201,8.0,,8.0,3.0,False
CTD-2007L18.5,0.130947790920217,up_in_PP,0.0029090939043543,0.0,4,A_high,0.256910705229559,9.50533641045186e-05,4.0,0.446,0.143,-0.393,0.256,9.0,1.0,6.0,4.0,False
RP11-1148L6.5,-0.129777021613446,down_in_PP,0.0258504282382416,9.13239140940291,4,A_high,-0.098687497777581,0.181449246404933,4.0,-0.307,,0.293,,6.0,,5.0,,False
MED4-AS1,0.129472844592464,up_in_PP,0.0060122475174438,35.1267111864937,4,A_high,0.0378952125256794,0.647502553631342,4.0,0.32,0.297,0.304,0.19,8.0,4.0,4.0,3.0,False
RP11-173P15.5,-0.129010300582416,down_in_PP,0.0114071348754134,16.9233801126906,4,A_high,0.126630658206293,0.0773460613006964,4.0,0.368,,0.294,0.165,5.0,,4.0,1.0,False
AC006547.8,0.128536654781769,up_in_PP,0.0358778095219366,36.1630796974381,4,A_high,-0.0788859231825022,0.298198507454916,4.0,-0.424,-0.204,-0.488,0.174,7.0,2.0,6.0,1.0,False
RP11-775D22.3,-0.127006221495227,down_in_PP,0.03750372029573,20.7652215332206,4,A_high,-0.0136187869638519,0.879665840939901,4.0,0.423,,0.459,-0.181,5.0,,7.0,1.0,False
RP11-603J24.5,-0.126874881469666,down_in_PP,0.0121761940932674,0.0,4,A_high,0.284110847147303,1.21855578257203e-05,4.0,0.519,-0.188,-0.477,0.172,8.0,3.0,7.0,1.0,False
CTD-2396E7.11,-0.125064295600561,down_in_PP,0.0193511616818412,0.0,4,A_high,-0.0823687388017929,0.274822627608357,4.0,0.391,0.251,-0.304,,6.0,3.0,6.0,,False
AC005606.14,-0.124002238242944,down_in_PP,0.0163578443541211,0.0,4,A_high,-0.111207738267408,0.126455427877163,4.0,-0.396,-0.163,0.454,0.158,8.0,1.0,7.0,3.0,False
RP4-635E18.7,0.120548669829487,up_in_PP,0.0363623209279235,47.3142143789312,4,A_high,-0.213167297410864,0.0015586579018615,4.0,-0.303,,-0.309,-0.167,2.0,,7.0,2.0,False
EDRF1-AS1,0.114829409567409,up_in_PP,0.0380235662926301,0.0,4,A_high,-0.244052527108062,0.0002301345771388,4.0,-0.489,-0.205,-0.244,-0.189,4.0,2.0,5.0,2.0,False
LACTB2-AS1,0.111602852598467,up_in_PP,0.0270447319777971,0.0,4,A_high,-0.154886259949701,0.0270299227598633,4.0,0.307,,-0.327,-0.167,5.0,,6.0,1.0,False
HMGN3-AS1,-0.110295007503183,down_in_PP,0.0205527436956011,19.1426935886589,4,A_high,-0.138242520332936,0.0515195240726907,4.0,-0.291,,-0.272,,5.0,,4.0,,False
RP1-43E13.2,-0.109475059754588,down_in_PP,0.0441971638625634,0.0,4,A_high,0.332493044550005,1.58482169763016e-07,4.0,-0.347,-0.149,0.332,,2.0,2.0,4.0,,False
RP11-92F20.1,0.108146977393822,up_in_PP,0.0078079087642329,0.0,4,A_high,-0.117857789351639,0.103103667688247,4.0,0.539,0.225,-0.534,,8.0,2.0,8.0,,False
RP11-73E17.2,0.107093224760722,up_in_PP,0.0122664214320258,0.0,4,A_high,0.191704546163568,0.0049838527733428,4.0,-0.32,,0.253,,3.0,,5.0,,False
AC021224.1,0.106772413587595,up_in_PP,0.007629433934445,6.31481570519715,4,A_high,0.135026293816442,0.0578019049830249,4.0,0.173,,-0.148,0.153,3.0,,1.0,1.0,False
RP11-216B9.6,0.106667229558485,up_in_PP,0.0173466950542156,0.0,4,A_high,-0.0309338681454783,0.714906253800073,4.0,0.149,,0.172,-0.168,1.0,,1.0,1.0,False
RP5-1085F17.3,-0.103710073688703,down_in_PP,0.0465695829760272,0.0,4,A_high,-0.192856847615387,0.0047015443411211,4.0,-0.274,,-0.193,,4.0,,3.0,,False
MORC2-AS1,0.0980485635210135,up_in_PP,0.0190900825562431,0.0,4,A_high,-0.0116453492832656,0.897618958898291,4.0,-0.217,0.183,-0.341,0.199,3.0,1.0,2.0,4.0,False
AC005523.2,-0.0961855502878565,down_in_PP,0.0102685489264539,0.0,4,A_high,0.298509678076033,3.68838176189414e-06,4.0,0.614,0.172,-0.466,0.32,6.0,2.0,6.0,4.0,False
RP11-867G23.3,0.0954556748958345,up_in_PP,0.0479127046005948,17.2229158109134,4,A_high,0.349649415587543,2.705721204796e-08,4.0,0.719,0.28,-0.475,0.366,7.0,3.0,5.0,4.0,False
CTB-46B19.2,-0.093387502147046,down_in_PP,0.0418007327957463,0.0,4,A_high,0.336830393890495,1.02675187810926e-07,4.0,0.422,0.168,-0.353,0.321,7.0,2.0,6.0,4.0,False
RP11-589P10.7,0.0861801857265614,up_in_PP,0.0409324047811172,0.0,4,A_high,0.0817766116997602,0.278674922240578,4.0,0.653,,-0.518,0.265,8.0,,6.0,3.0,False
RP11-566K11.5,-0.0787515850501361,down_in_PP,0.0381448535933722,0.0,4,A_high,-0.122794683734941,0.0878739190559319,4.0,0.209,-0.198,-0.243,0.242,4.0,1.0,4.0,2.0,False
LINC01018,-2.57623898595342,down_in_PP,7.031186159704491e-19,57.1570211631198,3,B_moderate,-0.117941388449219,0.106373053827623,3.0,-0.189,-0.252,-0.2,0.235,2.0,4.0,2.0,2.0,False
AC003090.1,-2.40702345542122,down_in_PP,9.32283545998182e-08,60.5366162629313,3,B_moderate,-0.188583736806058,0.0063457923318307,3.0,-0.234,-0.337,-0.282,0.303,6.0,4.0,4.0,4.0,False
RP11-455F5.6,2.34182320345871,up_in_PP,3.56222972375417e-49,56.2316655465688,4,B_moderate,0.376146975897694,1.3594346966003201e-09,4.0,0.438,0.63,0.376,0.593,6.0,5.0,8.0,7.0,False
TRHDE-AS1,-2.21250929753864,down_in_PP,2.77690312787797e-08,67.515372674444,4,B_moderate,-0.226790749301206,0.0006993448865626,4.0,-0.386,-0.299,-0.227,-0.176,7.0,5.0,6.0,4.0,False
RP11-57H12.3,-1.87599594661234,down_in_PP,4.54585938690364e-17,55.2858071619603,3,B_moderate,-0.100360029253075,0.177597589644627,3.0,-0.372,-0.211,-0.181,-0.143,2.0,2.0,1.0,1.0,False
CTB-191K22.5,-1.82262688368554,down_in_PP,9.06980214624214e-22,68.1406348544143,4,B_moderate,-0.199617571104451,0.003305367069497,4.0,-0.375,-0.273,-0.312,0.422,10.0,1.0,5.0,3.0,False
CTB-92J24.3,-1.6684550525427,down_in_PP,3.98834826108373e-13,66.6290950474152,3,B_moderate,-0.11698342624729,0.109649725831764,3.0,-0.242,-0.244,-0.219,-0.177,4.0,4.0,4.0,3.0,False
SCEL-AS1,-1.62567185829154,down_in_PP,7.54145886172681e-12,69.5792291964664,4,B_moderate,-0.10925361261831,0.133956915969948,4.0,-0.329,-0.173,0.353,-0.166,6.0,2.0,6.0,3.0,False
UCA1,1.62215314693613,up_in_PP,4.62740021156329e-09,74.0742404230042,4,B_moderate,0.0185183808333217,0.833860267567843,4.0,0.308,0.331,0.17,0.285,1.0,4.0,2.0,6.0,False
LINC01343,1.54976169438822,up_in_PP,2.84780295992478e-06,70.8202213821094,4,B_moderate,0.215469021250683,0.0013675135357961,4.0,0.254,0.313,0.28,0.292,5.0,3.0,6.0,6.0,False
RP4-541C22.5,-1.4700962965341,down_in_PP,3.11250545094363e-13,68.6593677249192,4,B_moderate,-0.180127023100431,0.0088091734956915,4.0,0.183,-0.217,-0.264,-0.17,2.0,1.0,5.0,2.0,False
RP4-724E13.2,-1.43819433173609,down_in_PP,1.2929498140373601e-17,70.3030995465325,4,B_moderate,-0.342760222752078,5.62333374405583e-08,4.0,-0.302,-0.31,-0.343,0.353,8.0,4.0,7.0,7.0,False
CTB-176F20.3,-1.42374990685088,down_in_PP,7.87996898707801e-17,53.0755597573691,3,B_moderate,-0.249020457677708,0.0001911903237923,3.0,-0.421,-0.436,-0.249,-0.337,5.0,5.0,5.0,7.0,False
AC073342.12,-1.3504499708418,down_in_PP,2.37796775331475e-08,72.4280438818121,4,B_moderate,-0.240562205194593,0.0002905202050089,4.0,-0.378,-0.308,-0.241,0.301,4.0,4.0,6.0,1.0,False
RP11-283G6.5,-1.32635569528158,down_in_PP,7.16830025977393e-15,62.3542337271633,4,B_moderate,0.0013422335050571,0.98850327422253,4.0,0.376,-0.31,0.653,-0.209,4.0,5.0,4.0,3.0,False
DSG2-AS1,-1.31833577213746,down_in_PP,1.76819878143174e-11,74.3497768683456,4,B_moderate,-0.208594451933178,0.0020197299077396,4.0,-0.555,-0.369,0.443,-0.231,4.0,5.0,4.0,3.0,False
RP11-736K20.5,-1.31514015985916,down_in_PP,4.71957236618873e-08,68.0661008668663,3,B_moderate,-0.115008310107608,0.116547728973596,3.0,-0.489,-0.298,0.506,-0.192,6.0,5.0,4.0,2.0,False
ZBED3-AS1,-1.31096284339956,down_in_PP,2.4624129879760096e-11,53.7932123920281,3,B_moderate,-0.090298150602535,0.231376253564921,3.0,-0.361,-0.353,-0.199,-0.194,7.0,5.0,2.0,2.0,False
CTD-2026K11.1,-1.30616051661423,down_in_PP,1.76272426740488e-10,56.6457057193317,4,B_moderate,-0.0756979319579676,0.320441375142822,4.0,-0.47,-0.302,-0.362,0.378,11.0,4.0,6.0,5.0,False
AC124789.1,1.30036469312052,up_in_PP,1.64124228787944e-06,74.6833334394701,4,B_moderate,0.211521112525431,0.0017128696881213,4.0,0.466,0.338,-0.414,0.404,7.0,3.0,6.0,6.0,False
MEF2C-AS1,-1.28630618480241,down_in_PP,3.0479680368192e-06,72.9955105159416,3,B_moderate,-0.274715029219571,3.04943964007612e-05,3.0,-0.299,-0.243,-0.275,,4.0,3.0,4.0,,False
