"gene","logFC","SE","P","I2","k","FDR"
"RHBDF1P1",-0.0590754630284222,0.0845875029266002,0.484930395163804,0,2,0.581009887546649
"FZD6",0.0405835198046715,0.0581303420698312,0.485085312018782,56.7858686772204,4,0.581167495478633
"LA16c-407A10.3",-0.0639019414936424,0.0915426162619803,0.485141702321135,48.7692256548814,4,0.581207051932808
"AP002381.2",-0.0739581626959486,0.105969747196819,0.485228661713051,0,2,0.58128322504007
"SLC44A1",-0.0610306184101753,0.0874595100429047,0.485292465103533,76.3540079582264,4,0.581331652243205
"FRG1GP",-0.224877308705957,0.322347967686068,0.485413086208571,66.2316569668044,2,0.581448133419834
"C19orf73",-0.0462117195716279,0.0662784307984231,0.48565500346454,0,4,0.581709889987921
"AGBL2",-0.068384953350897,0.0981146507152563,0.485808905631058,0,4,0.581866203334227
"AC007319.1",0.173389631331007,0.248785104828911,0.485836971834309,87.2288453844741,3,0.581871791813502
"DENND4B",-0.0914245297617703,0.131257480686498,0.486098136607207,76.8793589140574,4,0.582156541197072
"RP11-473M20.16",-1.34648277777839,1.93354449091999,0.486190539815458,96.1686613260712,2,0.582221228587719
"RWDD4",0.0999342731725051,0.14350803940494,0.486198978992358,88.3352676769367,4,0.582221228587719
"RPAP3",0.0535112898520467,0.0768545180998717,0.486261431010264,62.1902732502478,4,0.582267973779313
"RP11-452K12.4",-0.0929933922557132,0.133612821875361,0.486434134457636,18.348652657601,4,0.582425465088608
"MKRN1",-0.0577091596389078,0.0829175460867668,0.486439799684718,86.7821488685686,4,0.582425465088608
"CCDC74BP1",-0.104609323070505,0.150358666901109,0.486596735483858,69.9164197095093,4,0.582581126871702
"UBXN2B",0.070316515874554,0.101073028879978,0.486616665532263,70.6630776314989,4,0.582581126871702
"PMS2CL",-0.0592724455272928,0.0852132410568249,0.486693223142529,69.6289948551299,4,0.582644729991918
"CSNK1A1P1",0.195243055794753,0.280732050164904,0.486755590577408,83.0790380275305,4,0.582691340039372
"DGKZP1",0.0798890494223608,0.114965346587112,0.487119989326838,80.2316232231977,4,0.583099487536762
"AP006621.9",0.146896835780465,0.211427614820405,0.487189752207973,90.2050327766656,4,0.583154923385167
"RP1-199J3.5",-0.0615261069072572,0.0886248708901504,0.48753753744034,0,2,0.583543124235451
"CTD-2547G23.4",-0.121209436167628,0.17462669460157,0.48761573724564,65.1276963047463,4,0.583598595827989
"LRRC37A15P",0.0922697862363227,0.132939482045769,0.487636047325938,0,3,0.583598595827989
"CTD-3185P2.1",0.0490527642435035,0.0706766829513314,0.487654291969515,62.4517001399936,4,0.583598595827989
"RP11-50D9.1",0.125997566419364,0.18156281079427,0.487706471355038,80.7368946204822,4,0.583632952341998
"HERC2P8",0.203615611140008,0.293770015814293,0.488239079660566,35.3611338261651,2,0.584242201869087
"MED18",0.105518674936056,0.152276362531352,0.488346001288122,86.9878671461299,4,0.584342027237883
"AP3M1",-0.0456186914474959,0.0658481217293652,0.488443529644547,60.8009691610719,4,0.584412752838485
"AC006538.4",0.136793433761183,0.197457844611329,0.488452113015452,88.7563498500949,4,0.584412752838485
"CTC-490E21.12",-0.0990290246423147,0.143011149807921,0.488650587590851,67.9016135684393,4,0.5846220896379
"TUBA3FP",-0.178526649500319,0.257871970784732,0.488744362657932,65.4683200757814,3,0.584706149716245
"ZNF124",-0.147208436816781,0.212673832055289,0.488824699254144,87.0803718333543,4,0.584774125452397
"DCAF10",-0.0655867796385749,0.0947678344277224,0.488888039762265,77.965781462041,4,0.584821763444868
"C6orf132",0.0775480639926648,0.112137070524126,0.489221803227389,66.2401286641875,4,0.585192868917272
"CH17-118O6.6",0.0665516224345924,0.0962432514196956,0.489255205236605,21.2027549396021,4,0.585204672346598
"PHBP2",0.231384519728245,0.334676599621878,0.489334630628906,80.2639495337414,3,0.585271521174525
"RP11-472I20.6",0.230177431683806,0.33299850944908,0.489423142221919,80.0592654697884,3,0.585349230652216
"RP11-582J16.5",-0.032605625945199,0.0471765524458697,0.489477252364937,33.6324967872852,4,0.585385790559183
"RP11-756G12.1",-0.65888963698907,0.953470688823399,0.489538260783502,89.3237530791394,2,0.585417973052352
"ITPRIP",0.107007204438854,0.154853375400765,0.489551247955064,84.2490538983912,4,0.585417973052352
"EI24P1",0.2243573733822,0.324738150037333,0.489636542548554,76.5226587262336,2,0.5854918137539
"MMP17",0.1487025151861,0.215259422365978,0.489687421688135,78.881434879727,4,0.585524496427061
"RP11-344L21.1",0.162842758066245,0.235752960616241,0.489732258499104,77.7421648982772,2,0.585549951427548
"RPL6P27",-0.0386614224738012,0.0559814889735862,0.489810140753353,51.2543905173065,4,0.585614912971097
"CTD-3113P16.5",0.117881298551304,0.170703711539273,0.48984156345897,81.1702821625509,4,0.585624324100714
"MT-CO3",-0.0934456067128771,0.13532837232218,0.48987346617017,77.3428596726089,4,0.585634308162858
"TBC1D9",-0.135356285698041,0.196039440148143,0.489908503360583,87.7379623065535,4,0.585648038294517
"RP11-680F8.4",0.149399161532222,0.216404364893464,0.489961304800163,4.00691680282526,2,0.585683001882552
"RP11-458F8.4",0.17789992000912,0.257703786786086,0.489988479565314,63.4702231841932,4,0.585687330330774
"POTEE",0.124210429508229,0.180035370548113,0.490243007399514,77.0287070900868,4,0.585963402326299
"ERLEC1",-0.0690081013482127,0.100064062612878,0.490421101557566,83.5816163798086,4,0.586148094752724
"CH507-24F1.2",-0.236100725734306,0.342414746461029,0.490498094680806,0,2,0.586211939937178
"CASP2",0.0954854541211702,0.138511171857063,0.490590422912694,90.9878342593459,4,0.586294105644593
"RP11-613D13.5",0.0720952406341364,0.1046114831791,0.490715422549761,57.0627039352202,4,0.586415306474546
"CTD-2132N18.3",0.0400762471721886,0.058165807539485,0.490823205058852,50.7375361700966,4,0.586515921812361
"KIF5B",0.0686919124759828,0.0997189862487889,0.490914582026396,77.6899953147064,4,0.586596924395405
"PKMP4",0.373781262157488,0.542823963450263,0.491083508472019,93.6247684490642,2,0.586770579100726
"COX7BP2",0.398822281274475,0.579301045063929,0.491166754948395,87.5547289430397,2,0.586821587343238
"RNF126P1",0.178009617932828,0.258568146747386,0.491173397304545,86.9222584651771,2,0.586821587343238
"EPAS1",0.054257181709649,0.0788451925525769,0.491359425121494,64.4259599699708,4,0.587015636834394
"FOPNL",0.0496820089234234,0.0722071476316664,0.491422333208629,63.6578454204785,4,0.587062586479258
"HNRNPA3P12",0.206904338702627,0.300912355939445,0.491710982404809,87.8900901069714,2,0.587371599060737
"CRK",0.0520978794076833,0.075774438194972,0.491743150233234,81.4235415988943,4,0.587371599060737
"CCDC173",-0.525559382632423,0.764422065251074,0.491751867982242,86.8702767043703,2,0.587371599060737
"HSPB11",0.0722295597773968,0.105120064596639,0.492010342847091,75.1824280178526,4,0.587640614775107
"RP11-421L21.3",0.0424139787573205,0.0617296366492788,0.492024354524963,0,4,0.587640614775107
"TMTC3",0.0856506346762538,0.124681969281964,0.492112438417796,80.5123601560346,4,0.587717587709376
"CCZ1",0.0467721043800022,0.0681104975764321,0.492266006830908,61.7606132907906,4,0.587872756020428
"MID2",-0.070975300325593,0.103367699471439,0.492316303735317,70.8748599087115,4,0.587904586691754
"OR7E7P",-0.441624901575824,0.643352421830709,0.492433664324294,70.309704006709,2,0.588016495250091
"MELTF-AS1",-0.322889473902911,0.470460878200312,0.492507635771551,83.4475107079196,3,0.588076584446357
"RP11-127L20.5",0.111535112425699,0.162605864968363,0.492761627949997,81.7042417550804,4,0.588351610515923
"CAPNS1",0.154876648084451,0.225888599014009,0.49294464938431,93.4585252812395,4,0.588541876006638
"SMPD5",0.0782601302215768,0.114232307386309,0.493283159930692,0,4,0.588917757578096
"ZFR",0.0577237088560226,0.0842917287369793,0.493464647085922,75.5009917647525,4,0.589084374588868
"RNU1-27P",-1.12380803297969,1.64108400489512,0.493472555703463,91.7515408045658,2,0.589084374588868
"TCOF1",0.114290081206683,0.166904697859983,0.4934937910022,88.7454917507986,4,0.589084374588868
"GGCX",-0.0506828825167425,0.0740218667645423,0.493532308192089,65.8977958526091,4,0.589102072556859
"RP11-81A1.3",-0.339430229766987,0.495769956102519,0.493563115110372,77.5043633789714,2,0.589109005887481
"MYO10",0.102354937452009,0.149506811749889,0.4935854994233,92.9528597325054,4,0.589109005887481
"BRF1",-0.0645517831743907,0.0943194949194883,0.49372582300278,72.8796041115238,4,0.589248203253522
"RP11-631N16.4",0.254094815269165,0.371385807129194,0.493861384465902,83.7147749520764,4,0.589381704076076
"ISCU",-0.0731548588687821,0.106941709678236,0.493935431140253,92.3197469979781,4,0.589441782921415
"RNF5P1",-0.0877974909281432,0.128396918142458,0.494103048940125,61.8251016971272,4,0.589613514490122
"MIR4315-1",-0.0892694017690291,0.130648050225655,0.494428952673193,50.6779077661421,4,0.58997410322816
"RPS23P1",-0.0841038316121131,0.123101021416473,0.494474243040884,0,3,0.589999833371143
"TMEM242",-0.0219335680189976,0.0321097236727982,0.494555151722473,11.4488371757861,4,0.590068058285639
"RABEPK",0.0755798863413198,0.110657980864328,0.494604070689214,80.4752495842423,4,0.590098110630361
"MYL6",0.108368295767594,0.158715931184599,0.494744944467117,91.8039643099124,4,0.59023786350906
"FAM53C",0.0594006751155065,0.0870124827611425,0.494816382024084,84.9328343130542,4,0.59029476853823
"UQCRBP1",0.0842169789196784,0.123489554263607,0.49525378542052,73.8708479849741,4,0.5907882287487
"FKBP8",-0.1153094464289,0.169093351902234,0.49528464702193,87.5797527012023,4,0.590796701182352
"ADCK1",0.0362094094547127,0.0531032360482798,0.49532227733078,0,4,0.590813246419494
"RP3-388E23.2",-0.153984259556673,0.226001817503563,0.495655871358412,0,2,0.591182794378275
"ZBED1",-0.0667647860393591,0.098037027662144,0.49586135602073,73.9014131078979,4,0.59139951454801
"GYG2",-0.251564917954444,0.369451345037771,0.49592535264923,76.773062123177,4,0.59144747333217
"PIGN",-0.0776812562438046,0.11410566959389,0.496008496841577,82.4158287644226,4,0.59151826207197
"EEF1D",0.0509582439976234,0.0748699297284256,0.496109665499493,61.3488525753248,4,0.591610538188682
"KRT8P11",0.905292663743715,1.33074002590004,0.496319175108776,97.4825637106434,2,0.591831995792203
"MT-TF",0.754124151572802,1.10990868822092,0.496854665313181,89.9607419020352,3,0.592442126578957
"THAP7",-0.0760032521895299,0.111911547724433,0.497051177172261,78.6601608478514,4,0.592615095034898
"ZNF330",0.0631186837647923,0.0929396431100894,0.497051514828588,87.043788741759,4,0.592615095034898
"SIRPB2",-0.124842805793677,0.183834272280788,0.497071223242293,60.501808560067,4,0.592615095034898
"SHC1P1",0.255869509968262,0.377056008978342,0.497392515644087,82.3114670009462,2,0.59296971397094
"QSER1",0.142451397567393,0.209975252728067,0.497505472120737,93.8664652777556,4,0.593075941787921
"CRNKL1",0.0679192819193028,0.100129217252412,0.497571154804131,87.7231067862873,4,0.593125807064215
"RP11-457K10.2",0.0830121707989698,0.122425375696618,0.497731473237279,0,2,0.593288471958112
"PHLDA1",-0.086333052718591,0.127375479738237,0.497908704235876,74.1835809403304,4,0.593471279816378
"ATP8A2",-0.285078125996566,0.420654148148497,0.497960705596653,85.2001678652141,4,0.593477121228223
"CBX5P1",-0.232117308568324,0.342506996222839,0.497961339069639,59.1268568803889,3,0.593477121228223
"ATXN3",-0.108604835941146,0.16028211878603,0.498034556791056,93.0257762694502,4,0.593535935258394
"VEZF1P1",-0.215655664394418,0.318473657945654,0.498308343741559,73.7451125679557,3,0.593810575696591
"RP5-1065J22.8",0.141722817754667,0.209294057367621,0.498312767757611,89.9069775061741,4,0.593810575696591
"RP11-133K1.9",0.92829188437732,1.37120862191171,0.498413520983072,91.9784228505649,2,0.59390217619154
"RP11-452G18.2",-0.0624073072816235,0.0921959463655399,0.498470290641789,0,3,0.593941360251987
"RAB5CP1",-0.552741617456173,0.817399228763179,0.498901045401575,78.819667249558,2,0.594399710643776
"AK6",0.0882843143684681,0.130556156203754,0.498902773298731,85.13134356234,4,0.594399710643776
"ASB8",-0.0529421167340786,0.0783191533576909,0.499053866562308,82.6111090390841,4,0.594551238306743
"GTF2IP1",-0.0423504625533458,0.0626990079428373,0.49938567723399,59.6931106369986,4,0.594918040056551
"RPL36P2",0.0824131390704458,0.122028668141928,0.499447812777085,0,2,0.59496355813524
"AC127904.2",-0.144058955683112,0.213331958536831,0.499497439343626,71.9125394045874,3,0.594994171339814
"SYT14",0.201445912010436,0.298365581611359,0.499571123500327,56.0585006079031,4,0.59505343729446
"PLXNB1",-0.0833444477135219,0.123463524369832,0.49964196316653,71.4120602177329,4,0.595109309579869
"DTNBP1",0.0588943157866071,0.0872918293641339,0.49987716946134,60.0114973919904,4,0.595360939545248
"MAP3K14-AS1",0.0630229104787218,0.0934570575590965,0.500087845448043,57.1796898238852,4,0.595583330854497
"FEZ2",-0.0745811495069388,0.110694814091394,0.500467289315691,87.0562562511249,4,0.596006686595976
"PPIAP16",0.15150771101035,0.224887714366059,0.500499636248644,78.5872761414945,2,0.59601666371145
"FOCAD",-0.070829618497915,0.105169464126096,0.500641437452974,83.6944343392522,4,0.596156976520719
"ERCC1",-0.0511298224998009,0.0759269024188917,0.500687433825033,71.0648610134264,4,0.596183198270999
"RP3-370M22.8",0.14589255183388,0.216661023181286,0.500713342468277,49.7541242135753,3,0.59618549960813
"ATP5EP2",0.122993108984615,0.182763552304045,0.500970828432137,87.9120826344234,4,0.596452440890452
"AC007919.18",0.630574080899938,0.937059174735764,0.500992605864188,95.2804188443053,2,0.596452440890452
"LOXL3",0.0664828907613395,0.0988002242147051,0.501009496214867,75.6074223640499,4,0.596452440890452
"TUBBP1",0.0586901589370499,0.0872546465755198,0.501182229617034,61.2704261149835,4,0.596629515590634
"SUMO1",0.0250241560965946,0.0372074739198847,0.501229010760701,0,4,0.596656641369888
"RP11-334C17.3",0.123684663099043,0.183923426150757,0.501278730666624,48.3661025624595,2,0.596687262649893
"COPG2",-0.0274747147519302,0.0408714867554105,0.501442343378964,0,4,0.59685344456758
"C1orf122",0.104874154973855,0.156043209449484,0.501530178583597,86.9815597778894,4,0.59692941894791
"COPS7B",0.0517054684792447,0.076952071620315,0.501636012896172,54.958175113709,4,0.597026807862739
"RP5-1142A6.5",0.0678648092921728,0.101018615439286,0.501707855647137,24.1092688245304,4,0.597083734015588
"KCNT1",-0.278224628689045,0.414423241432507,0.50199515254251,69.6479372006575,2,0.597371268561694
"RP11-540B6.2",0.171402332933447,0.255309898354615,0.501997507756179,78.7775574932401,2,0.597371268561694
"FAM175B",0.0434096149503002,0.0646770568774901,0.502109138524486,71.3067688464406,4,0.59747551507632
"RP11-1017G21.5",-0.163650352994331,0.243944784659239,0.502316106516863,78.3702406124062,4,0.59767302475463
"HACD2",-0.0565789622584996,0.0843406163972422,0.502323194094226,64.0656289272388,4,0.59767302475463
"ARSD-AS1",-0.0838788247109115,0.125062740817118,0.502415512301915,60.2621711476819,4,0.597754264540642
"ZBTB34",-0.103202346680168,0.153931659053812,0.502575665372619,89.3739715869149,4,0.597916199950028
"PBRM1",-0.0505061480477385,0.0753521985711645,0.502687126382998,76.4157646217588,4,0.59802019350491
"LINC01963",-0.140402637906243,0.209585657257955,0.502917871021923,88.5873822035667,4,0.598266075722678
"CDC26",0.0956028178582825,0.142750500771025,0.50303651196865,86.4676192450186,4,0.598378583362632
"PDK1",-0.0601023491478537,0.0897589383550286,0.503114490425503,36.4321132024356,4,0.598442713174866
"RP11-213G2.1",-0.250879998246835,0.374808877012581,0.503269386194382,68.5009869103623,2,0.598598323787884
"DDIT4",-0.148015157939501,0.221172190648528,0.503348504385894,79.416283343915,4,0.598663792512538
"TRMT2B",-0.0459178567261374,0.0686219648099743,0.503404733455691,62.8153960263752,4,0.598702032815631
"HILS1",-0.919881602318359,1.3752729602741,0.503577120365857,85.9404416291328,2,0.59885864249446
"RP11-386I14.3",-0.132460170970827,0.198038613323787,0.503584581941573,65.1047030902457,4,0.59885864249446
"LINC00476",-0.0359065656642683,0.0536976440038583,0.503699330293874,0,4,0.598966455314785
"RP11-330H6.5",0.0735778366104775,0.110050984788823,0.503763728644645,76.5973339815445,4,0.599014387742815
"MTND6P3",-0.119693500689459,0.179113887835337,0.503971725088026,0,2,0.599233056760812
"RIMKLA",-0.347167057297032,0.519875544179339,0.504268427267185,93.2557484374468,3,0.599557172823267
"PQLC1",0.0838301662941005,0.125552970842794,0.50433300391632,75.7058763955997,4,0.599605282112513
"RRBP1",0.110065324818628,0.16491769532981,0.504519550820876,91.0228177407603,4,0.599781214284515
"SLX4IP",0.0919896681663196,0.137836947216822,0.504529223002864,82.9900960666604,4,0.599781214284515
"RP11-262H14.3",0.0714532475632791,0.107109815898174,0.504706534551499,0,4,0.599963318106778
"FKBP1AP1",0.20082164268297,0.30120636590355,0.504948170906386,85.403978758019,2,0.60022186613883
"UNC45A",0.0692001790210739,0.103811311870006,0.505030386222987,82.7846839339299,4,0.600290897888183
"PRPS1",0.0797372543238143,0.119723979340192,0.505405312738007,87.1167837735374,4,0.60070782976642
"RP11-1072C15.4",-0.100181790338201,0.150482592191912,0.505579385709952,14.919208915906,3,0.600886005404056
"MCCC1-AS1",0.0369417360249682,0.055498650090421,0.505645672726699,0,4,0.600936065479238
"SRL",-0.320244147658411,0.481634936049339,0.506107710892137,86.4235046051764,3,0.601456429891219
"SLC30A5",0.0384174930422993,0.0578023334399905,0.506283543990558,52.2365049351022,4,0.601636635836044
"POLR2J2",0.154277140804044,0.23221335331732,0.506449243297469,81.599149674467,4,0.6018047827504
"LCORL",-0.155436656355354,0.234038163422165,0.506593736723716,94.901755053991,4,0.601946035159297
"RP11-727A23.10",-0.101793462363588,0.153276795516213,0.506616529550944,52.8207277620577,4,0.601946035159297
"AC004951.6",-0.0537001588789907,0.0808913672512626,0.506782959569567,1.07715802780396,4,0.602115011355385
"RPL17P36",-0.0836697155937131,0.126079106887341,0.506927974621084,80.9130819308726,4,0.602258529236879
"RBBP7",-0.0167067479156421,0.0251842291519841,0.507086347759567,0,4,0.60241790279439
"KRT127P",0.82056010361964,1.23710751463978,0.507145326306048,95.575745500704,2,0.602459186122979
"LINC00649",-0.0435187617133595,0.0656278642819173,0.507257485225638,21.2581030056139,4,0.602535306565362
"ETFB",0.109110730847598,0.164543070216734,0.50725786646985,88.529164482145,4,0.602535306565362
"RP11-603K19.1",-0.156818587570624,0.23651369342281,0.50730345154607,80.6219594312201,4,0.60256066998541
"RB1CC1",-0.048702427325298,0.0734698517614893,0.507401030351605,52.0269650555069,4,0.602647784711646
"TBX2",0.152856222493995,0.230606882969895,0.507430932023506,52.1252037118451,4,0.6026545138127
"RPS12P23",0.0441487964827271,0.0666335423709054,0.507611658595762,0,4,0.602840362147398
"MAP1LC3B",0.0493395887005934,0.0744969868094314,0.50777696130214,53.4612360470547,4,0.60300787619939
"PCSK1",0.644134764578352,0.973055046824921,0.507989450284295,97.5374371304186,3,0.603231407391083
"USP47",0.0264585923666488,0.0399766722506002,0.508066847983699,29.6950738156388,4,0.60329450560922
"SYT7",-0.245409285858955,0.370840414471403,0.508121703651738,89.4762267238979,4,0.60333083196467
"PRPS1P2",0.0482952586885167,0.0730167013413185,0.508338155714903,0,4,0.603559021152977
"TRAPPC4",0.0396394568460097,0.0599549241044388,0.508513355067255,36.1711554537435,4,0.603738210805117
"ITGA3",0.0927142278771033,0.140266218447431,0.508620280468064,81.9643762323991,4,0.603836328198561
"SLFNL1-AS1",-0.139746825312744,0.21156911632914,0.508916572148764,82.3191920195247,4,0.604155285107553
"PSAP",-0.116914403709226,0.177010825223434,0.508937535476068,92.9432356510224,4,0.604155285107553
"PPP1R14BP2",0.133184871958799,0.201708577682566,0.509071832910257,57.5546617946824,2,0.6042858600891
"POLL",-0.0613138180789079,0.092900330212658,0.509256591469494,66.8540287028099,4,0.604476318844834
"MIR3615",0.117099036873861,0.177521649895653,0.509489739302762,64.1312827216857,3,0.604724193675536
"LIMS4",0.11961509229061,0.181404123821822,0.509648805108288,60.6905141560687,4,0.604884119508506
"USP46",-0.0695117619223631,0.10544102003845,0.509736647922675,89.5534318558308,4,0.604959502064014
"RP11-324J13.1",-0.0664204795332381,0.100770150067139,0.509813245083582,0,2,0.605021531630237
"BRWD3",-0.186610986132053,0.283161483056028,0.509878604361385,96.118123771904,4,0.605070219339992
"MUCL1",0.715699583264603,1.08611225927962,0.509924382403798,96.12815702255,4,0.605088470564705
"AC007292.6",0.0688463607129331,0.104482532340085,0.509942652181853,59.5044146743954,4,0.605088470564705
"SPDYE1",-0.15628702620907,0.237260196630032,0.510078323011814,77.2958814297415,4,0.605220574510272
"MKNK1-AS1",-0.0968769380693408,0.147141495844418,0.510285600826206,74.3758697526404,4,0.605437625257393
"AP003068.12",0.213943087630028,0.325016460068688,0.510375518639946,86.517312213439,4,0.605515418030483
"GS1-21A4.1",-0.0655000513731447,0.0995250486017914,0.51045698144124,0,2,0.605583172734631
"GORASP1",0.0596244095144744,0.0906125031593949,0.510528327731998,87.4899780147743,4,0.60563891977405
"TSPAN3",-0.0614263349659552,0.0933773082096776,0.510647785663869,78.6697411060284,4,0.605744735535834
"ZNF821",0.0753044146507337,0.114482651815654,0.510679418179078,76.6939655786985,4,0.605744735535834
"CDC5L",0.0202844363505176,0.0308385310532533,0.510690607084904,0,4,0.605744735535834
"ESCO1",0.0737354129394986,0.112132136014915,0.51081055478367,84.0253460819275,4,0.605858109003136
"RP11-1035H13.3",0.0793981518118196,0.120769347321932,0.510900422824054,87.0900751465679,4,0.605935796715775
"ARL9",-0.133712075153732,0.203438238897726,0.511012935512469,66.1365775931491,4,0.606040332639531
"RP6-159A1.4",0.40634267848529,0.618327552871446,0.511075397366733,93.3818306286243,3,0.606085503191586
"HIST2H2BC",-0.0510924318485429,0.077781841247592,0.511265553029777,0,4,0.606282094598619
"RP11-26J3.3",-0.0514657237036957,0.0783553124344974,0.511293483332185,21.6347717274076,4,0.606286302171584
"URI1",0.0341050127506338,0.0519520616044888,0.511521233216921,58.8330853743433,4,0.60652217536345
"SEC24B",-0.0924091972429272,0.140780094375812,0.511561566538069,94.5146688987383,4,0.60652217536345
"RAB14",-0.0707844571888996,0.107839576518728,0.511575384908056,88.7469011538694,4,0.60652217536345
"RP11-62H7.3",-0.234522856373946,0.357306108782616,0.511589966463163,75.7234979511798,2,0.60652217536345
"RASSF4",0.152181050164969,0.231882268181723,0.511640223814766,81.1968962064367,4,0.606552839350559
"RP11-60I3.4",0.129761578699176,0.197762822685507,0.511729234285388,86.2096552624011,4,0.606629440300365
"ELP4",-0.0783427960644513,0.119425169903127,0.511824745909479,87.7122133568745,4,0.60671374037208
"CFAP20",-0.0464323434431901,0.0708057988101784,0.511971896713583,63.4629937848864,4,0.606859242238533
"PTPN13",-0.0958404253814059,0.146188034760272,0.512083507550406,89.9161184602038,4,0.606962605402946
"LINC01232",0.0964010250961507,0.147060593263539,0.512133604726678,58.8152864887983,4,0.606993051245642
"RNF115",-0.0526374355492711,0.0803060287049415,0.512171263453031,85.854442120361,4,0.60700875253911
"SYCP2",-0.092798319284056,0.141622610610285,0.512306335771744,50.2278397169645,4,0.607139898260422
"BRAP",-0.0419383014007045,0.0640182939049347,0.512404206140646,77.0068612099716,4,0.60722266000226
"CTC-436P18.4",-0.446608988303612,0.681776678894165,0.512425009952845,59.9245093169875,2,0.60722266000226
"RP11-197N18.2",0.070472734886213,0.107614609574297,0.512556509785427,84.8276810980093,4,0.607349543594207
"MAP3K2",-0.049835480008705,0.0761086841733325,0.512600645787393,56.7426683009797,4,0.607372898987387
"MTND5P11",-0.143243846925447,0.218910014300843,0.512886106976383,36.2415737410793,4,0.607682181163326
"NUDT12",-0.0333845041514657,0.0510383772098207,0.51304357438924,0,4,0.607839790392741
"ZBTB6",-0.0692175646258228,0.105852051474714,0.51317070610206,79.2360917385829,4,0.60796144542064
"RP11-333E13.4",0.221123610142513,0.338187269941799,0.513208709398191,92.2211345969671,3,0.607977502043612
"NDUFA9P1",0.12075185742423,0.184698969456235,0.513255768222374,70.84235224149,4,0.608004038290779
"RBBP4P4",0.0419041761599699,0.0640992507263615,0.513280011734901,0,2,0.608004038290779
"EVPLL",-0.0569968721390622,0.0872037955200348,0.513366060717768,0,4,0.60807700022903
"SNRNP35",-0.0176311698537305,0.0269791296310179,0.513426616710738,0,4,0.608119760461523
"SAMD1",0.0750384186609258,0.114874391273833,0.513613511203373,81.0405001371359,4,0.608312149063256
"B9D1",-0.0881384470497378,0.134995311644258,0.513820710391193,83.8387568375207,4,0.608528566612089
"SNORD3B-1",-0.754095044144837,1.15586762399878,0.514139255104445,82.6844477255521,2,0.608876826090734
"PSMD10P1",-0.156112401085062,0.239424439278952,0.514380515554693,74.3854269259984,4,0.609133531754595
"MTPAP",0.0915606100279481,0.140465332235767,0.514505828137044,91.8029203295922,4,0.609252913112802
"RHOT2",0.100328282526374,0.153949317146698,0.514596765627909,81.3686258736099,4,0.609331579719218
"TFAP2B",-0.20009153067911,0.307055630381635,0.514629655250213,94.5003763582886,4,0.60934150790209
"EGR3",-0.187172332641748,0.287632744804399,0.515218377229972,92.8567497943589,4,0.610009530911365
"IGLC2",-0.307157558396726,0.472085636083601,0.51527923106106,42.0035733682048,3,0.610052533426859
"CECR2",-0.302079254503289,0.46437734404133,0.515366809616105,86.8330715956589,4,0.610109209887987
"DUXAP9",0.267140612849697,0.410676377794944,0.515376174442901,60.9523229122668,3,0.610109209887987
"PPP1R21",-0.0360944738011298,0.055505757093034,0.515509161926997,50.6500067998374,4,0.610237590235014
"RP11-166B2.3",0.113987557932607,0.175406813136281,0.515791178943156,33.8831922567236,3,0.610542364716548
"TAF4B",-0.129591703569811,0.199485081542388,0.515930569584875,94.5070568767692,4,0.610678291284153
"DUSP22",-0.0527261255594015,0.08118334326554,0.516034793575024,81.6993452351866,4,0.610772582085608
"SNORD32A",-0.142115375944863,0.219012230937656,0.516407916274685,70.5804707108614,4,0.611185114045041
"USP25",-0.0369196902303279,0.0569002691426256,0.5164358968311,59.9148681625429,4,0.611189139527016
"RPS27AP1",0.0941648656951207,0.145134528106287,0.5164606027747,62.0003804170912,4,0.611189289386812
"RP11-264L1.1",-0.319987422541198,0.493260365874308,0.516519953984762,65.6593817235561,2,0.611230437147723
"CNBD2",0.137256529420004,0.211619368363013,0.516596322791019,87.7843705700242,4,0.611291718022341
"SLC9A1",-0.0789901309518978,0.121793938733671,0.516625715359693,66.7028468477044,4,0.611297408428938
"HOXD11",0.930599842166822,1.43543825812956,0.516788582711174,98.1756424633069,2,0.611461024823756
"GS1-114I9.1",-0.0505862912745188,0.0780615458969656,0.516964986145096,39.8082853827678,4,0.611640640694864
"USH2A",-0.536039630941962,0.827251053079216,0.516999845711997,94.3676442973294,2,0.611652781590756
"HOXC12",0.278939229038367,0.430587772571521,0.517107600240764,83.9039597453389,4,0.611751157885096
"RP13-582O9.6",-0.0615441257332643,0.0950810617243185,0.517450361358433,63.083133657296,4,0.612127530234957
"SDHAP2",-0.0812506503150754,0.125565191353649,0.517580548490119,66.1445683322344,4,0.612252410387484
"BTF3P8",0.0857269263381389,0.132499422144623,0.517632919361572,63.1669426920665,2,0.612276278120667
"LINC00891",-0.501079759134143,0.774499741943261,0.51764997164525,76.2785781036764,2,0.612276278120667
"EEF1DP2",-0.0368970840149355,0.0570708348534163,0.517946643541614,0,4,0.612598042156857
"MAK",-0.115686817302267,0.178953343578386,0.517979182803514,64.1982966654628,4,0.612607389279057
"RP11-386I14.4",-1.47006611881695,2.27459171788508,0.518085801952851,96.7713000479823,2,0.612704344685608
"PRSS16",-0.115475893606675,0.178685612318802,0.51811631573879,80.9332005651107,4,0.612711290586425
"BTN2A3P",0.0849502261514569,0.13150674785297,0.518294784184928,62.2869240466754,4,0.612893194956364
