gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction,in_leading_edge,leading_edge_sets,stat3_target,in_coexpr_module,absLFC,neglog10FDR,robustness,pathway_support,evidence_score,evidence_rank
PACRG,2,-1.585,0.117,-13.55,8.142937292415189e-42,5.811524971894729e-40,15.9,0.0058,1.19,down,False,,False,False,1.585,39.23570989170989,1.682,0,0.29194568842620305,519
COX7A1,3,-1.057,0.084,-12.62,1.60057432405024e-36,8.754169241049531e-35,0.0,0.0,1.44,down,False,,False,False,1.057,34.05778506159046,3.0,0,0.29093699211604174,520
VN1R1,2,-1.506,0.115,-13.05,5.97968606382496e-39,3.63580444332671e-37,0.0,0.0,0.77,down,False,,False,False,1.506,36.439399483939646,2.0,0,0.28949188673098747,521
RP11-494M8.4,3,-1.171,0.098,-11.97,5.2735074762885695e-33,2.39703954393086e-31,0.0,0.0,1.37,down,False,,False,False,1.171,30.620324801356706,3.0,0,0.28827586283461415,522
ZBED9,3,-1.417,0.135,-10.51,7.60830461031269e-26,2.42316738262326e-24,0.0,0.0,1.72,down,False,,False,False,1.417,23.615616585516268,3.0,0,0.2876165523921377,523
WDFY4,2,1.035,0.068,15.22,2.5888749243862602e-52,2.89966378492622e-50,0.0,0.0,0.83,up,False,,False,False,1.035,49.537652355485946,2.0,0,0.2868991224631552,524
GZMK,2,1.074,0.155,6.91,4.8103387211581596e-12,5.5117581558292396e-11,12.6,0.0107,1.14,up,True,COMPLEMENT,False,False,1.074,10.258709846596274,1.748,1,0.2859635585470263,525
TNNT1,3,-1.71,0.149,-11.51,1.16287135811728e-30,4.80947979190235e-29,29.2,0.021,2.82,down,False,,False,False,1.71,28.317901895710182,2.1239999999999997,0,0.28365709247018556,526
CUX2,2,-2.223,0.26,-8.56,1.16867338985351e-17,2.16264627534235e-16,0.0,0.0,0.68,down,False,,False,False,2.223,15.665014508406227,2.0,0,0.28316096488170395,527
RHOH,2,1.065,0.117,9.14,6.23824957373717e-20,1.3483950532928299e-18,37.8,0.0121,1.61,up,False,,True,False,1.065,17.870182849396073,1.2440000000000002,1,0.2823113492452968,528
CTD-2626G11.2,2,-3.627,0.796,-4.55,5.26534878630464e-06,2.67078114276501e-05,94.4,1.1999,17.99,down,False,,False,False,3.627,4.573361698793958,0.11199999999999988,0,0.2820415077904359,529
TMEM255A,3,-2.063,0.18,-11.46,2.10050691074048e-30,8.53659136693124e-29,50.9,0.0461,4.07,down,False,,False,False,2.063,28.06871550706777,1.4729999999999999,0,0.28167736706414404,530
KLHDC7B,3,3.303,0.734,4.5,6.74886096123619e-06,3.36422670872185e-05,76.5,1.0588,8.51,up,False,,False,False,3.303,4.473114745624017,0.705,0,0.27896489044285544,531
CTC-327F10.5,2,-3.488,0.641,-5.44,5.25184007045206e-08,3.67534601522308e-07,89.0,0.7353,9.13,down,False,,False,False,3.488,6.434701768027917,0.21999999999999997,0,0.27679526083012007,532
CD247,2,1.491,0.177,8.44,3.24749107394014e-17,5.76786938921584e-16,71.6,0.0454,3.52,up,True,ALLOGRAFT_REJECTION,False,False,1.491,15.238984582578688,0.5680000000000001,1,0.2717286725846506,533
SPRR1B,3,3.361,0.515,6.52,6.87096724055381e-11,6.96891127097591e-10,91.8,0.5927,24.27,up,False,,False,False,3.361,9.156835064934954,0.24600000000000022,0,0.27099018901008753,534
FBP1,2,-1.601,0.131,-12.27,1.34115367614984e-34,6.55429361273309e-33,0.0,0.0,0.89,down,False,,False,False,1.601,32.18347410742517,2.0,0,0.27014821716468485,535
CCR1,2,1.047,0.135,7.77,7.75124300964163e-15,1.14406587397668e-13,23.4,0.0113,1.31,up,True,ALLOGRAFT_REJECTION;IL6_JAK_STAT3_SIGNALING,False,False,1.047,12.94154896865407,1.532,1,0.26921967849742645,536
CDH12,2,-3.727,1.465,-2.54,0.0109457922064696,0.0243982146030515,97.4,4.1811,38.15,down,False,,False,False,3.727,1.6126419530224376,0.051999999999999824,0,0.2691637727417502,537
JMJD7-PLA2G4B,3,1.504,0.107,14.1,3.75609373849781e-45,3.0636375722820697e-43,50.5,0.0155,4.04,up,False,,False,False,1.504,42.513762612951915,1.4849999999999999,0,0.2672982727721176,538
CCDC114,2,-1.729,0.138,-12.52,6.045490038862609e-36,3.18736207927331e-34,17.1,0.0097,1.21,down,False,,False,False,1.729,33.49656859856001,1.658,0,0.2669017353719273,539
AGBL4,2,-2.691,0.297,-9.06,1.33375672246476e-19,2.8332042755152098e-18,54.6,0.1056,2.2,down,False,,False,False,2.691,17.547722111490597,0.9079999999999999,0,0.2649862434209296,540
P2RY4,2,-2.331,0.242,-9.65,4.950831607971849e-22,1.23029742156065e-20,29.0,0.044,1.41,down,False,,False,False,2.331,19.909989886179925,1.42,0,0.2645582968046266,541
ERBB4,2,-3.708,1.519,-2.44,0.0146511336742219,0.0311676107033678,97.0,4.479,33.17,down,False,,False,False,3.708,1.5062964892892563,0.06000000000000005,0,0.2627419109156439,542
CYP4F8,2,-2.372,0.351,-6.75,1.4722503668062498e-11,1.60521233519178e-10,0.0,0.0,0.01,down,False,,False,False,2.372,9.794467511606316,2.0,0,0.2627247626155259,543
USP18,3,1.798,0.354,5.08,3.80753952784042e-07,2.35608492749713e-06,81.1,0.2502,10.61,up,True,INTERFERON_GAMMA_RESPONSE,False,False,1.798,5.627809059012862,0.5670000000000002,1,0.2600161716790975,544
LINC01136,2,-1.799,0.164,-10.97,5.0801414711142596e-28,1.7936807194165e-26,0.0,0.0,0.26,down,False,,False,False,1.799,25.74625486014141,2.0,0,0.25977938913283793,545
PTAFR,3,1.383,0.184,7.54,4.85112855750907e-14,6.67215443024265e-13,70.0,0.0602,6.68,up,True,INFLAMMATORY_RESPONSE,False,False,1.383,12.175733910298067,0.9000000000000001,1,0.25851979431281646,546
KLHDC9,3,-1.077,0.09,-12.0,3.52947579280159e-33,1.61370114909555e-31,0.0,0.0,0.57,down,False,,False,False,1.077,30.792176891742944,3.0,0,0.2576975789582717,547
EHF,3,2.171,0.172,12.65,1.14666583309329e-36,6.31583540867784e-35,75.5,0.0529,8.16,up,False,,False,False,2.171,34.19956919627526,0.735,0,0.2567535224592865,548
RP11-368L12.1,2,-1.651,0.141,-11.74,8.084410182586611e-32,3.5307454844061596e-30,0.0,0.0,0.52,down,False,,False,False,1.651,29.45213358764841,2.0,0,0.2539190769837194,549
AMY1A,2,-1.644,0.14,-11.75,6.68624644894528e-32,2.93105511466967e-30,0.0,0.0,0.17,down,False,,False,False,1.644,29.532976015143323,2.0,0,0.2524795174585276,550
BCAS1,2,-1.481,0.116,-12.78,2.15304538257372e-37,1.2203544639387e-35,2.8,0.0013,1.03,down,False,,False,False,1.481,34.91351400590435,1.944,0,0.25154734946566704,551
CHRNA9,2,3.31,0.486,6.8,1.0104999639887499e-11,1.12267649060335e-10,90.8,0.4305,10.88,up,False,,False,False,3.31,9.94974537159856,0.18400000000000016,0,0.2514226409565893,552
HMCN2,2,-1.487,0.118,-12.59,2.5224170794089097e-36,1.35740830831915e-34,0.0,0.0,0.34,down,False,,False,False,1.487,33.86728949694054,2.0,0,0.25122420438105264,553
UGT3A2,3,-3.662,1.609,-2.28,0.0228843786547168,0.0453368669539831,97.0,7.4799,66.93,down,False,,False,False,3.662,1.3435484954933699,0.09000000000000008,0,0.25034742209459493,554
ENHO,2,-2.487,0.251,-9.9,4.14101032340539e-23,1.10785040754968e-21,50.9,0.0724,2.04,down,False,,False,False,2.487,20.95551887820123,0.982,0,0.24981225704060253,555
PP14571,3,-1.217,0.11,-11.02,3.0255934947817097e-28,1.08462661744786e-26,0.0,0.0,1.77,down,False,,False,False,1.217,25.96471974189864,3.0,0,0.24697025354003774,556
RSPH14,2,-1.25,0.09,-13.86,1.1173443376560699e-43,8.6039189474312e-42,2.8,0.0009,1.03,down,False,,False,False,1.25,41.06530368950368,1.944,0,0.24692537381133076,557
CATSPERG,2,-1.267,0.087,-14.56,5.23653311863262e-48,4.82606314071146e-46,19.0,0.0041,1.23,down,False,,False,False,1.267,45.316407000395905,1.62,0,0.24460044635440806,558
FCGBP,2,-1.43,0.105,-13.64,2.37836673027796e-42,1.7453036610995898e-40,15.9,0.0037,1.19,down,False,,False,False,1.43,39.75812900029984,1.682,0,0.24446640266892386,559
FUT2,3,2.295,0.208,11.05,2.29255090741109e-28,8.35924052828445e-27,68.0,0.0729,6.24,up,False,,False,False,2.295,26.077833178225838,0.9599999999999999,0,0.24197077639985057,560
TRHDE,3,-1.283,0.122,-10.53,6.41813897985551e-26,2.05248928113986e-24,0.0,0.0,0.03,down,False,,False,False,1.283,23.68771910224943,3.0,0,0.24189832260548802,561
ABCA4,3,-1.256,0.118,-10.69,1.15525810979154e-26,3.8578369603580804e-25,0.0,0.0,0.05,down,False,,False,False,1.256,24.413656130428013,3.0,0,0.24144298100538084,562
RNF223,3,1.499,0.124,12.07,1.5142219957820299e-33,7.06104037833896e-32,30.3,0.0144,2.87,up,False,,False,False,1.499,31.15113130499868,2.091,0,0.23897544842316196,563
FER1L4,3,-1.663,0.192,-8.67,4.33489213531835e-18,8.29048120879635e-17,7.6,0.0135,2.16,down,False,,False,False,1.663,16.081420260733246,2.7720000000000002,0,0.23782131225150047,564
CD2,2,1.81,0.295,6.13,8.82775360264988e-10,7.87834098682543e-09,86.9,0.1526,7.64,up,True,ALLOGRAFT_REJECTION,False,False,1.81,8.103565226180864,0.2619999999999998,1,0.23765150558921805,565
GPD1,2,-3.429,1.093,-3.14,0.0017046579482821,0.0049325510397201,81.0,1.9897,5.26,down,False,,False,False,3.429,2.3069284121773195,0.3799999999999999,0,0.2353749738395778,566
LRIT2,2,-2.257,0.19,-11.91,1.04618554580813e-32,4.70060603489874e-31,64.4,0.0469,2.81,down,False,,False,False,2.257,30.327846146182367,0.712,0,0.23470941576920093,567
MIR147B,2,1.28,0.096,13.35,1.17897959100533e-40,7.86288696462783e-39,0.0,0.0,0.02,up,False,,False,False,1.28,38.10441796762399,2.0,0,0.23138247307908852,568
RP1-71H24.1,3,2.436,0.267,9.11,8.44431050067537e-20,1.81470834742574e-18,60.7,0.1163,5.09,up,False,,False,False,2.436,17.741193163069454,1.179,0,0.22933395876983195,569
RRM2,3,1.937,0.392,4.94,7.73554850839939e-07,4.56239493658658e-06,94.6,0.3929,36.74,up,False,,False,True,1.937,5.340807123409126,0.16200000000000014,1,0.2291241839287818,570
SELE,2,1.668,0.281,5.94,2.9004712447152903e-09,2.41026380431453e-08,74.4,0.1183,3.91,up,True,INFLAMMATORY_RESPONSE,False,False,1.668,7.6179354211230255,0.5119999999999998,1,0.22901679256035068,571
SGSM1,2,-1.558,0.113,-13.82,2.05476404034698e-43,1.56677431337076e-41,36.0,0.0119,1.56,down,False,,False,False,1.558,40.80499355714765,1.28,0,0.2267275464558707,572
CTB-92J24.3,2,-1.488,0.122,-12.19,3.67676555849246e-34,1.76371731472848e-32,0.0,0.0,0.74,down,False,,False,False,1.488,31.753571021523687,2.0,0,0.22555481724640644,573
RSPH1,2,-1.119,0.08,-14.04,9.22609125342261e-45,7.346039801067e-43,0.0,0.0,0.66,down,False,,False,False,1.119,42.13394672296364,2.0,0,0.2249844314210053,574
PLN,2,-1.433,0.115,-12.47,1.11872586263823e-35,5.85866973568193e-34,0.0,0.0,0.08,down,False,,False,False,1.433,33.23220098330561,2.0,0,0.22462566139239168,575
AIM2,2,3.348,0.728,4.6,4.19633264535911e-06,2.16991276552268e-05,84.2,0.9084,6.32,up,False,,False,False,3.348,4.663557725236104,0.31599999999999984,0,0.22424685770973027,576
UBASH3A,2,1.451,0.118,12.31,7.950612524924021e-35,3.95150506573135e-33,0.0,0.0,0.35,up,False,,False,False,1.451,32.40323745696966,2.0,0,0.22068264265380746,577
FLG,3,-1.266,0.124,-10.22,1.57759717331787e-24,4.6569952370993705e-23,0.0,0.0,0.2,down,False,,False,False,1.266,22.331894206237877,3.0,0,0.21929717338768204,578
SOX2-OT,2,-1.445,0.117,-12.31,7.603314642688e-35,3.78693601001454e-33,0.0,0.0,0.72,down,False,,False,False,1.445,32.42171203333504,2.0,0,0.2188232179409945,579
MGST1,3,-1.326,0.135,-9.8,1.09257966429373e-22,2.84289116998558e-21,0.0,0.0,0.43,down,False,,False,False,1.326,20.546239765416622,3.0,0,0.21818626709116704,580
DACH1,2,-1.392,0.111,-12.55,3.87803799757263e-36,2.07262537637392e-34,0.0,0.0,0.58,down,False,,False,False,1.392,33.683479188825736,2.0,0,0.21592036401863055,581
CNTFR,3,-2.266,0.266,-8.51,1.76646414949743e-17,3.21548672438455e-16,48.2,0.1033,3.86,down,False,,False,False,2.266,15.492753279126909,1.554,0,0.2126282452153345,582
MYH14,3,-2.061,0.184,-11.2,4.24115429951071e-29,1.61432814629668e-27,60.4,0.053,5.05,down,False,,False,False,2.061,26.79200818111294,1.1880000000000002,0,0.2119938588336341,583
BMP3,2,-3.506,1.331,-2.63,0.0084410599948519,0.0196145298212715,93.0,3.3081,14.38,down,False,,False,False,3.506,1.7074220978568853,0.1399999999999999,0,0.20991502347926125,584
RP11-34P13.15,2,1.703,0.154,11.04,2.43210921766222e-28,8.83973753458657e-27,5.5,0.0031,1.06,up,False,,False,False,1.703,26.053560629667125,1.89,0,0.2096111534773508,585
MSMB,2,-3.335,0.685,-4.87,1.11966300810035e-06,6.40835974489516e-06,88.8,0.837,8.95,down,False,,False,False,3.335,5.193253116331199,0.22399999999999998,0,0.20904830477434097,586
CH17-140K24.5,2,-1.232,0.093,-13.27,3.64755604175841e-40,2.36356916688984e-38,0.0,0.0,0.14,down,False,,False,False,1.232,37.626431684091315,2.0,0,0.2088044823919644,587
ITGAL,2,1.278,0.151,8.47,2.47170939533753e-17,4.447367043463201e-16,69.0,0.0319,3.23,up,True,ALLOGRAFT_REJECTION,False,False,1.278,15.351897026527539,0.6200000000000001,1,0.2087562868148553,588
PCDHB4,2,-1.022,0.072,-14.26,3.8362213281595004e-46,3.2187134434009204e-44,0.0,0.0,0.07,down,False,,False,False,1.022,43.49231768609455,2.0,0,0.20796727690750336,589
VNN1,3,3.291,0.689,4.78,1.78793734520099e-06,9.86263269384405e-06,89.7,1.1295,19.37,up,False,,False,False,3.291,5.006007140657902,0.30899999999999994,0,0.20732868808333046,590
CHL1-AS2,2,-1.417,0.115,-12.28,1.1500880159482399e-34,5.66787586638578e-33,0.0,0.0,0.18,down,False,,False,False,1.417,32.246579669916116,2.0,0,0.20692905217681898,591
CTA-373H7.7,2,1.827,0.164,11.16,6.39937728961214e-29,2.4045429048560298e-27,19.9,0.0128,1.25,up,False,,False,False,1.827,26.618967469296773,1.602,0,0.20586425009530498,592
ACPP,3,1.183,0.085,13.99,1.9177625312580201e-44,1.50647325819527e-42,40.8,0.0084,3.38,up,False,,False,False,1.183,41.82203857319826,1.7760000000000002,0,0.2015337780606394,593
SLAMF1,2,1.959,0.51,3.84,0.0001208565035236,0.0004653939613397,94.9,0.4934,19.54,up,True,INFLAMMATORY_RESPONSE,False,False,1.959,3.3321792561456802,0.10199999999999987,1,0.20083678837996688,594
ODF3L1,2,-2.963,0.404,-7.33,2.36416190183575e-13,3.0660756764583397e-12,77.3,0.2571,4.41,down,False,,False,False,2.963,11.513417130152659,0.45399999999999996,0,0.2004509066336355,595
NAMPT,3,1.788,0.329,5.44,5.26003426616717e-08,3.67998033881373e-07,92.9,0.281,28.18,up,True,INFLAMMATORY_RESPONSE;INTERFERON_GAMMA_RESPONSE;TNFA_SIGNALING_VIA_NFKB,False,False,1.788,6.434154501643742,0.21299999999999986,1,0.20029223228513574,596
RP11-481F24.3,2,-1.531,0.133,-11.54,8.78865033669784e-31,3.66726409504028e-29,0.0,0.0,0.0,down,False,,False,False,1.531,28.435657813549415,2.0,0,0.19967108476529058,597
SORBS1,3,-1.572,0.125,-12.57,3.0420508637491e-36,1.62955077046917e-34,47.7,0.0206,3.82,down,False,,False,False,1.572,33.78793210405977,1.5689999999999997,0,0.19924663153346453,598
TM4SF19-AS1,3,1.207,0.118,10.21,1.82949634116892e-24,5.36675186095528e-23,0.0,0.0,1.53,up,False,,False,False,1.207,22.27028848444264,3.0,0,0.19801845610501698,599
CLEC2A,2,-1.68,0.126,-13.35,1.16482853811891e-40,7.81302901112479e-39,46.2,0.015,1.86,down,False,,False,False,1.68,38.10718056307709,1.076,0,0.19782053257094492,600
CEP55,3,1.577,0.246,6.41,1.45362243739675e-10,1.4207869577044101e-09,86.0,0.125,14.25,up,False,,False,True,1.577,8.847471038208917,0.42000000000000004,1,0.19530368152176109,601
WFDC3,2,-2.956,0.525,-5.63,1.76412077689553e-08,1.3168464051769e-07,62.9,0.3683,2.69,down,False,,False,False,2.956,6.880464877486336,0.742,0,0.19482454405817776,602
ZAN,3,1.431,0.168,8.53,1.4034751195776202e-17,2.58692512395217e-16,0.0,0.0,0.2,up,False,,False,False,1.431,15.58721614133564,3.0,0,0.19366638952038065,603
NALCN,2,-1.291,0.102,-12.7,5.72445532425035e-37,3.1981807800805903e-35,0.0,0.0,0.07,down,False,,False,False,1.291,34.495096991004914,2.0,0,0.1907821566805261,604
CYP3A4,2,-1.955,0.173,-11.33,8.9521022621732e-30,3.5398608421488597e-28,38.9,0.0254,1.64,down,False,,False,False,1.955,27.451013810481207,1.222,0,0.18959357573283417,605
DCST2,2,-1.413,0.118,-12.02,2.7566513888333797e-33,1.26778884796072e-31,0.0,0.0,0.06,down,False,,False,False,1.413,30.896953072796276,2.0,0,0.1889256466197319,606
TNNC1,2,-3.44,0.945,-3.64,0.0002719151255167,0.0009664836278804,97.0,1.7327,33.44,down,False,,False,False,3.44,3.0148054984708375,0.06000000000000005,0,0.1880983012673559,607
CTA-384D8.35,3,3.281,0.961,3.42,0.0006359920462436,0.0020623268888375,87.6,2.2682,16.12,up,False,,False,False,3.281,2.68564249580974,0.37200000000000033,0,0.187066099249688,608
CCL22,3,1.678,0.376,4.46,8.06071201407624e-06,3.9616461796664e-05,84.0,0.2659,12.48,up,True,ALLOGRAFT_REJECTION;INFLAMMATORY_RESPONSE,False,False,1.678,4.4021243145319895,0.4800000000000001,1,0.18693072085510976,609
GDNF-AS1,3,-1.368,0.154,-8.87,7.48065147798765e-19,1.5148319242925e-17,0.0,0.0,0.34,down,False,,False,False,1.368,16.81963555092514,3.0,0,0.18692426328036002,610
APOL1,3,3.194,0.635,5.03,4.86069364917028e-07,2.95619583355228e-06,88.6,0.808,17.58,up,False,,False,False,3.194,5.5292667994335005,0.3420000000000003,0,0.18620085565961095,611
LHX2,3,-1.383,0.159,-8.69,3.71011295941043e-18,7.1422725548387e-17,0.0,0.0,0.74,down,False,,False,False,1.383,16.14616358080189,3.0,0,0.18385173655157935,612
DIO3OS,2,-1.347,0.11,-12.3,9.595624588783911e-35,4.73890244723297e-33,0.0,0.0,0.46,down,False,,False,False,1.347,32.32432223138595,2.0,0,0.18353969264962314,613
KCTD16,2,-2.862,0.407,-7.03,2.00044129944031e-12,2.37707260805067e-11,69.6,0.2371,3.29,down,False,,False,False,2.862,10.623957552477059,0.6080000000000001,0,0.1831608458876189,614
AGR2,3,-1.478,0.158,-9.32,1.13044309160896e-20,2.57668377132174e-19,11.5,0.0132,2.26,down,False,,False,False,1.478,18.588938877839116,2.6550000000000002,0,0.182471892110575,615
IGFL1,3,3.43,1.318,2.6,0.0092512592338979,0.0212074100147733,95.6,4.9081,45.5,up,False,,False,False,3.43,1.6735123670786418,0.13200000000000012,0,0.18156915309716049,616
FCHSD1,3,2.286,0.212,10.8,3.27363784829532e-27,1.1219998300255501e-25,75.8,0.0811,8.27,up,False,,False,False,2.286,24.950007208872165,0.726,0,0.18121829011166052,617
MIR4720,2,-2.008,0.175,-11.49,1.5517588278130398e-30,6.36166767080129e-29,49.0,0.031,1.96,down,False,,False,False,2.008,28.196429021884885,1.02,0,0.1794437093145567,618
SIT1,2,1.42,0.241,5.89,3.9140053099428205e-09,3.20136094690606e-08,64.2,0.0798,2.8,up,True,ALLOGRAFT_REJECTION,False,False,1.42,7.494665357279735,0.716,1,0.17937656626059345,619
LCK,2,1.905,0.501,3.8,0.0001424431131586,0.0005403420573539,95.5,0.4796,22.4,up,True,ALLOGRAFT_REJECTION;COMPLEMENT;INFLAMMATORY_RESPONSE,False,False,1.905,3.267331227970951,0.09000000000000008,1,0.17901409745070918,620
PPARGC1A,3,-1.96,0.842,-2.33,0.0199260763774961,0.0403747530443008,96.3,1.6575,54.05,down,False,,True,False,1.96,1.393890121052802,0.1110000000000001,1,0.17900902700018734,621
PARP9,3,2.191,0.195,11.24,2.7359431437728797e-29,1.04992939430458e-27,74.8,0.0681,7.92,up,False,,False,False,2.191,26.97883990540142,0.756,0,0.17875698709117585,622
RP3-439F8.1,2,-1.098,0.081,-13.48,1.98785543328121e-41,1.37673691827455e-39,0.0,0.0,0.85,down,False,,False,False,1.098,38.861149041484175,2.0,0,0.17739656532690154,623
GBP5,2,2.658,0.279,9.51,1.84041724303106e-21,4.39615584103205e-20,81.0,0.1282,5.26,up,False,,False,False,2.658,19.356926920502268,0.3799999999999999,0,0.17708201682825306,624
LAMP3,3,1.734,0.363,4.78,1.72524954567697e-06,9.54309230027226e-06,90.8,0.27,21.79,up,True,INFLAMMATORY_RESPONSE,False,False,1.734,5.020310875679936,0.27600000000000025,1,0.17588439552178736,625
CPB2-AS1,2,-1.729,0.175,-9.88,5.15216578129968e-23,1.36897898722411e-21,0.0,0.0,0.11,down,False,,False,False,1.729,20.86360321790155,2.0,0,0.1753338742952956,626
RP11-395I6.3,2,-1.385,0.116,-11.95,6.4184686718075e-33,2.90057785981355e-31,0.0,0.0,0.54,down,False,,False,False,1.385,30.53751547233272,2.0,0,0.17476291736737815,627
ABCA3,3,-1.414,0.215,-6.58,4.79335329168499e-11,4.951792021405741e-10,80.6,0.0853,10.31,down,False,,True,False,1.414,9.305237604265129,0.5820000000000002,1,0.17452781315407462,628
FAM3B,2,-1.358,0.112,-12.08,1.41686103422138e-33,6.62021955091583e-32,0.0,0.0,0.01,down,False,,False,False,1.358,31.17912760751345,2.0,0,0.17326964338690592,629
CASP1P2,3,1.071,0.101,10.62,2.51021727702904e-26,8.19549180445926e-25,0.0,0.0,1.66,up,False,,False,False,1.071,24.086424979670774,3.0,0,0.17307146273675764,630
ALDH1L1,3,-2.221,0.31,-7.17,7.39108833167628e-13,9.130236768137739e-12,42.7,0.1296,3.49,down,False,,False,False,2.221,11.039517960060177,1.7189999999999999,0,0.17300580748467423,631
SLC30A2,2,-1.493,0.132,-11.31,1.16089382768425e-29,4.56728800206059e-28,0.0,0.0,0.25,down,False,,False,False,1.493,27.34034160197696,2.0,0,0.1729725852021541,632
RP11-276H7.3,2,2.138,0.201,10.66,1.55961029909039e-26,5.156626764323021e-25,50.0,0.043,2.0,up,False,,False,False,2.138,24.287634301608797,1.0,0,0.1728074393459737,633
LRG1,3,2.944,0.447,6.58,4.7322330589324594e-11,4.8929701270561e-10,84.1,0.381,12.61,up,False,,False,False,2.944,9.310427435720605,0.4770000000000001,0,0.17102587154547771,634
BICDL2,3,1.05,0.079,13.33,1.46482738598256e-40,9.6591955713988e-39,29.7,0.0057,2.84,up,False,,False,False,1.05,38.015059040608286,2.109,0,0.17066236834011245,635
SLAMF7,3,1.767,0.378,4.67,3.0163966633123e-06,1.60115259617863e-05,93.3,0.3415,29.72,up,True,INTERFERON_GAMMA_RESPONSE,False,False,1.767,4.795567276125508,0.20100000000000018,1,0.17057633785235582,636
AC005618.6,2,-1.44,0.125,-11.56,6.898824501645491e-31,2.89416814980321e-29,0.0,0.0,0.38,down,False,,False,False,1.44,28.538476240179588,2.0,0,0.16928649577495408,637
ROS1,3,-3.095,1.285,-2.41,0.0160427156004314,0.0336689913475434,76.7,3.7324,8.59,down,False,,False,False,3.095,1.4727698939700211,0.699,0,0.1685697046120652,638
CKMT2,2,-1.165,0.09,-13.0,1.18600256933678e-38,7.06441072407243e-37,0.0,0.0,0.63,down,False,,False,False,1.165,36.15092405886243,2.0,0,0.16733999660119786,639
GPR12,2,-3.203,0.87,-3.68,0.0002313976430224,0.0008366987064431,80.9,1.2633,5.23,down,False,,False,False,3.203,3.077430902443782,0.3819999999999999,0,0.16662905131498176,640
FLG-AS1,3,-1.175,0.12,-9.77,1.51342623040364e-22,3.8846266038946004e-21,0.0,0.0,0.18,down,False,,False,False,1.175,20.41065071989051,3.0,0,0.16399895184288207,641
RP1-56K13.5,2,-2.616,0.367,-7.14,9.58506333703613e-13,1.1686288940452e-11,52.9,0.159,2.12,down,False,,False,False,2.616,10.93232338007499,0.942,0,0.1638291980187486,642
DMGDH,2,-1.05,0.078,-13.51,1.28459323976869e-41,9.003306332259029e-40,0.0,0.0,0.1,down,False,,False,False,1.05,39.04559797298706,2.0,0,0.16297231115975114,643
C15orf59,3,-1.792,0.169,-10.61,2.676267907405e-26,8.72545340451862e-25,46.6,0.0382,3.75,down,False,,False,False,1.792,24.059211996349948,1.602,0,0.1621837740117782,644
ZNF582-AS1,3,-1.038,0.098,-10.62,2.3183872503025e-26,7.579766360660791e-25,0.0,0.0,1.21,down,False,,False,False,1.038,24.12034418089032,3.0,0,0.16201143692576073,645
HPSE2,2,-1.229,0.098,-12.59,2.4974958027167597e-36,1.34709399183863e-34,0.0,0.0,0.76,down,False,,False,False,1.229,33.87060210085256,2.0,0,0.16153157668946677,646
RP11-444D3.1,2,-2.131,0.187,-11.4,4.0442028591661e-30,1.62664509845737e-28,64.0,0.0452,2.78,down,False,,False,False,2.131,27.788707191128662,0.72,0,0.1611279391446307,647
TNNT3,2,-3.068,0.523,-5.87,4.40214411845115e-09,3.57191652231622e-08,84.3,0.4672,6.38,down,False,,False,False,3.068,7.447098699369454,0.31400000000000006,0,0.16074977888180852,648
ETNK2,3,-1.718,0.145,-11.88,1.56698288191834e-32,7.0271077170165605e-31,55.8,0.0324,4.53,down,False,,False,False,1.718,30.153223389205436,1.326,0,0.15986488966836884,649
MAFTRR,2,-1.462,0.13,-11.25,2.25363186035143e-29,8.705489805110009e-28,0.0,0.0,0.72,down,False,,False,False,1.462,27.060206788742843,2.0,0,0.15874256093685735,650
HMGCS2,2,-3.031,0.55,-5.51,3.64814774322376e-08,2.60602656457507e-07,78.7,0.4892,4.69,down,False,,False,False,3.031,6.584021161612856,0.42599999999999993,0,0.15819310068341083,651
FOXM1,3,1.394,0.192,7.26,3.79182070190666e-13,4.83720603874295e-12,86.7,0.0745,15.03,up,False,,True,False,1.394,11.315405413628005,0.399,1,0.1581073124464873,652
INA,3,2.721,0.326,8.34,7.61256699771295e-17,1.31514819815101e-15,85.4,0.2165,13.66,up,False,,False,False,2.721,14.88102530571965,0.4379999999999997,0,0.15474256931668,653
PLA2G4E-AS1,3,1.897,0.169,11.19,4.33128478424382e-29,1.64595853107733e-27,60.8,0.0441,5.1,up,False,,False,False,1.897,26.783581110770868,1.1760000000000002,0,0.15260721121161325,654
MYRFL,3,-1.126,0.114,-9.88,5.1302267150738305e-23,1.3646986042404901e-21,0.0,0.0,0.03,down,False,,False,False,1.126,20.864963252629295,3.0,0,0.15254857212641834,655
KCNMA1-AS1,2,-1.101,0.084,-13.11,3.0397531467413103e-39,1.87256793189651e-37,0.0,0.0,0.38,down,False,,False,False,1.101,36.72756241826793,2.0,0,0.15217823428058022,656
CDH2,3,-1.627,0.584,-2.79,0.0053181716765971,0.0132032114516347,81.5,0.7047,10.83,down,False,,True,False,1.627,1.8793204213630956,0.5550000000000002,1,0.15215948708351534,657
SP8,3,-2.951,0.526,-5.61,1.97333157450607e-08,1.4622892949545e-07,82.5,0.5452,11.43,down,False,,False,False,2.951,6.834966699352496,0.5250000000000001,0,0.1519630572443237,658
