statistic,source,condition,score,p_value,padj,rank,axis
ulm,PKNOX1,PPvsNN,-1.02363257777701,0.306018947849238,0.557228531904583,569,FALSE
ulm,ZNF354C,PPvsNN,-1.03214381744047,0.302014927296544,0.551309044341822,570,FALSE
ulm,SOX18,PPvsNN,-1.04228519318142,0.297289748771162,0.544040240251227,571,FALSE
ulm,SOX4,PPvsNN,-1.05366686005907,0.292045846621554,0.538482518203974,572,FALSE
ulm,TCF15,PPvsNN,-1.05464272756533,0.291599143573302,0.538482518203974,573,FALSE
ulm,PTF1A,PPvsNN,-1.06444430277104,0.287137952517531,0.534525489828876,574,FALSE
ulm,OLIG1,PPvsNN,-1.06490243614933,0.286930566036053,0.534525489828876,575,FALSE
ulm,NR2E3,PPvsNN,-1.06529691000927,0.286752077805083,0.534525489828876,576,FALSE
ulm,ZKSCAN7,PPvsNN,-1.08021292134361,0.28005799776889,0.529722104307047,577,FALSE
ulm,SMAD5,PPvsNN,-1.08303656704711,0.278802839819515,0.528714193647371,578,FALSE
ulm,HAND2,PPvsNN,-1.08419707305525,0.278288086766635,0.528714193647371,579,FALSE
ulm,FOXC1,PPvsNN,-1.08448430339981,0.278160783050046,0.528714193647371,580,FALSE
ulm,POU1F1,PPvsNN,-1.09427173500682,0.273846564526167,0.524753102704592,581,FALSE
ulm,HDAC1,PPvsNN,-1.11150602323868,0.266361494463866,0.511749642906955,582,FALSE
ulm,PROP1,PPvsNN,-1.11595228442101,0.264453493089559,0.511257779600758,583,FALSE
ulm,PITX3,PPvsNN,-1.11921338100716,0.263060079126798,0.510769172203757,584,FALSE
ulm,KLF11,PPvsNN,-1.13529588317674,0.256262460951465,0.501561821969177,585,FALSE
ulm,PDX1,PPvsNN,-1.1428810259744,0.253099147426906,0.49669859495039,586,FALSE
ulm,SOX17,PPvsNN,-1.14758112141361,0.251152720696138,0.494204356094565,587,FALSE
ulm,SOX5,PPvsNN,-1.14977558713333,0.250247523992168,0.494204356094565,588,FALSE
ulm,NFE2L3,PPvsNN,-1.15027572812904,0.250041539709468,0.494204356094565,589,FALSE
ulm,MLXIPL,PPvsNN,-1.154966765015,0.248115289077241,0.493533672838425,590,FALSE
ulm,NR2E1,PPvsNN,-1.16792829589338,0.242847042603556,0.487024753933706,591,FALSE
ulm,RARG,PPvsNN,-1.17174668654237,0.24131015546989,0.485648543343024,592,FALSE
ulm,SF1,PPvsNN,-1.18241748203184,0.237051552755584,0.482004823936354,593,FALSE
ulm,TRERF1,PPvsNN,-1.18259987734904,0.236979225365698,0.482004823936354,594,FALSE
ulm,FOXJ1,PPvsNN,-1.18766375019865,0.234977412447324,0.480456608691176,595,FALSE
ulm,HOXA9,PPvsNN,-1.20452384412811,0.228398795120392,0.473905477433892,596,FALSE
ulm,SMAD2,PPvsNN,-1.21790238401543,0.223272786620098,0.46829707680777,597,FALSE
ulm,MZF1,PPvsNN,-1.22045414899669,0.222304494779719,0.467606006260789,598,FALSE
ulm,NEUROD1,PPvsNN,-1.22136201257627,0.221960723488569,0.467606006260789,599,FALSE
ulm,NFIC,PPvsNN,-1.23067767268376,0.218455244394492,0.462165430337481,600,FALSE
ulm,FOXA3,PPvsNN,-1.23083595669902,0.218396027861394,0.462165430337481,601,FALSE
ulm,ZNF436,PPvsNN,-1.23178114049599,0.218042659854224,0.462165430337481,602,FALSE
ulm,GBX2,PPvsNN,-1.2317824139361,0.218042184041146,0.462165430337481,603,FALSE
ulm,CDX1,PPvsNN,-1.24437722791077,0.213372651372923,0.45937876707347,604,FALSE
ulm,DLX1,PPvsNN,-1.26357053364859,0.206396225726279,0.450991155915333,605,FALSE
ulm,FOXF1,PPvsNN,-1.2646841679385,0.205996584568636,0.450991155915333,606,FALSE
ulm,YBX3,PPvsNN,-1.27018373907634,0.204031238248425,0.448501100293836,607,FALSE
ulm,ESRRA,PPvsNN,-1.2719507956873,0.203402662392422,0.448466111057991,608,FALSE
ulm,KLF9,PPvsNN,-1.28399150781301,0.19915705613799,0.443109316392123,609,FALSE
ulm,SRF,PPvsNN,-1.30452913803686,0.192065472310107,0.429944727006111,610,FALSE
ulm,ZBTB32,PPvsNN,-1.30555932914652,0.19171470512506,0.429944727006111,611,FALSE
ulm,E2F7,PPvsNN,-1.30628918531453,0.191466483561015,0.429944727006111,612,FALSE
ulm,LHX1,PPvsNN,-1.30748827930553,0.191059189319734,0.429944727006111,613,FALSE
ulm,NR2F2,PPvsNN,-1.31493692101268,0.188543397355311,0.427287203913584,614,FALSE
ulm,KLF15,PPvsNN,-1.31680879033407,0.187915029354373,0.427185718904972,615,FALSE
ulm,DLX3,PPvsNN,-1.3329088568675,0.182574097267965,0.418430609446332,616,FALSE
ulm,KDM5B,PPvsNN,-1.33606556019738,0.181540241808928,0.418430609446332,617,FALSE
ulm,SPDEF,PPvsNN,-1.34228500824995,0.179516026952651,0.415840923194115,618,FALSE
ulm,ZMYND8,PPvsNN,-1.3584605633585,0.174330082479661,0.40725173657898,619,FALSE
ulm,PAX3,PPvsNN,-1.37182135377194,0.170131606080784,0.403106247253073,620,FALSE
ulm,RXRG,PPvsNN,-1.37469219892476,0.169239449888965,0.403106247253073,621,FALSE
ulm,SMAD4,PPvsNN,-1.37503420991285,0.169133399452843,0.403106247253073,622,FALSE
ulm,MEIS1,PPvsNN,-1.3758606972194,0.1688773288743,0.403106247253073,623,FALSE
ulm,LMO4,PPvsNN,-1.37692878913665,0.16854683296089,0.403106247253073,624,FALSE
ulm,NR4A2,PPvsNN,-1.41101209501734,0.158253731795605,0.384856251409911,625,FALSE
ulm,RXRB,PPvsNN,-1.43197962558334,0.152162395924121,0.371725911825292,626,FALSE
ulm,HOXA5,PPvsNN,-1.43538772600431,0.15118939402048,0.371725911825292,627,FALSE
ulm,HESX1,PPvsNN,-1.44798705083809,0.147633454840401,0.367577173276101,628,FALSE
ulm,HOXA13,PPvsNN,-1.45644209348794,0.145283247526433,0.362960195185492,629,FALSE
ulm,POU3F2,PPvsNN,-1.45967257744151,0.144392889809662,0.362609116904121,630,FALSE
ulm,HDAC4,PPvsNN,-1.47609969448071,0.139929969065777,0.356894555247905,631,FALSE
ulm,DEAF1,PPvsNN,-1.4960691523348,0.134648502769999,0.345834049219788,632,FALSE
ulm,EBF3,PPvsNN,-1.51648497496949,0.129409654752404,0.335486673700842,633,FALSE
ulm,HOXD4,PPvsNN,-1.53445009429867,0.124931860731573,0.327778215252729,634,FALSE
ulm,SFPQ,PPvsNN,-1.5553160012749,0.119883731224715,0.318998702181368,635,FALSE
ulm,MEF2B,PPvsNN,-1.58030723677687,0.11404941883703,0.306927112458478,636,FALSE
ulm,E4F1,PPvsNN,-1.58463692368285,0.113061743471924,0.305391867975824,637,FALSE
ulm,GFI1,PPvsNN,-1.58617964694897,0.112711455171109,0.305391867975824,638,FALSE
ulm,ERF,PPvsNN,-1.5984099726496,0.109964648412705,0.301340743889996,639,FALSE
ulm,TFCP2,PPvsNN,-1.59869636013198,0.109900968285565,0.301340743889996,640,FALSE
ulm,KLF7,PPvsNN,-1.60250889764367,0.10905599928181,0.301340743889996,641,FALSE
ulm,OTX2,PPvsNN,-1.60493364956679,0.108521282424807,0.301340743889996,642,FALSE
ulm,KLF10,PPvsNN,-1.60718597753898,0.108026449800347,0.301340743889996,643,FALSE
ulm,GSC,PPvsNN,-1.62159947807595,0.104901988681166,0.297628898118657,644,FALSE
ulm,SRY,PPvsNN,-1.62219596827782,0.104774248024748,0.297628898118657,645,FALSE
ulm,MYRF,PPvsNN,-1.62587659117654,0.103988758690877,0.297628898118657,646,FALSE
ulm,NEUROD2,PPvsNN,-1.63610558735617,0.1018303222876,0.295776453923929,647,FALSE
ulm,TFDP3,PPvsNN,-1.64643559873641,0.0996869212511724,0.291883305423433,648,FALSE
ulm,HEY2,PPvsNN,-1.6510808810416,0.0987348637228883,0.290733128541458,649,FALSE
ulm,NEUROG3,PPvsNN,-1.6733904470553,0.0942632097597094,0.280490526602062,650,FALSE
ulm,CTBP1,PPvsNN,-1.69533571131297,0.0900244471379634,0.272305352499956,651,FALSE
ulm,SMAD6,PPvsNN,-1.717590983851,0.0858838693227639,0.263041808971812,652,FALSE
ulm,TTF1,PPvsNN,-1.71770364515789,0.0858633070718283,0.263041808971812,653,FALSE
ulm,ID2,PPvsNN,-1.72121923895638,0.0852236589709596,0.263041808971812,654,FALSE
ulm,ESR2,PPvsNN,-1.7234842440077,0.0848135952340961,0.263041808971812,655,FALSE
ulm,MAZ,PPvsNN,-1.74351058422897,0.0812569970858386,0.25418855498647,656,FALSE
ulm,MECOM,PPvsNN,-1.7617956398308,0.0781162883227682,0.246470357983907,657,FALSE
ulm,ZNF384,PPvsNN,-1.77821386893839,0.0753811215385817,0.239908612896703,658,FALSE
ulm,RB1,PPvsNN,-1.78808425327547,0.0737747562626833,0.236855796422299,659,FALSE
ulm,ZFPM2,PPvsNN,-1.79350896207268,0.0729038939685762,0.235090970859021,660,FALSE
ulm,YAP1,PPvsNN,-1.79705895260415,0.0723385593681668,0.234300112643797,661,FALSE
ulm,GATA2,PPvsNN,-1.82276947811668,0.0683504812184763,0.228459142702852,662,FALSE
ulm,ZNF91,PPvsNN,-1.84195525589056,0.065493760387643,0.224025385998854,663,FALSE
ulm,NPAS2,PPvsNN,-1.89492613136628,0.0581139379891598,0.202568583847928,664,FALSE
ulm,TRPS1,PPvsNN,-1.89657517758651,0.0578957680691863,0.202568583847928,665,FALSE
ulm,LMX1A,PPvsNN,-1.9113067237012,0.0559768186861223,0.199878201357276,666,FALSE
ulm,HOXA7,PPvsNN,-1.93179001535917,0.0533969341510256,0.191600763718386,667,FALSE
ulm,FGF2,PPvsNN,-1.95258180635662,0.0508805281508099,0.183470672937896,668,FALSE
ulm,ZNF382,PPvsNN,-1.96232977265674,0.0497353922890913,0.180229243344628,669,FALSE
ulm,PPARA,PPvsNN,-1.99394724492684,0.0461688736068513,0.168978077401076,670,FALSE
ulm,HOXB1,PPvsNN,-1.99489404820572,0.0460654830919666,0.168978077401076,671,FALSE
ulm,ZBTB14,PPvsNN,-2.05067625592976,0.0403090880579077,0.152094084837054,672,FALSE
ulm,SALL4,PPvsNN,-2.07824920973114,0.0376967851145098,0.145231824756954,673,FALSE
ulm,SIX1,PPvsNN,-2.10671564035514,0.0351523649191229,0.138879177363387,674,FALSE
ulm,ELF5,PPvsNN,-2.11192101837879,0.0347033082431703,0.138058813228264,675,FALSE
ulm,PAX9,PPvsNN,-2.11422758889772,0.0345058974166506,0.138023589666602,676,FALSE
ulm,DBP,PPvsNN,-2.12389133387778,0.033689210314269,0.135497263461785,677,FALSE
ulm,MKX,PPvsNN,-2.13044260481728,0.0331450108290198,0.134045016170401,678,FALSE
ulm,SOX9,PPvsNN,-2.15027452031595,0.0315432512152616,0.128275888275397,679,FALSE
ulm,ZEB2,PPvsNN,-2.15854193170099,0.0308953922020076,0.126343168111003,680,FALSE
ulm,HOXA1,PPvsNN,-2.16337760515649,0.0305217751996369,0.125516513742327,681,FALSE
ulm,ZNF24,PPvsNN,-2.18604524701549,0.0288217154856885,0.119194891161153,682,FALSE
ulm,PITX1,PPvsNN,-2.1889910450191,0.0286068842292411,0.119194891161153,683,FALSE
ulm,PGR,PPvsNN,-2.20434444205379,0.0275093817448487,0.115729123202467,684,FALSE
ulm,GLI1,PPvsNN,-2.21251810009508,0.0269400634067991,0.114651897754517,685,FALSE
ulm,PRDM4,PPvsNN,-2.23850970033653,0.025196769971276,0.107859857420901,686,FALSE
ulm,GLI2,PPvsNN,-2.26046002748298,0.0238014430710582,0.102486213694204,687,FALSE
ulm,ZIC1,PPvsNN,-2.28216574175243,0.0224880806273798,0.0990695757415064,688,FALSE
ulm,TRIM28,PPvsNN,-2.28944448230817,0.0220619950870736,0.0990695757415064,689,FALSE
ulm,NFATC4,PPvsNN,-2.2966813006377,0.0216453434115696,0.0984123688029129,690,FALSE
ulm,TBX2,PPvsNN,-2.36671819030899,0.0179543145078974,0.0849376829788228,691,FALSE
ulm,MYF5,PPvsNN,-2.40290956149005,0.0162725896048308,0.0788843416605042,692,FALSE
ulm,SOX10,PPvsNN,-2.43375974322162,0.0149500003076317,0.0729560015012426,693,FALSE
ulm,BCL11A,PPvsNN,-2.43523608272493,0.0148891530325121,0.0729560015012426,694,FALSE
ulm,ZNF331,PPvsNN,-2.45869005547545,0.0139513526608011,0.0690026361331514,695,FALSE
ulm,VHL,PPvsNN,-2.46304646675627,0.0137830236659391,0.0686338321324314,696,FALSE
ulm,MYF6,PPvsNN,-2.4734619805832,0.0133878253206251,0.0675854354117076,697,FALSE
ulm,EMX2,PPvsNN,-2.50185491181605,0.0123609148446896,0.0628346504605056,698,FALSE
ulm,PHOX2A,PPvsNN,-2.51298711334051,0.0119777299600792,0.061312575739706,699,FALSE
ulm,TOX3,PPvsNN,-2.54361363555908,0.0109773196556325,0.0581668607244822,700,FALSE
ulm,BARX1,PPvsNN,-2.58081994731677,0.00986235170690911,0.0551087133546372,701,FALSE
ulm,MSX2,PPvsNN,-2.60362975381917,0.00922979075024172,0.0523736963502089,702,FALSE
ulm,ZBTB4,PPvsNN,-2.61200400443143,0.00900680440072372,0.0515076626666388,703,FALSE
ulm,IKZF4,PPvsNN,-2.61379785516229,0.00895966876536588,0.0515076626666388,704,FALSE
ulm,MSX1,PPvsNN,-2.65237669713056,0.00799787532991596,0.0472132640443426,705,FALSE
ulm,SMARCA5,PPvsNN,-2.67621491618171,0.00745083586391549,0.044705015183493,706,FALSE
ulm,HOXC6,PPvsNN,-2.67673648902055,0.00743925141804267,0.044705015183493,707,FALSE
ulm,SMAD3,PPvsNN,-2.70144394103416,0.00690865618360688,0.042142802720002,708,FALSE
ulm,MYOG,PPvsNN,-2.71486101340412,0.00663499714830793,0.0408135959038774,709,FALSE
ulm,SKIL,PPvsNN,-2.71848858237342,0.00656270152153281,0.0407109958793391,710,FALSE
ulm,MYOD1,PPvsNN,-2.74142143074048,0.00612183051692647,0.0386308615378463,711,FALSE
ulm,NR4A1,PPvsNN,-2.74414743248713,0.00607123910081791,0.0386308615378463,712,FALSE
ulm,FOXO3,PPvsNN,-2.74919064885095,0.00597863480293319,0.0383891287346236,713,FALSE
ulm,SOX2,PPvsNN,-2.76549351035235,0.00568792256241748,0.0368456576609698,714,FALSE
ulm,GLI3,PPvsNN,-2.77896948170562,0.00545731347150009,0.0359887699201627,715,FALSE
ulm,PURA,PPvsNN,-2.86431437929639,0.0041826767346572,0.0283492534237877,716,FALSE
ulm,GATA6,PPvsNN,-2.87367656577124,0.00406072636487126,0.0277799224213623,717,FALSE
ulm,BARX2,PPvsNN,-2.89049521675968,0.00384972754604885,0.0265849109783751,718,FALSE
ulm,NKX2-5,PPvsNN,-2.94798965275649,0.00320149132543685,0.0227523461186386,719,FALSE
ulm,MEF2C,PPvsNN,-3.05544200201571,0.00224970368772917,0.0166341727213914,720,FALSE
ulm,MEF2A,PPvsNN,-3.067403038197,0.00216162697369959,0.0163124839664753,721,FALSE
ulm,ISL1,PPvsNN,-3.11714910770768,0.00182820181591193,0.0144630655728737,722,FALSE
ulm,ETV3,PPvsNN,-3.11841527862095,0.00182036812717535,0.0144630655728737,723,FALSE
ulm,HHEX,PPvsNN,-3.19831091583154,0.00138410719014112,0.0115132552634466,724,FALSE
ulm,HOXD13,PPvsNN,-3.23017902135442,0.00123875703332943,0.0105438389348505,725,FALSE
ulm,BACH2,PPvsNN,-3.23497583274324,0.00121814169221446,0.0105438389348505,726,FALSE
ulm,FOXA2,PPvsNN,-3.48268159965087,0.000497283062120279,0.00460773672749423,727,FALSE
ulm,ZHX2,PPvsNN,-3.52583627147868,0.000422917746718888,0.00396892039228495,728,FALSE
ulm,TCF21,PPvsNN,-3.6413147339742,0.000271807382357758,0.00268868924170106,729,FALSE
ulm,GATA4,PPvsNN,-3.65423358422319,0.000258489182507605,0.00259197372048722,730,FALSE
ulm,PAX6,PPvsNN,-3.85300706172313,0.000116972951504112,0.00140367541804934,731,FALSE
ulm,MYOCD,PPvsNN,-4.46497364604838,8.04355985301563e-06,0.000117757716248149,732,FALSE
