gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
NFATC2,4,0.662,0.135,4.92,8.62394428320648e-07,4.47082972421031e-06,64,0.0367,8.34,up
PDGFB,4,0.89,0.181,4.92,8.63320111516665e-07,4.47473173632606e-06,60.8,0.0622,7.64,up
RNF103-CHMP3,4,0.209,0.042,4.92,8.65994769442964e-07,4.48769559544637e-06,44.6,0.0027,5.42,up
MRPL30,4,-0.151,0.031,-4.92,8.66364415125991e-07,4.4887117854204e-06,0,0,2.18,down
TATDN1P1,4,0.348,0.071,4.92,8.69957536857695e-07,4.50642534213648e-06,0,0,0.93,up
EXOSC8,4,-0.236,0.048,-4.92,8.71219741356892e-07,4.51205995003097e-06,0,0,2.77,down
USP44,4,1.012,0.206,4.92,8.73979087752988e-07,4.52544446959825e-06,29.1,0.0511,4.23,up
C4orf36,4,0.437,0.089,4.92,8.76251842250846e-07,4.53559989277088e-06,26.6,0.0088,4.09,up
WFDC1,4,0.86,0.175,4.92,8.76291086613675e-07,4.53559989277088e-06,5,0.0118,3.16,up
MOSPD1,4,-0.235,0.048,-4.92,8.81059414609821e-07,4.5593678870485e-06,0,0,0.48,down
ZNF22,4,0.211,0.043,4.92,8.85963778564037e-07,4.58383019979601e-06,0,0,1.5,up
NOL9,4,-0.181,0.037,-4.91,8.91383264197764e-07,4.61094734904219e-06,0,0,0.17,down
FIBIN,4,1.515,0.308,4.91,8.9244956682532e-07,4.61554001127176e-06,72.5,0.2108,10.91,up
APOD,4,1.529,0.311,4.91,8.92879478573567e-07,4.61680302411117e-06,78.2,0.2461,13.79,up
DDX42,4,0.099,0.02,4.91,8.93050786020268e-07,4.61680302411117e-06,0,0,2.47,up
ST6GALNAC1,4,-1.946,0.396,-4.91,8.94186324961382e-07,4.62174962206259e-06,67.1,0.3546,9.13,down
FTOP1,2,0.978,0.199,4.91,8.95866086590513e-07,4.62950658612928e-06,0,0,0.07,up
KRT16P1,3,-3.275,0.667,-4.91,8.98224743420127e-07,4.64076803112628e-06,73.6,0.9392,7.59,down
RP11-981P6.1,3,1.43,0.291,4.91,8.99305662292949e-07,4.64542473527957e-06,63.7,0.1612,5.51,up
EIF3E,4,0.13,0.027,4.91,9.00880053106695e-07,4.6526281336964e-06,0,0,2.16,up
CCND2-AS1,3,-0.557,0.113,-4.91,9.02500466654833e-07,4.66006629458187e-06,0,0,1.69,down
SLPI,4,-0.775,0.158,-4.91,9.03311565063223e-07,4.66332341692519e-06,61.8,0.0521,7.86,down
NRDE2,4,-0.116,0.024,-4.91,9.08062925461019e-07,4.68691668411969e-06,0,0,1.43,down
FAM117B,4,0.333,0.068,4.91,9.09324155662002e-07,4.69167525289273e-06,35.4,0.0062,4.64,up
CTD-2256P15.4,4,-0.53,0.108,-4.91,9.09347666360628e-07,4.69167525289273e-06,59.3,0.0219,7.37,down
ZNF282,4,-0.134,0.027,-4.91,9.12118473532055e-07,4.70503234930855e-06,0,0,2.44,down
HSPBP1,4,-0.533,0.109,-4.91,9.14433424559244e-07,4.71603311920245e-06,64.5,0.0227,8.45,down
ARHGEF26,4,0.955,0.194,4.91,9.15417591107167e-07,4.71971298751394e-06,83.1,0.1061,17.8,up
ADCY7,4,-0.19,0.039,-4.91,9.15511910700488e-07,4.71971298751394e-06,0,0,0.74,down
F8,4,0.263,0.054,4.91,9.17985250861721e-07,4.73152063138452e-06,0,0,0.86,up
LARP1,4,-0.382,0.078,-4.91,9.22459483960217e-07,4.75363460712235e-06,69,0.0127,9.68,down
FBXO21,4,0.184,0.038,4.91,9.23228691233325e-07,4.75665077092803e-06,0,0,0.69,up
ARL6IP1,4,-0.128,0.026,-4.91,9.24746691187762e-07,4.76352288804626e-06,0,0,2.36,down
USP12,4,0.478,0.097,4.91,9.27142999235839e-07,4.7749156774663e-06,57.8,0.0205,7.1,up
CAPN11,2,2.061,0.42,4.91,9.28644820823394e-07,4.78169811781331e-06,77.7,0.2745,4.49,up
PPM1M,4,0.509,0.104,4.91,9.2905582677802e-07,4.78286224199576e-06,57,0.02,6.97,up
PCDHB2,4,1.197,0.244,4.91,9.32305530504499e-07,4.7986368638743e-06,48.1,0.0988,5.78,up
SLC10A5,3,0.841,0.172,4.9,9.3909044874585e-07,4.8325975659297e-06,0,0,1.13,up
ULBP2,3,-2.319,0.473,-4.9,9.39869248940474e-07,4.83564317775938e-06,71.6,0.447,7.05,down
GGT6,4,0.208,0.043,4.9,9.42928709597935e-07,4.8504192810344e-06,0,0,0.35,up
STAG3L2,4,0.392,0.08,4.9,9.49854855285304e-07,4.88507575603482e-06,0.7,2e-04,3.02,up
YPEL1,4,0.321,0.066,4.9,9.5077760374823e-07,4.88831187764995e-06,0,0,2.87,up
WEE2-AS1,4,0.77,0.157,4.9,9.50862088480394e-07,4.88831187764995e-06,18.9,0.02,3.7,up
ZNF391,4,0.569,0.116,4.9,9.52407641297299e-07,4.8952844265726e-06,11.6,0.0068,3.39,up
SRR,4,-0.215,0.044,-4.9,9.53376439041173e-07,4.8992903277093e-06,0,0,0.92,down
ZNF382,4,0.698,0.142,4.9,9.60675114627605e-07,4.93581667952491e-06,0,0,2.31,up
CCNB2,4,-1.055,0.215,-4.9,9.61493932777584e-07,4.93904251784696e-06,76.3,0.1164,12.66,down
SPTSSA,4,-1.002,0.205,-4.9,9.72145402603072e-07,4.99276582464771e-06,79.5,0.1129,14.63,down
RP11-64K7.1,4,-0.255,0.052,-4.9,9.76695669751436e-07,5.01513932945228e-06,0,0,2.69,down
TNFRSF21,4,-1.596,0.326,-4.9,9.77204096145606e-07,5.01675401800515e-06,89.5,0.3463,28.46,down
TPTEP1,4,0.964,0.197,4.9,9.78897522160042e-07,5.02445038959066e-06,66.5,0.0965,8.96,up
ANKK1,3,-0.928,0.19,-4.89,9.84032395588365e-07,5.04980434117014e-06,62.5,0.0593,5.33,down
NFE2L3,4,-0.555,0.114,-4.89,9.91205545560979e-07,5.08560607625256e-06,67.6,0.031,9.27,down
TGM4,3,0.977,0.2,4.89,9.91889974239745e-07,5.08810834861895e-06,0,0,1.56,up
ZNF350,4,0.606,0.124,4.89,9.96881957165501e-07,5.11270175295033e-06,63,0.0316,8.11,up
WDR4,4,-0.843,0.172,-4.89,1.006683973159e-06,5.16194969900565e-06,70.7,0.0632,10.23,down
ID4,4,1.628,0.333,4.89,1.00797627375914e-06,5.16755170356917e-06,91.1,0.3022,33.76,up
KIAA1456,4,1.033,0.211,4.89,1.00881006823298e-06,5.17080134854888e-06,64.4,0.0954,8.43,up
CAPS,4,1.022,0.209,4.89,1.01195073763431e-06,5.18587158275683e-06,74,0.0959,11.52,up
ST8SIA1,4,0.465,0.095,4.89,1.0124166896452e-06,5.1872316285625e-06,0,0,0.85,up
MIR937,3,-0.485,0.099,-4.89,1.0151751144643e-06,5.20033455347685e-06,0,0,1.54,down
PYROXD2,4,0.757,0.155,4.89,1.0158151392757e-06,5.20258272519341e-06,29,0.0277,4.23,up
SLC25A21,3,0.971,0.199,4.89,1.01809703538335e-06,5.21323732392695e-06,39.6,0.047,3.31,up
AGMAT,3,-0.854,0.175,-4.89,1.01916429344109e-06,5.21697041286683e-06,0,0,0.27,down
GLE1,4,-0.14,0.029,-4.89,1.01922948871853e-06,5.21697041286683e-06,0,0,0.37,down
SAMD9L,4,-0.62,0.127,-4.89,1.0234545820097e-06,5.2375602115352e-06,0,0,0.1,down
WDR66,4,-1.309,0.268,-4.89,1.02882564747616e-06,5.26400525149819e-06,57.8,0.1473,7.11,down
TLE4,4,0.387,0.079,4.89,1.03113675859972e-06,5.27415545327238e-06,36.4,0.0091,4.72,up
NCOA5,4,-0.135,0.028,-4.89,1.03121729536029e-06,5.27415545327238e-06,0,0,1.35,down
AC068580.6,3,-0.687,0.141,-4.88,1.03943859509224e-06,5.31515219918261e-06,75.1,0.038,8.02,down
TRAPPC10,4,-0.147,0.03,-4.88,1.04061397809303e-06,5.3201106798573e-06,12.1,5e-04,3.41,down
GZMA,3,-2.014,0.413,-4.88,1.05254317461982e-06,5.38003491469704e-06,79.7,0.4016,9.83,down
SCGB1D2,3,2.7,0.553,4.88,1.05319542944594e-06,5.3823051940703e-06,77.7,0.6844,8.96,up
MAFB,4,0.247,0.051,4.88,1.05506097076618e-06,5.39077379452714e-06,0,0,2.01,up
KANK4,3,1.216,0.249,4.88,1.05645415859047e-06,5.39682606316098e-06,0,0,1.51,up
PRKAG2,4,0.546,0.112,4.88,1.05726568761003e-06,5.39990516278549e-06,59.2,0.0255,7.35,up
WDR19,4,0.288,0.059,4.88,1.05749367174139e-06,5.40000322328119e-06,0,0,2.28,up
NDFIP1,4,0.478,0.098,4.88,1.06341540481521e-06,5.42917015991722e-06,62.7,0.0184,8.05,up
CCDC74B,3,0.783,0.16,4.88,1.06558071061538e-06,5.43915127281552e-06,0,0,1.51,up
SNCAIP,3,0.582,0.119,4.88,1.06942041886663e-06,5.45767358199811e-06,9,0.0043,2.2,up
AC009506.1,4,0.283,0.058,4.88,1.07246151129125e-06,5.47160485971799e-06,0,0,2.19,up
FAM102A,4,-0.586,0.12,-4.88,1.07270255229988e-06,5.47160485971799e-06,73.8,0.0297,11.43,down
ETV2,3,0.708,0.145,4.88,1.07278488414901e-06,5.47160485971799e-06,0,0,1.09,up
HMGA1P8,3,-0.412,0.084,-4.88,1.07850005917937e-06,5.49966986013708e-06,0,0,0.57,down
C8orf46,3,0.946,0.194,4.88,1.08232679691634e-06,5.51809585559712e-06,0,0,0.48,up
YWHAE,4,-0.265,0.054,-4.88,1.08341868550242e-06,5.52257407998316e-06,56.4,0.0052,6.89,down
BORA,4,-0.468,0.096,-4.88,1.08373125754555e-06,5.52307886604099e-06,31.4,0.0119,4.37,down
TSPAN1,4,1.328,0.272,4.87,1.09046248158864e-06,5.55591947919741e-06,51.6,0.1304,6.19,up
GLDN,3,0.916,0.188,4.87,1.09060482508062e-06,5.55591947919741e-06,71.6,0.0737,7.03,up
TMEM171,4,-2.244,0.46,-4.87,1.0936017921455e-06,5.57008994723338e-06,61.8,0.481,7.85,down
C1QTNF3,4,1.221,0.25,4.87,1.09746552662232e-06,5.58773419810108e-06,70.8,0.1446,10.28,up
RP5-1099D15.1,4,-0.363,0.075,-4.87,1.09753759427249e-06,5.58773419810108e-06,0,0,2.45,down
SRCIN1,4,-0.561,0.115,-4.87,1.09771409915526e-06,5.58773419810108e-06,14.2,0.0088,3.5,down
DPYSL2,4,0.489,0.1,4.87,1.09922594063486e-06,5.59432895092089e-06,54.4,0.0192,6.59,up
AFG3L1P,4,-0.358,0.074,-4.87,1.10405200680915e-06,5.61778498998858e-06,0,0,1.14,down
PHF1,4,0.658,0.135,4.87,1.10608239397269e-06,5.62700925210654e-06,71.7,0.0432,10.6,up
S100A11,4,-0.875,0.18,-4.87,1.10712833527145e-06,5.63122266734724e-06,81.4,0.0874,16.14,down
ARPC1A,4,-0.316,0.065,-4.87,1.11022317233651e-06,5.64585374150834e-06,64.4,0.0086,8.43,down
ACSS2,4,0.288,0.059,4.87,1.11533545932543e-06,5.67016823738098e-06,0,0,0.35,up
ZNF57,4,0.279,0.057,4.87,1.1154429319438e-06,5.67016823738098e-06,0,0,1.15,up
CH17-431G21.1,4,-0.423,0.087,-4.87,1.1193815656236e-06,5.68907149013336e-06,35.2,0.0103,4.63,down
AC062029.1,4,0.714,0.147,4.87,1.12951272192561e-06,5.73943360312062e-06,23.8,0.0212,3.94,up
LHCGR,2,2.272,0.467,4.87,1.12988165643281e-06,5.74018054645023e-06,14.9,0.1289,1.17,up
CTD-2349P21.11,4,-0.693,0.142,-4.87,1.13560021804434e-06,5.76809977209327e-06,0,0,1.25,down
RP11-57H12.3,2,1.92,0.395,4.87,1.13872229030603e-06,5.78282217091599e-06,57.9,0.1804,2.38,up
PPP2CB,4,0.111,0.023,4.87,1.14203276509894e-06,5.79849537426758e-06,0,0,2.32,up
RP11-1109F11.3,3,1.188,0.244,4.87,1.14333071240024e-06,5.80297413555295e-06,5.1,0.0092,2.11,up
AC090616.2,3,0.401,0.082,4.87,1.14336360171582e-06,5.80297413555295e-06,0,0,1.66,up
NSL1,4,0.177,0.036,4.87,1.14456492724689e-06,5.8073348933239e-06,0,0,1.96,up
MT1P1,2,0.647,0.133,4.86,1.14467187156531e-06,5.8073348933239e-06,0,0,0.34,up
RP11-410E4.1,3,1.051,0.216,4.86,1.14732961809417e-06,5.81967704302563e-06,0,0,0.27,up
CEP95,4,0.25,0.051,4.86,1.15285628833111e-06,5.84656373360701e-06,0,0,2.05,up
SNRPA1,4,-0.247,0.051,-4.86,1.1546370840981e-06,5.85444688161404e-06,5,8e-04,3.16,down
MSTO1,4,-0.283,0.058,-4.86,1.15942972909561e-06,5.87759516137375e-06,15.1,0.0025,3.53,down
RP11-40E6.1,2,0.875,0.18,4.86,1.1627151866884e-06,5.89309535342125e-06,0,0,0.44,up
RPL10P9,4,0.322,0.066,4.86,1.16579715450711e-06,5.9075583080274e-06,21.1,0.0048,3.8,up
ATP5G2P4,2,0.209,0.043,4.86,1.17002916378617e-06,5.92784217280422e-06,0,0,0.16,up
RAPGEFL1,4,0.559,0.115,4.86,1.17256139106101e-06,5.93950799420326e-06,70,0.0261,10,up
UGT1A10,4,-0.874,0.18,-4.86,1.17570733571505e-06,5.95427737045896e-06,57.1,0.0685,6.99,down
ZNF3,4,0.179,0.037,4.86,1.18037712621853e-06,5.97675685053175e-06,0,0,0.9,up
HSD17B2,4,-1.324,0.272,-4.86,1.18625660350988e-06,6.0053514960226e-06,44.6,0.1228,5.41,down
EBF3,3,0.444,0.091,4.86,1.19733199903846e-06,6.06023382057351e-06,0,0,1.46,up
WASHC5,4,-0.191,0.039,-4.85,1.20790633313311e-06,6.11255906870569e-06,49.3,0.0025,5.92,down
RPL34P18,4,0.308,0.064,4.85,1.2102290770338e-06,6.12311518943706e-06,26,0.0047,4.06,up
RPL15,4,0.39,0.08,4.85,1.21160952673368e-06,6.12890060618811e-06,72.4,0.0134,10.85,up
PNKDP1,2,0.569,0.117,4.85,1.21801790584168e-06,6.16011245926654e-06,0,0,0.73,up
KLHL15,4,0.342,0.07,4.85,1.22002930117432e-06,6.16907875768768e-06,21.8,0.0053,3.84,up
POLG,4,-0.166,0.034,-4.85,1.2213518975458e-06,6.17455931941449e-06,1.6,1e-04,3.05,down
CLSPN,4,-1.273,0.262,-4.85,1.22286371780061e-06,6.180994175727e-06,69.5,0.1596,9.83,down
DOT1L,4,-0.444,0.092,-4.85,1.22979393238138e-06,6.21438279790057e-06,50.7,0.0141,6.08,down
LINC01127,4,-1.088,0.224,-4.85,1.22994995137848e-06,6.21438279790057e-06,0,0,1.84,down
TMEM121,3,0.871,0.18,4.85,1.23081181599969e-06,6.21752281426092e-06,24.7,0.0252,2.66,up
PPP2R2B,4,1.236,0.255,4.85,1.23382127238111e-06,6.23150817982135e-06,69.2,0.1548,9.75,up
HMGCS2,3,2.399,0.495,4.85,1.23435175790918e-06,6.23297029804041e-06,85.7,0.6128,13.99,up
GLYCTK,4,-0.657,0.135,-4.85,1.23741013808608e-06,6.24719418533249e-06,37,0.025,4.76,down
CHAF1B,4,-0.399,0.082,-4.85,1.23939270298831e-06,6.25598221508383e-06,0,0,2.88,down
RP11-446N19.1,4,1.813,0.374,4.85,1.24588926269116e-06,6.28665466204549e-06,72.2,0.3717,10.79,up
AF064858.8,2,0.792,0.163,4.85,1.2459554515019e-06,6.28665466204549e-06,0,0,0.52,up
TMEM204,4,0.312,0.064,4.85,1.25211664743962e-06,6.31650964879624e-06,0,0,0.77,up
TGIF2-C20orf24,4,-0.912,0.188,-4.85,1.25601072842112e-06,6.33491838531274e-06,88.4,0.1067,25.76,down
SNRPGP15,4,-0.576,0.119,-4.85,1.25942739903206e-06,6.3509125070316e-06,36.2,0.0196,4.7,down
LINC01598,2,1.45,0.299,4.84,1.26991726992535e-06,6.40192235716757e-06,0,0,0.64,up
EVI5L,4,-0.153,0.031,-4.84,1.27003803025931e-06,6.40192235716757e-06,0,0,1.92,down
NKAIN2,2,1.538,0.318,4.84,1.27739884214157e-06,6.43777156140871e-06,0,0,0.04,up
RP11-135L13.4,4,0.694,0.143,4.84,1.27922224213287e-06,6.44570505952165e-06,87.7,0.0518,24.4,up
RENBP,3,0.564,0.116,4.84,1.28059194392347e-06,6.45134983202894e-06,0,0,0.2,up
RP11-400G3.5,3,-0.483,0.1,-4.84,1.284356571974e-06,6.46905518549865e-06,0,0,0.06,down
GPR135,4,0.634,0.131,4.84,1.28625311444853e-06,6.47734629129611e-06,0,0,1.82,up
RPL17P22,2,0.632,0.131,4.84,1.29864519612978e-06,6.53847758471884e-06,0,0,0.05,up
CTD-2231E14.8,4,-0.221,0.046,-4.84,1.30662517108554e-06,6.57737513136561e-06,0,0,2.72,down
AL773572.7,2,0.972,0.201,4.84,1.30764770377849e-06,6.58124152763705e-06,0,0,0.37,up
ARMCX3,4,0.609,0.126,4.84,1.31132819817162e-06,6.59848103453515e-06,60.6,0.0354,7.62,up
CDC23,4,-0.17,0.035,-4.84,1.32355241351268e-06,6.65869667829062e-06,0,0,1.53,down
MRTO4,4,-0.511,0.106,-4.84,1.3257284634107e-06,6.66834713684446e-06,59.5,0.0206,7.4,down
SERPINA12,4,1.89,0.391,4.84,1.32996904259195e-06,6.68837630130241e-06,80.1,0.3867,15.09,up
SLC25A48,3,1.218,0.252,4.84,1.33140548327617e-06,6.69429848745233e-06,15.4,0.0332,2.36,up
CRIP1,4,1.989,0.411,4.83,1.33249576604686e-06,6.69726968740745e-06,81.8,0.3852,16.53,up
GDI2,4,-0.157,0.032,-4.83,1.33251429830648e-06,6.69726968740745e-06,19.5,9e-04,3.73,down
ZNF222,4,0.587,0.121,4.83,1.33401475362622e-06,6.70350837143747e-06,23.2,0.014,3.91,up
C1orf186,3,0.605,0.125,4.83,1.33999954909607e-06,6.73227434689604e-06,0,0,1.6,up
CKMT1A,4,-1.093,0.226,-4.83,1.34172645291291e-06,6.73964128532522e-06,74.3,0.1444,11.69,down
EPN1,4,-0.362,0.075,-4.83,1.34928880715012e-06,6.77631178798655e-06,62.1,0.0107,7.92,down
MIR155HG,2,-1.529,0.316,-4.83,1.35008167305155e-06,6.77897736202783e-06,48.5,0.0995,1.94,down
OVOL1,4,-0.704,0.146,-4.83,1.35955296060364e-06,6.82520919508009e-06,55,0.0379,6.67,down
MIR621,3,-0.789,0.163,-4.83,1.36391472539896e-06,6.84529949925754e-06,0,0,0.74,down
SLC5A9,3,0.645,0.134,4.83,1.36408419498814e-06,6.84529949925754e-06,0,0,1.42,up
DUTP6,2,1.087,0.225,4.83,1.36540135048463e-06,6.85058012200474e-06,0,0,0,up
SHF,4,0.831,0.172,4.83,1.36777738181845e-06,6.86033180444223e-06,59.1,0.0533,7.33,up
SYNE1-AS1,4,1.549,0.321,4.83,1.36787546843136e-06,6.86033180444223e-06,60,0.2189,7.5,up
FBXO17,4,0.523,0.108,4.83,1.36871417978446e-06,6.86320735671679e-06,53.2,0.0218,6.42,up
ENTPD3-AS1,4,0.413,0.086,4.83,1.37116160527515e-06,6.874146880953e-06,0,0,1.44,up
UBE2HP1,4,-0.493,0.102,-4.83,1.37460611276128e-06,6.89007994194918e-06,0,0,2.96,down
CFLAR-AS1,4,-0.331,0.069,-4.83,1.38057485704339e-06,6.9186568693219e-06,0,0,0.76,down
AC026150.8,3,0.79,0.164,4.83,1.38751134909441e-06,6.95116318693895e-06,0,0,0.29,up
AC074286.1,4,0.62,0.128,4.83,1.38759880661018e-06,6.95116318693895e-06,47.5,0.0274,5.71,up
KIF18A,4,-1.106,0.229,-4.83,1.38807625692873e-06,6.95220842548501e-06,65.8,0.1213,8.78,down
RNF103,4,0.171,0.036,4.83,1.38917103779228e-06,6.95634457337069e-06,11.8,7e-04,3.4,up
UGT1A3,4,-0.852,0.176,-4.83,1.39359297283345e-06,6.97713678849484e-06,55.6,0.0644,6.75,down
RP11-490B18.9,2,1.277,0.265,4.83,1.39477343984949e-06,6.98169542254059e-06,0,0,0.16,up
INO80B,4,-0.16,0.033,-4.83,1.39879762163525e-06,7.00048407236339e-06,0,0,1.51,down
RP11-142L4.2,4,-0.474,0.098,-4.82,1.40025452845176e-06,7.00641964091241e-06,0,0,0.84,down
SMC5-AS1,4,1.093,0.227,4.82,1.40832311002599e-06,7.04542919104685e-06,62.2,0.1157,7.93,up
RP11-588L15.2,3,-0.734,0.152,-4.82,1.40953992822399e-06,7.05015291115556e-06,0,0,0.62,down
RP11-142L4.3,4,-0.485,0.1,-4.82,1.41164571496355e-06,7.05932033484481e-06,35.1,0.0139,4.62,down
HAUS8,4,-0.38,0.079,-4.82,1.41557300461571e-06,7.07759137664426e-06,5.5,0.0018,3.18,down
DDX20,4,-0.17,0.035,-4.82,1.41635105586006e-06,7.0801128157643e-06,0,0,0.91,down
MAP3K20-AS1,4,-0.312,0.065,-4.82,1.42629070823394e-06,7.12842181212807e-06,0,0,1.89,down
FOXJ3,4,0.216,0.045,4.82,1.42687413505462e-06,7.12995993606117e-06,41.7,0.0031,5.14,up
PHF11,4,-0.198,0.041,-4.82,1.42958815126967e-06,7.14214177022187e-06,0,0,0.2,down
KDSR,4,0.379,0.079,4.82,1.43000221181596e-06,7.14283066944923e-06,76.1,0.0146,12.56,up
CTB-25B13.12,3,0.802,0.166,4.82,1.4343121471993e-06,7.16297535724325e-06,63.7,0.0505,5.51,up
KIAA2013,4,0.234,0.049,4.82,1.4393579187686e-06,7.18678633417588e-06,23.8,0.0024,3.94,up
LINC00472,4,1.06,0.22,4.82,1.44353619862228e-06,7.20412824657359e-06,47.9,0.0918,5.76,up
LINC01359,3,1.198,0.249,4.82,1.4435817138688e-06,7.20412824657359e-06,36.1,0.0701,3.13,up
ITGB6,4,-0.547,0.113,-4.82,1.44366674536e-06,7.20412824657359e-06,14.3,0.0081,3.5,down
GSTT2B,3,1.188,0.247,4.82,1.44500505719771e-06,7.20941566345709e-06,1.2,0.0026,2.02,up
VMAC,4,0.367,0.076,4.82,1.44668172159233e-06,7.21638882300174e-06,0,0,1.61,up
MAL2,4,0.225,0.047,4.82,1.44923760061182e-06,7.22774417705824e-06,7.7,8e-04,3.25,up
ADGRD1,3,1.691,0.351,4.82,1.44987746059434e-06,7.22954128413572e-06,76.5,0.2761,8.49,up
CTNNAL1,4,0.372,0.077,4.82,1.45123760794825e-06,7.23492858364948e-06,0,0,0.03,up
POR,4,-0.654,0.136,-4.82,1.45367553694907e-06,7.24568589085582e-06,80.5,0.0431,15.35,down
PLN,3,1.263,0.262,4.82,1.46403477850763e-06,7.2959143567093e-06,66.5,0.1362,5.97,up
CASP7,4,-0.888,0.184,-4.82,1.46578039477598e-06,7.30320634376533e-06,80,0.0943,15.01,down
RP11-534L20.4,4,0.261,0.054,4.82,1.46793259559539e-06,7.31124110447894e-06,13.3,0.0027,3.46,up
DNM1,4,0.849,0.176,4.82,1.46795836125731e-06,7.31124110447894e-06,60.2,0.0605,7.53,up
PRSS21,3,-1.398,0.29,-4.82,1.46948668498802e-06,7.31744390075665e-06,11.6,0.0384,2.26,down
PRSS53,4,-1.965,0.408,-4.82,1.47005099234423e-06,7.31884482502234e-06,74.8,0.4526,11.91,down
HMCN1,4,-0.387,0.08,-4.82,1.47167196779575e-06,7.32550496055993e-06,0,0,1.64,down
WEE1,4,0.729,0.151,4.81,1.47831642452901e-06,7.35716297941472e-06,74.5,0.0581,11.78,up
FAM169A,4,-0.803,0.167,-4.81,1.48229287712852e-06,7.37553346942131e-06,45.4,0.0448,5.5,down
TMED7-TICAM2,4,-0.202,0.042,-4.81,1.48491760704016e-06,7.38717233862025e-06,0,0,2.33,down
FAM57A,4,0.339,0.071,4.81,1.48538870356416e-06,7.38809489018913e-06,39.5,0.0072,4.96,up
CCDC62,4,0.836,0.174,4.81,1.49353437249365e-06,7.42718189005495e-06,0,0,2.93,up
RP11-890B15.3,4,0.393,0.082,4.81,1.49665412884965e-06,7.44126535727938e-06,0,0,0.78,up
RP11-670E13.6,3,-0.837,0.174,-4.81,1.4997959925873e-06,7.45545330622292e-06,0,0,0.27,down
ZNF514,4,0.48,0.1,4.81,1.50904178724128e-06,7.49997247986327e-06,55.7,0.0195,6.77,up
MIR4697HG,4,0.872,0.181,4.81,1.5142380041172e-06,7.52435191901772e-06,48.5,0.0587,5.83,up
NEBL,4,0.437,0.091,4.81,1.51667532350493e-06,7.5350154758224e-06,64,0.016,8.34,up
AC005795.1,4,-0.476,0.099,-4.81,1.51977868375907e-06,7.54898326805156e-06,60.6,0.0198,7.61,down
BAHD1,4,0.418,0.087,4.81,1.5215457141076e-06,7.55630920692758e-06,66.6,0.0162,8.97,up
GMDS-AS1,4,0.938,0.195,4.81,1.52290125546356e-06,7.56158918627557e-06,54.8,0.074,6.63,up
FAM160B1,4,0.225,0.047,4.81,1.52510769862337e-06,7.57109127009499e-06,0,0,2.15,up
XXbac-BPG181M17.5,3,-0.318,0.066,-4.81,1.52705143019469e-06,7.57928577826815e-06,9.7,0.0021,2.21,down
SNORD65,3,-0.829,0.172,-4.81,1.5281934257564e-06,7.58242707592366e-06,0,0,0.84,down
CTA-384D8.36,4,-1.076,0.224,-4.81,1.52827065986661e-06,7.58242707592366e-06,72.1,0.1276,10.75,down
TFAP2E,4,0.412,0.086,4.81,1.53663134234985e-06,7.62244592223564e-06,0,0,2.98,up
ITGB8,4,0.381,0.079,4.81,1.54112314299302e-06,7.6432615475305e-06,18.7,0.0052,3.69,up
SERGEF,4,0.327,0.068,4.81,1.5419081318355e-06,7.64568863531313e-06,50.9,0.0077,6.12,up
LOC100421166,3,1.009,0.21,4.81,1.54706010300859e-06,7.6697647123278e-06,0,0,1.2,up
ZNF649-AS1,4,0.623,0.13,4.8,1.54870966717355e-06,7.67647122111474e-06,26.1,0.0199,4.06,up
IFT27,4,0.483,0.101,4.8,1.557218633885e-06,7.71615979102348e-06,46.9,0.0175,5.65,up
PPP3CB-AS1,4,0.646,0.134,4.8,1.55731341281869e-06,7.71615979102348e-06,69.3,0.0429,9.78,up
RP11-147L13.12,4,0.663,0.138,4.8,1.56115735909589e-06,7.73372417844401e-06,0,0,1.31,up
TBK1,4,-0.292,0.061,-4.8,1.56893357330274e-06,7.77075793563809e-06,52.5,0.0065,6.32,down
LINC01144,2,0.929,0.193,4.8,1.57387494410334e-06,7.79373952791284e-06,0,0,0.34,up
AMYP1,2,1.464,0.305,4.8,1.58219249886078e-06,7.83342779298146e-06,0,0,0.14,up
PCDHB6,4,0.703,0.146,4.8,1.58405129427553e-06,7.84112969859184e-06,0,0,1.68,up
RP4-673D20.3,2,1.002,0.209,4.8,1.584532422635e-06,7.84113216503289e-06,0,0,0,up
RP11-311D14.1,3,0.963,0.201,4.8,1.58465812815601e-06,7.84113216503289e-06,0,0,1.47,up
TBL1X,4,-0.163,0.034,-4.8,1.59994665817352e-06,7.91526785902831e-06,0,0,1.41,down
HIF3A,3,1.697,0.354,4.8,1.60288773925522e-06,7.92830148940469e-06,73.6,0.2724,7.57,up
PRR33,4,1.708,0.356,4.8,1.6039876927181e-06,7.93222517867322e-06,84,0.2845,18.8,up
AC092171.2,2,0.676,0.141,4.8,1.60605141972224e-06,7.94091262085565e-06,0,0,0.89,up
RP11-819C21.1,4,0.512,0.107,4.8,1.60693198346567e-06,7.94374786321789e-06,0,0,0.94,up
PKP4,4,-0.135,0.028,-4.8,1.61149243227416e-06,7.96413107982236e-06,0,0,1.07,down
DDAH1,4,0.873,0.182,4.8,1.61167112866495e-06,7.96413107982236e-06,79.6,0.096,14.69,up
RPL21P11,4,0.285,0.06,4.8,1.62203605798685e-06,8.01381864446454e-06,0,0,2.39,up
NBEA,4,0.979,0.204,4.8,1.622553225857e-06,8.01484274896209e-06,54.7,0.0794,6.63,up
