gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
RP11-329A14.1,4,0.518,0.108,4.8,1.62336719064533e-06,8.01733225488844e-06,0,0,2.29,up
GCSAM,4,0.735,0.153,4.79,1.627022312368e-06,8.03384976843946e-06,58.1,0.0506,7.16,up
COMTD1,3,-0.676,0.141,-4.79,1.62991738271561e-06,8.04660873956034e-06,77.3,0.0389,8.82,down
CRLF1,4,0.423,0.088,4.79,1.63914356254012e-06,8.09061242395756e-06,8.2,0.0032,3.27,up
PLEKHD1,3,1.439,0.3,4.79,1.64417787565168e-06,8.11391272197196e-06,60.3,0.1574,5.04,up
RP11-123K3.9,3,-0.48,0.1,-4.79,1.67804140894156e-06,8.27944734850526e-06,0,0,0.31,down
TNK2,4,0.27,0.056,4.79,1.68892839144789e-06,8.33157427358539e-06,0,0,1.52,up
PSMB2,4,-0.488,0.102,-4.79,1.69230453415866e-06,8.34663700829131e-06,77.9,0.0261,13.59,down
RP11-164P12.3,4,-0.638,0.133,-4.79,1.70059504919824e-06,8.38487993546789e-06,0,0,2.18,down
TSFM,4,-0.507,0.106,-4.79,1.70070677936377e-06,8.38487993546789e-06,72.8,0.0294,11.02,down
RARRES2,3,0.412,0.086,4.79,1.70171999516654e-06,8.38827633981083e-06,0,0,1.9,up
LIAS,4,-0.232,0.048,-4.78,1.7110955949875e-06,8.4328842356625e-06,10.3,0.0013,3.35,down
BAZ1A,4,-0.35,0.073,-4.78,1.71365079885696e-06,8.44386821520985e-06,55.9,0.0095,6.81,down
SLC22A15,4,0.906,0.189,4.78,1.71882211573347e-06,8.46773622882486e-06,73.9,0.0944,11.49,up
RP5-1042I8.7,4,0.92,0.192,4.78,1.72168747841002e-06,8.48023708657337e-06,43.3,0.0583,5.29,up
IL12RB2,4,-1.426,0.298,-4.78,1.72625219092693e-06,8.50110180238655e-06,80.1,0.2668,15.05,down
RP11-196G18.22,4,0.407,0.085,4.78,1.72966912207423e-06,8.51630728599425e-06,0,0,1.78,up
RP11-16N11.2,3,0.82,0.171,4.78,1.73186504360383e-06,8.52549628621421e-06,22.3,0.0237,2.57,up
SNRNP27,4,0.19,0.04,4.78,1.74807082311545e-06,8.60363535091495e-06,0,0,0.97,up
CDH2,4,1.37,0.287,4.78,1.75111054522708e-06,8.61695645771558e-06,28.5,0.0953,4.2,up
SSBP3-AS1,3,0.673,0.141,4.78,1.75272904440828e-06,8.62328019870188e-06,0,0,0.5,up
ABC7-42404400C24.1,3,0.5,0.105,4.78,1.75334398817134e-06,8.62466506467546e-06,0,0,0.48,up
NUP155,4,-0.219,0.046,-4.78,1.76021934040102e-06,8.65609304903075e-06,0,0,1.74,down
CLYBL,4,0.332,0.07,4.78,1.76040246821457e-06,8.65609304903075e-06,0,0,2.74,up
RP11-359E10.1,2,1.533,0.321,4.78,1.76600709101825e-06,8.68200102681922e-06,0,0,0,up
PDE4D,4,0.315,0.066,4.78,1.77254069050289e-06,8.71246530200811e-06,0,0,1.08,up
FBXO18,4,0.22,0.046,4.78,1.77663258416219e-06,8.72942273569011e-06,0,0,2.78,up
AP003068.12,3,-0.486,0.102,-4.78,1.77666568514819e-06,8.72942273569011e-06,0,0,0.46,down
TUBB6,4,-0.878,0.184,-4.78,1.78606447476116e-06,8.77393572178969e-06,87.6,0.0961,24.11,down
RP11-497E19.1,4,0.885,0.185,4.78,1.78916696197272e-06,8.78750746381741e-06,0,0,1.22,up
RP11-47I22.4,4,-0.531,0.111,-4.78,1.79215651004725e-06,8.80051945621076e-06,44,0.0199,5.36,down
ORAOV1,4,0.711,0.149,4.78,1.7969504674202e-06,8.82238551430448e-06,87.9,0.0587,24.76,up
SUV39H1,4,-0.282,0.059,-4.77,1.79989504267615e-06,8.83516518955702e-06,1.5,4e-04,3.04,down
COG2,4,-0.142,0.03,-4.77,1.8038349975704e-06,8.85282511900586e-06,0,0,1.99,down
RP11-552M11.8,4,0.593,0.124,4.77,1.8132194327492e-06,8.89719358919091e-06,0,0,0.77,up
USP3-AS1,4,-0.208,0.044,-4.77,1.81809692917839e-06,8.91943455543815e-06,0,0,1.96,down
CLDN11,4,0.564,0.118,4.77,1.81994162628408e-06,8.9267912425965e-06,0,0,1.74,up
SULF2,4,0.438,0.092,4.77,1.82461128167757e-06,8.94799889823828e-06,0,0,0.84,up
CMTR2,4,-0.428,0.09,-4.77,1.82634562291744e-06,8.95480629215859e-06,60.9,0.0169,7.67,down
AC002056.3,4,-0.611,0.128,-4.77,1.83001366710936e-06,8.96988238759887e-06,35.3,0.0222,4.63,down
TMEM106C,4,-0.147,0.031,-4.77,1.83011403338073e-06,8.96988238759887e-06,0,0,0.65,down
RPS4X,4,0.365,0.076,4.77,1.8333301368571e-06,8.98394290634179e-06,31.9,0.0073,4.4,up
CPA4,4,-0.917,0.192,-4.77,1.85304756579743e-06,9.07884490278175e-06,70.2,0.0923,10.05,down
AMT,4,0.636,0.133,4.77,1.85822595078055e-06,9.10249166495985e-06,0,0,1.09,up
SP8,4,2.393,0.502,4.77,1.86073393005777e-06,9.11305100681959e-06,83,0.744,17.64,up
RP11-736K20.4,3,1.302,0.273,4.77,1.86272348287016e-06,9.12106780782922e-06,58.9,0.1315,4.87,up
DESI2,4,-0.24,0.05,-4.77,1.86487785125383e-06,9.12842982437214e-06,40.2,0.0037,5.02,down
ZNF134,4,0.597,0.125,4.77,1.8649328484373e-06,9.12842982437214e-06,83.2,0.0421,17.87,up
FGF7P5,2,1.033,0.217,4.77,1.88025618128161e-06,9.20169269113859e-06,0,0,0.03,up
RBMS3,4,0.764,0.16,4.77,1.88405795965932e-06,9.21855373980868e-06,54.7,0.0506,6.62,up
RP11-462G2.1,3,1.706,0.358,4.77,1.88555819320037e-06,9.22414925457432e-06,68.9,0.251,6.43,up
TXLNG,4,-0.417,0.088,-4.76,1.90296408084675e-06,9.30753838635027e-06,47.4,0.0122,5.71,down
ZC3H6,4,0.889,0.187,4.76,1.90349068169426e-06,9.30835375143511e-06,73.1,0.0829,11.15,up
TDP1,4,-0.419,0.088,-4.76,1.90491017164735e-06,9.31353434394841e-06,55.9,0.0141,6.8,down
HOXC6,4,0.57,0.12,4.76,1.90966392627135e-06,9.33367876488334e-06,43.8,0.0239,5.34,up
IL20RB,4,0.586,0.123,4.76,1.90975208876286e-06,9.33367876488334e-06,69.1,0.0355,9.71,up
ZNF625,4,0.542,0.114,4.76,1.91058664826421e-06,9.33599340085121e-06,18.8,0.0116,3.7,up
IMPDH2,4,-0.17,0.036,-4.76,1.91355040231239e-06,9.34870940789719e-06,0,0,1.01,down
SETP14,4,-0.179,0.038,-4.76,1.92096101729344e-06,9.3831417849438e-06,0,0,1.09,down
RP11-324I22.4,4,0.774,0.163,4.76,1.92310174504382e-06,9.39182468538772e-06,6.2,0.0079,3.2,up
UGT1A9,4,-0.878,0.184,-4.76,1.93399383205304e-06,9.44323512784969e-06,59,0.0741,7.32,down
CCL27,4,2.437,0.512,4.76,1.9356061921632e-06,9.44932400039805e-06,87.4,0.7238,23.73,up
P3H3,3,1.027,0.216,4.76,1.93704142276239e-06,9.45454601968797e-06,76.9,0.0957,8.66,up
ARHGAP27,4,-0.234,0.049,-4.76,1.93777302912154e-06,9.4563323821131e-06,0,0,0.42,down
PNMAL1,4,0.788,0.166,4.76,1.94378331852489e-06,9.48387318436669e-06,0,0,1.67,up
RP11-276H19.2,3,1.206,0.253,4.76,1.95417348157819e-06,9.53276931866054e-06,0,0,0.47,up
PSG6,3,-1.166,0.245,-4.76,1.9548402389842e-06,9.53422363588297e-06,0,0,0.71,down
ARHGEF39,4,0.324,0.068,4.76,1.96288187195231e-06,9.57163965614149e-06,42.2,0.007,5.19,up
PPP4R2,4,-0.187,0.039,-4.76,1.96820111528738e-06,9.59576883049817e-06,21.2,0.0015,3.81,down
FLJ37453,3,0.368,0.077,4.76,1.97256030144322e-06,9.61520912863314e-06,0,0,0.52,up
RP11-536K7.3,4,0.278,0.059,4.76,1.97433525474366e-06,9.62204767829094e-06,11,0.0019,3.37,up
RP11-927P21.1,4,0.694,0.146,4.76,1.98223588262524e-06,9.65873188926511e-06,0,0,0.75,up
MT-TR,4,-0.582,0.122,-4.76,1.98296352298513e-06,9.66045744179459e-06,0,0,2.35,down
KCNQ1OT1,4,0.422,0.089,4.75,1.99083174619147e-06,9.69696276525352e-06,0,0,2.4,up
RP11-643A5.3,2,1.427,0.3,4.75,1.99938976627058e-06,9.73681357838868e-06,0,0,0.75,up
RP11-544M22.13,4,-0.284,0.06,-4.75,2.0128057857086e-06,9.80030286927093e-06,54.1,0.0063,6.54,down
PCDHB5,3,1.093,0.23,4.75,2.01673701185593e-06,9.81759572268808e-06,32,0.0561,2.94,up
HYOU1,4,-0.703,0.148,-4.75,2.02146446607784e-06,9.83875742390616e-06,74.4,0.0463,11.72,down
CTC-281F24.3,4,0.667,0.14,4.75,2.03694202381274e-06,9.91222361315008e-06,11.7,0.0129,3.4,up
TTC25,4,0.816,0.172,4.75,2.03869070594339e-06,9.91886689588407e-06,0.4,5e-04,3.01,up
KRT77,4,3.343,0.704,4.75,2.04235183337647e-06,9.93481057334005e-06,94.2,1.4898,52.04,up
ABTB1,4,0.302,0.064,4.75,2.04686596723686e-06,9.95489683652012e-06,0,0,0.5,up
RP11-97O12.7,4,-0.415,0.087,-4.75,2.0501677474659e-06,9.96908039489715e-06,47.6,0.0136,5.72,down
FAM180A,4,0.966,0.203,4.75,2.05273621011546e-06,9.9796934846666e-06,37.8,0.058,4.82,up
ILF2,4,-0.425,0.089,-4.75,2.05884840780527e-06,1.00075277616004e-05,74.9,0.0189,11.96,down
NUP54,4,-0.116,0.024,-4.75,2.0603414904189e-06,1.00129034776765e-05,0,0,2.19,down
RPL31P2,4,0.38,0.08,4.75,2.06515004450335e-06,1.00343867651765e-05,23.6,0.0077,3.93,up
YDJC,4,-0.223,0.047,-4.75,2.07053090017112e-06,1.00586422242723e-05,0,0,2.94,down
UGT1A8,4,-0.873,0.184,-4.75,2.07867836854759e-06,1.00963262580498e-05,58.5,0.0733,7.23,down
AC093620.5,2,0.77,0.162,4.74,2.09022888965256e-06,1.01505219680762e-05,0,0,0,up
UBE2N,4,-0.385,0.081,-4.74,2.09297103886461e-06,1.01584360268219e-05,71.1,0.0153,10.39,down
MIR198,4,0.747,0.157,4.74,2.09303221597714e-06,1.01584360268219e-05,26.9,0.0275,4.1,up
JOSD1,4,-0.123,0.026,-4.74,2.0930368692752e-06,1.01584360268219e-05,0,0,2.66,down
SF3A3P1,4,-0.368,0.078,-4.74,2.09365977114484e-06,1.01595527806548e-05,0,0,2.46,down
ELOVL7,4,-0.877,0.185,-4.74,2.09696699152966e-06,1.0173692415855e-05,81.6,0.0885,16.31,down
SMIM11B,4,0.337,0.071,4.74,2.10222169110563e-06,1.01972734093691e-05,0,0,0.69,up
RP11-276H7.3,2,-2.554,0.538,-4.74,2.11319847026179e-06,1.02476174194075e-05,82.3,0.4781,5.64,down
C1orf56,4,-0.295,0.062,-4.74,2.11339279752241e-06,1.02476174194075e-05,45.5,0.0062,5.51,down
PSRC1,4,-0.53,0.112,-4.74,2.11772933272393e-06,1.02667200490294e-05,0,0,2.06,down
MAFTRR,3,1.373,0.29,4.74,2.12210408771885e-06,1.02860007730061e-05,67.9,0.1617,6.22,up
RMDN1,4,0.171,0.036,4.74,2.12858843758696e-06,1.03154977233931e-05,0,0,2.22,up
GRIN2A,3,1.454,0.307,4.74,2.13084255582484e-06,1.03226636444835e-05,68.2,0.184,6.3,up
GSG1,2,1.299,0.274,4.74,2.13086534170652e-06,1.03226636444835e-05,0,0,0.53,up
ZNF16,4,0.25,0.053,4.74,2.13300827349814e-06,1.03301111920855e-05,0,0,2.84,up
TIMM17A,4,-0.545,0.115,-4.74,2.13320151086176e-06,1.03301111920855e-05,77.4,0.0311,13.25,down
RP11-175K6.2,3,0.705,0.149,4.74,2.13390535163701e-06,1.03315851768513e-05,0,0,0.6,up
KNTC1,4,-0.278,0.059,-4.74,2.14374859126738e-06,1.03772999372149e-05,0,0,2.92,down
LAMC1,4,0.398,0.084,4.74,2.15052828851803e-06,1.04081705939802e-05,33,0.0092,4.47,up
SNAP25-AS1,3,-0.939,0.198,-4.74,2.15486382897432e-06,1.04272026328516e-05,18.9,0.0273,2.47,down
CLIC1,4,0.132,0.028,4.74,2.16632020123346e-06,1.04806782051444e-05,0,0,1.31,up
NDUFAF4,4,-0.266,0.056,-4.74,2.17047769719254e-06,1.04988283449014e-05,0,0,1.83,down
AHCY,4,-0.779,0.164,-4.74,2.18671342768714e-06,1.0575384460303e-05,87.3,0.0713,23.59,down
RP11-618K13.2,2,1.648,0.348,4.73,2.19443347279253e-06,1.06107360890458e-05,79.5,0.1926,4.87,up
MEG8,4,0.943,0.199,4.73,2.19491154295753e-06,1.06110639527203e-05,0,0,2.49,up
TFF3,2,0.702,0.148,4.73,2.19683171211822e-06,1.06183620635817e-05,34.7,0.0164,1.53,up
NRBF2P3,4,-0.607,0.128,-4.73,2.19890312594861e-06,1.06263883500625e-05,0,0,2.97,down
SOCS6,4,0.222,0.047,4.73,2.20426936508718e-06,1.06503311897281e-05,0,0,1.32,up
CDH12,3,3.227,0.682,4.73,2.21333721023464e-06,1.06921467324447e-05,80.2,1.0976,10.12,up
MED20,4,-0.206,0.043,-4.73,2.22719155728543e-06,1.07570648809767e-05,0,0,1.32,down
UGT1A5,4,-0.852,0.18,-4.73,2.23250371652677e-06,1.07807087610621e-05,57.1,0.0687,7,down
BORCS8,4,-0.267,0.056,-4.73,2.237387421743e-06,1.08013336172184e-05,0,0,2.82,down
ARPC5L,4,-0.515,0.109,-4.73,2.23790530013356e-06,1.08013336172184e-05,80.1,0.0312,15.1,down
CDR2,4,0.796,0.168,4.73,2.23802763898366e-06,1.08013336172184e-05,87.3,0.0773,23.59,up
AP4B1-AS1,4,-0.326,0.069,-4.73,2.2451527476001e-06,1.0833699750733e-05,0,0,0.38,down
MYEOV,4,2.169,0.459,4.73,2.2621814615917e-06,1.09138334867763e-05,74.5,0.5385,11.75,up
AIDA,4,0.21,0.044,4.73,2.26793148965469e-06,1.0939533765093e-05,0,0,0.3,up
THTPA,4,-0.188,0.04,-4.73,2.27007434989558e-06,1.09478282650941e-05,0,0,0.87,down
GBP2,4,-0.686,0.145,-4.73,2.27173217840351e-06,1.09537809586556e-05,76.5,0.0498,12.75,down
FANCA,4,-0.341,0.072,-4.73,2.29913160257241e-06,1.1083828475104e-05,0,0,0.22,down
RP4-612B15.2,2,0.535,0.113,4.72,2.31371855597478e-06,1.11520716980492e-05,0,0,0.16,up
VPS33B,4,-0.236,0.05,-4.72,2.31908749429588e-06,1.11758671422524e-05,0,0,1.87,down
MYRFL,4,1.508,0.319,4.72,2.32760823649171e-06,1.12148396849146e-05,57,0.2108,6.98,up
TPM4,4,-0.223,0.047,-4.72,2.33150667725995e-06,1.12315307693521e-05,23.6,0.0024,3.93,down
C12orf40,2,1.264,0.268,4.72,2.34562979701296e-06,1.12974616517585e-05,2,0.0058,1.02,up
ZNF561-AS1,4,0.409,0.087,4.72,2.35158010173433e-06,1.1324011869532e-05,29.2,0.0088,4.24,up
LZTR1,4,-0.262,0.056,-4.72,2.35988079875295e-06,1.13618683877413e-05,0,0,0.7,down
RBMS2,4,0.436,0.092,4.72,2.36436712530432e-06,1.13813495866129e-05,36.7,0.0122,4.74,up
LINC00894,4,0.833,0.177,4.72,2.36849769929685e-06,1.13991113685548e-05,27.2,0.0346,4.12,up
RP11-574K11.31,4,-0.148,0.031,-4.72,2.37198630786626e-06,1.14137774635633e-05,0,0,0.17,down
SLC7A1,4,-1.194,0.253,-4.72,2.37308671611696e-06,1.14169484422711e-05,91,0.205,33.37,down
MTO1,4,-0.431,0.091,-4.72,2.37809025040921e-06,1.14388927350909e-05,28.3,0.0102,4.18,down
RP5-1198O20.4,3,-0.68,0.144,-4.72,2.38214024785908e-06,1.14562430960631e-05,0,0,1.07,down
RPS4XP2,4,0.38,0.081,4.72,2.38971319270561e-06,1.14905264949132e-05,0,0,2.96,up
TAF2,4,-0.185,0.039,-4.72,2.39364277537067e-06,1.15072819223396e-05,0,0,0.56,down
RP11-356I2.4,4,1.259,0.267,4.72,2.39585004750767e-06,1.15157527650508e-05,72.2,0.1798,10.81,up
MCIDAS,2,-1.554,0.329,-4.72,2.3965331644375e-06,1.15168959057992e-05,0,0,0.08,down
RP11-500M8.6,4,-0.583,0.124,-4.72,2.40603452147884e-06,1.15604081113745e-05,0,0,1.59,down
SLC25A11,4,-0.183,0.039,-4.72,2.41536107719992e-06,1.16030644317791e-05,14.4,0.0011,3.51,down
ERGIC1,4,0.325,0.069,4.72,2.41635037535527e-06,1.16056613014278e-05,63.4,0.0098,8.19,up
FAM151B,4,-0.556,0.118,-4.71,2.4231162278677e-06,1.16359966798311e-05,10.5,0.0084,3.35,down
TMEM51,4,-0.507,0.108,-4.71,2.43169956390732e-06,1.1675046875979e-05,23.9,0.0115,3.94,down
PLK4,4,-0.49,0.104,-4.71,2.43623677465633e-06,1.16946599739628e-05,33.8,0.0146,4.53,down
CEBPA,4,-0.226,0.048,-4.71,2.45382814464097e-06,1.17769180057514e-05,0,0,1.09,down
CASC3,4,0.25,0.053,4.71,2.4579806487692e-06,1.1794658905337e-05,53.9,0.0048,6.5,up
MARCH7,4,-0.098,0.021,-4.71,2.4636395952742e-06,1.18196205698705e-05,0,0,1.3,down
RP11-835E18.5,3,0.32,0.068,4.71,2.46683921824469e-06,1.18327762501262e-05,0,0,1.29,up
ALDOAP2,2,-0.286,0.061,-4.71,2.47102497473735e-06,1.18506563965524e-05,0,0,0.38,down
RP11-96H17.1,3,2.257,0.479,4.71,2.48058102830154e-06,1.18942802588044e-05,74.9,0.5105,7.98,up
CSPG4,4,1.016,0.216,4.71,2.4852438046064e-06,1.19144292423243e-05,55.8,0.0853,6.79,up
TMCC1-AS1,3,0.88,0.187,4.71,2.4885123822439e-06,1.19278881123714e-05,0,0,1.17,up
PCDHGB9P,2,1.41,0.299,4.71,2.49550515416761e-06,1.19591894214177e-05,0,0,0.02,up
MORF4L2-AS1,4,0.517,0.11,4.71,2.49691365285705e-06,1.19637226227296e-05,0,0,0.27,up
GPR171,3,-0.967,0.205,-4.71,2.50033783959319e-06,1.19779103321427e-05,0,0,0.2,down
PLP1,4,0.815,0.173,4.71,2.50477775616371e-06,1.19969577565589e-05,58.8,0.0605,7.28,up
LAMB3,4,0.208,0.044,4.71,2.50904268018581e-06,1.2015160133369e-05,0,0,1.09,up
RP11-95O2.1,2,1.195,0.254,4.71,2.51226673187909e-06,1.20283722238654e-05,0,0,0.19,up
DHRS7B,4,0.286,0.061,4.71,2.51930195173779e-06,1.20598233721536e-05,39.7,0.0052,4.97,up
UPP1,4,-2.47,0.525,-4.71,2.52748403577118e-06,1.20955365992417e-05,81.6,0.8226,16.32,down
ZNF572,4,0.842,0.179,4.71,2.52769777756346e-06,1.20955365992417e-05,44,0.0539,5.35,up
RPL17P36,4,0.34,0.072,4.71,2.52951119090669e-06,1.21019751094359e-05,28.4,0.0069,4.19,up
TCTEX1D4,3,-0.617,0.131,-4.71,2.53381638820441e-06,1.21203305094357e-05,0,0,1.08,down
CPT1C,4,-0.438,0.093,-4.71,2.53482125635743e-06,1.2122895150597e-05,0,0,0.3,down
ADAM8,3,-0.775,0.165,-4.7,2.55963051206932e-06,1.22392833359514e-05,37.8,0.0315,3.21,down
AC005550.3,2,1.232,0.262,4.7,2.56363441208541e-06,1.22561627419921e-05,9.9,0.0135,1.11,up
GEN1,4,-0.762,0.162,-4.7,2.58091588503197e-06,1.23365012845069e-05,69.3,0.0581,9.78,down
RP11-77K12.9,3,0.864,0.184,4.7,2.59553928024992e-06,1.24041071589771e-05,0,0,0.52,up
CCL19,3,-0.974,0.207,-4.7,2.59649493068527e-06,1.24063818376582e-05,55.8,0.07,4.53,down
LCA5L,4,0.485,0.103,4.7,2.59745362073024e-06,1.24086701970016e-05,0,0,0.87,up
PRELID3B,4,-0.471,0.1,-4.7,2.60082490630771e-06,1.24224811406727e-05,67.1,0.0236,9.11,down
TAF1B,4,-0.36,0.077,-4.7,2.60708432229528e-06,1.24500791934721e-05,0,0,2.75,down
RNF149,4,-0.44,0.094,-4.7,2.60756992670536e-06,1.24500994248306e-05,74.5,0.0206,11.76,down
RP11-87H9.4,4,0.496,0.106,4.7,2.61549227482477e-06,1.24856205603669e-05,0,0,1.48,up
DNAH5,4,1.032,0.22,4.7,2.61676304885792e-06,1.24893817116924e-05,0.5,0.0011,3.02,up
LRRC59,4,-0.878,0.187,-4.7,2.61825227447205e-06,1.24941839164105e-05,82.8,0.0857,17.41,down
SLCO2B1,3,-0.297,0.063,-4.7,2.61994589783771e-06,1.24999595465181e-05,0,0,1.79,down
TSEN54,4,-0.258,0.055,-4.7,2.63443562703027e-06,1.25667729726136e-05,0,0,1.76,down
LDHD,3,0.663,0.141,4.7,2.63920947915161e-06,1.25872236711741e-05,0,0,1.83,up
LCA5,4,0.787,0.168,4.7,2.64110903859461e-06,1.25939609465728e-05,54.3,0.0558,6.57,up
FGFR1,4,0.83,0.177,4.7,2.64603615473057e-06,1.26151297891155e-05,60.9,0.065,7.66,up
MEPCE,4,-0.176,0.037,-4.7,2.66146966985701e-06,1.26863714598565e-05,0,0,1.06,down
RPL36AP43,3,0.606,0.129,4.7,2.66600375584749e-06,1.27056423698617e-05,0,0,0.58,up
LINC01013,2,1.473,0.314,4.69,2.67222867842369e-06,1.27329628848103e-05,0,0,0.45,up
ARF3,4,-0.301,0.064,-4.69,2.67605922890807e-06,1.27488664388429e-05,66.3,0.0086,8.9,down
UBE2O,4,-0.144,0.031,-4.69,2.68082803926163e-06,1.27692332242104e-05,0,0,0.47,down
RP3-508I15.18,4,0.444,0.095,4.69,2.68217606362359e-06,1.2773301732565e-05,63.6,0.0164,8.24,up
ETAA1,4,0.201,0.043,4.69,2.69623355666866e-06,1.28378837830777e-05,0,0,0.88,up
CDKL1,4,0.46,0.098,4.69,2.702830285279e-06,1.2866924811054e-05,29.2,0.0115,4.24,up
PDGFA,4,0.8,0.171,4.69,2.71409241328364e-06,1.29181608717645e-05,77,0.0749,13.07,up
LINC01224,2,1.612,0.344,4.69,2.71609152589736e-06,1.2925297373654e-05,0,0,0,up
TMEM200B,4,0.577,0.123,4.69,2.71757331699005e-06,1.29299698805428e-05,70.3,0.036,10.11,up
RBM25,4,-0.178,0.038,-4.69,2.71810353353753e-06,1.29301139951103e-05,0,0,1.89,down
RPL7P16,4,0.526,0.112,4.69,2.72942382493514e-06,1.29815773828838e-05,0,0,1.49,up
LTV1,4,-0.187,0.04,-4.69,2.73379403208296e-06,1.29999722091917e-05,0,0,1.86,down
CXCL3,2,-1.764,0.376,-4.69,2.7354736473674e-06,1.30055680910865e-05,0,0,0.77,down
MUM1,4,0.216,0.046,4.69,2.73871281575146e-06,1.30161930477635e-05,21.5,0.002,3.82,up
RP5-1033H22.2,4,1.923,0.41,4.69,2.73871491516891e-06,1.30161930477635e-05,77.8,0.4644,13.5,up
RGS2,4,0.699,0.149,4.69,2.746800668247e-06,1.30522234950469e-05,61.5,0.0451,7.79,up
SLC30A7,4,-0.326,0.07,-4.69,2.75877943459023e-06,1.31067360940929e-05,57.1,0.0092,6.99,down
SLC25A46,4,-0.101,0.021,-4.69,2.77209426081538e-06,1.31675750159282e-05,0,0,2.75,down
ZBTB7A,4,-0.307,0.065,-4.69,2.77920852046746e-06,1.31989440274275e-05,52.6,0.0076,6.33,down
ZEB2,4,0.511,0.109,4.69,2.78080687531981e-06,1.32041103402371e-05,31.9,0.0149,4.41,up
PALM3,2,1.441,0.308,4.69,2.79640516635575e-06,1.3275738476987e-05,0,0,0.2,up
SLC25A40,4,0.221,0.047,4.69,2.79817554932724e-06,1.32817053418608e-05,0,0,0.65,up
BAG4,4,0.178,0.038,4.69,2.79892090299381e-06,1.32828055477123e-05,0,0,1.29,up
AC098614.2,4,-0.284,0.061,-4.68,2.80176084221394e-06,1.32938437760083e-05,0,0,2.98,down
RP11-658F2.8,4,0.445,0.095,4.68,2.80818007397389e-06,1.33218579297984e-05,26.9,0.0098,4.1,up
RABL2B,4,0.319,0.068,4.68,2.81642071013353e-06,1.33585008705105e-05,3.6,8e-04,3.11,up
MIR612,2,-0.945,0.202,-4.68,2.82326115148282e-06,1.33884903597271e-05,0,0,0,down
CASK,4,-0.508,0.108,-4.68,2.8296958117953e-06,1.34165449085745e-05,77.8,0.0312,13.5,down
ARHGAP28,4,-0.332,0.071,-4.68,2.83642819242558e-06,1.34460005074954e-05,0,0,1.63,down
MEDAG,3,0.969,0.207,4.68,2.84008113303019e-06,1.34608499953624e-05,55.5,0.0716,4.49,up
OXCT1-AS1,3,-0.35,0.075,-4.68,2.84219788782572e-06,1.34684144688026e-05,0,0,0.23,down
VPS37C,4,0.125,0.027,4.68,2.85699904731486e-06,1.35360731562102e-05,0,0,1.82,up
AC007383.4,4,0.278,0.059,4.68,2.86018909797643e-06,1.35487052802312e-05,0,0,1.82,up
TWF1,4,-0.617,0.132,-4.68,2.87289713247435e-06,1.36064111763993e-05,76.6,0.0444,12.8,down
CCDC115,4,0.285,0.061,4.68,2.89088804020584e-06,1.36891117304804e-05,49.7,0.0059,5.97,up
OTUD1,4,0.747,0.16,4.68,2.898294998097e-06,1.37216734085266e-05,72,0.058,10.7,up
LINC01125,4,0.554,0.118,4.68,2.90261232132043e-06,1.37395982940394e-05,0,0,1.05,up
SCLY,4,-0.602,0.129,-4.68,2.90329714028777e-06,1.37403252033674e-05,43.6,0.0259,5.32,down
FBXL6,3,-0.437,0.093,-4.68,2.90618850439643e-06,1.37514927694309e-05,60.4,0.0136,5.05,down
FAM201A,4,2.197,0.47,4.68,2.90687883627421e-06,1.37522433183457e-05,85,0.7222,19.97,up
MXI1,4,0.315,0.067,4.68,2.90945326295471e-06,1.37619054851976e-05,35.4,0.0062,4.64,up
POFUT2,4,0.428,0.092,4.68,2.91218344249213e-06,1.37723007051776e-05,21.4,0.0075,3.82,up
STARD7,4,-0.175,0.037,-4.68,2.92979950561329e-06,1.38530775892472e-05,34.8,0.0019,4.6,down
ABLIM3,4,0.768,0.164,4.68,2.93915294262433e-06,1.38947636095843e-05,62,0.0621,7.9,up
HSPA2,4,0.787,0.168,4.67,2.95244082627498e-06,1.39550309815015e-05,63.6,0.0641,8.25,up
DIXDC1,4,0.857,0.183,4.67,2.95463957165119e-06,1.39628718949729e-05,80.6,0.095,15.47,up
TTC22,4,-0.924,0.198,-4.67,2.96155539624449e-06,1.39929975828402e-05,79.2,0.0963,14.44,down
C20orf194,4,-0.204,0.044,-4.67,2.96365903714724e-06,1.40003794222422e-05,12.6,0.0011,3.43,down
MEGF6,4,0.997,0.213,4.67,2.96449511975509e-06,1.40017716905306e-05,80,0.0943,15.01,up
AC007228.9,4,0.524,0.112,4.67,2.98989983833447e-06,1.41191837536393e-05,0,0,1.58,up
PARD3,4,0.527,0.113,4.67,3.0004986727179e-06,1.4166647986706e-05,76.1,0.0305,12.55,up
KIAA1191,4,0.17,0.036,4.67,3.00190719605092e-06,1.41707113923455e-05,34.4,0.0017,4.57,up
U47924.31,4,0.481,0.103,4.67,3.0110189839243e-06,1.42111304744923e-05,69.7,0.0204,9.91,up
SIRT5,4,0.261,0.056,4.67,3.02629531163247e-06,1.42806243276888e-05,0,0,2.55,up
ZNF436-AS1,4,0.477,0.102,4.67,3.02834131801626e-06,1.4287672354829e-05,0,0,1.21,up
KHDRBS1,4,-0.106,0.023,-4.67,3.03660913804671e-06,1.43240668879154e-05,0,0,2.71,down
TROVE2,4,0.221,0.047,4.67,3.05192200871551e-06,1.43936744772826e-05,0,0,1.21,up
