gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
C19orf70,2,0.081,0.055,1.47,0.140321829101087,0.591186987221902,0,0,0.37,up
UBE2N,2,0.079,0.054,1.47,0.140384795665264,0.591258443406319,0,0,0.19,up
NRG1,2,-0.162,0.11,-1.47,0.140399568695374,0.591258443406319,0,0,0.3,down
UBAP2,2,-0.059,0.04,-1.47,0.14061629394807,0.591941653615071,0,0,0.37,down
LINC01006,2,-0.245,0.167,-1.47,0.140627099092672,0.591941653615071,0,0,0.03,down
ODCP,2,-0.348,0.236,-1.47,0.140653076925497,0.591941653615071,0,0,0.12,down
RP11-38L15.8,2,0.093,0.063,1.47,0.140692479497207,0.591954516924027,0,0,0.25,up
TBXAS1,2,0.23,0.156,1.47,0.140716984003578,0.591954516924027,0,0,0.43,up
DIS3L2,2,-0.078,0.053,-1.47,0.14078148682851,0.592097839977409,0,0,0.08,down
IFT57,2,0.252,0.171,1.47,0.140834666947037,0.592193490408808,74.4,0.0453,3.9,up
PNCK,2,0.429,0.291,1.47,0.140896173381295,0.592324103134503,29.3,0.0713,1.41,up
RPL13P12,2,0.123,0.083,1.47,0.141044264388557,0.592815387188614,0,0,0.09,up
TCEANC,2,-0.114,0.077,-1.47,0.14109074729531,0.592815387188614,0,0,0.92,down
AASS,2,0.141,0.096,1.47,0.141164010956232,0.592815387188614,0,0,0.03,up
SMARCA1,2,-0.094,0.064,-1.47,0.141165846117609,0.592815387188614,0,0,0.03,down
AC073046.25,2,-0.213,0.145,-1.47,0.141197744618707,0.592815387188614,9,0.0113,1.1,down
MAP3K7CL,2,0.161,0.109,1.47,0.14122142936262,0.592815387188614,0,0,0.6,up
RPL29P11,2,0.12,0.082,1.47,0.141226321937666,0.592815387188614,0,0,0.47,up
BORCS7-ASMT,2,0.127,0.087,1.47,0.141311271187804,0.593044023345537,0,0,0.48,up
RP11-561B11.2,2,0.15,0.102,1.47,0.141447968555061,0.593383563004182,53.9,0.0121,2.17,up
DDX24,2,0.056,0.038,1.47,0.141465960471202,0.593383563004182,0,0,0.01,up
CREB3,2,0.077,0.052,1.47,0.14148367335405,0.593383563004182,0,0,0.06,up
SCRN2,2,0.102,0.069,1.47,0.141550037138437,0.593525687656885,0,0,0.86,up
RP5-1042K10.14,2,0.065,0.044,1.47,0.141584095185037,0.593525687656885,0,0,0.74,up
PLBD1-AS1,2,0.152,0.104,1.47,0.141621452245456,0.593525687656885,0,0,0.52,up
LAGE3,2,0.114,0.078,1.47,0.141639585104385,0.593525687656885,0,0,0.01,up
MRPL46,2,0.066,0.045,1.47,0.141781291298026,0.593991559753316,0,0,0.07,up
ZNF761,2,0.087,0.059,1.47,0.141886157429246,0.594302923346268,0,0,0.04,up
PIN4P1,2,0.204,0.139,1.47,0.142040415960769,0.59462424284359,0,0,0.03,up
ZSCAN32,2,0.07,0.048,1.47,0.142047119044994,0.59462424284359,0,0,0,up
MLLT10,2,-0.062,0.042,-1.47,0.142054558014854,0.59462424284359,0,0,0.65,down
PDE6D,2,0.078,0.053,1.47,0.142096557294679,0.594672105555015,0,0,0.3,up
TMCO6,2,-0.113,0.077,-1.47,0.14217592671819,0.594876307576153,0,0,0.93,down
AGPAT3,2,-0.181,0.123,-1.47,0.142224916693082,0.594953338890692,38.1,0.0119,1.62,down
RP11-661A12.8,2,0.077,0.053,1.47,0.142286131273062,0.595081463896967,0,0,0,up
CTD-2410N18.3,2,0.181,0.124,1.47,0.1423620015976,0.595270815190823,0,0,0.4,up
RASA4CP,2,0.119,0.081,1.47,0.142490567915136,0.595680380179822,0,0,0,up
CYP4F26P,2,-0.267,0.182,-1.47,0.142629832535116,0.596101325286272,0,0,0.73,down
RP11-573D15.8,2,0.242,0.165,1.47,0.142652537547948,0.596101325286272,0,0,0.63,up
PABPC4,2,-0.063,0.043,-1.46,0.14297018051094,0.597242834004705,0,0,0,down
MAGOHB,2,0.076,0.052,1.46,0.14300609372216,0.597242834004705,0,0,0.38,up
DNASE1L3,2,0.659,0.45,1.46,0.143017802406863,0.597242834004705,18.3,0.2039,1.22,up
FCF1,2,0.07,0.048,1.46,0.143133371846993,0.597597185119121,0,0,0.01,up
PAPSS1,2,0.074,0.05,1.46,0.143289246494984,0.598119626648016,0,0,0.02,up
KBTBD8,2,0.14,0.096,1.46,0.143373120695453,0.598219196904943,0,0,0.78,up
UNC13B,2,0.061,0.041,1.46,0.143418797736716,0.598219196904943,0,0,0.21,up
RAP2C-AS1,2,-0.145,0.099,-1.46,0.143463218752249,0.598219196904943,0,0,0.48,down
CTGF,2,0.767,0.524,1.46,0.143551212378103,0.598219196904943,60.5,0.3764,2.53,up
RP11-365O16.6,2,0.129,0.088,1.46,0.143565350014535,0.598219196904943,0,0,0.05,up
CLPX,2,0.068,0.047,1.46,0.14358105776387,0.598219196904943,0,0,0.16,up
RP11-815I9.4,2,-0.1,0.069,-1.46,0.143612774827592,0.598219196904943,0,0,0.47,down
CDKN2AIPNL,2,0.083,0.057,1.46,0.143679670746522,0.598219196904943,0,0,0.04,up
AC008277.1,2,-0.139,0.095,-1.46,0.143702884474423,0.598219196904943,0,0,0.47,down
CCNL1,2,0.116,0.08,1.46,0.143706164626927,0.598219196904943,0,0,0.07,up
KCTD18,2,0.062,0.042,1.46,0.143706243342085,0.598219196904943,0,0,0.04,up
RP11-903H12.3,2,0.114,0.078,1.46,0.143707397295094,0.598219196904943,0,0,0.14,up
DHRS7,2,0.181,0.124,1.46,0.143728074493665,0.598219196904943,48.9,0.0177,1.96,up
CFAP53,2,-0.297,0.203,-1.46,0.143743562167486,0.598219196904943,0,0,0.39,down
AC104297.1,2,0.114,0.078,1.46,0.143809133803923,0.598310791519301,0,0,0.64,up
RPS13P2,2,0.098,0.067,1.46,0.143827075037817,0.598310791519301,0,0,0.01,up
RP4-800J21.3,2,0.226,0.155,1.46,0.14395236303065,0.598703970740558,0,0,0.02,up
RTEL1P1,2,-0.327,0.224,-1.46,0.144060206332058,0.599024444196735,0,0,0,down
WASHC5-AS1,2,0.086,0.059,1.46,0.144114778715793,0.599123319379161,0,0,0.28,up
ZFPM1,2,-0.123,0.084,-1.46,0.144337356964572,0.599811487553559,0,0,0.36,down
CYB5R4,2,0.081,0.056,1.46,0.144341970843224,0.599811487553559,0,0,0.05,up
PPP1R1C,2,-0.462,0.317,-1.46,0.144509599001526,0.600342052561393,33.1,0.0697,1.49,down
CTB-31O20.2,2,0.275,0.188,1.46,0.144569006025774,0.600342052561393,21.8,0.0303,1.28,up
FUT10,2,-0.068,0.047,-1.46,0.144573550372295,0.600342052561393,0,0,0.22,down
PCID2,2,0.065,0.044,1.46,0.144593074542696,0.600342052561393,0,0,0.06,up
TMEM185AP1,2,-0.181,0.124,-1.46,0.144732113416758,0.600483351753528,0,0,0.5,down
NDRG2,2,0.076,0.052,1.46,0.14474508130209,0.600483351753528,0,0,0.06,up
LL0XNC01-237H1.2,2,-0.157,0.108,-1.46,0.144759255848753,0.600483351753528,0,0,0.94,down
C19orf68,2,-0.16,0.11,-1.46,0.144787244641172,0.600483351753528,0,0,0,down
CHMP4B,2,0.067,0.046,1.46,0.144801618172264,0.600483351753528,0,0,0.06,up
ST13P3,2,0.132,0.091,1.46,0.144812288570495,0.600483351753528,0,0,0.41,up
KCNH8,2,-0.43,0.295,-1.46,0.144896211553292,0.600703322390975,0,0,0.1,down
ADAMTS14,2,-1.303,0.894,-1.46,0.145057102308226,0.601242220389613,82.9,1.3503,5.86,down
IGSF9B,2,-0.257,0.177,-1.46,0.145177064646345,0.601611282163852,0,0,0.75,down
GGT1,2,-0.542,0.372,-1.46,0.145214919112901,0.60164000559212,66.5,0.1906,2.99,down
AC105461.1,2,-0.147,0.101,-1.46,0.145272620286617,0.601677847539474,0,0,0.56,down
RP11-671M22.4,2,0.208,0.143,1.46,0.145285902947186,0.601677847539474,0,0,0.65,up
ZKSCAN2,2,-0.101,0.069,-1.46,0.145336876750789,0.601760858494009,0,0,0,down
C14orf159,2,0.051,0.035,1.46,0.145446244951002,0.602085562078021,0,0,0.84,up
ID1,2,0.18,0.124,1.46,0.145536630592153,0.602331564518386,0,0,0.16,up
NBPF14,2,-0.084,0.058,-1.46,0.145642689030414,0.60264231343593,0,0,0.39,down
CTD-2553C6.1,2,-0.146,0.1,-1.45,0.145682630838632,0.602679410077913,0,0,0.22,down
CSPG5,2,-0.239,0.164,-1.45,0.145811388069054,0.603083836367246,0,0,0.67,down
SCOC,2,0.1,0.069,1.45,0.14598124821736,0.603658058515825,0,0,0,up
RP11-192M23.1,2,-0.303,0.208,-1.45,0.146056861330514,0.603842391425093,0,0,0.19,down
PSMB9,2,0.599,0.412,1.45,0.146105481418735,0.603888000437576,52.9,0.2189,2.12,up
ZSCAN12,2,-0.086,0.059,-1.45,0.146143502237532,0.603888000437576,0,0,0.15,down
CARD17,2,0.241,0.166,1.45,0.14616100915196,0.603888000437576,0,0,0.98,up
ZFP82,2,-0.177,0.122,-1.45,0.146197849632933,0.603897918191395,0,0,0.14,down
CTD-2554C21.1,2,0.098,0.067,1.45,0.146225487900887,0.603897918191395,0,0,0.11,up
UBR4,2,-0.279,0.192,-1.45,0.14631883741996,0.604155199669513,65.9,0.0534,2.93,down
PSPC1,2,0.063,0.044,1.45,0.146462096329505,0.604568250258803,0,0,0.31,up
TMEM267,2,0.099,0.068,1.45,0.146494098919038,0.604568250258803,0,0,0.38,up
RPS27AP16,2,0.102,0.07,1.45,0.146513911210495,0.604568250258803,0,0,0.06,up
DHX33,2,-0.091,0.063,-1.45,0.1465431675689,0.604568250258803,0,0,0.38,down
LMCD1,2,0.17,0.117,1.45,0.146776911223792,0.605377010431227,0,0,0.53,up
ETFB,2,0.085,0.059,1.45,0.146801435814892,0.605377010431227,0,0,0.35,up
FAM133DP,2,0.101,0.069,1.45,0.146924916840519,0.605757826244786,0,0,0.19,up
ZNF75A,2,-0.093,0.064,-1.45,0.14705422245566,0.606002157632776,0,0,0.04,down
OLA1,2,0.079,0.055,1.45,0.147096270562865,0.606002157632776,0,0,0.34,up
NEXN,2,0.161,0.111,1.45,0.147097715950552,0.606002157632776,0,0,0.03,up
CEL,2,0.391,0.27,1.45,0.147123634879066,0.606002157632776,8.3,0.0162,1.09,up
CLNS1A,2,0.074,0.051,1.45,0.147139915329833,0.606002157632776,0,0,0.03,up
GSTM2P1,2,-0.236,0.163,-1.45,0.147286711828872,0.606360831203364,0,0,0.61,down
ISCA1P1,2,0.113,0.078,1.45,0.147289334306492,0.606360831203364,0,0,0.22,up
PRKG2,2,-0.25,0.172,-1.45,0.147363555671245,0.606538045089856,0,0,0.29,down
HEATR5A,2,-0.062,0.042,-1.45,0.14744824765369,0.606677523511604,0,0,0.7,down
AC055764.1,2,-0.153,0.105,-1.45,0.147501898352206,0.606677523511604,0,0,0.63,down
ATP5G3,2,0.106,0.073,1.45,0.147526031025463,0.606677523511604,8.3,0.0016,1.09,up
ZNF675,2,-0.114,0.079,-1.45,0.147549144809412,0.606677523511604,0,0,0.01,down
C12orf43,2,0.075,0.052,1.45,0.147553353271839,0.606677523511604,0,0,0.2,up
SOD3,2,-0.242,0.167,-1.45,0.147596149852854,0.606725267597112,0,0,0.6,down
SEL1L3,2,0.113,0.078,1.45,0.147701345097268,0.607029440264565,0.2,2e-04,1,up
IMPACT,2,0.097,0.067,1.45,0.147883491516252,0.607555921520436,0,0,0.01,up
ZNF597,2,0.098,0.068,1.45,0.147921676817639,0.607555921520436,0,0,0.95,up
SRPX2,2,0.269,0.186,1.45,0.147926110780741,0.607555921520436,0,0,0,up
FAM32A,2,0.109,0.076,1.45,0.147954356299539,0.607555921520436,19,0.0038,1.23,up
RPL19P21,2,0.225,0.156,1.45,0.148034699441545,0.607757567489912,0,0,0.35,up
LCMT1,2,0.058,0.04,1.45,0.148119339677222,0.60797676640507,0,0,0.25,up
SUB1P3,2,0.188,0.13,1.45,0.148159787519964,0.608014517188023,0,0,0.49,up
CTB-50L17.8,2,0.231,0.16,1.45,0.148212472448847,0.608102459714208,0,0,0.03,up
BIRC5,2,0.154,0.107,1.45,0.148454067064794,0.608965281217083,0,0,0.44,up
CTC-554D6.1,2,0.094,0.065,1.44,0.148549940807835,0.609155362943957,0,0,0.76,up
CTD-2510F5.4,2,0.201,0.139,1.44,0.148563024114364,0.609155362943957,0,0,0.82,up
SLC4A7,2,-0.129,0.089,-1.44,0.148603808616068,0.609194205738352,0,0,0.94,down
PREB,2,0.075,0.052,1.44,0.148699598461923,0.609458476443052,0,0,0.52,up
RP11-34P1.2,2,0.177,0.122,1.44,0.148771287203355,0.609544513518233,6,0.0025,1.06,up
LIN7B,2,0.118,0.082,1.44,0.148804079126914,0.609544513518233,0,0,0.09,up
LINC01291,2,-1.111,0.77,-1.44,0.148814578495662,0.609544513518233,0,0,0,down
PTK2,2,-0.048,0.033,-1.44,0.148872967406756,0.609655326008385,0,0,0.47,down
AGO3,2,-0.116,0.081,-1.44,0.149018556949428,0.610085605289889,28.3,0.0053,1.4,down
LA16c-306E5.3,2,0.108,0.075,1.44,0.149040752566963,0.610085605289889,0,0,0.03,up
CHKB-CPT1B,2,0.157,0.109,1.44,0.149117294321567,0.610232273353936,0,0,0.39,up
PEF1,2,0.056,0.039,1.44,0.149139312284024,0.610232273353936,0,0,0.24,up
RP4-555D20.2,2,-0.535,0.371,-1.44,0.149200802104632,0.610355510039469,0,0,0.03,down
CCDC88A,2,-0.111,0.077,-1.44,0.149244569998612,0.610406212716626,0,0,0.08,down
GON7,2,0.093,0.064,1.44,0.149302569394176,0.610515088300357,0,0,0.45,up
ATF6B,2,-0.072,0.05,-1.44,0.149389570217105,0.610722657023386,0,0,0.82,down
SH2B2,2,-0.212,0.147,-1.44,0.149444117006141,0.610722657023386,0,0,0.72,down
CDC14C,2,0.221,0.153,1.44,0.149447500518521,0.610722657023386,0,0,0.07,up
EMC8,2,0.145,0.101,1.44,0.149630835386449,0.611260595980695,11.9,0.0074,1.14,up
RP11-798M19.3,2,-0.206,0.143,-1.44,0.149641972587174,0.611260595980695,0,0,0.86,down
H3F3BP1,2,0.124,0.086,1.44,0.149951688338891,0.612299225669154,0,0,0,up
ALOX15B,2,-0.566,0.393,-1.44,0.149959180217594,0.612299225669154,0,0,0.27,down
HOXC-AS2,2,0.342,0.238,1.44,0.150084199681175,0.612681113931376,0,0,0.58,up
AMIGO3,2,0.129,0.09,1.44,0.150166543910337,0.612855526593534,0,0,0.3,up
TMPRSS11F,2,0.16,0.111,1.44,0.150229836103614,0.612855526593534,0,0,0.58,up
AC010132.11,2,-0.208,0.144,-1.44,0.15024846376356,0.612855526593534,0,0,0.02,down
RP11-429G19.3,2,-0.176,0.123,-1.44,0.150266938115558,0.612855526593534,0,0,0.29,down
C8orf33,2,0.067,0.047,1.44,0.150301052447302,0.612855526593534,0,0,0.06,up
POU5F1,2,0.225,0.157,1.44,0.150315921715889,0.612855526593534,0,0,0.68,up
TTC3-AS1,2,-0.117,0.082,-1.44,0.150443579820664,0.61310408344477,7.9,0.0033,1.09,down
ZNF608,2,-0.171,0.119,-1.44,0.150459515519552,0.61310408344477,0,0,0.7,down
PDLIM2,2,0.09,0.063,1.44,0.150471422617639,0.61310408344477,0,0,0.89,up
RP11-255B23.1,2,-0.239,0.166,-1.44,0.150587592419425,0.613448952703588,32.4,0.0226,1.48,down
ARHGAP26,2,-0.15,0.104,-1.44,0.150619422627779,0.61345017514048,20.4,0.008,1.26,down
NEK6,2,-0.139,0.096,-1.44,0.15074476272381,0.613832169015163,0,0,0.04,down
RP11-103J8.1,2,-0.119,0.083,-1.44,0.150823315441218,0.614023524842923,0,0,0.03,down
PLEKHA6,2,-0.253,0.176,-1.44,0.150984795747251,0.614327203012446,28,0.0225,1.39,down
LOXL3,2,0.095,0.066,1.44,0.150999704569703,0.614327203012446,0,0,0.33,up
FBXO28,2,0.081,0.056,1.44,0.151013755347888,0.614327203012446,0,0,0.1,up
NAV2-AS2,2,-0.443,0.308,-1.44,0.151024209087609,0.614327203012446,52.6,0.1133,2.11,down
CAPZB,2,0.064,0.044,1.44,0.151105709449214,0.614530243111186,0,0,0.04,up
PLD1,2,-0.078,0.054,-1.44,0.151143873742789,0.614536340620265,0,0,0.02,down
PSMC1P1,2,0.175,0.122,1.44,0.151170380664504,0.614536340620265,55.1,0.0183,2.23,up
EVA1A,2,0.226,0.157,1.44,0.151221268943971,0.614548164691793,0,0,0.26,up
TMEM67,2,-0.091,0.063,-1.43,0.151383269866913,0.614548164691793,0,0,0.17,down
PRX,2,-0.115,0.08,-1.43,0.151392234721509,0.614548164691793,0,0,0.29,down
IGFBP3,2,-0.292,0.204,-1.43,0.151401270210766,0.614548164691793,0,0,0.75,down
GALNT7,2,-0.16,0.112,-1.43,0.151409802466034,0.614548164691793,0,0,0.28,down
CTC-454I21.4,2,0.177,0.124,1.43,0.151443390734713,0.614548164691793,0,0,0.02,up
ZNF568,2,-0.077,0.054,-1.43,0.15145583354051,0.614548164691793,0,0,0.12,down
SGPP2,2,-0.105,0.073,-1.43,0.151457993595617,0.614548164691793,0,0,0.19,down
MET,2,-0.12,0.084,-1.43,0.151552208497502,0.614548164691793,0,0,0.22,down
SULT1B1,2,-0.462,0.322,-1.43,0.151563531373943,0.614548164691793,0,0,0.65,down
IQCJ-SCHIP1,2,0.146,0.102,1.43,0.15156872198798,0.614548164691793,0,0,0.05,up
ZNF691,2,-0.117,0.082,-1.43,0.151595861349972,0.614548164691793,0,0,0.82,down
RP11-134E15.2,2,0.118,0.083,1.43,0.151640504788894,0.614548164691793,13.6,0.0029,1.16,up
COMMD9,2,0.12,0.084,1.43,0.15166121867128,0.614548164691793,35.6,0.0073,1.55,up
RP11-1252D15.1,2,0.145,0.101,1.43,0.151672424333243,0.614548164691793,0,0,0.01,up
B3GNT4,2,0.063,0.044,1.43,0.151678674282997,0.614548164691793,0,0,0.63,up
GLIDR,2,-0.134,0.093,-1.43,0.151944769092095,0.615417987998747,0,0,0.65,down
KRT79,2,-0.641,0.448,-1.43,0.151956620803144,0.615417987998747,0,0,0.37,down
PRPF18,2,0.066,0.046,1.43,0.15204225092472,0.615636635586129,0,0,0.11,up
C21orf59,2,0.107,0.075,1.43,0.152239210222318,0.616095236081963,15,0.0035,1.18,up
RP13-923O23.7,2,-0.18,0.126,-1.43,0.152253969020765,0.616095236081963,0,0,0.1,down
BTF3P10,2,0.11,0.077,1.43,0.152258084373772,0.616095236081963,0,0,0.16,up
RAC1P2,2,0.114,0.08,1.43,0.152394817053943,0.616095236081963,29.4,0.0052,1.42,up
ZCCHC4,2,-0.076,0.053,-1.43,0.152395654490407,0.616095236081963,0,0,0.26,down
MSL3,2,0.076,0.053,1.43,0.15240821236665,0.616095236081963,0,0,0.09,up
ZNF707,2,-0.253,0.176,-1.43,0.152408782884241,0.616095236081963,62.2,0.0407,2.65,down
SH3GLB2,2,0.156,0.109,1.43,0.152408838983475,0.616095236081963,9.3,0.008,1.1,up
CTC-398G3.6,2,-0.175,0.122,-1.43,0.152461330409537,0.616179402668874,0,0,0.02,down
CEP126,2,-0.139,0.097,-1.43,0.152561764624184,0.616396899977021,0,0,0.73,down
SCAF8,2,-0.05,0.035,-1.43,0.152587424884462,0.616396899977021,0,0,0.17,down
RP11-156K23.3,2,-0.18,0.126,-1.43,0.152610190542214,0.616396899977021,0,0,0.41,down
FAM127A,2,0.091,0.064,1.43,0.152668636316118,0.616485029241386,0,0,0.89,up
MYPOP,2,-0.132,0.092,-1.43,0.152695382191316,0.616485029241386,0,0,0.02,down
PROSER2,2,-0.363,0.254,-1.43,0.152772542007107,0.616668584500055,42.6,0.075,1.74,down
CXorf40A,2,0.083,0.058,1.43,0.152827162549799,0.616761102378946,0,0,0.03,up
TNFAIP8,2,0.092,0.064,1.43,0.152911667108028,0.616974159115262,0,0,0.32,up
DCAF1,2,-0.05,0.035,-1.43,0.152949836175943,0.617000209960429,0,0,0.05,down
RP11-77K12.1,2,0.125,0.087,1.43,0.153031761254977,0.6171484415338,0,0,0.01,up
CHP2,2,-0.121,0.084,-1.43,0.153064186817153,0.6171484415338,0,0,0.17,down
CCAR2,2,0.054,0.038,1.43,0.153081742333579,0.6171484415338,0,0,0.2,up
PINK1,2,0.076,0.054,1.43,0.15323335465782,0.617161924613781,0,0,0.4,up
SOX9-AS1,2,-0.301,0.211,-1.43,0.15324082342638,0.617161924613781,0,0,0.01,down
HLCS,2,-0.175,0.123,-1.43,0.153242434993879,0.617161924613781,0,0,0.12,down
PEX5,2,0.063,0.044,1.43,0.153243330392627,0.617161924613781,0,0,0.13,up
OFD1P17,2,-0.212,0.149,-1.43,0.153243691293646,0.617161924613781,0,0,0.09,down
SNHG22,2,0.34,0.238,1.43,0.153283334061088,0.617193821914846,26.3,0.0531,1.36,up
NPY1R,2,-0.187,0.131,-1.43,0.15336668457646,0.617401658414981,0,0,0.61,down
MCTP1,2,0.134,0.094,1.43,0.153402822477129,0.617419386453251,0,0,0.54,up
NPM1P26,2,-0.184,0.129,-1.43,0.153467654119002,0.617552570535534,0,0,0.08,down
RPL32,2,0.085,0.059,1.43,0.15356654060134,0.617822707597118,0,0,0.52,up
RP11-328C8.4,2,-0.184,0.129,-1.43,0.153657671883635,0.618061539005169,0,0,0.85,down
POMT2,2,-0.104,0.073,-1.43,0.153757723674075,0.618336145473915,0,0,0.22,down
RP11-341D18.8,2,0.306,0.214,1.43,0.153900511121799,0.618660045204959,0,0,0.67,up
RP4-669K10.8,2,-0.283,0.198,-1.43,0.153908943849713,0.618660045204959,0,0,0.85,down
ZBTB8OSP2,2,0.198,0.139,1.43,0.153933659479708,0.618660045204959,0,0,0.46,up
NCKAP5L,2,-0.166,0.117,-1.43,0.154023255807674,0.618892289342029,0,0,0.52,down
STIM2,2,0.049,0.035,1.42,0.154225273775486,0.61957607404003,0,0,0.05,up
GRAMD1A,2,-0.132,0.093,-1.42,0.154264476570313,0.619605626786131,5.8,0.0019,1.06,down
ABCC11,2,-0.466,0.327,-1.42,0.154364755149978,0.619655587387169,80.1,0.1764,5.04,down
SSRP1,2,0.058,0.041,1.42,0.154372914654456,0.619655587387169,0,0,0.25,up
CTD-2073O6.1,2,-0.18,0.126,-1.42,0.154396967728294,0.619655587387169,1.3,0.0022,1.01,down
RPL26P6,2,0.159,0.112,1.42,0.154404311659796,0.619655587387169,0,0,0.02,up
RHEBP1,2,0.095,0.067,1.42,0.154454355480492,0.619697049185575,0,0,0.01,up
LINC01415,2,0.258,0.181,1.42,0.154500156278458,0.619697049185575,0,0,0.97,up
RP11-303E16.3,2,0.154,0.108,1.42,0.15451019662825,0.619697049185575,0,0,0.21,up
ZMYM2,2,-0.06,0.042,-1.42,0.154603010788243,0.619779656021376,0,0,0.19,down
RP11-354M20.3,2,-0.126,0.088,-1.42,0.154607388276992,0.619779656021376,0,0,0.01,down
DUOX2,2,-0.464,0.326,-1.42,0.154643868411106,0.619779656021376,65.6,0.1521,2.91,down
DGUOK,2,0.065,0.045,1.42,0.154765944991456,0.619779656021376,0,0,0,up
DYNC2LI1,2,0.069,0.048,1.42,0.154815737843989,0.619779656021376,0,0,0.48,up
PIGBOS1,2,0.243,0.171,1.42,0.154816840534181,0.619779656021376,43.2,0.0326,1.76,up
MIR4435-2HG,2,0.225,0.158,1.42,0.154841531063379,0.619779656021376,0,0,0.28,up
LA16c-306E5.2,2,0.061,0.043,1.42,0.154899693072816,0.619779656021376,0,0,0.04,up
PHKG2,2,0.099,0.069,1.42,0.154939155966132,0.619779656021376,0,0,0.69,up
ARAP3,2,0.148,0.104,1.42,0.155022440086037,0.619779656021376,0,0,0.97,up
ARMT1,2,0.102,0.072,1.42,0.155030424264644,0.619779656021376,0,0,0.24,up
TAF4,2,-0.169,0.119,-1.42,0.155041012426937,0.619779656021376,48.4,0.0165,1.94,down
ZNF256,2,-0.101,0.071,-1.42,0.155049749011123,0.619779656021376,0,0,0.28,down
ACSF3,2,-0.082,0.057,-1.42,0.155053217430898,0.619779656021376,0,0,0.85,down
CANT1,2,-0.071,0.05,-1.42,0.15509335524332,0.619779656021376,0,0,0.06,down
CD99P1,2,0.142,0.1,1.42,0.155135045331352,0.619779656021376,0,0,0.69,up
TBC1D20,2,0.048,0.034,1.42,0.155146105842287,0.619779656021376,0,0,0.05,up
RP11-256L6.3,2,0.161,0.113,1.42,0.155161869194089,0.619779656021376,0,0,0.69,up
PDE5A,2,-0.112,0.079,-1.42,0.155168804793949,0.619779656021376,0,0,0.52,down
NFYA,2,-0.114,0.08,-1.42,0.155229196695408,0.619779656021376,0,0,0.07,down
RP11-644F5.11,2,0.158,0.111,1.42,0.155239233740271,0.619779656021376,0,0,0.18,up
ISL1,2,0.373,0.263,1.42,0.155244404379579,0.619779656021376,0,0,0.52,up
CUL4A,2,0.052,0.037,1.42,0.155263468516046,0.619779656021376,0,0,0.51,up
TSC2,2,-0.127,0.09,-1.42,0.155317785505485,0.61986929944507,39.7,0.0081,1.66,down
RP11-281O15.7,2,-0.124,0.088,-1.42,0.155425577179482,0.62017227842576,13.5,0.0028,1.16,down
MIER3,2,0.071,0.05,1.42,0.15567521063574,0.62104098792884,0,0,0.36,up
DCLRE1C,2,-0.067,0.047,-1.42,0.155708077986254,0.621044765334267,0,0,0.54,down
AC004951.5,2,0.165,0.116,1.42,0.155808777277741,0.621102669268694,0,0,0.73,up
CDC42SE2,2,0.213,0.15,1.42,0.155823123887162,0.621102669268694,50.3,0.0279,2.01,up
UBC,2,0.098,0.069,1.42,0.155862378212852,0.621102669268694,4.2,0.0015,1.04,up
ACOX3,2,-0.146,0.103,-1.42,0.155868947387613,0.621102669268694,22.6,0.0085,1.29,down
MLKL,2,0.164,0.116,1.42,0.155882212892631,0.621102669268694,0,0,0.55,up
RSL24D1,2,0.096,0.067,1.42,0.155950489213036,0.621172367553349,0,0,0,up
C1orf43,2,0.064,0.045,1.42,0.155963559595914,0.621172367553349,0,0,0.13,up
ZNF354B,2,-0.087,0.061,-1.42,0.156037826092321,0.621340962843266,0,0,0.3,down
LINC01612,2,-0.811,0.571,-1.42,0.156097157965291,0.621433105665751,0,0,0.05,down
GRIA3,2,-0.378,0.266,-1.42,0.15612853768599,0.621433105665751,0,0,0.28,down
BLOC1S5-TXNDC5,2,0.106,0.075,1.42,0.1561567872944,0.621433105665751,0,0,0,up
RP11-1212A22.4,2,-0.154,0.109,-1.42,0.156192729504175,0.621449027655055,0,0,0.2,down
TRIM14,2,0.103,0.072,1.42,0.156295524382928,0.621637746658779,0,0,0.91,up
TATDN3,2,0.097,0.068,1.42,0.156304063356021,0.621637746658779,0,0,0.37,up
PIGF,2,0.07,0.049,1.42,0.156381953487192,0.621797766700393,0,0,0,up
TRABD2B,2,-0.182,0.129,-1.42,0.156408217014377,0.621797766700393,0,0,0.8,down
LBX2,2,-0.49,0.346,-1.42,0.156476307394516,0.621818886632804,65.5,0.1588,2.9,down
USMG5,2,0.193,0.136,1.42,0.156477450090163,0.621818886632804,52.8,0.0215,2.12,up
NPIPB8,2,0.204,0.144,1.42,0.156542172500676,0.621949052108057,0,0,0.86,up
CAV2,2,0.15,0.106,1.42,0.156648166815061,0.62224310607469,12.9,0.0051,1.15,up
CYP4F22,2,0.104,0.073,1.42,0.156825831941071,0.622751650315331,0,0,0.78,up
SP2-AS1,2,-0.155,0.11,-1.42,0.156840207984433,0.622751650315331,0,0,0.57,down
CRK,2,0.061,0.043,1.42,0.156967080160918,0.623128241503942,0,0,0.32,up
RBM8B,2,0.095,0.067,1.42,0.157028059930846,0.623223417649156,10.7,0.0019,1.12,up
UQCC2,2,-0.081,0.057,-1.42,0.157061010138922,0.623223417649156,0,0,0.11,down
LINC01806,2,0.152,0.107,1.41,0.157092715052675,0.623223417649156,0,0,0,up
