gene,k,logFC,SE,z,P,FDR,I2,tau2,Q,direction
ALG1L15P,2,0.241,0.171,1.41,0.157159426768154,0.623223417649156,0,0,0.98,up
ZNF506,2,-0.07,0.05,-1.41,0.157178690239451,0.623223417649156,0,0,0.2,down
YTHDF3,2,-0.06,0.043,-1.41,0.157194970179627,0.623223417649156,0,0,0.57,down
BRD1,2,-0.065,0.046,-1.41,0.157215282371611,0.623223417649156,0,0,0.09,down
CNPPD1,2,0.066,0.047,1.41,0.157313644529433,0.623344391145318,0,0,0.72,up
FLNC,2,-0.19,0.134,-1.41,0.157330056727726,0.623344391145318,0,0,0.03,down
PPA1,2,0.129,0.091,1.41,0.157345481486255,0.623344391145318,42.2,0.0077,1.73,up
SNX15,2,-0.112,0.079,-1.41,0.157373954014484,0.623344391145318,7.6,0.0039,1.08,down
FAM219B,2,0.069,0.049,1.41,0.157432708253659,0.623426334135459,0,0,0.59,up
RP11-473C18.3,2,0.138,0.098,1.41,0.157462427255697,0.623426334135459,0,0,0.08,up
PARP1,2,0.068,0.048,1.41,0.157490770573385,0.623426334135459,0,0,0.15,up
UBE2J2,2,0.054,0.038,1.41,0.157564518858185,0.623591391152328,0,0,0.42,up
EEF1A1P3,2,-0.272,0.192,-1.41,0.157612266201389,0.623653498314871,0,0,0.83,down
SATB1,2,-0.094,0.067,-1.41,0.157722881308552,0.623964290105568,0,0,0.96,down
RNF138,2,0.179,0.127,1.41,0.157782921609425,0.624036414529997,51.9,0.0186,2.08,up
TUG1_4,2,-0.104,0.074,-1.41,0.157853533842268,0.624036414529997,0,0,0.23,down
UBE2F,2,0.169,0.12,1.41,0.157883812385563,0.624036414529997,39.6,0.015,1.66,up
UHMK1,2,0.068,0.048,1.41,0.157893728985222,0.624036414529997,0,0,0.19,up
GTPBP10,2,0.074,0.052,1.41,0.157901483795805,0.624036414529997,0,0,0.02,up
MIP,2,0.161,0.114,1.41,0.158068548433026,0.624515945996715,4.3,0.0028,1.05,up
VPS11,2,0.064,0.045,1.41,0.158102392192337,0.624515945996715,0,0,0.5,up
ELOVL2,2,-0.272,0.193,-1.41,0.158141658543125,0.624515945996715,0,0,0.49,down
TRIM65,2,0.079,0.056,1.41,0.158151216381878,0.624515945996715,0,0,0.76,up
ESD,2,0.086,0.061,1.41,0.158224545940077,0.624662913934773,0,0,0.02,up
CDKN3,2,0.191,0.136,1.41,0.158254679753981,0.624662913934773,0,0,0.17,up
RP11-495P10.10,2,-0.139,0.099,-1.41,0.158284753582362,0.624662913934773,0,0,0.16,down
NMU,2,0.146,0.104,1.41,0.158342284833409,0.624763231336199,0,0,0.01,up
THBS2,2,0.22,0.156,1.41,0.158422570026265,0.624953268943837,0,0,0.03,up
NEAT1,2,-0.257,0.182,-1.41,0.158465099141488,0.624993483161078,0,0,0.04,down
PABPC4L,2,0.54,0.383,1.41,0.158517631091507,0.624993483161078,17.1,0.1025,1.21,up
AC008937.2,2,-0.095,0.067,-1.41,0.15855165388288,0.624993483161078,0,0,0.03,down
VPS53,2,-0.145,0.103,-1.41,0.158561257857889,0.624993483161078,36.8,0.011,1.58,down
RPL29,2,0.09,0.064,1.41,0.158608371673985,0.625023671044001,0,0,0.29,up
RBFOX2,2,-0.05,0.036,-1.41,0.158633166509831,0.625023671044001,0,0,0.06,down
RP11-650L12.2,2,0.29,0.206,1.41,0.15871154393016,0.625192550301567,0,0,0.32,up
SDSL,2,-0.319,0.227,-1.41,0.158740295975007,0.625192550301567,0,0,0.15,down
RP3-337H4.9,2,0.117,0.083,1.41,0.158781827071888,0.625229554242188,0,0,0.93,up
RP11-1112J20.2,2,0.177,0.126,1.41,0.158884970717082,0.62534125449206,0,0,0.4,up
PPP1R3C,2,0.226,0.16,1.41,0.158900536562459,0.62534125449206,0,0,0,up
INTS3,2,-0.099,0.071,-1.41,0.158906618123394,0.62534125449206,0.8,3e-04,1.01,down
KB-1732A1.1,2,0.224,0.159,1.41,0.159018433028802,0.625546773200713,0,0,0.03,up
TTC28-AS1_2,2,0.213,0.151,1.41,0.159075840426813,0.625546773200713,0,0,0.89,up
GLYCTK-AS1,2,0.234,0.166,1.41,0.159078781093369,0.625546773200713,0,0,0.44,up
AMFR,2,0.066,0.047,1.41,0.159116736345416,0.625546773200713,0,0,0.13,up
KRT7,2,-0.435,0.309,-1.41,0.15911960220859,0.625546773200713,0,0,0.57,down
PTP4A3,2,0.19,0.135,1.41,0.159219521723575,0.625813134273511,0,0,0,up
CDNF,2,0.109,0.078,1.41,0.159253932218665,0.625821956220226,0,0,0.13,up
FLRT1,2,-0.282,0.2,-1.41,0.15934063409911,0.62602276794554,0,0,0.05,down
SNRK-AS1,2,0.105,0.075,1.41,0.159369385774787,0.62602276794554,0,0,0.03,up
RP11-307E17.8,2,-0.599,0.426,-1.41,0.159407457516683,0.626045921163621,68.6,0.2526,3.18,down
ARL4AP1,2,-0.371,0.264,-1.41,0.15945527501783,0.626107332138627,0,0,0.63,down
CYYR1-AS1,2,-0.378,0.269,-1.41,0.159540318807948,0.626200130798627,0,0,0.04,down
CLEC16A,2,-0.222,0.158,-1.41,0.159543279624218,0.626200130798627,77.7,0.0402,4.48,down
PXYLP1,2,0.073,0.052,1.41,0.15963094035712,0.626417824846333,0,0,0.68,up
TNS4,2,-0.375,0.267,-1.41,0.159668803656047,0.626440057255907,29.1,0.0731,1.41,down
RP11-46H11.11,2,-0.403,0.287,-1.41,0.15977182774459,0.6264425951783,2.6,0.0206,1.03,down
RP11-780K2.1,2,-0.15,0.106,-1.41,0.159778507549004,0.6264425951783,0,0,0.56,down
AC007041.2,2,0.158,0.113,1.41,0.15981609739449,0.6264425951783,0,0,0.35,up
LINC00649,2,0.129,0.092,1.41,0.159818906052759,0.6264425951783,0,0,0.1,up
CTD-2396E7.11,2,0.113,0.08,1.41,0.159830440093805,0.6264425951783,0,0,0.5,up
ACADSB,2,0.134,0.096,1.41,0.159958496997037,0.626818231132801,0,0,0.89,up
RN7SKP71,2,-0.16,0.114,-1.41,0.16001621363309,0.626918133798912,0,0,0.08,down
ISG20L2,2,-0.066,0.047,-1.4,0.160089070836038,0.626945549270911,0,0,0.08,down
FANCM,2,-0.08,0.057,-1.4,0.160092553444024,0.626945549270911,0,0,0.01,down
CEBPB-AS1,2,-0.174,0.124,-1.4,0.160119882520927,0.626945549270911,0,0,0.51,down
RPL21P16,2,0.089,0.064,1.4,0.160320160706554,0.627600519056042,0,0,0.11,up
AC062029.1,2,0.711,0.506,1.4,0.16038892422429,0.627600519056042,76.5,0.4073,4.25,up
SLC25A33,2,-0.188,0.134,-1.4,0.160400709958768,0.627600519056042,0,0,0.09,down
MTR,2,-0.068,0.049,-1.4,0.160416189415383,0.627600519056042,0,0,0,down
UXS1,2,0.07,0.05,1.4,0.160536821152198,0.627946198700675,0,0,0.12,up
UQCRFS1P1,2,0.113,0.081,1.4,0.160569320290136,0.627947074485403,0,0,0.36,up
RP11-458D21.5,2,-0.233,0.166,-1.4,0.160658845729834,0.628015712555589,50.1,0.0341,2.01,down
PRDX3,2,0.091,0.065,1.4,0.160679749374088,0.628015712555589,0,0,0.01,up
ZNF232,2,0.106,0.075,1.4,0.160683707704653,0.628015712555589,0,0,0.1,up
CHMP6,2,0.075,0.054,1.4,0.160947857881217,0.628864287777659,0,0,0.1,up
LRAT,2,-1.277,0.911,-1.4,0.160966488574757,0.628864287777659,67.9,1.2126,3.11,down
WDR43,2,0.08,0.057,1.4,0.16101300019416,0.628864287777659,0,0,0.28,up
PIM3,2,0.086,0.062,1.4,0.161030113163461,0.628864287777659,0,0,0.04,up
RTN3,2,-0.062,0.044,-1.4,0.161212965395029,0.629329411116371,0,0,0.56,down
GIT2,2,-0.057,0.041,-1.4,0.161213907535156,0.629329411116371,0,0,0.15,down
SSR2,2,0.128,0.092,1.4,0.161358798363187,0.629768662177367,30.1,0.0082,1.43,up
ZNF57,2,0.095,0.068,1.4,0.161668966284156,0.630852669078329,0,0,0.36,up
SLC25A16,2,0.072,0.052,1.4,0.161810509163252,0.631133671709031,0,0,0.94,up
HSD17B12,2,-0.09,0.064,-1.4,0.161822170955579,0.631133671709031,0,0,0.09,down
PRELID1P1,2,0.177,0.127,1.4,0.161896789065433,0.631133671709031,13,0.0048,1.15,up
MTMR14,2,0.107,0.076,1.4,0.161962950477933,0.631133671709031,33.4,0.0058,1.5,up
HS3ST1,2,0.252,0.18,1.4,0.161984142174605,0.631133671709031,0,0,0.5,up
TNFRSF11B,2,1.436,1.027,1.4,0.16200738510432,0.631133671709031,64,1.506,2.78,up
AC074289.1,2,0.26,0.186,1.4,0.162017053388323,0.631133671709031,0,0,0.01,up
LINC00910,2,0.154,0.11,1.4,0.162034805570168,0.631133671709031,0,0,0.87,up
NTN4,2,-0.241,0.172,-1.4,0.162068124438144,0.631133671709031,5,0.0122,1.05,down
AARSD1,2,0.086,0.061,1.4,0.162110728753607,0.631133671709031,0,0,0.07,up
RP11-91J19.3,2,0.103,0.074,1.4,0.162119477805316,0.631133671709031,0,0,0.14,up
ITGB1P1,2,0.093,0.067,1.4,0.162130247286274,0.631133671709031,0,0,0.35,up
RP11-365N19.2,2,-0.095,0.068,-1.4,0.162275786412641,0.631458797555534,0,0,0.97,down
SMIM5,2,0.171,0.122,1.4,0.162284691864391,0.631458797555534,1,0.0111,1.01,up
ACAD9,2,-0.069,0.05,-1.4,0.162322530774115,0.631458797555534,0,0,0.32,down
DOCK4,2,-0.112,0.08,-1.4,0.162343590942269,0.631458797555534,0,0,0,down
SLC39A2,2,0.135,0.097,1.4,0.162397873985256,0.631543681042802,0,0,0.1,up
DLGAP5,2,0.176,0.126,1.4,0.162474766895125,0.631547808428086,0,0,0.54,up
PRKCQ,2,0.373,0.267,1.4,0.162475370282749,0.631547808428086,0,0,0.22,up
NUDC,2,0.081,0.058,1.4,0.162496316251593,0.631547808428086,0,0,0.06,up
PPP5D1,2,-0.205,0.147,-1.4,0.162642648029667,0.631954552927558,0,0,0.02,down
DHRS7B,2,0.087,0.062,1.4,0.162665933442702,0.631954552927558,0,0,0.71,up
ZNF316,2,-0.081,0.058,-1.4,0.162720227673053,0.631991626859614,0,0,0.47,down
RP11-407N17.3,2,-0.108,0.077,-1.4,0.162740442566132,0.631991626859614,18.4,0.0045,1.23,down
TANC2,2,-0.37,0.265,-1.4,0.162781849255676,0.632026274020842,71.6,0.1075,3.53,down
SEMA3F-AS1,2,0.109,0.078,1.4,0.162868643638346,0.632044470258408,0,0,0.11,up
POLR1C,2,0.074,0.053,1.4,0.162884215211451,0.632044470258408,0,0,0.05,up
TCAF2,2,0.132,0.094,1.4,0.162915042883386,0.632044470258408,0,0,0.05,up
SSBP1,2,0.19,0.136,1.4,0.162947623285731,0.632044470258408,61,0.0249,2.56,up
SLC29A4,2,-0.209,0.15,-1.4,0.162948964988496,0.632044470258408,0,0,0.71,down
RP11-21K12.2,2,-0.198,0.142,-1.39,0.163059843441747,0.632224602029104,0,0,0.08,down
RSPH10B,2,0.142,0.102,1.39,0.163064336825088,0.632224602029104,0,0,0.64,up
OXSM,2,0.086,0.061,1.39,0.163092890500826,0.632224602029104,0,0,0.17,up
POPDC2,2,0.245,0.176,1.39,0.163138777688844,0.632276505719948,0,0,0.25,up
KRT8P39,2,-0.248,0.178,-1.39,0.163335584683722,0.632913191716092,0,0,0.5,down
AC108938.5,2,0.226,0.162,1.39,0.163388507432395,0.632992194465289,0,0,0.22,up
TM9SF3,2,0.071,0.051,1.39,0.163477526281224,0.633210979758609,0,0,0.3,up
RP11-50C13.1,2,-0.204,0.146,-1.39,0.16387069246994,0.634607522431359,0,0,0.61,down
UBTD1,2,0.106,0.076,1.39,0.163944940766184,0.634768709959579,0,0,0.21,up
AC073333.8,2,0.144,0.104,1.39,0.164020539326803,0.63493506031482,31.9,0.0089,1.47,up
C17orf58,2,0.112,0.081,1.39,0.164103866928523,0.635078018012181,0,0,0.62,up
ATP5F1,2,0.125,0.09,1.39,0.164122752598954,0.635078018012181,43.1,0.0081,1.76,up
RP11-815J21.2,2,-0.336,0.242,-1.39,0.164173756259137,0.63514905583173,46.7,0.0737,1.88,down
MMAA,2,-0.099,0.071,-1.39,0.164227234446358,0.635229636856531,0,0,0.27,down
RP11-550F7.1,2,-0.143,0.103,-1.39,0.164468127540812,0.635875672994945,0,0,0.48,down
LARS2,2,0.063,0.046,1.39,0.164488804449071,0.635875672994945,0,0,0.04,up
BTF3P5,2,0.175,0.126,1.39,0.164507240725883,0.635875672994945,0,0,0.13,up
AC037445.1,2,-0.666,0.479,-1.39,0.164524986526344,0.635875672994945,79.1,0.3748,4.78,down
CYP2R1,2,0.088,0.064,1.39,0.164569066019526,0.635919711713189,0,0,0.53,up
SYNGAP1,2,-0.063,0.046,-1.39,0.164637554723203,0.636058035086307,0,0,0.15,down
OPA1,2,0.067,0.048,1.39,0.164851885138716,0.636759634158996,0,0,0.09,up
TXNDC9,2,0.188,0.136,1.39,0.164938293574982,0.636777781798099,45.1,0.0201,1.82,up
SEPT5,2,0.08,0.057,1.39,0.164959574744395,0.636777781798099,0,0,0.82,up
CNBD2,2,0.442,0.319,1.39,0.164961545135602,0.636777781798099,47.2,0.1235,1.89,up
CTD-2031P19.4,2,0.135,0.097,1.39,0.165025787914743,0.636777781798099,0,0,0.2,up
CTD-2555O16.4,2,-0.092,0.066,-1.39,0.165050008146706,0.636777781798099,0,0,0.16,down
RAD23B,2,0.078,0.056,1.39,0.165055972636713,0.636777781798099,0,0,0.22,up
LGALS7B,2,-0.202,0.145,-1.39,0.165120549659875,0.636777781798099,0,0,0.54,down
OTUD1,2,-0.106,0.076,-1.39,0.165164679326439,0.636777781798099,0,0,0.03,down
PPP6C,2,0.094,0.068,1.39,0.165195139919157,0.636777781798099,6.2,0.0015,1.07,up
GMFB,2,0.088,0.064,1.39,0.165195160880469,0.636777781798099,0,0,0.52,up
CH507-42P11.8,2,0.141,0.101,1.39,0.16521660374778,0.636777781798099,0,0,0.22,up
EIF5P1,2,0.157,0.113,1.39,0.165368429186954,0.637121777408214,0,0,0.78,up
FAM208A,2,-0.066,0.047,-1.39,0.165371349502029,0.637121777408214,0,0,0.2,down
RALGPS2,2,0.099,0.071,1.39,0.165477978974514,0.637406366843823,0,0,0.48,up
LRPPRC,2,-0.054,0.039,-1.39,0.165527714004207,0.637471734692368,0,0,0.12,down
ZNF223,2,0.097,0.07,1.39,0.165627905898429,0.637731355068243,0,0,0,up
RP11-1035H13.3,2,0.09,0.065,1.39,0.165710281528001,0.63786512993416,0,0,0.43,up
VAV3,2,0.1,0.072,1.39,0.165728219151787,0.63786512993416,0,0,0.9,up
GNAI3,2,0.072,0.052,1.39,0.165837208296941,0.638127066490709,0,0,0.33,up
SNORA7A,2,-0.211,0.152,-1.39,0.165861871671644,0.638127066490709,0,0,0.25,down
RP11-989E6.13,2,-0.212,0.153,-1.39,0.165988423762795,0.6384876972576,0,0,0.12,down
IRGQ,2,-0.058,0.042,-1.39,0.16604287666804,0.638570905011541,0,0,0.47,down
XRCC2,2,-0.133,0.096,-1.38,0.166156248025211,0.638784406251067,0,0,0.01,down
C16orf46,2,-0.257,0.185,-1.38,0.166187659622038,0.638784406251067,0,0,0.42,down
RP11-570P14.1,2,0.171,0.123,1.38,0.166196888591843,0.638784406251067,0,0,0.32,up
MYO9B,2,-0.085,0.062,-1.38,0.166276794287364,0.638872615666735,0,0,0.69,down
NCAPH,2,0.146,0.106,1.38,0.166285512219179,0.638872615666735,0,0,0.32,up
NSMCE3,2,0.146,0.105,1.38,0.166519563480093,0.639324136086499,44.7,0.0121,1.81,up
RP6-159A1.2,2,-0.137,0.099,-1.38,0.166528732994334,0.639324136086499,0,0,0.01,down
CABYR,2,-0.201,0.145,-1.38,0.166534461179613,0.639324136086499,0,0,0.05,down
ODF2L,2,-0.109,0.079,-1.38,0.166556424870247,0.639324136086499,0,0,0.17,down
TRIM39-RPP21,2,0.138,0.1,1.38,0.166567333769658,0.639324136086499,36.9,0.0099,1.59,up
ETF1P2,2,-0.119,0.086,-1.38,0.166678003865151,0.639622730414276,0,0,0.12,down
WIPF2,2,-0.058,0.042,-1.38,0.166782938201413,0.639827719386286,0,0,0.62,down
VIPAS39,2,0.061,0.044,1.38,0.166811399521096,0.639827719386286,0,0,0.2,up
GLCCI1,2,-0.087,0.063,-1.38,0.166844314673649,0.639827719386286,0,0,0.32,down
DAPK1,2,-0.407,0.294,-1.38,0.166862965057875,0.639827719386286,78.6,0.1391,4.66,down
UBE3D,2,-0.12,0.087,-1.38,0.166958037987799,0.639857164770008,0,0,0.14,down
PARP3,2,0.129,0.093,1.38,0.166963977463352,0.639857164770008,0,0,0.39,up
SAT2,2,0.078,0.057,1.38,0.166969306411253,0.639857164770008,0,0,0.26,up
RP1-145M24.1,2,-0.213,0.154,-1.38,0.167028401312084,0.639922508578552,0,0,0.17,down
RP11-1085N6.2,2,-0.165,0.119,-1.38,0.167099266966473,0.639922508578552,0,0,0.31,down
HMGN1,2,0.066,0.048,1.38,0.167109734560276,0.639922508578552,0,0,0.05,up
LCE2A,2,0.483,0.349,1.38,0.16714306561025,0.639922508578552,4.8,0.1049,1.05,up
MYL12BP2,2,0.178,0.129,1.38,0.167150811502683,0.639922508578552,0,0,0.08,up
TMEM117,2,0.096,0.07,1.38,0.167185827883647,0.639930644757867,0,0,0.38,up
RNF219,2,0.064,0.046,1.38,0.167256294504128,0.640074442539795,0,0,0.15,up
ALDH1B1,2,0.203,0.147,1.38,0.167578419139663,0.641181066426998,0,0,0.3,up
FAM86C1,2,-0.113,0.082,-1.38,0.16775195897489,0.641626599076938,0,0,0.38,down
ACTG1P20,2,-0.18,0.13,-1.38,0.167760819773046,0.641626599076938,20.6,0.007,1.26,down
LSM4,2,0.079,0.057,1.38,0.16790467716583,0.641757239146604,0,0,0.57,up
CTB-25B13.5,2,0.219,0.159,1.38,0.167917721637744,0.641757239146604,0,0,0.23,up
TICRR,2,-0.177,0.128,-1.38,0.167924898847656,0.641757239146604,0,0,0.27,down
AC083899.3,2,-0.081,0.059,-1.38,0.167926917377434,0.641757239146604,0,0,0.01,down
LURAP1L-AS1,2,-0.399,0.29,-1.38,0.168068841465728,0.642173483809347,0,0,0.32,down
RP11-9E17.1,2,-0.131,0.095,-1.38,0.168137658754327,0.642310286417474,0,0,0.62,down
MED30,2,0.233,0.169,1.38,0.16818094554079,0.642341229146419,60.4,0.0377,2.52,up
AC024937.4,2,-0.185,0.134,-1.38,0.16826095528511,0.642341229146419,0,0,0.28,down
C4orf32,2,0.119,0.086,1.38,0.168296339627644,0.642341229146419,0,0,0.4,up
KLC2,2,-0.223,0.162,-1.38,0.168307381412956,0.642341229146419,23.6,0.0251,1.31,down
RP11-661A12.7,2,0.081,0.059,1.38,0.168310833994061,0.642341229146419,0,0,0.01,up
METTL5,2,0.161,0.117,1.38,0.168403340207639,0.642568226530659,31.2,0.0136,1.45,up
CASP2,2,-0.114,0.083,-1.38,0.168446693545509,0.642607621494396,35.5,0.0059,1.55,down
CSTF2,2,0.083,0.061,1.38,0.168601855657592,0.643054727327817,0,0,0.53,up
RP11-744D14.1,2,0.183,0.133,1.38,0.168633453454194,0.643054727327817,0,0,0.04,up
HAGLR,2,1.119,0.813,1.38,0.168738560179667,0.643054727327817,71.6,1.0005,3.53,up
ATG14,2,0.073,0.053,1.38,0.168765189537902,0.643054727327817,0,0,0.03,up
RNF170,2,0.065,0.047,1.38,0.168790385283544,0.643054727327817,0,0,0.28,up
PLPP1,2,0.092,0.067,1.38,0.168806530070946,0.643054727327817,0,0,0.42,up
KREMEN1,2,-0.061,0.044,-1.38,0.168808722939201,0.643054727327817,0,0,0.5,down
TMEM138,2,-0.071,0.052,-1.38,0.16882830731859,0.643054727327817,0,0,0.04,down
RP11-465N4.5,2,-0.098,0.071,-1.38,0.168988825294738,0.643405344966967,0,0,0.31,down
GSG2,2,-0.179,0.13,-1.38,0.169010047147895,0.643405344966967,0,0,0.23,down
BHLHB9,2,-0.089,0.065,-1.38,0.169019568160268,0.643405344966967,0,0,0.13,down
RP5-882O7.1,2,0.206,0.15,1.37,0.169174843544386,0.643870453051559,0,0,0.55,up
COX6A1,2,0.18,0.131,1.37,0.169329158726781,0.644331725442647,64.2,0.0234,2.8,up
MAML1,2,-0.092,0.067,-1.37,0.169396860285825,0.644463299515254,24.6,0.0032,1.33,down
SENP2,2,-0.05,0.036,-1.37,0.169561429158119,0.64492567715417,0,0,0.27,down
COL9A2,2,-0.241,0.175,-1.37,0.169584691833919,0.64492567715417,0,0,0.01,down
ZNF750,2,-0.078,0.057,-1.37,0.169664843735112,0.645074496441817,0,0,0.38,down
FAM58A,2,0.095,0.07,1.37,0.169702070722748,0.645074496441817,0,0,0.15,up
NRSN2-AS1,2,-0.226,0.165,-1.37,0.169752551555085,0.645074496441817,7.2,0.0062,1.08,down
AC005262.2,2,-0.087,0.064,-1.37,0.169756446432057,0.645074496441817,0,0,0.38,down
RP11-90L1.8,2,0.112,0.081,1.37,0.169828543134386,0.645155280110389,0,0,0.27,up
SNF8,2,0.081,0.059,1.37,0.169844024708337,0.645155280110389,19.3,0.0029,1.24,up
ZNF689,2,0.093,0.068,1.37,0.169888129512022,0.645195654589475,0,0,0.13,up
GLT8D2,2,-0.205,0.15,-1.37,0.169920977288059,0.645195654589475,0,0,0.19,down
PGAM1P8,2,-0.176,0.129,-1.37,0.169966678085989,0.64524325635922,0,0,0.12,down
RP11-478C6.6,2,-0.211,0.154,-1.37,0.170127622608889,0.645728253117158,0,0,0.72,down
CDC42BPB,2,-0.225,0.164,-1.37,0.170248605334717,0.646061413183589,70.8,0.0411,3.43,down
KRR1,2,0.067,0.049,1.37,0.17032443792463,0.646223140456629,0,0,0.23,up
RP1-197B17.3,2,0.112,0.081,1.37,0.170380563758361,0.646298257254942,0,0,0.08,up
SLC9A3R2,2,0.16,0.117,1.37,0.170410673299643,0.646298257254942,0,0,0.07,up
PAMR1,2,-0.155,0.113,-1.37,0.170536897931709,0.646555626198593,0,0,0.11,down
DAAM1,2,-0.083,0.061,-1.37,0.170544997617762,0.646555626198593,0,0,0.05,down
ACTA2,2,0.244,0.178,1.37,0.170592265855476,0.646608830018339,0,0,0.75,up
PAXIP1,2,-0.055,0.04,-1.37,0.170653289514047,0.646714141173607,0,0,0,down
RP11-173E2.1,2,-0.193,0.141,-1.37,0.170736681623514,0.646904163128937,0,0,0.48,down
TMEM231,2,0.089,0.065,1.37,0.170804978594805,0.646956572943541,0,0,0.81,up
SMIM20,2,0.104,0.076,1.37,0.170854217962346,0.646956572943541,0,0,0.41,up
CTC-558O2.1,2,-0.257,0.188,-1.37,0.170868124621947,0.646956572943541,0,0,0.62,down
LINC02067,2,0.083,0.061,1.37,0.17088352325025,0.646956572943541,0,0,0.68,up
IGFBP2,2,0.311,0.227,1.37,0.17107019847116,0.647537311567099,0,0,0,up
BHLHE40,2,0.13,0.095,1.37,0.171152457457843,0.647722663353394,0,0,0.36,up
NDUFA11,2,0.08,0.059,1.37,0.171214642740077,0.647831989333127,0,0,0.11,up
PPT1,2,0.213,0.156,1.37,0.171283571082793,0.647897945406819,60.4,0.0329,2.53,up
RP11-135F9.4,2,-0.308,0.225,-1.37,0.171298675533135,0.647897945406819,0,0,0.05,down
GALK2,2,-0.068,0.05,-1.37,0.171373029762812,0.647988568101262,0,0,0.21,down
PPARA,2,-0.108,0.079,-1.37,0.171389246065435,0.647988568101262,0,0,0.01,down
BOD1L1,2,-0.139,0.101,-1.37,0.171460570219824,0.648062059464882,35,0.0106,1.54,down
LEPROT,2,0.057,0.041,1.37,0.171475302329626,0.648062059464882,0,0,0.15,up
RP3-437C15.1,2,0.096,0.07,1.37,0.171591018711162,0.648373443395683,0,0,0,up
RP11-567M16.1,2,-1.001,0.732,-1.37,0.171656897726847,0.648496427606512,55.1,0.6797,2.23,down
DDX20,2,0.065,0.047,1.37,0.171713288906742,0.64858352727035,0,0,0.62,up
RP11-96D1.7,2,-0.126,0.092,-1.37,0.17191226811404,0.649209062194634,0,0,0.02,down
TAPBPL,2,0.089,0.065,1.37,0.171964585787212,0.649280609562584,0,0,0.02,up
ADCK5,2,0.119,0.087,1.37,0.172082888571003,0.649601218478355,0,0,0.9,up
CTIF,2,-0.176,0.129,-1.37,0.172141185445204,0.649695228714238,51.1,0.0199,2.05,down
ZSWIM7,2,0.078,0.057,1.37,0.172188689115155,0.649748474675031,0,0,0.48,up
PAM16,2,0.108,0.079,1.36,0.17226782584013,0.649921043154077,0,0,0.65,up
KLHL26,2,-0.107,0.078,-1.36,0.172415734435534,0.650352952535429,0,0,0.64,down
CD36,2,0.273,0.2,1.36,0.172456989247259,0.650382473889255,0,0,0.16,up
YWHAB,2,0.056,0.041,1.36,0.172608343239555,0.650657317863086,0,0,0.07,up
IFT22,2,0.152,0.112,1.36,0.172610508030321,0.650657317863086,24.3,0.0085,1.32,up
NT5DC2,2,-0.094,0.069,-1.36,0.172643922591131,0.650657317863086,0,0,0.97,down
NBPF8,2,-0.091,0.067,-1.36,0.172663637547652,0.650657317863086,0,0,0,down
SPCS3,2,0.078,0.057,1.36,0.172817215728084,0.650907866361511,0,0,0.12,up
LINC01550,2,-0.118,0.087,-1.36,0.172864098055758,0.650907866361511,0,0,0.43,down
TBC1D1,2,-0.095,0.07,-1.36,0.172921757161315,0.650907866361511,0,0,0.12,down
ASMTL,2,0.071,0.052,1.36,0.172921956211887,0.650907866361511,0,0,0.07,up
MFSD2B,2,0.168,0.124,1.36,0.17294588505655,0.650907866361511,0,0,0.53,up
ZWINT,2,0.113,0.083,1.36,0.172959476444379,0.650907866361511,0,0,0.09,up
CBL,2,-0.222,0.163,-1.36,0.172964312761565,0.650907866361511,29.4,0.0289,1.42,down
MRPS31P5,2,0.111,0.082,1.36,0.173021598172619,0.650997527373133,0,0,0.06,up
RP11-178H8.7,2,-0.115,0.084,-1.36,0.173100455177225,0.651067546266927,0,0,0.04,down
CH507-396I9.7,2,-0.215,0.158,-1.36,0.173107134911534,0.651067546266927,0,0,0,down
CEP170P1,2,-0.135,0.099,-1.36,0.173149323998441,0.651100357115127,0,0,0.31,down
RP11-649A18.3,2,0.124,0.091,1.36,0.173266493759664,0.651345009935406,0,0,0.93,up
MYLK4,2,0.202,0.148,1.36,0.173281341047783,0.651345009935406,0,0,0.34,up
ZMYM1,2,-0.083,0.061,-1.36,0.173375780219134,0.651574112409401,0,0,0.19,down
SERINC1,2,0.087,0.064,1.36,0.17346097547059,0.65175431654804,0,0,0.24,up
RP11-325E14.5,2,-0.291,0.213,-1.36,0.17349072807372,0.65175431654804,0,0,0.14,down
RP11-196G11.3,2,0.105,0.077,1.36,0.173564684380414,0.65190627399717,0,0,0.05,up
FRG1CP,2,0.209,0.154,1.36,0.173684396182701,0.652103550629262,0,0,0.72,up
CCDC167,2,0.115,0.085,1.36,0.173722960648957,0.652103550629262,0,0,0.42,up
GLE1,2,0.053,0.039,1.36,0.173724869984856,0.652103550629262,0,0,0.69,up
CTD-2561B21.3,2,-0.214,0.157,-1.36,0.173781047340292,0.652103550629262,9.6,0.0068,1.11,down
ARHGEF35,2,-0.153,0.112,-1.36,0.173786221219579,0.652103550629262,0,0,0.26,down
KIAA1143,2,0.069,0.051,1.36,0.173827369675728,0.652103550629262,0,0,0.24,up
ADIRF-AS1,2,0.118,0.087,1.36,0.173863034096225,0.652103550629262,0,0,0.61,up
SRBD1,2,-0.118,0.086,-1.36,0.173903875959509,0.652103550629262,0,0,0.12,down
AC000068.10,2,0.138,0.102,1.36,0.173918859180471,0.652103550629262,27.6,0.0084,1.38,up
CLP1,2,0.125,0.092,1.36,0.174058338888329,0.65250077869197,35.9,0.0076,1.56,up
