"gene","k","dl_logFC","mf_logFC","dl_SE","mf_SE","dl_I2","mf_I2","dl_P","mf_P"
"GPER1",3,-0.817752836462067,-0.817752836462067,0.199357155890678,0.199357155890678,69.0795319782254,69.0795319782253,4.09685028221397e-05,4.09685028221387e-05
"RP11-177C12.1",3,0.503598408532391,0.503598408532391,0.294198876644236,0.294198876644236,92.6551683745598,92.6551683745598,0.0869405682724567,0.0869405682724567
"FRMD8P1",3,0.79757636608151,0.79757636608151,0.320212466332053,0.320212466332053,82.8225601286456,82.8225601286456,0.0127465752121288,0.0127465752121288
"SUMO2",3,0.167850740403796,0.167850740403796,0.030538564734435,0.030538564734435,0,0,3.8772539604986e-08,3.87725396049858e-08
"CTD-2541J13.2",3,-0.844112463211737,-0.844112463211737,0.324538231452376,0.324538231452376,92.6742118672448,92.6742118672448,0.00929620362935577,0.00929620362935576
"LINC01123",3,0.292303608598131,0.292303608598131,0.0908288782431089,0.0908288782431088,42.7590762353272,42.7590762353272,0.00129007181774866,0.00129007181774867
"FRG1HP",3,-0.32472437016792,-0.32472437016792,0.129504135785004,0.129504135785004,88.641830613856,88.641830613856,0.0121607844325837,0.0121607844325837
"RP11-326K13.4",3,0.0809127752666759,0.0809127752666759,0.0738578336154122,0.0738578336154122,39.4187024755729,39.418702475573,0.27328864303495,0.27328864303495
"PPP1R15B",3,0.245432637660333,0.245432637660333,0.105710360264163,0.105710360264163,87.3716101351218,87.3716101351218,0.0202466003784547,0.0202466003784547
"TRPV4",3,-0.618712194648588,-0.618712194648588,0.292426902828082,0.292426902828082,92.3603070043723,92.3603070043723,0.0343631730584366,0.0343631730584366
"ATG12",3,-0.144770424135036,-0.144770424135036,0.0424848773725656,0.0424848773725656,35.4985405256172,35.4985405256172,0.000655427909721424,0.000655427909721427
"BICDL1",3,-0.0531983073586042,-0.0531983073586042,0.112518726130971,0.112518726130971,73.9711478073548,73.9711478073548,0.636359338661144,0.636359338661144
"AC002056.3",3,0.728869291081239,0.728869291081239,0.154465421979278,0.154465421979278,75.5293757907254,75.5293757907254,2.37407116650623e-06,2.37407116650625e-06
"ZNF442",3,-0.183350952168243,-0.183350952168243,0.303142016045567,0.303142016045567,92.8398457798948,92.8398457798949,0.545288523958914,0.545288523958916
"VASP",3,0.100397463805764,0.100397463805764,0.0920485590506498,0.0920485590506498,74.9829020186307,74.9829020186307,0.275404430285758,0.275404430285759
"TUBA4B",3,0.171686395159484,0.171686395159484,0.205062673450251,0.205062673450251,85.5473296064076,85.5473296064075,0.402458438305921,0.402458438305921
"VWA8",3,-0.308284415388804,-0.308284415388803,0.0953854800783683,0.0953854800783682,77.7140737573996,77.7140737573996,0.00122933623823821,0.00122933623823822
"MYOT",3,-0.466648559368632,-0.466648559368632,0.40511212534501,0.40511212534501,86.4082464971763,86.4082464971763,0.249362267476704,0.249362267476704
"ANKRD49",3,-0.0534449931040898,-0.0534449931040898,0.0366633099292776,0.0366633099292776,0,0,0.144916586530149,0.144916586530149
"GSTCD",3,0.198102788234854,0.198102788234854,0.0624808240334772,0.0624808240334772,43.1730192391398,43.1730192391398,0.00152115347539757,0.00152115347539756
"AC073254.1",3,-0.0540753340532326,-0.0540753340532326,0.0317510113445293,0.0317510113445293,0,0,0.088548256133558,0.0885482561335579
"AGRN",3,-0.0707084096980461,-0.0707084096980461,0.0711379527189313,0.0711379527189313,21.2078100561031,21.2078100561031,0.320241450466738,0.320241450466739
"F8A2",3,-0.0619127508331844,-0.0619127508331843,0.232840075399285,0.232840075399286,76.3551476512081,76.3551476512081,0.790314323866418,0.790314323866419
"AC135048.13",3,-0.379205467586574,-0.379205467586574,0.103285835892615,0.103285835892614,70.1240382291494,70.1240382291494,0.000241208556212713,0.000241208556212714
"GYG1",3,0.483304234986436,0.483304234986436,0.262831688456648,0.262831688456648,97.4047827643156,97.4047827643156,0.0659393874298074,0.0659393874298074
"CTD-2666L21.1",3,-0.66967729568145,-0.669677295681449,0.551719862181164,0.551719862181164,89.3835174018593,89.3835174018593,0.224824295356986,0.224824295356986
"PLSCR3",3,0.418729373827501,0.418729373827501,0.209895190033967,0.209895190033967,94.6017158078931,94.6017158078931,0.046048871565746,0.0460488715657462
"STXBP1",3,-0.0517491262590138,-0.0517491262590138,0.0337996767335397,0.0337996767335397,0,0,0.125756076527548,0.125756076527548
"PTGER2",3,-0.49236368404334,-0.49236368404334,0.343278193604321,0.343278193604321,76.0382430850431,76.0382430850431,0.15148686064375,0.15148686064375
"NELFE",3,0.20685607397369,0.20685607397369,0.0986438090913944,0.0986438090913945,89.4994363439656,89.4994363439656,0.0359935696805,0.0359935696805
"EGLN2",3,0.0772472139689068,0.0772472139689068,0.0458394340148664,0.0458394340148664,2.95661293277953,2.95661293277953,0.0919558827142841,0.0919558827142841
"C16orf71",3,-0.336704600001035,-0.336704600001035,0.371313203084188,0.371313203084188,83.6628690016073,83.6628690016073,0.364515721553293,0.364515721553293
"RP11-74C1.2",3,-0.505986296667697,-0.505986296667697,0.0989655055602203,0.0989655055602203,0,0,3.17495440360358e-07,3.17495440360362e-07
"ZNF791",3,-0.270965647670846,-0.270965647670847,0.0542568668659923,0.0542568668659923,61.2612307633393,61.2612307633392,5.91027013612055e-07,5.91027013612039e-07
"LARP4B",3,0.0883333393814538,0.0883333393814539,0.172606740909404,0.172606740909404,96.8851805348811,96.8851805348811,0.60881852734797,0.60881852734797
"ZBTB34",3,-0.247670754210618,-0.247670754210618,0.148813403858394,0.148813403858394,89.0069476613124,89.0069476613124,0.0960516788131075,0.0960516788131077
"BMF",3,-0.321021187346725,-0.321021187346725,0.0511264020203599,0.0511264020203599,0,0,3.40821504542948e-10,3.40821504542952e-10
"NDUFA12",3,0.162596590677142,0.162596590677142,0.158627150989766,0.158627150989766,92.4290808951671,92.429080895167,0.305352000755173,0.305352000755173
"TRIM5",3,0.466413111863803,0.466413111863803,0.150061886215133,0.150061886215133,81.9511063853646,81.9511063853646,0.00188269875297339,0.00188269875297339
"AC012354.8",3,0.0189955725719475,0.0189955725719475,0.11129060450159,0.11129060450159,73.1593254822526,73.1593254822526,0.8644719120309,0.8644719120309
"HNRNPH1",3,0.168901937408982,0.168901937408982,0.0395886115469536,0.0395886115469536,0,0,1.98628082683563e-05,1.98628082683563e-05
"RP11-521B24.5",3,-0.138156474918855,-0.138156474918855,0.081464041192033,0.0814640411920331,25.4974880378914,25.4974880378915,0.0899010822267201,0.0899010822267202
"TMEM70",3,0.291478463305626,0.291478463305626,0.102248166967993,0.102248166967993,83.0729560446485,83.0729560446485,0.00436236245291791,0.00436236245291792
