"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","fdr_BH"
0.0264935111957763,0.127041501994689,0.091,0.1,1,"DHDDS",0.0313299568593803
0.0269030405208956,0.137117421703869,0.52,0.573,1,"LAMTOR1",0.0318059638129099
0.0269141986438641,0.102956330498881,0.111,0.121,1,"ACSS2",0.03181087351426
0.0272832504964915,0.257883317371088,0.213,0.23,1,"WHR1",0.0322386782473505
0.0277758543189646,0.243882058524617,0.122,0.113,1,"SFXN3",0.0328122150006291
0.0280644063501773,0.272297891704004,0.097,0.107,1,"POU2F1",0.0331444653410026
0.0280794211903481,0.247870565556644,0.217,0.234,1,"CPEB4",0.033153575565619
0.0284821161726585,0.158874107403242,0.28,0.303,1,"TXNDC12",0.0336202988146718
0.0285162769049247,0.226077279037248,0.215,0.233,1,"TRIM8",0.0336518745907648
0.0287508372610477,0.226782216992076,0.162,0.174,1,"MTERF4",0.0339198628221402
0.029991541821978,0.168847674417646,0.136,0.147,1,"AP1G2",0.0353744393282083
0.0300609828142442,0.198154441566202,0.101,0.11,1,"CUL4B",0.0354457448646124
0.0300676082841856,0.197035784849056,0.118,0.128,1,"RHBDF2",0.0354457448646124
0.030128817148636,0.174304391294964,0.149,0.162,1,"PBX2",0.0355086837975489
0.0302103908518341,0.207055846013094,0.158,0.172,1,"SP110",0.0355955850695845
0.0303755346362678,0.198134233474131,0.098,0.108,1,"MYO9B",0.035780882693461
0.0304922309830302,0.157386790571909,0.13,0.141,1,"VPS26C",0.0359090303148185
0.0306420009276857,0.430689572928375,0.114,0.107,1,"AKAP11",0.0360760503532851
0.0306921862644691,0.160449176807959,0.162,0.174,1,"MPV17",0.0361257692656698
0.0313504583574579,0.474610796473648,0.16,0.155,1,"NXN",0.0368910161703074
0.0315864481515509,0.215525545489385,0.179,0.193,1,"HOMER3",0.0371590831751794
0.0318280169998509,0.411710177079696,0.268,0.267,1,"DUSP22",0.0374335729594206
0.0324765602175805,0.527836076296941,0.123,0.116,1,"CDK17",0.0381864474231054
0.0329734084940299,0.356742759134444,0.142,0.136,1,"SLC41A3",0.0387606129876753
0.0331430766295759,0.592003155808774,0.167,0.161,1,"EHBP1L1",0.0389499769603789
0.0331954311962528,0.160798589405283,0.176,0.188,1,"NCK2",0.0390014108828419
0.033757362050301,0.226612789217978,0.128,0.14,1,"KAT2A",0.0396513660295957
0.0338783259169802,0.134184955109607,0.112,0.122,1,"MTHFR",0.039783159552368
0.0343586631421306,0.132304703578495,0.179,0.192,1,"GOLIM4",0.0403367862793214
0.034423926218209,0.267779015447199,0.154,0.167,1,"PRKRIP1",0.0404029591514311
0.0345847710660676,0.414333244108529,0.117,0.111,1,"DGLUCY",0.0405812520441894
0.0345980394132789,0.290244798388074,0.12,0.131,1,"IPO9",0.0405863334992765
0.0346183360567997,0.216377644604309,0.413,0.447,1,"PLS3",0.0405996549674399
0.0358228090608341,0.388957040990393,0.136,0.129,1,"FCHO2",0.0420013880571257
0.0358416716675771,0.415637516472547,0.216,0.212,1,"SMAGP",0.0420126564384274
0.0363507926016323,0.35064421665939,0.18,0.195,1,"SLCO3A1",0.0425984385042612
0.0364284947715973,0.321069145970542,0.204,0.2,1,"PPFIBP1",0.0426784816196655
0.0366167108932781,0.393414339445762,0.114,0.107,1,"FAR1",0.0428879247269476
0.0368086330269968,0.507458031343517,0.126,0.119,1,"MAN2C1",0.0431015994264034
0.0370451605581645,-0.156003710224787,0.093,0.101,1,"ZSCAN16-AS1",0.043367381823827
0.0371636890957021,0.38130261268271,0.093,0.102,1,"DDX60",0.0434916202527884
0.0371704422376287,0.459883900037436,0.198,0.194,1,"CCNY",0.0434916202527884
0.0372496503656067,0.408733182704011,0.157,0.151,1,"GATAD1",0.0435730711772849
0.0373607598102542,0.177262536944746,0.121,0.131,1,"TMEM218",0.0436917873547165
0.037457939683204,0.115876738808396,0.162,0.174,1,"STK16",0.0437941565657645
0.0375890761716798,0.289705368273034,0.094,0.102,1,"UVSSA",0.0439361634222903
0.0385839002990888,0.201543790337702,0.152,0.164,1,"MFSD6",0.0450873626500675
0.0388278725925531,0.309770444556337,0.131,0.142,1,"SNX13",0.0453607845234843
0.0393809114421054,0.178527661239558,0.327,0.354,1,"GBP2",0.0459950408586936
0.0398871962303617,0.383751801177505,0.396,0.427,1,"CAV2",0.0465743785245751
0.0403168804137215,0.117038631526266,0.145,0.156,1,"VAMP7",0.0470534899212519
0.0403182403179016,0.172476289107563,0.301,0.327,1,"LMAN1",0.0470534899212519
0.0403852307165549,0.137581796086015,0.093,0.101,1,"BKGD",0.0471195613267923
0.0407949830500371,0.425438703656473,0.275,0.274,1,"NUMA1",0.0475854143411812
0.0414240853505206,0.25823018878094,0.16,0.173,1,"ARFGEF1",0.0483068237228336
0.0415651904266876,0.340312690676902,0.157,0.17,1,"PDLIM7",0.0484589293267236
0.0415815674824215,0.546217211675152,0.106,0.1,1,"UHRF2",0.0484655795527916
0.0420872145522017,0.385339369421636,0.328,0.369,1,"LIMS1",0.0490423508549007
0.0421876225661244,0.448164294968561,0.141,0.156,1,"LRRC1",0.0491467403983507
0.0424876348236524,0.255030406009801,0.168,0.182,1,"HOTAIRM1",0.0494835469951797
0.0425692157425147,0.153598567537626,0.113,0.122,1,"VPS41",0.0495658483812203
0.0428009353425512,0.202662246369179,0.155,0.165,1,"C2orf76",0.0498228780801141
0.0428981565714497,0.279540166940808,0.123,0.134,1,"ARHGAP10",0.0499232519197727
0.0429727229804478,0.551905217246246,0.148,0.144,1,"FLOT2",0.0499972162578051
0.0431562883025571,0.170502870174877,0.163,0.176,1,"FAM234A",0.050197926532252
0.0436803330710218,0.120548717394299,0.133,0.144,1,"KAT7",0.0507944667030755
0.0438418111639246,0.262278069288242,0.131,0.142,1,"RCOR3",0.0509691921391146
0.0450407118948829,0.174256647189696,0.096,0.104,1,"METTL25B",0.0523495962924656
0.0454322739917634,0.258312023175751,0.196,0.212,1,"CYB561",0.052791186334851
0.0454513327582818,0.211169063720165,0.094,0.102,1,"PPP1R9B",0.0527998214518694
0.0458773117538618,0.235492633647397,0.165,0.179,1,"SLC1A5",0.0532810416046768
0.0459865525430762,0.367570457607682,0.134,0.146,1,"LBR",0.0533942559698566
0.047140000662119,0.162654693507834,0.526,0.553,1,"LY6E",0.0547195150835078
0.0475003147790373,0.255102986726572,0.138,0.15,1,"MYO9A",0.0551097716848472
0.0475004726656005,0.211048153346547,0.168,0.18,1,"GLYR1",0.0551097716848472
0.047861913556535,0.123172451037593,0.112,0.121,1,"MICA",0.0555149296194701
0.0494040573724663,0.168746663523533,0.109,0.118,1,"SESN3",0.0572890256711873
0.0500591780303228,0.281983793192152,0.191,0.203,1,"RMND5A",0.0580338849720949
0.0503547357792206,0.357439943143621,0.126,0.12,1,"SAMHD1",0.0583616271499338
0.0504249155735414,0.22448617815341,0.21,0.226,1,"IRF2BPL",0.0584280534879948
0.0504887284692929,0.707303248430754,0.14,0.134,1,"HIP1R",0.0584870704028212
0.0506297112721577,0.341810355723985,0.161,0.154,1,"ZMIZ1",0.0586354294534221
0.0507371014206504,0.365533219109202,0.147,0.141,1,"IFI44L",0.0587448183455312
0.0507902692867853,0.575397486988444,0.331,0.348,1,"UBR4",0.0587913874155728
0.0514453121647289,0.425936491505844,0.15,0.143,1,"FOXO1",0.0595344450917518
0.051787947083517,0.505999619313196,0.11,0.104,1,"DGKH",0.0599156860398091
0.0520218642913774,0.299612166974577,0.131,0.142,1,"RNF220",0.0601680374272799
0.0520325661697706,0.174930291283261,0.147,0.159,1,"TBC1D4",0.0601680374272799
0.0520659240306738,0.136006156542043,0.21,0.223,1,"DYNLT3",0.0601912833562347
0.0528981189891734,0.113924065727891,0.161,0.171,1,"TM2D2",0.0611377852710197
0.0529728742719319,0.524648592145097,0.205,0.23,1,"WFDC5",0.0612086061243875
0.0530897283347994,-0.529889326307748,0.116,0.122,1,"RAB32",0.0613280224798586
0.0540083807994178,0.240402934890796,0.147,0.158,1,"USP33",0.0623733614471404
0.0540992050193369,0.117930233841104,0.179,0.191,1,"PROS1",0.06246236714793
0.0543834546135489,0.306464636384046,0.18,0.174,1,"CYBC1",0.0627745977122841
0.055047987025502,0.251212429334923,0.217,0.234,1,"NSMCE4A",0.0635255169206619
0.0553018271467196,0.10952691791267,0.198,0.211,1,"SORBS3",0.0638022350287738
0.0560256810384893,0.283489719434268,0.123,0.116,1,"PRKD3",0.0646209341111963
0.0562657317230057,0.237835594963351,0.318,0.343,1,"CTSA",0.0648813325937453
0.0563744874392936,0.257500616970563,0.132,0.125,1,"SECISBP2L",0.06499023799488
0.056707957621015,0.133902567531351,0.411,0.448,1,"SUMO3",0.0653580800906165
0.0573913269692141,0.219452358413607,0.164,0.157,1,"SSBP4",0.0661289052949001
0.0575001831973682,0.155225511796682,0.11,0.119,1,"TMEM87B",0.0662375271180236
0.057870816422472,0.391079625148186,0.155,0.15,1,"SKAP2",0.0666475722481474
0.0584954972562479,0.358023034845328,0.117,0.126,1,"CASP8AP2",0.0673499120285552
0.0585495896881997,0.187442136460842,0.15,0.16,1,"STX17",0.0673951043787363
0.0597836536782127,0.653803322309113,0.11,0.104,1,"TAF1",0.0687981681076442
0.0598560145659792,0.292427269323651,0.197,0.19,1,"CCPG1",0.0688639883820906
0.0603653151972724,0.131265662776317,0.246,0.263,1,"TSR2",0.0694323445569438
0.0609694400442453,0.326300183030274,0.126,0.136,1,"TRIM27",0.0701094523274039
0.0616956560076775,0.167612314461629,0.109,0.118,1,"RNF169",0.0709265756786996
0.0621573878011291,0.127564938111377,0.269,0.287,1,"ATP6AP1",0.0714393059997285
0.0622943906623608,0.536402416749997,0.147,0.142,1,"IKBKB",0.071578650809155
0.0623880218002054,0.191287104266428,0.103,0.112,1,"CAMKK2",0.0716681019465552
0.062549626212429,0.256916835012727,0.902,0.961,1,"TMSB10",0.0718355722384016
0.063017556478147,0.22862391935627,0.115,0.124,1,"SAP30",0.0723357359438362
0.0630225851983357,0.205105906425514,0.105,0.113,1,"MTMR3",0.0723357359438362
0.0630329238339044,0.683808981790732,0.173,0.191,1,"KRT80",0.0723357359438362
0.0631065512601958,0.29045771180786,0.211,0.227,1,"TLK1",0.072401932610548
0.0635385781485094,0.206510671517124,0.128,0.137,1,"SUMF1",0.0728791824633446
0.0656018752208584,0.13191798918674,0.14,0.15,1,"LRRC28",0.0752267968126056
0.0656584114100027,0.158612921495691,0.237,0.253,1,"OARD1",0.0752726195942495
0.0660062620350649,0.326721090877156,0.185,0.179,1,"RPS6KA3",0.0756523058811786
0.0662468005876458,0.162044047116277,0.258,0.274,1,"ATF6B",0.0759088371103961
0.0663358110105464,0.173251745160008,0.149,0.16,1,"GAA",0.0759916543387718
0.0672492160009085,0.237747335031321,0.14,0.15,1,"ABR",0.0770185850845209
0.0681537610579969,1.13162585919696,0.194,0.202,1,"LY6G6C",0.0780348534958053
0.0684066716184966,0.102101860130875,0.245,0.257,1,"SCPEP1",0.0783046876278278
0.068434847369408,0.317083062891998,0.141,0.152,1,"AP2A2",0.0783171980606053
0.0692928898705897,0.327884708485412,0.099,0.108,1,"SHB",0.0792791667680392
0.0701664021363558,0.232691207679696,0.097,0.105,1,"MTMR6",0.0802583456174286
0.0715791458622119,0.172002133154747,0.246,0.266,1,"TLN1",0.081853664407027
0.072132431992547,0.2233134956545,0.106,0.115,1,"EHMT2",0.082465602638005
0.0730303276664993,0.244085641885541,0.112,0.122,1,"CEP164",0.0834711094723316
0.0752143869264077,0.366606772477528,0.102,0.096,1,"RNPC3",0.0859457803303516
0.0753911239040207,0.266496739745573,0.21,0.227,1,"SRPK1",0.0861260612951341
0.0755450058869507,0.463645874985939,0.266,0.287,1,"CSNK1E",0.0862801488261175
0.0757012948655467,0.217260786183286,0.138,0.148,1,"MAN1A1",0.0864369072125843
0.0770664363707459,0.187203385286787,0.114,0.123,1,"ANKRD40",0.0879735262844538
0.077802679480988,1.18432030946254,0.11,0.105,1,"KLK5",0.0887916480329647
0.0786337403797454,0.360655803252225,0.414,0.434,1,"ATRX",0.0897175414734733
0.0798651134007667,0.178143897425986,0.104,0.097,1,"C12orf76",0.0910995930552327
0.0804415391039907,0.131300057784537,0.166,0.176,1,"ASB8",0.0917340605402365
0.0815920995947892,0.181975424310482,0.183,0.195,1,"NKIRAS2",0.0930227778709359
0.0816418716869468,-0.94120395644919,0.133,0.135,1,"CXCL12",0.0930561594704883
0.0819881861044372,0.211621417553169,0.108,0.116,1,"RALGAPB",0.0934274411794854
0.0827169246167974,0.342539437760035,0.175,0.19,1,"GON4L",0.0942342084006214
0.082994639276038,0.187778910001746,0.234,0.229,1,"RGCC",0.09452687658703
0.0834167371552601,0.330841000718286,0.157,0.152,1,"VPS37B",0.0949838022622959
0.0836311534304557,0.244072114156463,0.137,0.13,1,"SRGAP2C",0.0952040781468286
0.0845688547474767,-0.146039402789935,0.098,0.104,1,"LTBP1",0.0962474108792711
0.0846801932327049,0.260777577823395,0.454,0.497,1,"CALD1",0.0963499768152626
0.0849869804478562,0.237619289630381,0.287,0.309,1,"ROCK1",0.0966748191918124
0.0853790033023872,0.334641798993699,0.101,0.109,1,"ZZEF1",0.0970964322554821
0.0861094526950092,0.239984015905747,0.22,0.233,1,"H2AC6",0.0979026100871399
0.0872561594718635,0.276461375446028,0.569,0.61,1,"N4BP2L2",0.0991815319553773
0.0875610546564586,0.314993573177325,0.096,0.104,1,"ZCCHC2",0.0995031904892339
0.088839595025625,0.136875970146374,0.158,0.168,1,"DAG1",0.100930848389133
0.0891492211472907,0.165054557236563,0.163,0.174,1,"DHRS7B",0.101257281948436
0.0891863283535628,0.179578280595109,0.109,0.117,1,"AGPAT3",0.101274097787829
0.0897146025767544,0.396695644518779,0.454,0.488,1,"MGST2",0.10184850257526
0.0897777046430479,0.263073554250791,0.521,0.574,1,"PDLIM1",0.101894665529638
0.0901571751007265,0.15058418962905,0.688,0.766,1,"NEDD8",0.102299783141529
0.0903278642269889,0.183164578188207,0.123,0.132,1,"ANO6",0.102467856970961
0.0920966327029225,0.293966990189916,0.304,0.327,1,"ORAI1",0.104448254021971
0.0923134346996441,0.300265528105466,0.123,0.131,1,"NADK",0.10466799175308
0.0925268493257077,0.154881844832188,0.097,0.104,1,"PTGER3",0.104883780026969
0.0925812042682035,0.127650320492063,0.513,0.567,1,"VAMP2",0.104919203539284
0.092889506550389,0.306113393646519,0.227,0.242,1,"CYFIP1",0.105242327656017
0.0939648697984267,0.294229552877859,0.302,0.324,1,"SMARCA2",0.106434141620019
0.0941177786398055,0.279105235400481,0.217,0.231,1,"LENG8",0.106580756310064
0.0952273484913018,0.123630430266044,0.112,0.12,1,"CCDC28A",0.107810368860384
0.0954292429718712,0.324762064823325,0.106,0.114,1,"SYVN1",0.108012012047674
0.0959612154881404,0.37136930281658,0.244,0.244,1,"POLR2J3",0.108587061931634
0.0979145100040241,0.244929370679101,0.1,0.108,1,"BRD8",0.11076975334536
0.0979506067983619,0.248724603653041,0.122,0.13,1,"LIN7B",0.11078299015476
0.0984612325846494,0.190600790756252,0.18,0.193,1,"FBXL5",0.111332783159087
0.0993531344622535,-0.312235527258919,0.158,0.162,1,"PLPP3",0.112313314312445
0.0998483890641488,0.496339450277177,0.139,0.135,1,"KIF9",0.112845080821379
0.100271418726576,0.206102169265823,0.11,0.117,1,"ZYG11B",0.113294976968744
0.100610846219957,0.150171492320843,0.104,0.111,1,"MUL1",0.113650212110653
0.100640485209748,0.18222946459381,0.197,0.208,1,"ARHGAP1",0.113650578887548
0.100661226224558,0.187235598502868,0.266,0.284,1,"RSU1",0.113650578887548
0.101535143075031,0.247987621904287,0.168,0.18,1,"PRKD2",0.11460877074415
0.102628555463864,0.332876506474157,0.109,0.104,1,"NAV1",0.115814182495379
0.102777063879617,0.412221777507795,0.106,0.1,1,"ARHGAP18",0.115952955795613
0.103084484549901,0.217040571606066,0.211,0.224,1,"ACTR1B",0.116270900233756
0.103301476268481,0.308756439082089,0.15,0.144,1,"WBP1L",0.11648671560347
0.103517470920253,0.172529334396901,0.111,0.119,1,"TMEM184A",0.11670129976387
0.104904265461411,0.190628298525935,0.199,0.213,1,"RBM22",0.118235360997833
0.104959573669922,0.272842297365167,0.355,0.385,1,"LYPLA1",0.118268343433031
0.105142498125634,0.332343828826557,0.162,0.174,1,"CHD6",0.118445071691517
0.105734462042306,0.4464082488221,0.135,0.145,1,"PLD2",0.119082388922151
0.105935950968655,0.255071316739827,0.126,0.134,1,"BORCS5",0.119279730560045
0.109490092831539,0.457420477860455,0.447,0.469,1,"FLNA",0.123250994434313
0.109914920479728,0.339890325408424,0.155,0.166,1,"IREB2",0.123698551152031
0.110330790203117,0.415852839243622,0.118,0.126,1,"DIP2A",0.124135807312278
0.110530328587552,0.182053360984082,0.155,0.15,1,"RNF130",0.124329507583868
0.111610054968469,0.183948885411155,0.224,0.236,1,"ODC1",0.125512941954388
0.112547123357118,0.275153219448331,0.103,0.11,1,"PIK3CA",0.126535401625321
0.112949132615104,0.47962232833371,0.153,0.168,1,"BICDL2",0.126955943367621
0.113531748550755,0.376482761303214,0.132,0.142,1,"RC3H2",0.127579230430334
0.114200876607793,0.614981579155708,0.174,0.186,1,"CDC34",0.128299401453733
0.1172801135189,0.295882193151171,0.427,0.449,1,"STAT3",0.131726192305052
0.117502778790642,0.233861313891387,0.426,0.463,1,"CTNNA1",0.13194364947782
0.118481521055866,0.178888521552707,0.114,0.121,1,"PEX19",0.133009786678538
0.120046514571264,0.289624303000872,0.101,0.096,1,"CREB3L2",0.134733371890289
0.120395996936435,0.478457584653386,0.257,0.258,1,"SPG7",0.135092221914591
0.121302137102175,0.214497472173522,0.162,0.171,1,"ZNF791",0.136075346981467
0.122900179132449,0.234022015463259,0.098,0.104,1,"E4F1",0.137833962321672
0.122986929357242,0.229440578843309,0.272,0.291,1,"SCARB2",0.137897196595367
0.123768673938549,0.213937293511174,0.28,0.298,1,"CTDSP2",0.138706124614419
0.12376948181846,0.242630271187428,0.166,0.16,1,"TCEA2",0.138706124614419
0.12385523944857,0.157767025625086,0.102,0.108,1,"GPALPP1",0.13876798478558
0.124429445664808,0.325562279042916,0.138,0.147,1,"FOXJ3",0.13937693950762
0.124592652841802,0.272396000585542,0.314,0.339,1,"CALCOCO2",0.139501750971545
0.124602312693369,0.38021933627688,0.096,0.103,1,"POGLUT1",0.139501750971545
0.124879886294741,0.270068669535093,0.447,0.498,1,"PRMT1",0.13977805365157
0.125507346061584,0.108683927124576,0.105,0.113,1,"PRR34-AS1",0.14044575122367
0.125671744558725,0.319145268710581,0.458,0.522,1,"IFI16",0.140595070717214
0.126592701816958,0.287066574002347,0.139,0.148,1,"GNPAT",0.14159050713074
0.127661965848728,0.471422277449587,0.164,0.161,1,"DGKZ",0.142751289563919
0.127717832085582,0.30157417525454,0.207,0.22,1,"GRK2",0.142778600566378
0.128763759573319,0.245332708538271,0.132,0.142,1,"CTDSPL2",0.14391243717018
0.129571096625161,0.212391605575498,0.215,0.228,1,"CEP57",0.144779121499719
0.131732231893251,0.174300729315711,0.302,0.319,1,"RNASEH2C",0.14715770357374
0.132071425314748,0.312357540657446,0.223,0.222,1,"SOX7",0.147500330141237
0.134832095447077,0.762370526739117,0.135,0.132,1,"LOC101927164",0.150534978742452
0.134854942418915,0.269013056037175,0.339,0.364,1,"PPP1R12A",0.150534978742452
0.136391200228055,0.17197985608343,0.242,0.254,1,"YIPF5",0.152212445376161
0.137456570444246,0.280691343853722,0.11,0.117,1,"MLLT1",0.153363706729072
0.137750433453912,0.34235928939567,0.228,0.242,1,"PLXNB2",0.153653824199021
0.138024031439129,0.969541098635113,0.157,0.156,1,"COL7A1",0.153921200089657
0.138888237161459,0.357959776010317,0.12,0.128,1,"DCP2",0.154846915038101
0.139444281625375,-0.219759687774706,0.227,0.234,1,"STMN1",0.155428689951111
0.14002394141095,0.103311376522034,0.227,0.24,1,"CZIB",0.156036495201748
0.140969223453726,0.222881520020037,0.29,0.307,1,"ACAP2",0.157051335550385
0.142993091433304,0.203336564358829,0.107,0.114,1,"ZNF518A",0.159267016972929
0.143092511231708,0.241198147564585,0.099,0.106,1,"FAM131A",0.159338669323979
0.144312307687069,0.237115379910865,0.12,0.115,1,"CSK",0.160657560482221
0.147383646067804,0.191344455761344,0.41,0.445,1,"SYNGR2",0.164036553135759
0.14746418598556,0.244235931398716,0.275,0.293,1,"PJA2",0.164085976123604
0.148528164053153,0.499257818997306,0.318,0.33,1,"LAP3",0.165229395630908
0.148901635771797,0.337772905802054,0.191,0.187,1,"CTTNBP2NL",0.165604292931602
0.148999932328256,0.307168012941089,0.116,0.111,1,"CFL2",0.165673039349317
0.15003341278574,0.361003399470728,0.133,0.142,1,"CSNK1G3",0.16678132863159
0.151205029838896,0.352772819807713,0.17,0.183,1,"ARHGEF1",0.168042594346164
0.152997348994902,0.226431318629549,0.235,0.247,1,"HDAC5",0.169992894980634
0.153522116427851,0.226486248594714,0.43,0.471,1,"SEPTIN2",0.170534229623012
0.155100923558824,0.390243149093209,0.201,0.214,1,"EGLN3",0.172245853235661
0.155270435638935,0.122976269099644,0.106,0.112,1,"PIGBOS1",0.172391943334084
0.155572893619439,0.441272117218045,0.131,0.14,1,"RNF39",0.172685531636732
0.155762632736151,0.313326590163765,0.19,0.202,1,"KNOP1",0.172853889358471
0.15600285488845,0.188465497993751,0.16,0.169,1,"MAPK14",0.173078173478732
0.156580892241227,0.148482842199863,0.305,0.321,1,"OTUD6B-AS1",0.173677047305181
0.156679229590359,0.538862818538304,0.131,0.128,1,"DOCK1",0.173740589582483
0.156714700491048,0.270029917824832,0.295,0.318,1,"MYO1C",0.173740589582483
0.15696376725633,0.450189689673557,0.121,0.129,1,"DGAT1",0.173974241423235
0.15753652430116,0.322230905697732,0.137,0.146,1,"TTC39B",0.174566460920343
0.160342382356984,0.299568183542637,0.152,0.148,1,"KCTD10",0.177632290383768
0.161555981823951,0.213739411445879,0.115,0.122,1,"TBK1",0.178933100844527
0.161788426480816,0.297121822916368,0.124,0.131,1,"PTPRE",0.17914685312104
0.163327987086853,0.251755530392018,0.131,0.14,1,"NSUN6",0.180807505938908
0.163430353107662,0.281414994445058,0.143,0.139,1,"ZBED1",0.180876732503508
0.164144040966339,0.27401558127325,0.114,0.12,1,"WWC3",0.181622341624792
0.164582191548677,0.306393186395818,0.24,0.256,1,"MAP4K4",0.182062784853238
0.165854852170932,0.255905889981544,0.182,0.194,1,"BAZ1B",0.183425933684414
0.166395750518088,0.327473615622391,0.562,0.621,1,"TPM3",0.183979328732076
0.168950048774602,0.35531142513254,0.188,0.186,1,"UBTD1",0.186758074850406
0.170053285282086,0.416454555148793,0.214,0.214,1,"ATN1",0.187931849225104
0.170559833019047,0.441300738392387,0.113,0.12,1,"NCS1",0.188445791177492
0.170976613138915,0.449397105197488,0.101,0.108,1,"PRPF3",0.188860326018928
0.171427982586403,0.573394526375993,0.212,0.215,1,"MT-ATP8",0.189312857228807
0.172315859330367,0.463228945676992,0.13,0.126,1,"ABHD2",0.190247098764696
0.175067288098464,0.301302436249533,0.139,0.147,1,"ZNFX1",0.193237859809219
0.177590294622012,-0.15596482167036,0.631,0.637,1,"FABP5",0.195975097904874
0.179226054361582,0.361563419967504,0.535,0.583,1,"ARGLU1",0.19773214598055
0.179591647959474,0.205276799902552,0.2,0.196,1,"RRAS",0.198087362978861
0.180261952108407,0.221557584335752,0.215,0.227,1,"TMEM203",0.198778417805798
0.181009664923371,0.220298407143392,0.154,0.162,1,"NCSTN",0.199554476430451
0.181453059882171,0.2327500915549,0.095,0.101,1,"MAML2",0.19999474391382
0.182442986202764,0.232797895682247,0.125,0.131,1,"CRY2",0.201037029931267
0.185358897786561,0.140777651980367,0.153,0.16,1,"LRIF1",0.204200571287912
0.185523634677582,0.179610120495171,0.134,0.141,1,"DUSP3",0.204332482432913
0.187768349777805,0.295868883663199,0.401,0.445,1,"MSN",0.206754625688897
0.188196103642948,0.32980045767219,0.521,0.572,1,"SNHG7",0.207175395549728
0.188930301210313,0.23541363314131,0.344,0.371,1,"RAP1A",0.207933227774123
0.189348910055044,0.182589889241287,0.099,0.104,1,"LMO7",0.208343445737813
0.189640047439413,-0.140089005204838,0.097,0.101,1,"CMTM3",0.208613240170149
0.190570740779656,0.196377884028483,0.187,0.196,1,"COA5",0.209586276066945
0.190705494431788,0.448470444930295,0.1,0.096,1,"PTK2B",0.209683692545944
0.19092098616268,0.15156422950849,0.103,0.108,1,"MAU2",0.209869813160186
0.193376333951228,0.27366747706443,0.312,0.337,1,"BNIP2",0.212517408633235
0.193678371773096,0.41880142338457,0.145,0.141,1,"LYRM1",0.212797843266787
0.19576642098847,0.14908718575668,0.142,0.149,1,"ZNF688",0.21503998976987
0.197513393460406,0.253722030127701,0.246,0.259,1,"PCSK7",0.216906486022661
0.197827394280094,0.253552624226909,0.184,0.194,1,"CAMSAP2",0.217198790480152
0.198145711461306,0.313416695883609,0.121,0.117,1,"GABPA",0.217495691502487
0.19860860195293,0.108423755099178,0.271,0.286,1,"CAPN2",0.217951102336456
0.200110769787645,0.379744583098474,0.201,0.213,1,"ZMYM2",0.219546510172915
0.200540858144703,0.348288888140925,0.124,0.132,1,"TAFAZZIN",0.219965226288671
0.201053447467469,0.25056011185244,0.337,0.36,1,"NSRP1",0.220474210323539
0.201872489691517,0.350415822537396,0.16,0.157,1,"DPP8",0.221318922184737
0.207820014064291,0.477511252666981,0.24,0.24,1,"DNM2",0.227784379402835
0.209637393165032,0.287588424257413,0.303,0.324,1,"AKAP13",0.229720898253477
0.211354120352378,0.121563664643622,0.157,0.165,1,"TMX4",0.231546214842014
0.211661270785198,0.366129522201665,0.176,0.175,1,"PTK2",0.231826780182244
0.21242334517287,0.174562218308474,0.167,0.175,1,"SHKBP1",0.232605355782494
0.215116025989754,0.303615920860588,0.102,0.108,1,"CNST",0.235497076668147
0.217838279252028,0.264146705824915,0.113,0.119,1,"RAB3GAP2",0.238419770085191
0.218065173206977,0.283414652926687,0.139,0.147,1,"IMPACT",0.238610590730815
0.218938509805327,0.319969469838291,0.104,0.11,1,"MRE11",0.23950849747675
0.220071108808099,0.384189484357628,0.402,0.443,1,"DUSP23",0.240689524349128
0.220165507837998,0.277911687352546,0.106,0.112,1,"CNKSR3",0.240734787164062
0.222369569862592,0.248061766010699,0.301,0.322,1,"MTIF3",0.243086234170927
0.2233115193569,0.375687925162225,0.11,0.117,1,"MICU1",0.244057186377782
0.224151271190642,0.403598439112665,0.139,0.136,1,"PRKACA",0.244916006370718
0.225340184874342,0.398512957769706,0.265,0.27,1,"NFE2L1",0.246155828605818
0.225745575659383,0.257161916742248,0.432,0.453,1,"NUCB1",0.246539360045517
0.227299228279468,0.142717744886284,0.116,0.121,1,"THAP5",0.24817643558958
0.227801437844931,0.471685743685491,0.137,0.134,1,"CARS1",0.24866498299371
0.228884627985253,0.428220110305868,0.163,0.161,1,"PHC2",0.249787333737331
0.229504659111368,0.446940134649133,0.109,0.116,1,"ZNF273",0.250403809953081
0.23415313139099,0.170030404087874,0.504,0.553,1,"PSMB8",0.255414213222793
0.23473273497252,0.347438107577485,0.112,0.11,1,"TNFRSF10B",0.255984954253173
0.236039704337571,0.554155460811948,0.199,0.202,1,"ROCK2",0.257348450755561
0.236302579255604,0.299655933301054,0.412,0.427,1,"ARL4A",0.257573214690278
0.239251518533047,0.290545327164425,0.201,0.212,1,"TNRC6A",0.260725016956699
0.241160396329078,0.201348760999899,0.428,0.467,1,"MRPL33",0.262742168841253
0.241588287390608,0.425142303261615,0.19,0.19,1,"TNFAIP1",0.263145217807808
0.241828145427479,0.117157583332203,0.131,0.137,1,"NBEAL2",0.263343311363593
0.242910270423919,0.169801620049329,0.108,0.113,1,"EPB41L2",0.264458292494609
